location_id,location_no,street,city,state,zip,longitude,latitude,phone,closed,state_name,brand,updated,is_canada
16346,6346,1710 S 46th ST,Rogers,AR,72758,-94.183696,36.316335,(479) 636-1648,False,Arkansas,Red Lobster,2024-05-20,False
10402,0402,3885 N Shiloh Drive,Fayetteville,AR,72703,-94.145854,36.122274,(479) 442-2317,False,Arkansas,Red Lobster,2024-05-20,False
16316,6316,20414 US Highway 59 N,Humble,TX,77338,-95.263783,30.011774,(281) 964-4400,False,Texas,Red Lobster,2024-05-20,False
2018170,8170,2501 8th Street East,Saskatoon,SK,S7H0V4,-106.617986,52.11495,(306) 373-8333,False,,Red Lobster,2024-05-20,True
10876,0876,1919 S. First Street,Lufkin,TX,75901,-94.726532,31.310667,(936) 634-1155,True,Texas,Red Lobster,2024-05-20,False
10408,0408,104 HWY 332 W,Lake Jackson,TX,77566,-95.456989,29.047859,(979) 297-8580,True,Texas,Red Lobster,2024-05-20,False
10198,0198,4002 Spencer Highway,Pasadena,TX,77504,-95.183378,29.664664,(713) 941-8147,True,Texas,Red Lobster,2024-05-20,False
16304,6304,3002 Saint Michael DR,Texarkana,TX,75503,-94.078564,33.461284,(903) 223-5335,False,Texas,Red Lobster,2024-05-20,False
10356,0356,888 W. Bay Area Blvd.,Webster,TX,77598,-95.137215,29.543473,(281) 338-2518,False,Texas,Red Lobster,2024-05-20,False
16232,6232,3559 Shepherd of The Hills Expressway,Branson,MO,65616,-93.288113,36.652172,(417) 337-5988,False,Missouri,Red Lobster,2024-05-20,False
10063,0063,2141 S. Glenstone Ave,Springfield,MO,65804,-93.263082,37.175128,(417) 883-2245,False,Missouri,Red Lobster,2024-05-20,False
10664,0664,2968 E Texas St.,Bossier City,LA,71111,-93.703323,32.52829,(318) 741-3618,True,Louisiana,Red Lobster,2024-05-20,False
10309,0309,4215 13th Ave S,Fargo,ND,58103,-96.852838,46.862328,(701) 282-8983,False,North Dakota,Red Lobster,2024-05-20,False
10796,0796,3838 Westown Parkway,West Des Moines,IA,50266,-93.756371,41.594949,(515) 226-2150,False,Iowa,Red Lobster,2024-05-20,False
10697,0697,4500 Central Avenue,Hot Springs,AR,71913,-93.07889,34.451361,(501) 525-7613,False,Arkansas,Red Lobster,2024-05-20,False
10747,0747,1100 Buckeye Ave.,Ames,IA,50010,-93.610906,42.013072,(515) 232-2922,False,Iowa,Red Lobster,2024-05-20,False
10641,0641,2675 32nd Avenue South,Grand Forks,ND,58201,-97.066139,47.888936,(701) 772-8770,True,North Dakota,Red Lobster,2024-05-20,False
10684,0684,1890 E Madison Ave,Mankato,MN,56001,-93.950089,44.167272,(507) 208-7207,False,Minnesota,Red Lobster,2024-05-20,False
10202,0202,8407 W. Markham Street,Little Rock,AR,72205,-92.367337,34.75273,(501) 224-0940,False,Arkansas,Red Lobster,2024-05-20,False
16390,6390,1110 Interstate 70 DR SW,Columbia,MO,65203,-92.354936,38.964323,(573) 445-8324,False,Missouri,Red Lobster,2024-05-20,False
10733,0733,3519 Country Club Drive,Jefferson City,MO,65109,-92.250102,38.583473,(573) 635-6737,True,Missouri,Red Lobster,2024-05-20,False
10319,0319,3707 McCain Blvd,North Little Rock,AR,72116,-92.230131,34.792929,(501) 753-4000,False,Arkansas,Red Lobster,2024-05-20,False
10493,0493,2920 W. Division Street,Saint Cloud,MN,56301,-94.193994,45.552754,(320) 253-6682,False,Minnesota,Red Lobster,2024-05-20,False
10728,0728,3000 Pines Mall Drive,Pine Bluff,AR,71601,-91.970512,34.208389,(870) 535-5036,False,Arkansas,Red Lobster,2024-05-20,False
10543,0543,4601 Pecanland Mall Drive,Monroe,LA,71203,-92.06355,32.49685,(318) 361-0158,False,Louisiana,Red Lobster,2024-05-20,False
16267,6267,941 East San Marnan,Waterloo,IA,50702,-92.337431,42.458201,(319) 800-6677,True,Iowa,Red Lobster,2024-05-20,False
10281,0281,1301 County Road 42 West,Burnsville,MN,55306,-93.297407,44.745919,(952) 435-2552,False,Minnesota,Red Lobster,2024-05-20,False
10157,0157,8900 Golden Valley Road,Golden Valley,MN,55427,-93.393499,44.985231,(763) 546-7300,False,Minnesota,Red Lobster,2024-05-20,False
16251,6251,12515 Elm Creek Blvd. N,Maple Grove,MN,55369,-93.439276,45.093755,(763) 494-4646,False,Minnesota,Red Lobster,2024-05-20,False
10249,0249,1951 American Blvd West,Bloomington,MN,55431,-93.304367,44.85814,(952) 888-8102,False,Minnesota,Red Lobster,2024-05-20,False
10224,0224,8500 Hwy. 47,Minneapolis,MN,55433,-93.26569,45.125081,(763) 786-7667,False,Minnesota,Red Lobster,2024-05-20,False
10154,0154,2330 Prior Avenue,Roseville,MN,55113,-93.18154,45.011016,(651) 636-9800,False,Minnesota,Red Lobster,2024-05-20,False
2018157,8157,1540 Portage Ave,Winnipeg,MB,R3G0W9,-97.201096,49.880169,(204) 783-9434,False,,Red Lobster,2024-05-20,True
10283,0283,2925 White Bear Ave.,Maplewood,MN,55109,-93.018882,45.028626,(651) 770-8825,False,Minnesota,Red Lobster,2024-05-20,False
16369,6369,1280 Highway 14 SW,Rochester,MN,55902,-92.481315,44.004839,(507) 288-0688,False,Minnesota,Red Lobster,2024-05-20,False
16326,6326,8350 3rd ST N,Oakdale,MN,55128,-92.935467,44.951029,(651) 264-0151,False,Minnesota,Red Lobster,2024-05-20,False
16258,6258,2671 2nd Street,Coralville,IA,52241,-91.607429,41.688758,(319) 338-6400,False,Iowa,Red Lobster,2024-05-20,False
10870,0870,163 Collins Rd NE,Cedar Rapids,IA,52402,-91.628711,42.027264,(319) 395-0450,False,Iowa,Red Lobster,2024-05-20,False
16371,6371,2642 RED WOLF BLVD,Jonesboro,AR,72401,-90.66863,35.81089,(870) 932-1829,False,Arkansas,Red Lobster,2024-05-20,False
16261,6261,17204 Chesterfield Airport Rd,Chesterfield,MO,63005,-90.595644,38.667875,(636) 536-0899,False,Missouri,Red Lobster,2024-05-20,False
10181,0181,4101 Veterans Memorial Pkwy,Saint Peters,MO,63376,-90.572403,38.795002,(636) 928-1161,False,Missouri,Red Lobster,2024-05-20,False
10061,0061,12235 Saint Charles Rock Rd,Bridgeton,MO,63044,-90.426456,38.752019,(314) 291-8680,False,Missouri,Red Lobster,2024-05-20,False
10056,0056,5733 S. Lindbergh Blvd.,Saint Louis,MO,63123,-90.349902,38.522143,(314) 487-7744,False,Missouri,Red Lobster,2024-05-20,False
16324,6324,2381 Maplewood Commons Drive,Maplewood,MO,63143,-90.333067,38.617927,(314) 647-5257,False,Missouri,Red Lobster,2024-05-20,False
10380,0380,170 E. Beltline Parkway,Alton,IL,62002,-90.173422,38.921113,(618) 465-6554,False,Illinois,Red Lobster,2024-05-20,False
10133,0133,3420 East Kimberly Road,Davenport,IA,52807,-90.522832,41.551191,(563) 359-7185,False,Iowa,Red Lobster,2024-05-20,False
10546,0546,3333 State Road 16,La Crosse,WI,54601,-91.202706,43.867184,(608) 781-0300,True,Wisconsin,Red Lobster,2024-05-20,False
16204,6204,110 Ludwig Drive,Fairview Heights,IL,62208,-89.991756,38.600522,(618) 397-9251,False,Illinois,Red Lobster,2024-05-20,False
10370,0370,1019 W. Clairemont Ave.,Eau Claire,WI,54701,-91.514472,44.792097,(715) 833-0184,False,Wisconsin,Red Lobster,2024-05-20,False
16368,6368,6051 Bluebonnet Blvd,Baton Rouge,LA,70836,-91.087207,30.393282,(225) 763-9701,False,Louisiana,Red Lobster,2024-05-20,False
16322,6322,6535 Airways Blvd,Southaven,MS,38671,-89.99082,34.955989,(662) 536-1960,False,Mississippi,Red Lobster,2024-05-20,False
16216,6216,8161 Highway 64,Memphis,TN,38133,-89.790301,35.203966,(901) 387-0056,False,Tennessee,Red Lobster,2024-05-20,False
16341,6341,7750 Winchester RD,Memphis,TN,38125,-89.804925,35.049915,(901) 759-9045,True,Tennessee,Red Lobster,2024-05-20,False
10707,0707,3269 William Street,Cape Girardeau,MO,63703,-89.577996,37.30214,(573) 339-0445,False,Missouri,Red Lobster,2024-05-20,False
10630,0630,301 S Lake Avenue,Duluth,MN,55802,-92.096612,46.783978,(218) 722-7390,False,Minnesota,Red Lobster,2024-05-20,False
16217,6217,6357 I 55 N,Jackson,MS,39213,-90.14682,32.397556,(601) 977-8884,True,Mississippi,Red Lobster,2024-05-20,False
10248,0248,2696 South Dirksen Parkway,Springfield,IL,62703,-89.606593,39.766863,(217) 529-6900,False,Illinois,Red Lobster,2024-05-20,False
10473,0473,4625 N Sterling Ave,Peoria,IL,61615,-89.632188,40.744427,(309) 686-7716,False,Illinois,Red Lobster,2024-05-20,False
10621,0621,2900 W Deyoung ST,Marion,IL,62959,-88.975301,37.745385,(618) 993-6996,False,Illinois,Red Lobster,2024-05-20,False
16269,6269,997 S. State Route 51,Forsyth,IL,62535,-88.956211,39.920576,(217) 875-3196,False,Illinois,Red Lobster,2024-05-20,False
10738,0738,4381 Venture Drive,Peru,IL,61354,-89.126268,41.362988,(815) 223-8571,False,Illinois,Red Lobster,2024-05-20,False
10130,0130,714 Eldorado Road,Bloomington,IL,61704,-88.951818,40.471759,(309) 663-9405,False,Illinois,Red Lobster,2024-05-20,False
10719,0719,123 Stonebrook Place,Jackson,TN,38305,-88.856498,35.68558,(731) 664-8655,False,Tennessee,Red Lobster,2024-05-20,False
10485,0485,5151 Hinkleville RD,Paducah,KY,42001,-88.691137,37.075994,(270) 443-5804,False,Kentucky,Red Lobster,2024-05-20,False
10377,0377,4502 East Towne Blvd.,Madison,WI,53704,-89.307206,43.128002,(608) 244-3530,False,Wisconsin,Red Lobster,2024-05-20,False
10186,0186,5827 E State St,Rockford,IL,61108,-89.002919,42.265778,(815) 397-5682,False,Illinois,Red Lobster,2024-05-20,False
10688,0688,895 Barnes Crossing Road,Tupelo,MS,38804,-88.703845,34.315021,(662) 844-5422,False,Mississippi,Red Lobster,2024-05-20,False
10858,0858,4670 Hardy Street,Hattiesburg,MS,39402,-89.360791,31.323238,(601) 268-9136,True,Mississippi,Red Lobster,2024-05-20,False
16226,6226,1901 N Prospect Ave.,Champaign,IL,61822,-88.258566,40.138427,(217) 355-2577,False,Illinois,Red Lobster,2024-05-20,False
16299,6299,902 Commons Dr,Geneva,IL,60134,-88.341379,41.896477,(630) 845-0092,False,Illinois,Red Lobster,2024-05-20,False
10762,0762,201 S. Frontage Road,Meridian,MS,39301,-88.674646,32.364139,(601) 483-9194,False,Mississippi,Red Lobster,2024-05-20,False
10340,0340,701 Spring Hill Ring Road,West Dundee,IL,60118,-88.289608,42.102205,(847) 428-0820,False,Illinois,Red Lobster,2024-05-20,False
16234,6234,1036 N Route 59,Aurora,IL,60504,-88.206402,41.774124,(630) 898-5782,False,Illinois,Red Lobster,2024-05-20,False
10578,0578,2950 Plainfield Road,Joliet,IL,60435,-88.160665,41.578046,(815) 439-1339,False,Illinois,Red Lobster,2024-05-20,False
16253,6253,209 South Weber Road,Bolingbrook,IL,60490,-88.123269,41.693239,(630) 679-9192,False,Illinois,Red Lobster,2024-05-20,False
10322,0322,391 West Army Trail Road,Bloomingdale,IL,60108,-88.115593,41.939933,(630) 529-0097,True,Illinois,Red Lobster,2024-05-20,False
10492,0492,3001 Finley Road,Downers Grove,IL,60515,-88.024275,41.833018,(630) 515-0565,False,Illinois,Red Lobster,2024-05-20,False
16236,6236,800 E Golf Road,Schaumburg,IL,60173,-88.0593,42.050655,(847) 843-2743,False,Illinois,Red Lobster,2024-05-20,False
10494,0494,1604 N State Route 50,Bourbonnais,IL,60914,-87.850639,41.174248,(815) 932-0090,False,Illinois,Red Lobster,2024-05-20,False
16357,6357,3897 Promenade Parkway,D'Iberville,MS,39540,-88.9018,30.45486,(228) 392-1391,True,Mississippi,Red Lobster,2024-05-20,False
10287,0287,14750 S LaGrange Rd,Orland Park,IL,60462,-87.854321,41.621649,(708) 460-3313,False,Illinois,Red Lobster,2024-05-20,False
10556,0556,3217 Vermillion Street,Danville,IL,61832,-87.629445,40.176383,(217) 431-8484,True,Illinois,Red Lobster,2024-05-20,False
16212,6212,6230 Grand Ave.,Gurnee,IL,60031,-87.956277,42.384429,(847) 856-0432,False,Illinois,Red Lobster,2024-05-20,False
10587,0587,1200 N Casaloma Drive,Appleton,WI,54913,-88.475518,44.272432,(920) 749-0644,False,Wisconsin,Red Lobster,2024-05-20,False
10058,0058,4605 Bellemeade Ave,Evansville,IN,47714,-87.494396,37.967293,(812) 477-9227,False,Indiana,Red Lobster,2024-05-20,False
10274,0274,4401 N Cumberland Ave,Norridge,IL,60706,-87.836081,41.959923,(708) 456-7966,False,Illinois,Red Lobster,2024-05-20,False
10158,0158,9500 Southwest Highway,Oak Lawn,IL,60453,-87.769779,41.718982,(708) 636-1019,False,Illinois,Red Lobster,2024-05-20,False
10150,0150,2801 North Mayfair Road,Wauwatosa,WI,53222,-88.048662,43.06927,(414) 771-6320,True,Wisconsin,Red Lobster,2024-05-20,False
10139,0139,3915 W 211th St,Matteson,IL,60443,-87.711973,41.50562,(708) 481-8510,False,Illinois,Red Lobster,2024-05-20,False
10146,0146,4645 South 76th Street,Greenfield,WI,53220,-88.009003,42.960496,(414) 281-4030,False,Wisconsin,Red Lobster,2024-05-20,False
10277,0277,5201 S. Pulaski Road,Chicago,IL,60632,-87.72264,41.798357,(773) 284-7000,False,Illinois,Red Lobster,2024-05-20,False
10070,0070,3407 South U.S. Hwy 41,Terre Haute,IN,47802,-87.417078,39.426444,(812) 234-7727,False,Indiana,Red Lobster,2024-05-20,False
10474,0474,243 Cox Creek Parkway,Florence,AL,35630,-87.630136,34.834093,(256) 764-3766,False,Alabama,Red Lobster,2024-05-20,False
10582,0582,3301 W Touhy Avenue,Lincolnwood,IL,60712,-87.712466,42.01151,(847) 674-0238,False,Illinois,Red Lobster,2024-05-20,False
16381,6381,2800 S GREEN BAY RD,Mount Pleasant,WI,53406,-87.854313,42.698898,(262) 598-9184,False,Wisconsin,Red Lobster,2024-05-20,False
10184,0184,9311 Calumet Avenue,Munster,IN,46321,-87.508283,41.544181,(219) 836-1394,False,Indiana,Red Lobster,2024-05-20,False
10476,0476,2838 Wilma Rudolph Blvd.,Clarksville,TN,37040,-87.292841,36.590376,(931) 645-9872,False,Tennessee,Red Lobster,2024-05-20,False
10347,0347,3410 Frederica Street,Owensboro,KY,42301,-87.11934,37.737987,(270) 926-4044,False,Kentucky,Red Lobster,2024-05-20,False
10266,0266,1450 E 82nd Ave,Merrillville,IN,46410,-87.318893,41.470387,(219) 769-0500,False,Indiana,Red Lobster,2024-05-20,False
10155,0155,1251 Lombardi Access Road,Ashwaubenon,WI,54304,-88.073895,44.506451,(920) 497-1505,False,Wisconsin,Red Lobster,2024-05-20,False
10298,0298,2620 McFarland Blvd. E,Tuscaloosa,AL,35405,-87.526679,33.185058,(205) 553-8810,False,Alabama,Red Lobster,2024-05-20,False
10040,0040,3941 Airport Blvd.,Mobile,AL,36608,-88.146059,30.67551,(251) 342-1660,True,Alabama,Red Lobster,2024-05-20,False
16375,6375,120 S CREASY LN,Lafayette,IN,47905,-86.840208,40.416915,(765) 446-0381,False,Indiana,Red Lobster,2024-05-20,False
10679,0679,2027 Beltline Road S.W.,Decatur,AL,35601,-87.019778,34.577786,(256) 306-0092,True,Alabama,Red Lobster,2024-05-20,False
10620,0620,1718 Galleria Blvd,Franklin,TN,37067,-86.810277,35.964494,(615) 771-7577,False,Tennessee,Red Lobster,2024-05-20,False
10610,0610,4353 Franklin Street,Michigan City,IN,46360,-86.894596,41.675425,(219) 879-1328,False,Indiana,Red Lobster,2024-05-20,False
10045,0045,1814 Gallatin Pike N,Madison,TN,37115,-86.697825,36.299433,(615) 859-3434,False,Tennessee,Red Lobster,2024-05-20,False
10365,0365,5259 Hickory Hollow Pkwy,Antioch,TN,37013,-86.657066,36.047347,(615) 731-0141,False,Tennessee,Red Lobster,2024-05-20,False
10878,0878,2617 E 3rd Street,Bloomington,IN,47401,-86.499227,39.164708,(812) 332-9712,False,Indiana,Red Lobster,2024-05-20,False
16348,6348,401 S Mount Juliet RD,Mount Juliet,TN,37122,-86.512841,36.167818,(615) 758-9910,False,Tennessee,Red Lobster,2024-05-20,False
10349,0349,2525 Scottsville Road,Bowling Green,KY,42104,-86.426203,36.951249,(270) 782-9500,False,Kentucky,Red Lobster,2024-05-20,False
16260,6260,10189 E. US Highway 36,Avon,IN,46123,-86.342578,39.763144,(317) 271-4906,False,Indiana,Red Lobster,2024-05-20,False
10159,0159,1818 University Drive N.W.,Huntsville,AL,35801,-86.599212,34.741256,(256) 533-2880,True,Alabama,Red Lobster,2024-05-20,False
10604,0604,1745 Old Fort Parkway,Murfreesboro,TN,37129,-86.419664,35.845299,(615) 896-9499,False,Tennessee,Red Lobster,2024-05-20,False
10046,0046,1030 Montgomery Highway - S.,Vestavia Hills,AL,35216,-86.789863,33.438595,(205) 822-7240,False,Alabama,Red Lobster,2024-05-20,False
10082,0082,690 East Thompson Road,Indianapolis,IN,46227,-86.145915,39.693859,(317) 786-9201,False,Indiana,Red Lobster,2024-05-20,False
16376,6376,3525 ROOSEVELT BLVD,Birmingham,AL,35235,-86.635552,33.605695,(205) 800-8935,False,Alabama,Red Lobster,2024-05-20,False
10297,0297,1900 S. Reed Rd,Kokomo,IN,46902,-86.107153,40.464014,(765) 456-3831,False,Indiana,Red Lobster,2024-05-20,False
10371,0371,6410 E. 82nd Street,Indianapolis,IN,46250,-86.0573,39.905943,(317) 842-8871,False,Indiana,Red Lobster,2024-05-20,False
10097,0097,1752 N. Shadeland Ave,Indianapolis,IN,46219,-86.046368,39.791849,(317) 352-1679,True,Indiana,Red Lobster,2024-05-20,False
10843,0843,1947 N. Jackson Street,Tullahoma,TN,37388,-86.234022,35.386,(931) 393-4030,False,Tennessee,Red Lobster,2024-05-20,False
16287,6287,3930 N Main ST,Mishawaka,IN,46545,-86.181667,41.697467,(574) 255-6306,False,Indiana,Red Lobster,2024-05-20,False
10585,0585,2000 25th Street,Columbus,IN,47201,-85.902621,39.223426,(812) 375-1733,False,Indiana,Red Lobster,2024-05-20,False
16297,6297,2020 N Dixie ave,Elizabethtown,KY,42701,-85.890235,37.739008,(270) 765-3339,False,Kentucky,Red Lobster,2024-05-20,False
10678,0678,2923 U.S. 41 West,Marquette,MI,49855,-87.453338,46.548851,(906) 228-2211,False,Michigan,Red Lobster,2024-05-20,False
10039,0039,5110 N 9th Ave,Pensacola,FL,32504,-87.210282,30.475715,(850) 477-7667,False,Florida,Red Lobster,2024-05-20,False
10619,0619,951 E lewis and Clark Parkway,Clarksville,IN,47129,-85.761823,38.317432,(812) 285-0444,False,Indiana,Red Lobster,2024-05-20,False
10648,0648,3009 Brittany Court,Elkhart,IN,46514,-85.972503,41.729088,(574) 264-4115,True,Indiana,Red Lobster,2024-05-20,False
16254,6254,1681 Sternberg Road,Muskegon,MI,49444,-86.20376,43.153432,(231) 798-9586,False,Michigan,Red Lobster,2024-05-20,False
10563,0563,4639 Outer Loop,Louisville,KY,40219,-85.676982,38.138421,(502) 964-9647,False,Kentucky,Red Lobster,2024-05-20,False
10894,0894,986 Breckenridge Lane,Saint Matthews,KY,40207,-85.639614,38.232368,(502) 899-3334,False,Kentucky,Red Lobster,2024-05-20,False
10344,0344,5806 Scatterfield Road,Anderson,IN,46013,-85.652047,40.056878,(765) 643-7663,False,Indiana,Red Lobster,2024-05-20,False
10292,0292,1725 Rainbow Drive,Gadsden,AL,35901,-86.007628,33.980538,(256) 543-2086,False,Alabama,Red Lobster,2024-05-20,False
10731,0731,1410 Interstate Drive,Cookeville,TN,38501,-85.512161,36.137405,(931) 520-8422,False,Tennessee,Red Lobster,2024-05-20,False
16243,6243,3464 River Towne Point Circle,Grandville,MI,49418,-85.749648,42.883149,(616) 406-1190,False,Michigan,Red Lobster,2024-05-20,False
10387,0387,300 Eastdale Circle,Montgomery,AL,36117,-86.207504,32.38266,(334) 277-0780,False,Alabama,Red Lobster,2024-05-20,False
10136,0136,223 West McGalliard Road,Muncie,IN,47303,-85.388754,40.218504,(765) 288-6768,False,Indiana,Red Lobster,2024-05-20,False
10152,0152,6535 S Westnedge Avenue,Portage,MI,49002,-85.588786,42.221557,(269) 323-1329,False,Michigan,Red Lobster,2024-05-20,False
10559,0559,515 Quintard Drive,Oxford,AL,36203,-85.82708,33.616743,(256) 835-2013,False,Alabama,Red Lobster,2024-05-20,False
10458,0458,326 Miracle Strip PKWY SW,Fort Walton Beach,FL,32548,-86.634881,30.405559,(850) 664-2700,False,Florida,Red Lobster,2024-05-20,False
10129,0129,3920 28th Street. S.E.,Kentwood,MI,49512,-85.570841,42.912078,(616) 949-9190,False,Michigan,Red Lobster,2024-05-20,False
10076,0076,4825 Coldwater Road,Fort Wayne,IN,46825,-85.13637,41.1235,(260) 483-2181,False,Indiana,Red Lobster,2024-05-20,False
10275,0275,2565 Capitol Ave. S.W.,Battle Creek,MI,49015,-85.198199,42.264555,(269) 968-1448,False,Michigan,Red Lobster,2024-05-20,False
10285,0285,2131 Northgate Mall Lane,Chattanooga,TN,37415,-85.240675,35.133107,(423) 870-2371,False,Tennessee,Red Lobster,2024-05-20,False
10891,0891,2691 North U.S. 31 South,Traverse City,MI,49684,-85.646941,44.727365,(231) 933-8741,False,Michigan,Red Lobster,2024-05-20,False
10883,0883,2200 Bams Drive,Chattanooga,TN,37421,-85.157513,35.038913,(423) 490-3488,False,Tennessee,Red Lobster,2024-05-20,False
10850,0850,5400 National Road East,Richmond,IN,47374,-84.828453,39.832954,(765) 966-8646,False,Indiana,Red Lobster,2024-05-20,False
10273,0273,700 Shorter Ave NW,Rome,GA,30165,-85.201539,34.2662,(706) 234-0581,False,Georgia,Red Lobster,2024-05-20,False
10185,0185,7921 Dream Street,Florence,KY,41042,-84.642335,38.98928,(859) 371-7151,False,Kentucky,Red Lobster,2024-05-20,False
10782,0782,901 W. Bridge Rd,Dalton,GA,30720,-85.003491,34.759885,(706) 279-3601,False,Georgia,Red Lobster,2024-05-20,False
10539,0539,1805 Opelika Road,Auburn,AL,36830,-85.44322,32.626841,(334) 821-4474,True,Alabama,Red Lobster,2024-05-20,False
10110,0110,3564 Springdale Road,Cincinnati,OH,45251,-84.595917,39.249728,(513) 385-8151,False,Ohio,Red Lobster,2024-05-20,False
16276,6276,320 Cincinnati Mills Drive,Cincinnati,OH,45240,-84.522774,39.302668,(513) 671-6777,False,Ohio,Red Lobster,2024-05-20,False
10188,0188,2550 Nicholasville Road,Lexington,KY,40503,-84.519795,37.998457,(859) 276-1422,False,Kentucky,Red Lobster,2024-05-20,False
16379,6379,1848 Alysheba Way,Lexington,KY,40509,-84.41856,38.01903,(859) 263-0307,False,Kentucky,Red Lobster,2024-05-20,False
10232,0232,8220 Montgomery Road,Cincinnati,OH,45236,-84.366353,39.205449,(513) 984-2740,False,Ohio,Red Lobster,2024-05-20,False
10690,0690,4062 E. Bluegrass Road,Mount Pleasant,MI,48858,-84.766218,43.574891,(989) 772-5622,False,Michigan,Red Lobster,2024-05-20,False
10288,0288,616 Ohio Pike,Cincinnati,OH,45245,-84.294369,39.066072,(513) 752-3167,False,Ohio,Red Lobster,2024-05-20,False
10889,0889,375 Cherokee Place,Cartersville,GA,30121,-84.782083,34.172678,(770) 383-9888,False,Georgia,Red Lobster,2024-05-20,False
10669,0669,828 Eastern Bypass,Richmond,KY,40475,-84.281514,37.730813,(859) 623-3503,False,Kentucky,Red Lobster,2024-05-20,False
10201,0201,3130 East Saginaw Street,Lansing,MI,48912,-84.50706,42.740329,(517) 351-0610,False,Michigan,Red Lobster,2024-05-20,False
10038,0038,8200 N Springboro Pike,Miamisburg,OH,45342,-84.225113,39.631446,(937) 433-0940,False,Ohio,Red Lobster,2024-05-20,False
10223,0223,2400 Shirley Drive,Jackson,MI,49202,-84.429753,42.276904,(517) 787-7820,False,Michigan,Red Lobster,2024-05-20,False
10706,0706,991 E. Ash Street,Piqua,OH,45356,-84.223446,40.150625,(937) 773-9845,False,Ohio,Red Lobster,2024-05-20,False
10271,0271,3116 Montgomery Highway,Dothan,AL,36303,-85.4271,31.252124,(334) 793-6262,False,Alabama,Red Lobster,2024-05-20,False
16286,6286,6500 Miller LN,Dayton,OH,45414,-84.191466,39.842562,(937) 264-2811,False,Ohio,Red Lobster,2024-05-20,False
10498,0498,3100 Bill Arp RD,Douglasville,GA,30135,-84.76362,33.720136,(770) 949-8996,False,Georgia,Red Lobster,2024-05-20,False
10035,0035,1425 13th Street,Columbus,GA,31901,-84.971098,32.471537,(706) 324-7101,False,Georgia,Red Lobster,2024-05-20,False
10895,0895,990 Bullsboro Drive,Newnan,GA,30265,-84.745557,33.397441,(770) 252-4111,False,Georgia,Red Lobster,2024-05-20,False
16325,6325,2679 Adams Farm Dr,Columbus,GA,31909,-84.948228,32.544401,(706) 321-0110,False,Georgia,Red Lobster,2024-05-20,False
16315,6315,910 E 23rd ST,Panama City,FL,32405,-85.64546,30.188812,(850) 785-5566,False,Florida,Red Lobster,2024-05-20,False
10698,0698,2803 N. Fairfield Road,Beavercreek,OH,45431,-84.052805,39.771407,(937) 429-1800,False,Ohio,Red Lobster,2024-05-20,False
10702,0702,359 S. Illinois Ave.,Oak Ridge,TN,37830,-84.254361,36.006934,(865) 481-3330,False,Tennessee,Red Lobster,2024-05-20,False
16250,6250,1805 East-West Connector S.W.,Austell,GA,30106,-84.605468,33.853563,(770) 745-7111,False,Georgia,Red Lobster,2024-05-20,False
10433,0433,2626 George Busbee Pkwy,Kennesaw,GA,30144,-84.566817,34.014832,(770) 425-2524,False,Georgia,Red Lobster,2024-05-20,False
10544,0544,2150 Harding Hwy,Lima,OH,45804,-84.065442,40.730405,(419) 229-9073,False,Ohio,Red Lobster,2024-05-20,False
16229,6229,1405 Riverstone Parkway,Canton,GA,30114,-84.477093,34.249962,(770) 345-8311,False,Georgia,Red Lobster,2024-05-20,False
10683,0683,1420 S. Main ST,Adrian,MI,49221,-84.043761,41.876083,(517) 263-3811,False,Michigan,Red Lobster,2024-05-20,False
10392,0392,2579 Cobb Parkway,Smyrna,GA,30080,-84.474353,33.889831,(770) 952-5736,False,Georgia,Red Lobster,2024-05-20,False
16296,6296,3360 Camp Creek Parkway,Atlanta,GA,30344,-84.499993,33.657053,(404) 494-9170,False,Georgia,Red Lobster,2024-05-20,False
10868,0868,1898 W. First Street,Springfield,OH,45504,-83.839493,39.941968,(937) 323-8051,False,Ohio,Red Lobster,2024-05-20,False
10047,0047,8040 Kingston Pike,Knoxville,TN,37919,-84.048593,35.923975,(865) 693-4651,False,Tennessee,Red Lobster,2024-05-20,False
10331,0331,1050 Holcomb Bridge Rd,Roswell,GA,30076,-84.329465,34.02459,(770) 998-8573,True,Georgia,Red Lobster,2024-05-20,False
10253,0253,305 Merchant Dr,Knoxville,TN,37912,-83.974893,36.010055,(865) 689-2410,False,Tennessee,Red Lobster,2024-05-20,False
10055,0055,6550 Tara Blvd,Jonesboro,GA,30236,-84.371308,33.575636,(770) 968-8910,False,Georgia,Red Lobster,2024-05-20,False
10091,0091,3937 Lavista Road,Tucker,GA,30084,-84.255628,33.844654,(770) 934-2645,False,Georgia,Red Lobster,2024-05-20,False
10049,0049,2522 Candler Rd,Decatur,GA,30032,-84.273561,33.71644,(404) 243-4121,False,Georgia,Red Lobster,2024-05-20,False
10160,0160,4141 Bay Road,Saginaw,MI,48603,-83.976333,43.467439,(989) 793-5250,False,Michigan,Red Lobster,2024-05-20,False
10122,0122,1422 Reynolds Road,Maumee,OH,43537,-83.664173,41.583511,(419) 893-9494,False,Ohio,Red Lobster,2024-05-20,False
10397,0397,2055 Pleasant Hill Road,Duluth,GA,30096,-84.132797,33.955505,(770) 476-8376,False,Georgia,Red Lobster,2024-05-20,False
