brand,vanityName,storeType,locationId,legalName,facilityName,tz,address,city,name,zip,state,latitude,longitude,state_name
KROGER,Portsmouth Kroger,C,02900542,Kroger Limited Partnership I,Kroger,America/New_York,1301 Frederick Blvd,Portsmouth,Portsmouth Kroger,23707,VA,36.8278206,-76.3364933,Virginia
KROGER,Haynes Market,C,01100344,The Kroger Co.,Kroger,America/New_York,3000 Old Alabama Rd,Alpharetta,Haynes Market,30022,GA,34.0230965,-84.2715981,Georgia
KROGER,Centennial Village,C,01100441,The Kroger Co.,Kroger,America/New_York,2300 Holcomb Bridge Rd,Roswell,Centennial Village,30076,GA,34.0052869,-84.2947367,Georgia
KROGER,Rivermont Station,C,01100653,The Kroger Co.,Kroger,America/New_York,8465 Holcomb Bridge Rd Ste 2000,Johns Creek,Rivermont Station,30022,GA,33.9874062,-84.2689539,Georgia
KROGER,Orchard Park,C,01100324,The Kroger Co.,Kroger,America/New_York,2090 Dunwoody Club Dr,Atlanta,Orchard Park,30350,GA,33.9608906,-84.3011506,Georgia
KROGER,Crabapple,C,01100415,The Kroger Co.,Kroger,America/New_York,12460 Crabapple Rd,Alpharetta,Crabapple,30004,GA,34.0857179,-84.3567523,Georgia
KROGER,Georgetown,C,01100210,The Kroger Co.,Kroger,America/New_York,4498 Chamblee Dunwoody Rd,Dunwoody,Georgetown,30338,GA,33.9226262,-84.3159392,Georgia
KROGER,Whittaker,C,01800707,The Kroger Co. of Michigan,Kroger,America/New_York,2010 Whittaker Rd,Ypsilanti,Whittaker,48197,MI,42.2120939,-83.6209907,Michigan
KROGER,Carpenter Packard,C,01800689,The Kroger Co. of Michigan,Kroger,America/New_York,3200 Carpenter Rd,Ypsilanti,Carpenter Packard,48197,MI,42.24277,-83.6821497,Michigan
KROGER,Ypsilanti,C,01800520,The Kroger Co. of Michigan,Kroger,America/New_York,1771 E Michigan Ave,Ypsilanti,Ypsilanti,48198,MI,42.2484995,-83.5753303,Michigan
KROGER,Washtenaw,S,01800365,The Kroger Co. of Michigan,Kroger,America/New_York,3615 Washtenaw Ave,Ann Arbor,Washtenaw,48104,MI,42.2582623,-83.6888212,Michigan
KROGER,Plymouth Nixon,C,01800605,The Kroger Co. of Michigan,Kroger,America/New_York,2641 Plymouth Rd,Ann Arbor,Plymouth Nixon,48105,MI,42.304858,-83.70905,Michigan
KROGER,Michigan Canton,C,01800703,The Kroger Co. of Michigan,Kroger,America/New_York,45540 Michigan Ave,Canton,Michigan Canton,48188,MI,42.2742085,-83.4882238,Michigan
KROGER,Westgate,C,01800688,The Kroger Co. of Michigan,Kroger,America/New_York,400 S Maple Rd,Ann Arbor,Westgate,48103,MI,42.27757,-83.78211,Michigan
KROGER,Canton,C,01800671,The Kroger Co. of Michigan,Kroger,America/New_York,1905 N Canton Center Rd,Canton,Canton,48187,MI,42.3194296,-83.4918564,Michigan
KROGER,Milan,C,01800576,The Kroger Co. of Michigan,Kroger,America/New_York,531 W Main St,Milan,Milan,48160,MI,42.0889446,-83.6978522,Michigan
KROGER,Plymouth,C,01800670,The Kroger Co. of Michigan,Kroger,America/New_York,44525 Ann Arbor Rd W,Plymouth,Plymouth,48170,MI,42.3572982,-83.4818476,Michigan
KROGER,South Lyon,C,01800639,The Kroger Co. of Michigan,Kroger,America/New_York,20730 Pontiac Trl,South Lyon,South Lyon,48178,MI,42.4327017,-83.6473563,Michigan
KROGER,Haggerty,S,01800364,The Kroger Co. of Michigan,Kroger,America/New_York,15455 N Haggerty Rd,Plymouth,Haggerty,48170,MI,42.3974616,-83.4392575,Michigan
KROGER,Timberland Crossing,C,03500562,Kroger Texas LP,Kroger,America/Chicago,12600 N Beach St,Fort Worth,Timberland Crossing,76244,TX,32.9563127,-97.2799103,Texas
KROGER,Alliance,M,03500542,Kroger Texas LP,Kroger Marketplace,America/Chicago,3300 Texas Sage Trl,Fort Worth,Alliance,76177,TX,32.9115648,-97.3093219,Texas
KROGER,Fort Worth,C,03500532,Kroger Texas LP,Kroger,America/Chicago,5241 North Tarrant Pkwy,Fort Worth,Fort Worth,76244,TX,32.895935,-97.270465,Texas
KROGER,Keller Parkway,C,03500516,Kroger Texas LP,Kroger,America/Chicago,976 Keller Pkwy,Keller,Keller Parkway,76248,TX,32.9323694,-97.2302751,Texas
KROGER,Rufe Snow,C,03500537,Kroger Texas LP,Kroger,America/Chicago,2061 Rufe Snow Dr,Keller,Rufe Snow,76248,TX,32.8970386,-97.2368451,Texas
KROGER,Beach Western,C,03500536,Kroger Texas LP,Kroger,America/Chicago,6650 N Beach St,Fort Worth,Beach Western,76137,TX,32.8629642,-97.2889218,Texas
KROGER,North Tarrant Marketplace,M,03500535,Kroger Texas LP,Kroger Marketplace,America/Chicago,9150 N Tarrant Pkwy,North Richland Hills,North Tarrant Marketplace,76182,TX,32.901939,-97.188962,Texas
KROGER,Basswood,C,03500530,Kroger Texas LP,Kroger,America/Chicago,1653 Basswood Blvd,Fort Worth,Basswood,76131,TX,32.872194,-97.340178,Texas
KROGER,The Crossing,C,03500582,Kroger Texas LP,Kroger,America/Chicago,9135 Boulevard 26,North Richland Hills,The Crossing,76180,TX,32.8547227,-97.1903794,Texas
KROGER,Bailey Boswell,M,03500576,Kroger Texas LP,Kroger Marketplace,America/Chicago,4750 W Bailey Boswell Rd,Fort Worth,Bailey Boswell,76179,TX,32.882802,-97.395084,Texas
KROGER,Greater Richland Plaza,C,03500807,Kroger Texas LP,Kroger,America/Chicago,7201 Boulevard 26,North Richland Hills,Greater Richland Plaza,76180,TX,32.8248823,-97.2277724,Texas
KROGER,Bedford,C,03500521,Kroger Texas LP,Kroger,America/Chicago,2109 Harwood Rd,Bedford,Bedford,76021,TX,32.8535589,-97.1332386,Texas
KROGER,Hurst Store,C,03500844,Kroger Texas LP,Kroger,America/Chicago,708 E Pipeline Rd,Hurst,Hurst Store,76053,TX,32.82255,-97.1590664,Texas
KROGER,Alta Mesa,C,03500224,Kroger Texas LP,Kroger,America/Chicago,3510 Altamesa Blvd,Fort Worth,Alta Mesa,76133,TX,32.6516241,-97.3665364,Texas
KROGER,TCU Store,Q,03500520,Kroger Texas LP,Kroger Fresh Fare,America/Chicago,3120 S University Dr,Fort Worth,TCU Store,76109,TX,32.7045397,-97.3610417,Texas
KROGER,Loganville Crossing,C,01100679,The Kroger Co.,Kroger,America/New_York,4753 Atlanta Hwy,Loganville,Loganville Crossing,30052,GA,33.8312195,-83.8842679,Georgia
KROGER,Midway Plaza,C,01100443,The Kroger Co.,Kroger,America/New_York,910 Athens Hwy,Loganville,Midway Plaza,30052,GA,33.8593373,-83.9545782,Georgia
KROGER,Village Green,C,01100356,The Kroger Co.,Kroger,America/New_York,3600 Dallas Hwy SW,Marietta,Village Green,30064,GA,33.9553155,-84.6562344,Georgia
KROGER,Stilesboro Oaks,C,01100442,The Kroger Co.,Kroger,America/New_York,1720 Mars Hill Rd NW,Acworth,Stilesboro Oaks,30101,GA,33.9958096,-84.7045479,Georgia
KROGER,Smyrna,C,01100699,The Kroger Co.,Kroger,America/New_York,3240 S Cobb Dr SE,Smyrna,Smyrna,30080,GA,33.8751433,-84.5336284,Georgia
KROGER,Dallas,C,01100634,The Kroger Co.,Kroger,America/New_York,8876 Dallas Acworth Hwy,Dallas,Dallas,30132,GA,34.0107831,-84.7521,Georgia
KROGER,Butler Creek,C,01100397,The Kroger Co.,Kroger,America/New_York,3330 Cobb Pkwy NW Ste 200,Acworth,Butler Creek,30101,GA,34.036344,-84.6770134,Georgia
KROGER,Coit,C,03500517,Kroger Texas LP,Kroger,America/Chicago,160 N Coit Rd,Richardson,Coit,75080,TX,32.9532468,-96.7673296,Texas
KROGER,Stringtown,C,01600341,The Kroger Co.,Kroger,America/New_York,2474 Stringtown Rd,Grove City,Stringtown,43123,OH,39.8828425,-83.06863,Ohio
KROGER,Hoover Road,M,01600842,The Kroger Co.,Kroger,America/New_York,5965 Hoover Rd,Grove City,Hoover Road,43123,OH,39.841483,-83.0748545,Ohio
KROGER,Georgesville,C,01600519,The Kroger Co.,Kroger,America/New_York,1585 Georgesville Square Dr,Columbus,Georgesville,43228,OH,39.920118,-83.121384,Ohio
KROGER,Eakin Road,C,01600990,The Kroger Co.,Kroger,America/New_York,2161 Eakin Rd,Columbus,Eakin Road,43223,OH,39.9311449,-83.0540544,Ohio
KROGER,Great Southern,C,01600815,The Kroger Co.,Kroger,America/New_York,3637 S High St,Columbus,Great Southern,43207,OH,39.8879952,-83.0017887,Ohio
KROGER,Soldano Blvd,C,01600598,The Kroger Co.,Kroger,America/New_York,3600 Soldano Blvd,Columbus,Soldano Blvd,43228,OH,39.9567701,-83.0968994,Ohio
KROGER,Moler,C,01600893,The Kroger Co.,Kroger,America/New_York,1441 Parsons Ave,Columbus,Moler,43207,OH,39.9343317,-82.985385,Ohio
KROGER,Brewers Yard,C,01600569,The Kroger Co.,Kroger,America/New_York,150 W Sycamore St,Columbus,Brewers Yard,43215,OH,39.9496665,-83.0019303,Ohio
KROGER,W Broad,C,01600623,The Kroger Co.,Kroger,America/New_York,5800 W Broad St,Galloway,W Broad,43119,OH,39.9519139,-83.1563351,Ohio
KROGER,Chambers Rd,C,01600942,The Kroger Co.,Kroger,America/New_York,1375 Chambers Rd,Columbus,Chambers Rd,43212,OH,39.9926801,-83.0439606,Ohio
KROGER,Short North Kroger 587,C,01600587,The Kroger Co.,Kroger,America/New_York,1350 N High St,Columbus,Short North Kroger 587,43201,OH,39.9892939,-83.0052871,Ohio
KROGER,Bexley,C,01600315,The Kroger Co.,Kroger,America/New_York,2000 E Main St,Columbus,Bexley,43205,OH,39.9582605,-82.945047,Ohio
KROGER,Hilliard-Rome,C,01600867,The Kroger Co.,Kroger,America/New_York,2525 Hilliard Rome Rd,Hilliard,Hilliard-Rome,43026,OH,40.0025295,-83.1562341,Ohio
KROGER,Groveport,C,01600861,The Kroger Co.,Kroger,America/New_York,6011 Groveport Rd,Groveport,Groveport,43125,OH,39.853071,-82.899249,Ohio
KROGER,Clintonville,C,01600971,The Kroger Co.,Kroger,America/New_York,3417 N High St,Columbus,Clintonville,43214,OH,40.0320473,-83.0176247,Ohio
KROGER,Cemetery Road,C,01600966,The Kroger Co.,Kroger,America/New_York,4656 Cemetery Rd,Hilliard,Cemetery Road,43026,OH,40.033495,-83.140566,Ohio
KROGER,E Broad Whitehall,C,01600897,The Kroger Co.,Kroger,America/New_York,3675 E Broad St,Whitehall,E Broad Whitehall,43213,OH,39.9718358,-82.90313,Ohio
KROGER,Henderson Rd,C,01600328,The Kroger Co.,Kroger,America/New_York,1955 Henderson Rd,Upper Arlington,Henderson Rd,43220,OH,40.0543055,-83.0725659,Ohio
KROGER,Crown Plaza,C,01600818,The Kroger Co.,Kroger,America/New_York,2090 Crown Plaza Dr,Columbus,Crown Plaza,43235,OH,40.0656864,-83.0734317,Ohio
KROGER,Singleton Square,C,01100389,The Kroger Co.,Kroger,America/New_York,6050 Singleton Rd,Norcross,Singleton Square,30093,GA,33.9033629,-84.1996802,Georgia
KROGER,Cofer Crossing,C,01100482,The Kroger Co.,Kroger,America/New_York,4357 Lawrenceville Hwy,Tucker,Cofer Crossing,30084,GA,33.8550929,-84.2069937,Georgia
KROGER,Embry Village,C,01100685,The Kroger Co.,Kroger,America/New_York,3559 Chamblee Tucker Rd,Atlanta,Embry Village,30341,GA,33.883897,-84.247698,Georgia
KROGER,Colony Lakes,C,03400334,Kroger Texas LP,Kroger,America/Chicago,6200 Highway 6,Missouri City,Colony Lakes,77459,TX,29.5635804,-95.5654878,Texas
KROGER,Kroger,C,03400131,Kroger Texas LP,Kroger,America/Chicago,18861 University Blvd,Sugar Land,Kroger,77479,TX,29.5517454,-95.5841622,Texas
KROGER,Sweetwater,C,03400320,Kroger Texas LP,Kroger,America/Chicago,4825 Sweetwater Blvd,Sugar Land,Sweetwater,77479,TX,29.5853732,-95.6332847,Texas
KROGER,Washington Walk,C,01100676,The Kroger Co.,Kroger,America/New_York,2801 Washington Rd,Augusta,Washington Walk,30909,GA,33.5118756,-82.0293532,Georgia
KROGER,River Commons,C,01100640,The Kroger Co.,Kroger,America/New_York,1284 Knox Ave,North Augusta,River Commons,29841,SC,33.5063667,-81.9603801,South Carolina
KROGER,Merchants Village,C,01100294,The Kroger Co.,Kroger,America/New_York,4115 Columbia Rd,Martinez,Merchants Village,30907,GA,33.5095909,-82.1081989,Georgia
KROGER,Evans Crossing,C,01100414,The Kroger Co.,Kroger,America/New_York,4355 Washington Rd,Evans,Evans Crossing,30809,GA,33.5417455,-82.1321558,Georgia
KROGER,Augusta Marketplace,M,01100644,The Kroger Co.,Kroger Marketplace,America/New_York,435 Lewiston Rd,Grovetown,Augusta Marketplace,30813,GA,33.48969,-82.202014,Georgia
KROGER,Aiken,C,01100675,The Kroger Co.,Kroger,America/New_York,1795 Whiskey Rd,Aiken,Aiken,29803,SC,33.5236551,-81.7220202,South Carolina
KROGER,Logan,C,01600542,The Kroger Co.,Kroger,America/New_York,31550 Chieftain Dr,Logan,Logan,43138,OH,39.5462844,-82.4340922,Ohio
KROGER,Canal,C,01600851,The Kroger Co.,Kroger,America/New_York,6095 Gender Rd,Canal Winchester,Canal,43110,OH,39.8557861,-82.8319261,Ohio
KROGER,Circleville,C,01600844,The Kroger Co.,Kroger,America/New_York,175 Lancaster Pike,Circleville,Circleville,43113,OH,39.5979336,-82.9313762,Ohio
KROGER,New Lex,C,01600313,The Kroger Co.,Kroger,America/New_York,610 Carroll St,New Lexington,New Lex,43764,OH,39.7215345,-82.2031385,Ohio
KROGER,Kroger,C,02600619,Kroger Limited Partnership I,Kroger,America/Chicago,237 E Main St,Hendersonville,Kroger,37075,TN,36.307923,-86.600332,Tennessee
KROGER,Kroger Hendersonville,I,02600519,Kroger Limited Partnership I,Kroger,America/Chicago,170 E Main St Ste 300,Hendersonville,Kroger Hendersonville,37075,TN,36.307642,-86.607067,Tennessee
KROGER,Glenbrook,C,02600571,Kroger Limited Partnership I,Kroger,America/Chicago,1010 Glenbrook Way,Hendersonville,Glenbrook,37075,TN,36.3335003,-86.6211301,Tennessee
KROGER,Gallatin Marketplace,M,02600569,Kroger Limited Partnership I,Kroger Marketplace,America/Chicago,2011 Nashville Pike,Gallatin,Gallatin Marketplace,37066,TN,36.3434076,-86.5260974,Tennessee
KROGER,Goodlettsville Northcreek,C,02600541,Kroger Limited Partnership I,Kroger,America/Chicago,123 Northcreek Blvd,Goodlettsville,Goodlettsville Northcreek,37072,TN,36.326508,-86.698693,Tennessee
KROGER,Kroger Fuel Center,I,02600041,Kroger Limited Partnership I,Kroger Fuel Center,America/Chicago,123 Northcreek Blvd Ste G,Goodlettsville,Kroger Fuel Center,37072,TN,36.326502,-86.699876,Tennessee
KROGER,Shute Lane,C,02600866,Kroger Limited Partnership I,Kroger,America/Chicago,4400 Lebanon Pike,Hermitage,Shute Lane,37076,TN,36.2165504,-86.6040025,Tennessee
KROGER,Old Hickory SC,C,02600514,Kroger Limited Partnership I,Kroger,America/Chicago,200 Gallatin Pike S,Madison,Old Hickory SC,37115,TN,36.2618285,-86.7140814,Tennessee
KROGER,Mt Juliet Road,C,02600590,Kroger Limited Partnership I,Kroger,America/Chicago,4120 N Mount Juliet Rd,Mount Juliet,Mt Juliet Road,37122,TN,36.2293536,-86.5164023,Tennessee
KROGER,Gallatin,C,02600897,Kroger Limited Partnership I,Kroger,America/Chicago,845 Nashville Pike,Gallatin,Gallatin,37066,TN,36.3780958,-86.4653698,Tennessee
KROGER,Northlake Village,C,02600518,Kroger Limited Partnership I,Kroger,America/Chicago,5544 Old Hickory Blvd,Hermitage,Northlake Village,37076,TN,36.1815902,-86.6050795,Tennessee
KROGER,Inglewood,C,02600884,Kroger Limited Partnership I,Kroger,America/Chicago,3410 Gallatin Pike,Nashville,Inglewood,37216,TN,36.210179,-86.7315587,Tennessee
KROGER,White House,C,02600545,Kroger Limited Partnership I,Kroger,America/Chicago,510 Highway 76,White House,White House,37188,TN,36.4704109,-86.6660059,Tennessee
KROGER,Schrock Rd,C,01600920,The Kroger Co.,Kroger,America/New_York,55 W Schrock Rd,Westerville,Schrock Rd,43081,OH,40.1082451,-82.9275624,Ohio
KROGER,Maxtown,C,01600847,The Kroger Co.,Kroger,America/New_York,7345 State Route 3,Westerville,Maxtown,43082,OH,40.1496446,-82.9208478,Ohio
KROGER,Worthington Woods,C,01600879,The Kroger Co.,Kroger,America/New_York,1425 Worthington Centre Dr,Worthington,Worthington Woods,43085,OH,40.1227589,-82.9794468,Ohio
KROGER,Kroger Northland Village,C,01600593,The Kroger Co.,Kroger,America/New_York,1745 Morse Rd,Columbus,Kroger Northland Village,43229,OH,40.05857,-82.973138,Ohio
KROGER,Polaris,C,01600839,The Kroger Co.,Kroger,America/New_York,1177 Polaris Pkwy,Columbus,Polaris,43240,OH,40.1400189,-82.9902018,Ohio
KROGER,Worthington Mall,C,01600273,The Kroger Co.,Kroger Fresh Fare,America/New_York,60 Worthington Mall,Worthington,Worthington Mall,43085,OH,40.1091901,-83.017746,Ohio
KROGER,Graceland,M,01600819,The Kroger Co.,Kroger Marketplace,America/New_York,199 Graceland Blvd,Columbus,Graceland,43214,OH,40.06528,-83.02481,Ohio
KROGER,Lewis Center,M,01600805,The Kroger Co.,Kroger Marketplace,America/New_York,6417 Columbus Pike,Lewis Center,Lewis Center,43035,OH,40.2034124,-83.0264977,Ohio
KROGER,Sawmill Rd,M,01600581,The Kroger Co.,Kroger Marketplace,America/New_York,7625 Sawmill Rd,Dublin,Sawmill Rd,43016,OH,40.1217877,-83.0926243,Ohio
KROGER,Sunbury,C,01600802,The Kroger Co.,Kroger,America/New_York,131 State Route 3,Sunbury,Sunbury,43074,OH,40.2462815,-82.8686806,Ohio
KROGER,Powell Rd,C,01600898,The Kroger Co.,Kroger,America/New_York,3975 Powell Rd,Powell,Powell Rd,43065,OH,40.1569087,-83.0954752,Ohio
KROGER,Chillicothe,C,01600312,The Kroger Co.,Kroger,America/New_York,1165 Western Ave,Chillicothe,Chillicothe,45601,OH,39.3342617,-83.0165373,Ohio
KROGER,Bridge Street,C,01600348,The Kroger Co.,Kroger,America/New_York,887 N Bridge St,Chillicothe,Bridge Street,45601,OH,39.3543988,-82.9742619,Ohio
KROGER,Waverly,C,01600363,The Kroger Co.,Kroger,America/New_York,220 Waverly Plz,Waverly,Waverly,45690,OH,39.1330466,-82.9766677,Ohio
KROGER,Jackson,C,01600590,The Kroger Co.,Kroger,America/New_York,530 E Main St,Jackson,Jackson,45640,OH,39.0481938,-82.6300991,Ohio
KROGER,Washington Court House,C,01600822,The Kroger Co.,Kroger,America/New_York,548 Clinton Ave,Washington Court House,Washington Court House,43160,OH,39.5340291,-83.4459289,Ohio
KROGER,Hillsboro,C,01400380,Kroger Limited Partnership I,Kroger,America/New_York,575 Harry Sauner Rd,Hillsboro,Hillsboro,45133,OH,39.2247213,-83.6192748,Ohio
KROGER,Portsmouth,C,01600575,The Kroger Co.,Kroger,America/New_York,811 Gay St,Portsmouth,Portsmouth,45662,OH,38.736087,-82.9955819,Ohio
KROGER,Nelsonville,F,01600529,The Kroger Co.,Kroger,America/New_York,965 Poplar St,Nelsonville,Nelsonville,45764,OH,39.4517722,-82.2207556,Ohio
KROGER,Rockwall,C,03500575,Kroger Texas LP,Kroger,America/Chicago,2935 Ridge Rd,Rockwall,Rockwall,75032,TX,32.8886536,-96.4710446,Texas
KROGER,North Rockwall,C,03500574,Kroger Texas LP,Kroger,America/Chicago,1950 N Goliad St,Rockwall,North Rockwall,75087,TX,32.949731,-96.460318,Texas
KROGER,Richmond Plaza,M,02400705,Kroger Limited Partnership I,Kroger Marketplace,America/New_York,890 Richmond Plz,Richmond,Richmond Plaza,40475,KY,37.7313245,-84.2739544,Kentucky
KROGER,Bypass Rd Hwy 1958,C,02400402,Kroger Limited Partnership I,Kroger,America/New_York,1661 Bypass Rd,Winchester,Bypass Rd Hwy 1958,40391,KY,37.994292,-84.2178122,Kentucky
KROGER,Kimberly Square,C,02400713,Kroger Limited Partnership I,Kroger,America/New_York,995 S Main St,Nicholasville,Kimberly Square,40356,KY,37.8656145,-84.5810068,Kentucky
KROGER,Hartland Parkway,C,02400721,Kroger Limited Partnership I,Kroger,America/New_York,4750 Hartland Pkwy,Lexington,Hartland Parkway,40515,KY,37.9620466,-84.4796292,Kentucky
KROGER,Tates Creek,C,02400347,Kroger Limited Partnership I,Kroger,America/New_York,4101 Tates Creek Centre Dr,Lexington,Tates Creek,40517,KY,37.9705806,-84.4986704,Kentucky
KROGER,Man-O-War,M,02400407,Kroger Limited Partnership I,Kroger Marketplace,America/New_York,3101 Richmond Rd,Lexington,Man-O-War,40509,KY,38.003241,-84.444936,Kentucky
KROGER,Brannon Crossing,C,02400766,Kroger Limited Partnership I,Kroger,America/New_York,200 E Brannon Rd,Nicholasville,Brannon Crossing,40356,KY,37.9545949,-84.5362087,Kentucky
KROGER,Chinoe,C,02400737,Kroger Limited Partnership I,Kroger,America/New_York,1060 Chinoe Rd Ste 190,Lexington,Chinoe,40502,KY,37.9968605,-84.4786723,Kentucky
KROGER,Millpond Center,C,02400371,Kroger Limited Partnership I,Kroger,America/New_York,3650 Boston Rd,Lexington,Millpond Center,40514,KY,37.9790016,-84.5501227,Kentucky
KROGER,Regency Center,C,02400352,Kroger Limited Partnership I,Kroger,America/New_York,150 W Lowry Ln Ste 190,Lexington,Regency Center,40503,KY,38.0064996,-84.5217367,Kentucky
KROGER,Lexington,C,02400784,Kroger Limited Partnership I,Kroger,America/New_York,704 Euclid Ave,Lexington,Lexington,40502,KY,38.0306743,-84.4929085,Kentucky
KROGER,Bellerive Plaza,C,02400708,Kroger Limited Partnership I,Kroger,America/New_York,170 Bellerive Blvd,Nicholasville,Bellerive Plaza,40356,KY,37.984358,-84.589651,Kentucky
KROGER,Bryan Station,C,02400359,Kroger Limited Partnership I,Kroger,America/New_York,1650 Bryan Station Rd,Lexington,Bryan Station,40505,KY,38.05921,-84.461204,Kentucky
KROGER,Harrodsburg Fuel,I,02400808,Kroger Limited Partnership I,Kroger,America/New_York,4225 Harrodsburg Rd,Lexington,Harrodsburg Fuel,40513,KY,37.9986829,-84.5799526,Kentucky
KROGER,Beaumont Centre,M,02400767,Kroger Limited Partnership I,Kroger Marketplace,America/New_York,3175 Beaumont Centre Cir,Lexington,Beaumont Centre,40513,KY,38.0228609,-84.5592469,Kentucky
KROGER,Gardenside - Power Alley,C,02400361,Kroger Limited Partnership I,Kroger,America/New_York,1808 Alexandria Dr,Lexington,Gardenside - Power Alley,40504,KY,38.0375535,-84.550596,Kentucky
KROGER,W College Ave,S,02400411,Kroger Limited Partnership I,Kroger,America/New_York,179 W College Ave,Stanton,W College Ave,40380,KY,37.8443276,-83.8617452,Kentucky
KROGER,Meadowthorpe SC,C,02400768,Kroger Limited Partnership I,Kroger,America/New_York,1600 Leestown Rd,Lexington,Meadowthorpe SC,40511,KY,38.0653327,-84.5271941,Kentucky
KROGER,Madison Edgewood,C,02100992,Kroger Limited Partnership I,Kroger,America/New_York,5911 Madison Ave,Indianapolis,Madison Edgewood,46227,IN,39.6803674,-86.129457,Indiana
KROGER,Southern Plaza,C,02100927,Kroger Limited Partnership I,Kroger,America/New_York,4202 S East St,Indianapolis,Southern Plaza,46227,IN,39.705573,-86.150698,Indiana
KROGER,Bluff Southport,C,02100993,Kroger Limited Partnership I,Kroger,America/New_York,1330 W Southport Rd,Indianapolis,Bluff Southport,46217,IN,39.665062,-86.182627,Indiana
KROGER,Ross Park,M,02100995,Kroger Limited Partnership I,Kroger Marketplace,America/New_York,5350 E Thompson Rd,Indianapolis,Ross Park,46237,IN,39.6960329,-86.0764127,Indiana
KROGER,Claybrooke Commons,M,02100894,Kroger Limited Partnership I,Kroger Marketplace,America/New_York,8745 S Emerson Ave,Indianapolis,Claybrooke Commons,46237,IN,39.6394349,-86.0811469,Indiana
KROGER,Meridian Park,C,02100909,Kroger Limited Partnership I,Kroger,America/New_York,3100 Meridian Parke Dr,Greenwood,Meridian Park,46142,IN,39.618869,-86.159976,Indiana
KROGER,Twin Aire,S,02100116,Kroger Limited Partnership I,Kroger,America/New_York,680 Twin Aire Dr,Indianapolis,Twin Aire,46203,IN,39.7577922,-86.1149198,Indiana
KROGER,Kroger,C,02100989,Kroger Limited Partnership I,Kroger,America/New_York,8130 E Southport Rd,Indianapolis,Kroger,46259,IN,39.6686363,-86.0220336,Indiana
KROGER,Marwood,C,02100110,Kroger Limited Partnership I,Kroger,America/New_York,3361 Kentucky Ave,Indianapolis,Marwood,46221,IN,39.7145622,-86.2350196,Indiana
KROGER,Whiteland,C,02100864,Kroger Limited Partnership I,Kroger,America/New_York,2200 Independence Dr,Greenwood,Whiteland,46143,IN,39.583908,-86.102744,Indiana
KROGER,Kroger Indianapolis,C,02100339,Kroger Limited Partnership I,Kroger,America/New_York,227 W Michigan St,Indianapolis,Kroger Indianapolis,46204,IN,39.7751497,-86.1635739,Indiana
KROGER,Linwood Plaza,C,02100820,Kroger Limited Partnership I,Kroger,America/New_York,4445 E 10Th St,Indianapolis,Linwood Plaza,46201,IN,39.7792825,-86.0936388,Indiana
KROGER,Smokey Row Kroger,C,02100735,Kroger Limited Partnership I,Kroger,America/New_York,5961 N State Road 135,Greenwood,Smokey Row Kroger,46143,IN,39.562096,-86.155648,Indiana
KROGER,West Michigan,F,02100016,Kroger Limited Partnership I,Kroger,America/New_York,2630 W Michigan St,Indianapolis,West Michigan,46222,IN,39.7757725,-86.2046486,Indiana
KROGER,Indy Downtown,F,02100001,Kroger Limited Partnership I,Kroger,America/New_York,524 E 16Th St,Indianapolis,Indy Downtown,46202,IN,39.7892121,-86.1481049,Indiana
KROGER,Westgate Plaza,C,02100066,Kroger Limited Partnership I,Kroger,America/New_York,5173 W Washington St,Indianapolis,Westgate Plaza,46241,IN,39.7526095,-86.2467582,Indiana
KROGER,10th Shortridge,C,02100100,Kroger Limited Partnership I,Kroger,America/New_York,7101 E 10Th St,Indianapolis,10th Shortridge,46219,IN,39.7808002,-86.0419191,Indiana
KROGER,Howell Mill Square,C,01100346,The Kroger Co.,Kroger,America/New_York,1715 Howell Mill Rd NW,Atlanta,Howell Mill Square,30318,GA,33.8018234,-84.4124991,Georgia
KROGER,Ansley Mall,C,01100298,The Kroger Co.,Kroger,America/New_York,1700 Monroe Dr NE,Atlanta,Ansley Mall,30324,GA,33.80054,-84.3730262,Georgia
KROGER,Kroger Atlanta,C,01100695,The Kroger Co.,Kroger,America/New_York,725 Ponce de Leon Ave NE,Atlanta,Kroger Atlanta,30306,GA,33.771651,-84.363357,Georgia
KROGER,Vinings Village,C,01100451,The Kroger Co.,Kroger,America/New_York,4715 S Atlanta Rd SE,Smyrna,Vinings Village,30339,GA,33.8391681,-84.4822344,Georgia
KROGER,Lindberg,C,01100626,The Kroger Co.,Kroger,America/New_York,2452 Morosgo Way NE,Atlanta,Lindberg,30324,GA,33.822712,-84.365645,Georgia
KROGER,Glenwood Kroger,C,01100672,The Kroger Co.,Kroger,America/New_York,800 Glenwood Ave SE,Atlanta,Glenwood Kroger,30316,GA,33.742558,-84.35962,Georgia
KROGER,Edgewood,C,01100461,The Kroger Co.,Kroger,America/New_York,1225 Caroline St NE,Atlanta,Edgewood,30307,GA,33.756079,-84.3480363,Georgia
KROGER,Sage Hill,S,01100655,The Kroger Co.,Kroger,America/New_York,1799 Briarcliff Rd NE,Atlanta,Sage Hill,30306,GA,33.8041591,-84.3363931,Georgia
KROGER,Kroger Atlanta,C,01100207,The Kroger Co.,Kroger,America/New_York,3300 Cobb Pkwy SE,Atlanta,Kroger Atlanta,30339,GA,33.871835,-84.457852,Georgia
