store_name,street,city,state,zip,phone,longitude,latitude,province,timezone,temp_closed,reopen_date,store_open_date,coming_soon,start_date,end_date,hybrid_stores,temporarily_closed,state_name,brand,updated
FAMILY DOLLAR #10889,302 W 24th Avenue,Cordele,GA,31015,229-947-6204,-83.785005,31.955391,,America/New_York,N,,04/24/2014 00:00:00,N,2021-10-10T23:59:59,2021-10-21T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #12903,704 N 7th St,Cordele,GA,31015,229-947-6441,-83.782524,31.975454,,America/New_York,N,,04/28/2022 00:00:00,N,,,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #13465,250 W Railroad Street S,Pelham,GA,31779-0000,229-213-4089,-84.151632,31.123374,,America/New_York,N,,03/17/2023 00:00:00,N,,,Y,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #12851,106 E Franklin St,Sylvester,GA,31791-2104,229-796-4093,-83.83631,31.530178,,America/New_York,N,,09/23/2021 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #3091,8021 Us Highway 90,Sneads,FL,32460,850-498-6112,-84.925675,30.710036,,America/Chicago,N,,05/02/1997 00:00:00,N,2021-09-05T23:59:59,2021-09-16T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #246,536 Vineville St,Fort Valley,GA,31030-4184,478-721-4321,-83.892825,32.559849,,America/New_York,N,,07/29/1976 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #12478,17 W Washington Street,Chattahoochee,FL,32324,405-432-1175,-84.843925,30.704542,,America/New_York,N,,01/08/2021 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #9366,1447 Pine Street,Unadilla,GA,31091-0000,478-313-6079,-83.74032,32.253727,,America/New_York,N,,12/13/2012 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #6285,492 E Crusselle St,Roberta,GA,31078-4824,478-703-0909,-84.005482,32.725022,,America/New_York,N,,04/29/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #422,131 Martin Luther King Jr Ave,Cairo,GA,39828-2605,229-307-5125,-84.210355,30.874933,,America/New_York,N,,04/05/1979 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #13594,2920 N Highway 81,Ponce De Leon,FL,32455,850-634-3712,-85.935546,30.71691,,America/Chicago,N,,10/07/2023 00:00:00,N,,,Y,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #13187,2994 Main St,Vernon,FL,32462,850-845-5526,-85.71292,30.625383,,America/Chicago,N,,09/29/2022 00:00:00,N,,,Y,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #12845,3519 Elkcam Blvd,Chipley,FL,32428,850-372-6290,-85.595406,30.579813,,America/Chicago,N,,03/10/2022 00:00:00,N,,,Y,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #11216,2795 West Boulevard,Moultrie,GA,31768,762-261-3696,-83.808343,31.181613,,America/New_York,N,,11/06/2014 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #277,329 College Dr,Barnesville,GA,30204-1603,470-973-6191,-84.15426478,33.05242248,,America/New_York,N,,08/31/1977 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #332,635 1st Ave Se,Moultrie,GA,31768-4862,229-785-6041,-83.781024,31.179263,,America/New_York,N,,02/01/1979 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #10694,18815 Highway 231,Fountain,FL,32438-2272,850-845-5472,-85.417938,30.490226,,America/Chicago,N,,07/02/2014 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #1018,104 E 1st Ave,Havana,FL,32333-1304,850-364-4110,-84.414821,30.631824,,America/New_York,N,,11/27/1985 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #4580,1000 Russell Pkwy,Warner Robins,GA,31088-6071,478-217-2586,-83.643045,32.594397,,America/New_York,N,,02/22/2001 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #4558,2030 Watson Boulevard,Warner Robins,GA,31093-3625,478-217-2606,-83.65040374,32.61893222,,America/New_York,N,,01/18/2001 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #13773,715 Ashley Street,Rochelle,GA,31079,229-947-6708,-83.457012,31.948186,,America/New_York,N,,06/15/2023 00:00:00,N,,,Y,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #3771,827 N Houston Rd,Warner Robins,GA,31093-1501,478-352-1809,-83.643081,32.63395,,America/New_York,N,,10/14/1999 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #2228,20164 Central Avenue West,Blountstown,FL,32424,850-214-5054,-85.05292,30.44365,,America/Chicago,N,,09/29/1993 00:00:00,N,2022-04-10T23:59:59,2022-05-09T23:59:59,Y,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #358,144 Broad St,Hawkinsville,GA,31036-1505,478-313-6085,-83.472182,32.281983,,America/New_York,N,,11/29/1979 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #228,562 N Davis Dr,Warner Robins,GA,31093-2611,478-273-6188,-83.611919,32.632945,,America/New_York,N,,11/20/1975 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #6132,718 W Jackson St,Thomasville,GA,31792-5957,229-516-1670,-83.986526,30.829129,,America/New_York,N,,01/08/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #384,614 Love Ave,Tifton,GA,31794-4406,229-520-5367,-83.508485,31.458946,,America/New_York,N,,07/01/1980 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #10678,2584 Rocky Creek Road,Macon,GA,31206-4565,478-738-6050,-83.706573,32.786409,,America/New_York,N,,05/22/2014 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #6432,5615 Houston Rd,Macon,GA,31216-5747,478-703-0979,-83.672942,32.747965,,America/New_York,N,,08/05/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #5728,4925 Bloomfield Rd,Macon,GA,31206-4309,478-738-6046,-83.708424,32.805743,,America/New_York,N,,10/02/2003 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #8366,173 N. Lee Street,Forsyth,GA,31029-2123,478-394-6130,-83.937245,33.039338,,America/New_York,N,,07/01/2010 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #4027,4625 Mercer University Drive,Macon,GA,31206-5611,478-200-2093,-83.717,32.82702,,America/New_York,N,,02/10/2000 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #9020,2004 Smith Avenue,Thomasville,GA,31792-5752,229-516-6111,-83.94895975,30.83449127,,America/New_York,N,,06/21/2012 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #382,1415 Rocky Creek Rd,Macon,GA,31206,678-635-4097,-83.669451,32.789576,,America/New_York,N,,04/17/1980 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #10791,3190 Mercer University Drive,Macon,GA,31204-5166,478-200-0548,-83.68048172,32.82390219,,America/New_York,N,,03/13/2014 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #9431,3567 Houston Avenue,Macon,GA,31206-2405,478-200-3885,-83.652407,32.799817,,America/New_York,N,,04/04/2013 00:00:00,N,2021-09-26T23:59:59,2021-10-07T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #5426,2495 Pio Nono Ave,Macon,GA,31206-2829,478-738-6045,-83.66337,32.815628,,America/New_York,N,,12/12/2002 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #8676,3600 Napier Avenue,Macon,GA,31204-2751,478-703-0983,-83.688546,32.84782,,America/New_York,N,,10/13/2011 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #5252,2529 Houston Ave,Macon,GA,31206-2213,478-203-8746,-83.645336,32.814399,,America/New_York,N,,05/30/2002 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #13874,5050 High Falls Rd.,Barnesville,GA,30204,470-251-2450,-84.029788,33.174479,,America/New_York,N,,02/01/2024 00:00:00,N,,,Y,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #10190,800 Pio Nono Avenue,Macon,GA,31204,478-203-8631,-83.661419,32.839585,,America/New_York,N,,02/07/2013 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #12176,4007 Northside Dr,Macon,GA,31210,478-203-0057,-83.704185,32.90041,,America/New_York,N,,05/31/2018 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #10717,121 Main Street E,Abbeville,GA,31001,229-736-6162,-83.30597313,31.9919777,,America/New_York,N,,12/11/2013 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #12852,102 S 2nd St,Cochran,GA,31014,478-324-6008,-83.354836,32.38598,,America/New_York,N,,09/24/2021 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #13373,66 State Highway 20 East,Freeport,FL,32439,850-880-5063,-86.135235,30.49673,,America/Chicago,N,,04/05/2023 00:00:00,N,,,Y,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #227,2035 Shurling Drive,Macon,GA,31211-2340,478-200-0684,-83.58935,32.863194,,America/New_York,N,,11/20/1975 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #8484,1385 Bountstown Highway,Tallahassee,FL,32304,850-782-9897,-84.344414,30.455467,,America/New_York,N,,10/13/2011 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #9420,3002 Shurling Drive,Macon,GA,31211-2645,478-738-6048,-83.571195,32.865,,America/New_York,N,,05/16/2013 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #6310,3656 Jeffersonville Rd,Macon,GA,31217-5314,478-738-6044,-83.5529,32.84165,,America/New_York,N,,11/24/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #2118,932 W Tharpe Street,Tallahassee,FL,32303-5357,850-782-9898,-84.298526,30.464111,,America/New_York,N,,08/26/1992 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #218,179 Ocilla Highway,Fitzgerald,GA,31750,912-825-8731,-83.25093332,31.69959179,,America/New_York,N,,12/03/1974 00:00:00,N,2022-04-03T23:59:59,2022-05-02T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #12595,7205 Highway 231,Panama City,FL,32404,850-481-4086,-85.53015,30.26849,,America/Chicago,N,,01/21/2021 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #5560,2440 Springhill Rd,Tallahassee,FL,32305-6146,850-558-9997,-84.302849,30.416841,,America/New_York,N,,11/26/2003 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #8328,1711 Apalachee Pkwy,Tallahassee,FL,32301-3009,850-273-4792,-84.252,30.431971,,America/New_York,N,,04/29/2010 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #331,521 W 4th St,Adel,GA,31620-2608,229-230-6069,-83.429704,31.134967,,America/New_York,N,,02/01/1979 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #313,669 E 3rd St,Jackson,GA,30233-2106,943-222-0072,-83.958883,33.294967,,America/New_York,N,,06/15/1978 00:00:00,N,2021-09-05T23:59:59,2021-09-16T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #525,2526 S Monroe St,Tallahassee,FL,32301-6363,850-354-7533,-84.281064,30.415901,,America/New_York,N,,12/14/1981 00:00:00,N,2021-09-12T23:59:59,2021-09-23T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #10781,3613 Crawfordville Road,Tallahassee,FL,32305-7019,850-329-1062,-84.281432,30.396896,,America/New_York,N,,08/07/2014 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #8965,710 Highway 42 S,Mcdonough,GA,30253-6813,678-489-9100,-84.14492657,33.4269075,,America/New_York,N,,09/05/2013 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #10904,13392 Us Highway 80,Jeffersonville,GA,31044,478-738-6303,-83.349721,32.688499,,America/New_York,N,,07/03/2014 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #6823,823 College St,Eastman,GA,31023-6771,478-220-6063,-83.173698,32.188749,,America/New_York,N,,04/14/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #5267,5107 Capital Circle Sw,Tallahassee,FL,32305,850-558-9996,-84.28913,30.37643074,,America/New_York,N,,08/30/2003 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #9135,398 Jonesboro Rd,Mcdonough,GA,30253-3797,470-713-8322,-84.172518,33.457579,,America/New_York,N,,03/29/2012 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #5747,4129 Northshore Road,Lynn Haven,FL,32444-4566,850-788-7555,-85.6635,30.2229,,America/Chicago,N,,05/29/2003 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #10754,1907 W 15th Street,Panama City,FL,32401-1748,850-250-3444,-85.68983219,30.17493246,,America/Chicago,N,,06/04/2015 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #4030,1885 Oak Ridge Rd E,Tallahassee,FL,32305,850-558-9995,-84.24772,30.32111,,America/New_York,N,,06/15/2001 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #349,904 W Screven St,Quitman,GA,31643-1812,229-262-6637,-83.567895,30.784654,,America/New_York,N,,08/23/1979 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #967,2600 E 5th St,Panama City,FL,32401-5271,850-387-2583,-85.6259,30.156401,,America/Chicago,N,,09/26/1985 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #12104,300 6th St E,Panama City,FL,32401,850-387-0354,-85.65798,30.158426,,America/Chicago,N,,04/19/2018 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #8646,821 S Highway 71,Wewahitchka,FL,32465,850-481-4212,-85.20101735,30.10547134,,America/Chicago,N,,08/24/2011 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #526,250 Milledgeville Highway,Gordon,GA,31031,478-703-0910,-83.332273,32.882549,,America/New_York,N,,04/15/1982 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #5315,156 Fairview Rd,Ellenwood,GA,30294-2723,678-561-9965,-84.240681,33.620456,,America/New_York,N,,07/03/2002 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #710,209 East Greene Street,Monticello,GA,31064-1009,706-642-6026,-83.682075,33.304411,,America/New_York,N,,02/09/1984 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #13705,8059 Main Street,Ray City,GA,31645-7719,229-800-5381,-83.199048,31.075423,,America/New_York,N,,11/16/2023 00:00:00,N,,,Y,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #514,913  Beal Pkwy,Fort Walton Bch,FL,32547-1402,850-244-8016,-86.63789,30.450793,,America/Chicago,N,,12/02/1982 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #7641,3850 Flat Shoals Pkwy,Decatur,GA,30034,470-668-0724,-84.26241,33.69575,,America/New_York,N,,11/01/2007 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #11714,3250 Highway 81,Covington,GA,30016,678-660-7006,-83.94281172,33.54823582,,America/New_York,N,05/31/2024,02/02/2017 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,1,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #12820,199 Main St E,Willacoochee,GA,31650-2436,912-805-6105,-83.04273,31.339956,,America/New_York,N,,06/09/2022 00:00:00,N,,,Y,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #11824,2942 Rainbow Drive,Decatur,GA,30034,470-443-0731,-84.26958542,33.71023694,,America/New_York,N,,04/27/2017 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #8502,4 Eglin Parkway Se,Ft. Walton Beach,FL,32548-5422,850-344-0257,-86.605021,30.411514,,America/Chicago,N,,02/10/2011 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Florida,Family Dollar,2024-06-05
FAMILY DOLLAR #12488,3332 Snapfinger Road,Lithonia,GA,30038,678-602-4728,-84.19905,33.6848,,America/New_York,N,,10/08/2020 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #7339,3635 Panola Road,Lithonia,GA,30038,943-200-8735,-84.178474,33.678947,,America/New_York,N,,05/04/2006 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #8474,2500 Snapfinger Road,Decatur,GA,30034-2319,470-889-6931,-84.21715,33.70682,,America/New_York,N,,09/29/2011 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #8389,964 N. St. Augustine Rd,Valdosta,GA,31601-3586,229-262-6523,-83.318022,30.83709,,America/New_York,N,,10/01/2010 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #511,1982 Candler Rd,Decatur,GA,30032-4225,404-460-0344,-84.28289,33.733132,,America/New_York,N,,11/25/1981 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #7979,660 Crowell Road,Porterdale,GA,30014-3312,678-660-7023,-83.903241,33.566488,,America/New_York,N,,06/24/2010 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #10742,3820 Inner Perimeter Rd,Valdosta,GA,31602,229-262-6861,-83.266597,30.882082,,America/New_York,N,,01/09/2014 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #420,1905 North Ashley Street,Valdosta,GA,31602-3026,229-262-6859,-83.28022,30.856118,,America/New_York,N,01/15/2025,04/05/1979 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,1,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #10212,1830 Highway 138 Se,Conyers,GA,30013,678-607-4463,-84.017872,33.637169,,America/New_York,N,,08/21/2014 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #7600,2627 Panola Road,Lithonia,GA,30058,470-563-1302,-84.16718603,33.71200716,,America/New_York,N,,11/30/2006 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #7671,2460 Salem Road,Conyers,GA,30013,678-607-4461,-83.976037,33.62452,,America/New_York,N,,12/13/2007 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #7528,4787 Covington Hwy,Decatur,GA,30035-2005,470-763-1872,-84.21777011,33.73721377,,America/New_York,N,,08/24/2006 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #13758,5404 Covington Hwy,Decatur,GA,30035,404-854-4780,-84.193113,33.73248,,America/New_York,N,,11/10/2022 00:00:00,N,,,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #5820,2415 Dekalb Medical Pky,Decatur,GA,30058,470-289-4753,-84.146378,33.716275,,America/New_York,N,,04/29/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #5800,512 E Central Ave,Valdosta,GA,31601-5811,229-241-5142,-83.272303,30.833889,,America/New_York,N,,07/03/2003 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #4224,1163 West Ave Sw,Conyers,GA,30012-5280,470-207-1842,-84.026721,33.667127,,America/New_York,N,,06/22/2000 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #11616,7042 Covington Hwy,Lithonia,GA,30058,470-975-7921,-84.1316263,33.71703956,,America/New_York,N,,06/30/2016 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #470,6871 Main Street,Lithonia,GA,30058,770-510-5035,-84.109248,33.709445,,America/New_York,N,,06/04/1981 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #12223,355 Allen Memorial Dr,Milledgeville,GA,31061,478-387-2769,-83.23947,33.05510302,,America/New_York,N,,11/15/2018 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #8168,4104 Redan Rd,Stone Mountain,GA,30083-5038,678-987-8403,-84.222033,33.764813,,America/New_York,N,,11/05/2009 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #2602,4812c  Redan Rd,Stone Mountain,GA,30088-2791,470-372-4599,-84.194867,33.762958,,America/New_York,N,,12/14/1994 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #12411,1238 Panola Rd,Stone Mountain,GA,30088,470-519-1621,-84.1648,33.75653,,America/New_York,N,,06/18/2020 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #12539,921 Hillcrest Parkway,Dublin,GA,31021,478-304-3200,-82.9324,32.547607,,America/New_York,N,,04/30/2020 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #8496,425 Signman Rd Nw,Conyers,GA,30012-3635,470-207-1094,-84.001532,33.685227,,America/New_York,N,,11/18/2010 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #11635,3460 E Ponce De Leon Avenue,Scottdale,GA,30079,470-668-0732,-84.26280318,33.79581216,,America/New_York,N,,02/02/2017 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #425,641 S. Wayne Street,Milledgeville,GA,31061-3905,762-298-0801,-83.225636,33.072971,,America/New_York,N,,04/02/1979 00:00:00,N,2022-04-17T23:59:59,2022-05-16T23:59:59,Y,0,Georgia,Family Dollar,2024-06-05
FAMILY DOLLAR #7342,1206 Telfair St,Dublin,GA,31021-3902,478-304-3098,-82.91406589,32.52667485,,America/New_York,N,,11/22/2006 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Georgia,Family Dollar,2024-06-05
