objectid,fac_name,owner_type,city,county,field_offi,loc_id,eff_date,elevation,sectional_,boundary_2,icao_ident,fss_name,land_area_,atc_tower,latitude,longitude,brand
4178,NORTHSIDE HOSPITAL-CHEROKEE,PR,CANTON,CHEROKEE,ATL,8GE8,7/16/2020,975.0,ATLANTA,ATLANTA,,MACON,,N,34.24676666727822,-84.49117222218128,US Airports
2928,RANGELY DISTRICT HOSPITAL,PR,RANGELY,RIO BLANCO,DEN,18CO,7/16/2020,5335.0,DENVER,DENVER,,DENVER,5.0,N,40.07816666674506,-108.80700555568733,US Airports
3976,WITHAM FIELD,PU,STUART,MARTIN,ORL,SUA,7/16/2020,16.10000038,MIAMI,MIAMI,KSUA,MIAMI,726.0,Y,27.18169916738257,-80.22129333293358,US Airports
2630,FREMONT COUNTY,PU,CANON CITY,FREMONT,DEN,1V6,7/16/2020,5442.39990234,DENVER,DENVER,,DENVER,620.0,N,38.42856022224341,-105.10685441715114,US Airports
1991,HERLONG,PU,HERLONG,LASSEN,SFO,H37,7/16/2020,4062.0,KLAMATH FALLS,OAKLAND,,RENO,15.0,N,40.13872222231992,-120.17997222197482,US Airports
3049,MAPLEWOOD FARM,PR,DURHAM,MIDDLESEX,NONE,CT39,7/16/2020,280.0,NEW YORK,BOSTON,,BRIDGEPORT,75.0,N,41.468431110792494,-72.70842888897825,US Airports
618,TELLER,PU,TELLER,NOME,NONE,TER,7/16/2020,298.5,NOME,ANCHORAGE,PATE,NOME,,N,65.24038888900242,-166.33938888910976,US Airports
5679,EARLY - MERKEL FIELD,PR,PECATONICA,WINNEBAGO,CHI,IS78,7/16/2020,794.0,CHICAGO,CHICAGO,,KANKAKEE,,N,42.366264443939265,-89.23509027765184,US Airports
4567,KAHUKU FIRE & POLICE STATION,PU,KAHUKU,HONOLULU,HNL,HI57,7/16/2020,11.0,HAWAIIAN ISLANDS,HONOLULU CONTROL FACILITY,,HONOLULU,,N,21.675151388709313,-157.9469694435794,US Airports
517,QUINHAGAK,PU,QUINHAGAK,BETHEL,NONE,AQH,7/16/2020,41.90000153,KODIAK,ANCHORAGE,PAQH,KENAI,123.0,N,59.75509444414058,-161.84536666681055,US Airports
4860,WATERLOO RGNL,PU,WATERLOO,BLACK HAWK,NONE,ALO,7/16/2020,873.0,CHICAGO,CHICAGO,KALO,FORT DODGE,2583.0,Y,42.557083333263826,-92.40033333337458,US Airports
2685,ROSE MEDICAL CENTER,PR,DENVER,DENVER,DEN,CO31,7/16/2020,5383.0,DENVER,DENVER,,DENVER,,N,39.73284166709245,-104.93286388896979,US Airports
5166,ST LUKE'S MAGIC VALLEY,PR,TWIN FALLS,TWIN FALLS,HLN,80ID,7/16/2020,3686.0,SALT LAKE CITY,SALT LAKE CITY,,BOISE,,N,42.59083333328473,-114.49611111112043,US Airports
2203,NEEDLES,PU,NEEDLES,SAN BERNARDINO,LAX,EED,7/16/2020,983.09997559,PHOENIX,LOS ANGELES,KEED,RIVERSIDE,796.0,N,34.76634683315458,-114.62327988901478,US Airports
940,THE HUNTSVILLE HOSPITAL,PU,HUNTSVILLE,MADISON,JAN,AL36,7/16/2020,728.0,ATLANTA,MEMPHIS,,ANNISTON,,N,34.720996110731164,-86.58083916677762,US Airports
6077,FLYING CROWN,PR,HAMILTON,DE KALB,CHI,7IN2,7/16/2020,920.0,DETROIT,CLEVELAND,,TERRE HAUTE,,N,41.50138888929196,-84.8783333328985,US Airports
3922,QUINCY MUNI,PU,QUINCY,GADSDEN,ORL,2J9,7/16/2020,221.19999695,JACKSONVILLE,JACKSONVILLE,,GAINESVILLE,212.0,N,30.597886388925954,-84.55744027773409,US Airports
1341,UNITY HEALTH WHITE COUNTY MEDICAL CENTER,PU,SEARCY,WHITE,AOK,29AR,7/16/2020,273.0,MEMPHIS,MEMPHIS,,JONESBORO,,N,35.25249166698175,-91.69737500018097,US Airports
343,KOBUK,PU,KOBUK,NORTHWEST ARCTIC,NONE,OBU,7/16/2020,142.19999695,FAIRBANKS,ANCHORAGE,PAOB,KOTZEBUE,167.0,N,66.91233333297941,-156.89733333343057,US Airports
124,CHIGNIK LAGOON,PU,CHIGNIK LAGOON,LAKE AND PENINSULA,NONE,KCL,7/16/2020,27.70000076,KODIAK,ANCHORAGE,,KENAI,,N,56.31096666710016,-158.53448611055245,US Airports
3456,FLYING-H,PR,FRUITLAND PARK,LAKE,ORL,FL99,7/16/2020,80.0,JACKSONVILLE,JACKSONVILLE,,SAINT PETERSBURG,,N,28.876098332942945,-81.88897000012885,US Airports
6171,LITTLE YORK,PR,LITTLE YORK,WASHINGTON,CHI,63IN,7/16/2020,580.0,ST LOUIS,INDIANAPOLIS,,TERRE HAUTE,7.0,N,38.69583333270324,-85.91916666742361,US Airports
1473,PEABODY BEDARD FIELD,PR,KAYENTA,NAVAJO,PHX,38AZ,7/16/2020,6581.39990234,LAS VEGAS,DENVER,,PRESCOTT,,N,36.47173555583545,-110.4179020826308,US Airports
4689,ELKADER,PR,ELKADER,CLAYTON,NONE,I27,7/16/2020,932.0,CHICAGO,CHICAGO,,FORT DODGE,70.0,N,42.847249999995924,-91.38216666739079,US Airports
2334,SACRAMENTO MATHER,PU,SACRAMENTO,SACRAMENTO,SFO,MHR,7/16/2020,98.30000305,SAN FRANCISCO,OAKLAND,KMHR,RANCHO MURIETA,2875.0,Y,38.555310833123706,-121.29721138929155,US Airports
1146,ASHLEY COUNTY HOSPITAL,PR,CROSSETT,ASHLEY,AOK,AR07,7/16/2020,164.0,MEMPHIS,MEMPHIS,,JONESBORO,,N,33.141786111294266,-91.9334638891322,US Airports
5917,GRANDLIENARD-HOGG,PR,BLUFFTON,WELLS,CHI,II01,7/16/2020,830.0,CHICAGO,CHICAGO,,TERRE HAUTE,,N,40.75615805578915,-85.25052638916159,US Airports
2847,SKY RIDGE MEDICAL CENTER,PR,LONE TREE,DOUGLAS,DEN,CD53,7/16/2020,6025.0,DENVER,DENVER,,DENVER,,N,39.52829166728995,-104.87023055629538,US Airports
1019,SPRATLING FIELD,PR,ROBA,MACON,JAN,AL25,7/16/2020,368.0,ATLANTA,ATLANTA,,ANNISTON,,N,32.24236861073965,-85.6010594442621,US Airports
2257,DEL MAR FARMS,PR,PATTERSON,STANISLAUS,SFO,CN99,7/16/2020,65.0,SAN FRANCISCO,OAKLAND,,RANCHO MURIETA,10.0,N,37.54644444413473,-121.158577778142,US Airports
4114,EMORY UNIVERSITY HOSPITAL,PR,ATLANTA,DE KALB,ATL,7GA8,7/16/2020,1051.0,ATLANTA,ATLANTA,,MACON,,N,33.79191944415499,-84.32258611056449,US Airports
2565,YUCCA VALLEY SERVICE CENTER,PR,YUCCA VALLEY,SAN BERNARDINO,LAX,8CA6,7/16/2020,3238.0,LOS ANGELES,LOS ANGELES,,RIVERSIDE,,N,34.12489722191127,-116.41360277838288,US Airports
3279,WHITE FIELD,PR,BRANFORD,SUWANNEE,NONE,FD95,7/16/2020,43.0,JACKSONVILLE,JACKSONVILLE,,GAINESVILLE,,N,29.97494444400896,-82.92502777831417,US Airports
2598,POND'S FIELD,PR,BERTHOUD,LARIMER,DEN,CD39,7/16/2020,5050.0,CHEYENNE,DENVER,,DENVER,70.0,N,40.26500000029881,-105.13666666724633,US Airports
4582,HYATT REGENCY MAUI HOTEL,PR,LAHAINA,MAUI,HNL,HI50,7/16/2020,102.0,HAWAIIAN ISLANDS,HONOLULU CONTROL FACILITY,,HONOLULU,1.0,N,20.911827222236255,-156.6927383327016,US Airports
1959,ABC7-TV,PR,GLENDALE,LOS ANGELES,LAX,06CL,7/16/2020,520.0,LOS ANGELES,LOS ANGELES,,HAWTHORNE,,N,34.15729444388062,-118.28871666735706,US Airports
5711,RHEA RLA,PR,PONTOOSUC,HANCOCK,CHI,IS66,7/16/2020,684.0,CHICAGO,KANSAS CITY,,SAINT LOUIS,,N,40.59226444412546,-91.20153555637232,US Airports
356,UGNU-KUPARUK,PR,KUPARUK,NORTH SLOPE,NONE,UBW,7/16/2020,75.0,POINT BARROW,ANCHORAGE,PAKU,DEADHORSE,,N,70.3306666670853,-149.59805555637936,US Airports
5653,ADVOCATE BROMENN MEDICAL CENTER,PR,NORMAL,MC LEAN,CHI,IL25,7/16/2020,810.0,CHICAGO,CHICAGO,,KANKAKEE,,N,40.496727777768896,-88.99065833311008,US Airports
755,HARLEQUIN LAKE,PU,YAKUTAT,YAKUTAT,NONE,A67,7/16/2020,113.0,JUNEAU,ANCHORAGE,,JUNEAU,,N,59.41439583294452,-139.033720832787,US Airports
4356,LT WORLD,PR,LITHONIA,DE KALB,ATL,00GA,7/16/2020,700.0,ATLANTA,ATLANTA,,MACON,5.0,N,33.76749999997702,-84.06833333328075,US Airports
5764,DECKERT,PR,SECOR,WOODFORD,CHI,95LL,7/16/2020,745.0,CHICAGO,CHICAGO,,KANKAKEE,,N,40.71916666690477,-89.15777777793889,US Airports
5808,MC CHRISTY,PR,STONINGTON,CHRISTIAN,CHI,IS54,7/16/2020,630.0,ST LOUIS,KANSAS CITY,,SAINT LOUIS,,N,39.64469444426788,-89.1457444440595,US Airports
554,TALAHEIM,PR,SKWENTNA,MATANUSKA-SUSITNA,NONE,1AK8,7/16/2020,610.0,ANCHORAGE,ANCHORAGE,,KENAI,,N,61.67467222205538,-151.38487499996972,US Airports
6009,ROBERSON,PR,ENGLISH,CRAWFORD,CHI,IN80,7/16/2020,690.0,ST LOUIS,INDIANAPOLIS,,TERRE HAUTE,,N,38.321388889045274,-86.49083333286119,US Airports
3293,FLAGLER COUNTY EMERGENCY OPNS CENTER,PR,BUNNELL,FLAGLER,ORL,5FD4,7/16/2020,31.0,JACKSONVILLE,JACKSONVILLE,,GAINESVILLE,,N,29.471138888894714,-81.24430555557738,US Airports
6116,ROLLS-ROYCE PLANT 8,PR,INDIANAPOLIS,MARION,CHI,8II7,7/16/2020,795.0,ST LOUIS,INDIANAPOLIS,,TERRE HAUTE,,N,39.74115500006789,-86.20970999967854,US Airports
2900,STEVENS FIELD,PU,PAGOSA SPRINGS,ARCHULETA,DEN,PSO,7/16/2020,7663.29980469,DENVER,DENVER,KPSO,DENVER,328.0,N,37.286248610831336,-107.05600888914688,US Airports
5359,SAUER,PR,DWIGHT,ADAMS,CHI,08LL,7/16/2020,665.0,CHICAGO,CHICAGO,,KANKAKEE,,N,41.07527777785349,-88.48916666707584,US Airports
5134,FLYING B RANCH LANDING STRIP,PR,SALMON,VALLEY,HLN,12ID,7/16/2020,3647.0,GREAT FALLS,SALT LAKE CITY,,BOISE,,N,44.96797000009539,-114.73286861074774,US Airports
969,MOBILE DOWNTOWN,PU,MOBILE,MOBILE,JAN,BFM,7/16/2020,26.20000076,NEW ORLEANS,HOUSTON,KBFM,ANNISTON,1616.0,Y,30.626777777733015,-88.06808333327719,US Airports
4723,HEDGEWOOD LANDING,PR,INDIANOLA,WARREN,NONE,IA86,7/16/2020,990.0,OMAHA,CHICAGO,,FORT DODGE,,N,41.26666138887573,-93.5093805561046,US Airports
459,TRAPPER T,PR,PALMER,MATANUSKA-SUSITNA,NONE,03AA,7/16/2020,159.0,ANCHORAGE,ANCHORAGE,,KENAI,1.0,N,61.556055556110714,-149.28452777834798,US Airports
1182,FORDYCE MUNI,PU,FORDYCE,DALLAS,AOK,5M4,7/16/2020,193.0,MEMPHIS,MEMPHIS,,JONESBORO,109.0,N,33.845792221910116,-92.36552888922566,US Airports
824,MITCHELL DAM,PR,CLANTON,CHILTON,NONE,8AL0,7/16/2020,442.0,ATLANTA,ATLANTA,,ANNISTON,,N,32.80049999983989,-86.44650000035281,US Airports
4813,POCAHONTAS MUNI,PU,POCAHONTAS,POCAHONTAS,NONE,POH,7/16/2020,1225.5,OMAHA,MINNEAPOLIS,KPOH,FORT DODGE,174.0,N,42.74288888879707,-94.64736111096764,US Airports
4337,JESUP-WAYNE COUNTY,PU,JESUP,WAYNE,ATL,JES,7/16/2020,107.09999847,JACKSONVILLE,JACKSONVILLE,KJES,MACON,139.0,N,31.553972222345305,-81.88250000017766,US Airports
837,JEREMIAH DENTON,PU,DAUPHIN ISLAND,MOBILE,JAN,4R9,7/16/2020,5.30000019,NEW ORLEANS,HOUSTON,,ANNISTON,22.0,N,30.260491666963585,-88.12747222243657,US Airports
1552,PHOENIX DEER VALLEY,PU,PHOENIX,MARICOPA,PHX,DVT,7/16/2020,1478.09997559,PHOENIX,ALBUQUERQUE,KDVT,PRESCOTT,914.0,Y,33.68830555634308,-112.08255555597562,US Airports
5004,HAZELTON MUNI,PU,HAZELTON,JEROME,HLN,U94,7/16/2020,4172.0,SALT LAKE CITY,SALT LAKE CITY,,BOISE,57.0,N,42.576409721849764,-114.13524027786627,US Airports
4987,GARDEN VALLEY,PU,GARDEN VALLEY,BOISE,HLN,U88,7/16/2020,3177.0,SALT LAKE CITY,SALT LAKE CITY,,BOISE,25.0,N,44.06694444389855,-115.93127777835473,US Airports
4169,PEACH REGIONAL MEDICAL CENTER,PR,BYRON,PEACH,NONE,28GA,7/16/2020,474.3999939,ATLANTA,ATLANTA,,MACON,,N,32.60611111112468,-83.75888888869584,US Airports
6133,STARKE COUNTY,PU,KNOX,STARKE,CHI,OXI,7/16/2020,684.5,CHICAGO,CHICAGO,KOXI,TERRE HAUTE,471.0,N,41.33019444388954,-86.664805556072,US Airports
5992,BLOMENBERG,PR,DECATUR,ADAMS,CHI,II85,7/16/2020,800.0,CHICAGO,CHICAGO,,TERRE HAUTE,,N,40.89615861114978,-85.04913527840245,US Airports
2583,THE MEDICAL CENTER OF AURORA,PR,AURORA,ARAPAHOE,DEN,1CO0,7/16/2020,5604.0,DENVER,DENVER,,DENVER,,N,39.688200000053236,-104.83165833260479,US Airports
195,EMMONAK,PU,EMMONAK,KUSILVAK,NONE,ENM,7/16/2020,16.20000076,BETHEL,ANCHORAGE,PAEM,KENAI,,N,62.78613888902771,-164.49074999996708,US Airports
3572,KEYSTONE HEIGHTS,PU,KEYSTONE HEIGHTS,CLAY,ORL,42J,7/16/2020,196.0,JACKSONVILLE,JACKSONVILLE,,GAINESVILLE,2476.0,N,29.84475000010906,-82.04752777805454,US Airports
146,MERLE K (MUDHOLE) SMITH,PU,CORDOVA,VALDEZ-CORDOVA,NONE,CDV,7/16/2020,53.59999847,ANCHORAGE,ANCHORAGE,PACV,JUNEAU,2959.0,N,60.49177777798953,-145.47755555560397,US Airports
3850,THE 2A RANCH,PR,ORMOND BEACH,VOLUSIA,ORL,0FD0,7/16/2020,40.0,JACKSONVILLE,JACKSONVILLE,,SAINT PETERSBURG,,N,29.267479443759633,-81.23006111115258,US Airports
6203,MICHIGAN CITY MUNI-PHILLIPS FIELD,PU,MICHIGAN CITY,LA PORTE,CHI,MGC,7/16/2020,654.90002441,CHICAGO,CHICAGO,KMGC,TERRE HAUTE,285.0,N,41.703315277841014,-86.82123999963532,US Airports
1050,MIDSTREAM FUEL SERVICE,PR,THEODORE,MOBILE,JAN,5AL2,7/16/2020,0.0,NEW ORLEANS,HOUSTON,,ANNISTON,13.0,N,30.526583055762615,-88.0988877779936,US Airports
6013,SKYLANE,PR,EVANSVILLE,VANDERBURGH,CHI,3EV,7/16/2020,380.0,ST LOUIS,INDIANAPOLIS,,TERRE HAUTE,34.0,N,38.011944443653704,-87.59486111114337,US Airports
4046,ADVENTHEALTH WESLEY CHAPEL,PR,WESLEY CHAPEL,PASCO,ORL,27FL,7/16/2020,174.0,JACKSONVILLE,JACKSONVILLE,,SAINT PETERSBURG,1.0,N,28.194702778048818,-82.35047222165271,US Airports
4659,JENNIE EDMUNDSON HOSPITAL,PR,COUNCIL BLUFFS,POTTAWATTAMIE,NONE,6IA2,7/16/2020,1000.0,OMAHA,MINNEAPOLIS,,FORT DODGE,,N,41.269447221801364,-95.8344916669761,US Airports
2943,MANN RANCH,PR,RYE,HUERFANO,DEN,95CO,7/16/2020,6000.0,DENVER,DENVER,,DENVER,200.0,N,37.86848333323392,-104.83574999972215,US Airports
5447,KIRKPATRICK,PR,HARVARD,MC HENRY,CHI,8IL2,7/16/2020,950.0,CHICAGO,CHICAGO,,KANKAKEE,,N,42.48473972178589,-88.60010055575965,US Airports
3989,TALLAHASSEE COMMUNITY HOSPITAL,PR,TALLAHASSEE,LEON,ORL,68FL,7/16/2020,149.5,JACKSONVILLE,JACKSONVILLE,,GAINESVILLE,,N,30.475936111087282,-84.23100555600614,US Airports
2514,HOAG,PR,VALLEY CENTER,SAN DIEGO,LAX,CL47,7/16/2020,1650.0,LOS ANGELES,LOS ANGELES,,SAN DIEGO,40.0,N,33.234008333016924,-116.9686333328681,US Airports
2568,METROGRO FARM,PR,AGATE,ELBERT,DEN,CO25,7/16/2020,5240.0,WICHITA,DENVER,,DENVER,4.0,N,39.49611111076829,-103.7236111108558,US Airports
1846,CENTERPORT,PR,COSTA MESA,ORANGE,LAX,10CL,7/16/2020,83.0,LOS ANGELES,LOS ANGELES,,SAN DIEGO,,N,33.6716916668316,-117.8747611114017,US Airports
4750,ZANGGER VINTAGE AIRPARK,PR,LARCHWOOD,LYON,NONE,2VA,7/16/2020,1476.0,OMAHA,MINNEAPOLIS,,FORT DODGE,10.0,N,43.44959583317455,-96.40254583295709,US Airports
4256,W H 'BUD' BARRON,PU,DUBLIN,LAURENS,ATL,DBN,7/16/2020,311.0,ATLANTA,ATLANTA,KDBN,MACON,905.0,N,32.56472222168332,-82.98497222157786,US Airports
6363,WABASH MUNI,PU,WABASH,WABASH,CHI,IWH,7/16/2020,795.59997559,CHICAGO,CHICAGO,KIWH,TERRE HAUTE,243.0,N,40.76197222214532,-85.79875000000557,US Airports
5230,CLASSIC LANDINGS,PR,BONFIELD,KANKAKEE,CHI,05IL,7/16/2020,635.0,CHICAGO,CHICAGO,,KANKAKEE,78.0,N,41.16000000025915,-88.01666666707423,US Airports
5571,ANDERSON HOSPITAL,PR,MARYVILLE,MADISON,CHI,8IS9,7/16/2020,590.0,ST LOUIS,KANSAS CITY,,COLUMBIA,,N,38.73599166732021,-89.94720555625308,US Airports
1548,KNOELL-MAIN OFFICE,PR,PHOENIX,MARICOPA,PHX,AZ33,7/16/2020,1140.0,PHOENIX,ALBUQUERQUE,,PRESCOTT,,N,33.42587777785362,-112.02986916693263,US Airports
777,ASHLAND/LINEVILLE,PU,ASHLAND/LINEVILLE,CLAY,JAN,26A,7/16/2020,1065.0,ATLANTA,ATLANTA,,ANNISTON,85.0,N,33.28419722199765,-85.80896527759889,US Airports
5453,ADVOCATE SOUTH SUBURBAN HOSPITAL,PR,HAZEL CREST,COOK,CHI,8IL8,7/16/2020,665.0,CHICAGO,CHICAGO,,KANKAKEE,,N,41.56769444385384,-87.69715277829755,US Airports
5048,MC CALL MUNI,PU,MC CALL,VALLEY,HLN,MYL,7/16/2020,5024.20019531,GREAT FALLS,SALT LAKE CITY,KMYL,BOISE,197.0,N,44.888722221844894,-116.1017499999286,US Airports
1749,NORTH VALLEY,PR,BISHOP,ESMERALDA,PHX,9CA6,7/16/2020,4960.0,SAN FRANCISCO,OAKLAND,,RENO,,N,37.86909694375467,-118.09510916658235,US Airports
1799,SCE PALM SPRINGS DISTRICT,PR,CATHEDRAL CITY,RIVERSIDE,LAX,39CA,7/16/2020,300.0,LOS ANGELES,LOS ANGELES,,RIVERSIDE,,N,33.7865777783577,-116.46441388935449,US Airports
2299,SHASTA RGNL MEDICAL CENTER,PR,REDDING,SHASTA,SFO,11CN,7/16/2020,622.0,SAN FRANCISCO,OAKLAND,,RANCHO MURIETA,,N,40.585555556189725,-122.3877777782939,US Airports
49,ANVIK,PU,ANVIK,KUSKOKWIM,NONE,K40,7/16/2020,52.0,MC GRATH,ANCHORAGE,,KENAI,,N,62.65622388883903,-160.20544861113945,US Airports
6070,GRIFFITH-MERRILLVILLE,PR,GRIFFITH,LAKE,CHI,05C,7/16/2020,634.0,CHICAGO,CHICAGO,,TERRE HAUTE,130.0,N,41.51984100031509,-87.3995079717692,US Airports
526,ST GEORGE,PU,ST GEORGE,ALEUTIANS WEST,NONE,PBV,7/16/2020,127.90000153,DUTCH HARBOR,ANCHORAGE,PAPB,KENAI,278.0,N,56.57736111117981,-169.6637222216007,US Airports
5625,AIR ESTATES INC,PR,MUNDELEIN,LAKE,CHI,LL09,7/16/2020,800.0,CHICAGO,CHICAGO,,KANKAKEE,,N,42.28057833313964,-88.0945238890058,US Airports
3392,SEVEN FEATHERS,PR,DUNNELLON,CITRUS,ORL,10FD,7/16/2020,68.0,JACKSONVILLE,JACKSONVILLE,,SAINT PETERSBURG,40.0,N,29.00663888925294,-82.40456944359549,US Airports
713,TIDEWATER,PR,WASILLA,MATANUSKA-SUSITNA,NONE,77AK,7/16/2020,80.0,ANCHORAGE,ANCHORAGE,,KENAI,,N,61.50266944390178,-149.59565555618087,US Airports
558,SNETTISHAM,PU,SNETTISHAM,JUNEAU,NONE,7AK2,7/16/2020,14.0,JUNEAU,ANCHORAGE,,JUNEAU,,N,58.13439583291994,-133.7295130557633,US Airports
5717,RALPH E DANIELS,PR,PUTNAM,PUTNAM,CHI,LL64,7/16/2020,457.0,CHICAGO,CHICAGO,,KANKAKEE,,N,41.199480832960845,-89.39453416724851,US Airports
1004,PLANT GORGAS,PR,PARRISH,WALKER,NONE,8AL5,7/16/2020,256.0,ATLANTA,ATLANTA,,ANNISTON,,N,33.642483333243916,-87.19717222230166,US Airports
3738,WHITING FIELD NAS NORTH,MN,MILTON,SANTA ROSA,ORL,NSE,7/16/2020,199.0,NEW ORLEANS,JACKSONVILLE,KNSE,GAINESVILLE,,Y,30.722472222070923,-87.02390277808708,US Airports
1771,BYRON,PU,BYRON,CONTRA COSTA,SFO,C83,7/16/2020,78.5,SAN FRANCISCO,OAKLAND,,OAKLAND,1421.0,N,37.82844444398712,-121.62583333266656,US Airports
3377,BRADSHAW TREE FARM,PR,DELAND,LAKE,ORL,FL62,7/16/2020,55.0,JACKSONVILLE,JACKSONVILLE,,SAINT PETERSBURG,70.0,N,28.94859805580222,-81.41312222160848,US Airports
5823,STEIL RLA,PR,TISKILWA,PUTNAM,NONE,53IL,7/16/2020,648.0,CHICAGO,CHICAGO,,KANKAKEE,,N,41.23138888910748,-89.45222222218155,US Airports
581,SOUTH GASLINE,PR,STERLING,KENAI-COOK INLET,NONE,AK39,7/16/2020,381.0,ANCHORAGE,ANCHORAGE,,KENAI,,N,60.69719749988142,-150.17994916672916,US Airports
856,EUTAW MUNI,PU,EUTAW,GREENE,JAN,3A7,7/16/2020,170.0,ATLANTA,ATLANTA,,ANNISTON,48.0,N,32.820416667377366,-87.86508333265768,US Airports
2716,PINE VIEW,PR,ELIZABETH,ELBERT,DEN,8CO9,7/16/2020,6572.0,DENVER,DENVER,,DENVER,10.0,N,39.3444327780678,-104.58108138870014,US Airports
6250,NOBLESVILLE,PR,NOBLESVILLE,HAMILTON,CHI,I80,7/16/2020,821.0,CHICAGO,INDIANAPOLIS,,TERRE HAUTE,20.0,N,40.003499999996016,-85.96452777771988,US Airports
6121,REIMER AERODROME,PR,JAMESTOWN,BOONE,CHI,57II,7/16/2020,930.0,ST LOUIS,INDIANAPOLIS,,TERRE HAUTE,,N,39.96420972222423,-86.56750249959182,US Airports
3641,FLYING BARON ESTATES,PR,LEESBURG,LAKE,ORL,10FA,7/16/2020,75.0,JACKSONVILLE,JACKSONVILLE,,SAINT PETERSBURG,,N,28.797489443637925,-81.93591500017116,US Airports
691,CIZEK NORTH,PR,WASILLA,MATANUSKA-SUSITNA,NONE,6AK9,7/16/2020,300.0,ANCHORAGE,ANCHORAGE,,KENAI,50.0,N,61.6334611110231,-149.6823805558301,US Airports
1517,ROESNER RANCH,PR,MORRISTOWN,MARICOPA,PHX,AZ32,7/16/2020,2060.0,PHOENIX,ALBUQUERQUE,,PRESCOTT,100.0,N,33.84753277827641,-112.58795083311067,US Airports
64,BELL ISLAND HOT SPRINGS,PR,BELL ISLAND,KETCHIKAN GATEWAY,NONE,KBE,7/16/2020,0.0,KETCHIKAN,ANCHORAGE,,KETCHIKAN,,N,55.92907805613147,-131.57169055596336,US Airports
2864,FLYING DOG RANCH AIRSTRIP,PR,MEEKER,RIO BLANCO,DEN,41CO,7/16/2020,7020.0,DENVER,DENVER,,DENVER,5.0,N,39.9711111109272,-107.61111111122544,US Airports
3316,WINDY ACRES,PR,CHIEFLAND,LEVY,ORL,6FD0,7/16/2020,45.0,JACKSONVILLE,JACKSONVILLE,,GAINESVILLE,,N,29.565793611163695,-82.86873250014372,US Airports
1599,SCOTTSDALE HEALTHCARE THOMPSON PEAK HOSP,PR,SCOTTSDALE,MARICOPA,PHX,32AZ,7/16/2020,1675.0,PHOENIX,ALBUQUERQUE,,PRESCOTT,,N,33.66999999967892,-111.92222222195825,US Airports
6239,NEW CASTLE HENRY COUNTY MARLATT FIELD,PU,NEW CASTLE,HENRY,CHI,UWL,7/16/2020,1090.19995117,ST LOUIS,INDIANAPOLIS,KUWL,TERRE HAUTE,100.0,N,39.87672222168444,-85.32527777762647,US Airports
5608,MORRIS HOSPITAL,PR,MORRIS,GRUNDY,CHI,LL04,7/16/2020,512.0,CHICAGO,CHICAGO,,KANKAKEE,,N,41.37013055600394,-88.4273055558641,US Airports
641,TUNTUTULIAK,PU,TUNTUTULIAK,BETHEL,NONE,A61,7/16/2020,16.0,BETHEL,ANCHORAGE,,KENAI,,N,60.351108332811044,-162.6546111114091,US Airports
1962,QUAIL LAKE SKY PARK,PR,GORMAN/LANCASTER,LOS ANGELES,LAX,CL46,7/16/2020,3370.0,LOS ANGELES,LOS ANGELES,,RIVERSIDE,65.0,N,34.76775805592328,-118.73175666734761,US Airports
4036,PACE NOLF,MN,WALLACE,SANTA ROSA,ORL,NVI,7/16/2020,180.0,NEW ORLEANS,JACKSONVILLE,KNVI,GAINESVILLE,,N,30.699653055851698,-87.19564750009182,US Airports
4361,WARREN FIELD,PR,LOOKOUT MOUNTAIN,WALKER,ATL,3GA3,7/16/2020,1866.0,ATLANTA,ATLANTA,,ANNISTON,350.0,N,34.87111111131639,-85.43750000044636,US Airports
2398,JOHN WAYNE AIRPORT-ORANGE COUNTY,PU,SANTA ANA,ORANGE,LAX,SNA,7/16/2020,56.09999847,LOS ANGELES,LOS ANGELES,KSNA,RIVERSIDE,504.0,Y,33.675666666784444,-117.86822222234628,US Airports
5295,LURIE CHILDRENS HOSPITAL,PR,CHICAGO,COOK,CHI,75IS,7/16/2020,1020.0,CHICAGO,CHICAGO,,KANKAKEE,,N,41.89646899994387,-87.62153800014849,US Airports
5928,TURNER FARMS,PR,BRAZIL,CLAY,CHI,3IN3,7/16/2020,600.0,ST LOUIS,INDIANAPOLIS,,TERRE HAUTE,2.0,N,39.37174999990485,-87.17138888930627,US Airports
1026,W. M. THOMAS PAD,PR,SAWYERVILLE,HALE,NONE,36AA,7/16/2020,165.0,ATLANTA,ATLANTA,,ANNISTON,,N,32.71683611081435,-87.74952500043453,US Airports
5515,FLAHERTY FIELD,PR,LA SALLE,LA SALLE,CHI,0LL4,7/16/2020,664.0,CHICAGO,CHICAGO,,KANKAKEE,11.0,N,41.41920027784718,-89.12313916728301,US Airports
3508,MIAMI HOMESTEAD GENERAL AVIATION,PU,HOMESTEAD,DADE,ORL,X51,7/16/2020,7.0,MIAMI,MIAMI,,MIAMI,807.0,N,25.49923063878666,-80.55424450020789,US Airports
5603,OSF HOLY FAMILY MEDICAL CENTER,PR,MONMOUTH,WARREN,CHI,LL01,7/16/2020,760.0,CHICAGO,CHICAGO,,KANKAKEE,,N,40.92160833298824,-90.65901388860657,US Airports
296,KAKE,PU,KAKE,WRANGELL-PETERSBURG,NONE,KAE,7/16/2020,0.0,JUNEAU,ANCHORAGE,,SITKA,,N,56.97299638924101,-133.94561472159535,US Airports
