store_id,street,city,state,zip,phone,timezone,url,latitude,longitude,state_name,brand
4954,4331 University Blvd E,Tuscaloosa,AL,35404,2055567362,America/Chicago,https://www.autozone.com/locations/al/tuscaloosa/4331-university-blvd-e.html,33.196243,-87.478457,Alabama,AutoZone
62,30 S Quintard Ave,Anniston,AL,36201,2562379671,America/Chicago,https://www.autozone.com/locations/al/anniston/30-s-quintard-ave.html,33.646443,-85.826932,Alabama,AutoZone
4476,3340 Rainbow Dr,Rainbow City,AL,35906,2564670398,America/Chicago,https://www.autozone.com/locations/al/rainbow-city/3340-rainbow-dr.html,33.95748,-86.037862,Alabama,AutoZone
4459,1819 US Hwy 78 E,Oxford,AL,36203,2563420323,America/Chicago,https://www.autozone.com/locations/al/oxford/1819-us-hwy-78-e.html,33.615347,-85.799179,Alabama,AutoZone
2347,3500 Greensboro Ave,Tuscaloosa,AL,35401,2057588351,America/Chicago,https://www.autozone.com/locations/al/tuscaloosa/3500-greensboro-ave.html,33.180523,-87.552729,Alabama,AutoZone
393,4660 McClellan Blvd,Anniston,AL,36206,2562367520,America/Chicago,https://www.autozone.com/locations/al/anniston/4660-mcclellan-blvd.html,33.706216,-85.822719,Alabama,AutoZone
391,2329 McFarland Blvd,Northport,AL,35476,2053390855,America/Chicago,https://www.autozone.com/locations/al/northport/2329-mcfarland-blvd.html,33.239602,-87.581024,Alabama,AutoZone
282,210 2nd Ave NW,Cullman,AL,35055,2567370030,America/Chicago,https://www.autozone.com/locations/al/cullman/210-2nd-ave-nw.html,34.178753,-86.845474,Alabama,AutoZone
2380,2901 Highway 280,Alexander City,AL,35010,2563292980,America/Chicago,https://www.autozone.com/locations/al/alexander-city/2901-highway-280.html,32.936307,-85.973116,Alabama,AutoZone
4963,9010 Highway 69 S,Tuscaloosa,AL,35405,2053450211,America/Chicago,https://www.autozone.com/locations/al/tuscaloosa/9010-highway-69-s.html,33.124124,-87.551155,Alabama,AutoZone
2334,2801 W Meighan Blvd,Gadsden,AL,35904,2565433365,America/Chicago,https://www.autozone.com/locations/al/gadsden/2801-w-meighan-blvd.html,34.023024,-86.048983,Alabama,AutoZone
57,300 N 3rd St,Gadsden,AL,35901,2565472546,America/Chicago,https://www.autozone.com/locations/al/gadsden/300-n-3rd-st.html,34.017103,-85.997311,Alabama,AutoZone
354,715 N Brindlee Mountain Pkwy,Arab,AL,35016,2565862003,America/Chicago,https://www.autozone.com/locations/al/arab/715-n-brindlee-mountain-pkwy.html,34.326601,-86.503768,Alabama,AutoZone
2076,3576 Alabama Highway 14,Millbrook,AL,36054,3342853319,America/Chicago,https://www.autozone.com/locations/al/millbrook/3576-alabama-highway-14.html,32.51405,-86.37826,Alabama,AutoZone
438,6506 US Highway 431,Albertville,AL,35950,2568780077,America/Chicago,https://www.autozone.com/locations/al/albertville/6506-us-highway-431.html,34.270086,-86.195315,Alabama,AutoZone
6195,11755 US Highway 431,Guntersville,AL,35976,2567447234,America/Chicago,https://www.autozone.com/locations/al/guntersville/11755-us-highway-431.html,34.301117,-86.277448,Alabama,AutoZone
6076,17947 US Hwy 280,Dadeville,AL,36853,2563730055,America/Chicago,https://www.autozone.com/locations/al/dadeville/17947-us-hwy-280.html,32.837709,-85.764064,Alabama,AutoZone
2062,5648 Highway 231,Wetumpka,AL,36092,3345144721,America/Chicago,https://www.autozone.com/locations/al/wetumpka/5648-highway-231.html,32.52206,-86.208291,Alabama,AutoZone
137,1701 E Main St,Prattville,AL,36066,3343659755,America/Chicago,https://www.autozone.com/locations/al/prattville/1701-e-main-st.html,32.461204,-86.424817,Alabama,AutoZone
446,1209 S Highland,Selma,AL,36703,3348720112,America/Chicago,https://www.autozone.com/locations/al/selma/1209-s-highland.html,32.431929,-87.020908,Alabama,AutoZone
317,130 US Hwy 278 Bypass W,Piedmont,AL,36272,2564477493,America/Chicago,https://www.autozone.com/locations/al/piedmont/130-us-hwy-278-bypass-w.html,33.933576,-85.613344,Alabama,AutoZone
376,222 Highway 31 NW,Hartselle,AL,35640,2567519836,America/Chicago,https://www.autozone.com/locations/al/hartselle/222-highway-31-nw.html,34.443751,-86.94194,Alabama,AutoZone
4849,1006 Gilmer Ave,Tallassee,AL,36078,3342832540,America/Chicago,https://www.autozone.com/locations/al/tallassee/1006-gilmer-ave.html,32.549125,-85.913641,Alabama,AutoZone
160,3343 Atlanta Hwy,Montgomery,AL,36109,3342772650,America/Chicago,https://www.autozone.com/locations/al/montgomery/3343-atlanta-hwy.html,32.384668,-86.262294,Alabama,AutoZone
3843,2246 US Highway 43,Winfield,AL,35594,2054870930,America/Chicago,https://www.autozone.com/locations/al/winfield/2246-us-highway-43.html,33.93521,-87.83369,Alabama,AutoZone
140,443 W Fairview Ave,Montgomery,AL,36105,3342628517,America/Chicago,https://www.autozone.com/locations/al/montgomery/443-w-fairview-ave.html,32.35141,-86.314247,Alabama,AutoZone
2373,6350 Atlanta Hwy,Montgomery,AL,36117,3342728453,America/Chicago,https://www.autozone.com/locations/al/montgomery/6350-atlanta-hwy.html,32.381728,-86.187954,Alabama,AutoZone
2397,1305 11th Ave,Haleyville,AL,35565,2054859733,America/Chicago,https://www.autozone.com/locations/al/haleyville/1305-11th-ave.html,34.217442,-87.619382,Alabama,AutoZone
4500,2260 Eastern Blvd.,Montgomery,AL,36117,3347770470,America/Chicago,https://www.autozone.com/locations/al/montgomery/2260-eastern-blvd-.html,32.352064,-86.22162,Alabama,AutoZone
254,2501 E South Blvd,Montgomery,AL,36116,3342882060,America/Chicago,https://www.autozone.com/locations/al/montgomery/2501-e-south-blvd.html,32.32773,-86.257232,Alabama,AutoZone
3847,8085 Vaughn Rd,Montgomery,AL,36116,3342796098,America/Chicago,https://www.autozone.com/locations/al/montgomery/8085-vaughn-rd.html,32.339217,-86.174271,Alabama,AutoZone
4850,1000 Beltline Rd SW,Decatur,AL,35601,2563517292,America/Chicago,https://www.autozone.com/locations/al/decatur/1000-beltline-rd-sw.html,34.561873,-87.005112,Alabama,AutoZone
2056,12041 Hwy 157,Moulton,AL,35650,2569742736,America/Chicago,https://www.autozone.com/locations/al/moulton/12041-hwy-157.html,34.488909,-87.277617,Alabama,AutoZone
16,1001 6th Ave SE,Decatur,AL,35601,2563505141,America/Chicago,https://www.autozone.com/locations/al/decatur/1001-6th-ave-se.html,34.592734,-86.980699,Alabama,AutoZone
31,11255 Memorial Pkwy SE,Huntsville,AL,35803,2568821800,America/Chicago,https://www.autozone.com/locations/al/huntsville/11255-memorial-pkwy-se.html,34.635911,-86.566246,Alabama,AutoZone
4983,2510 Mountain Cove Dr,Owens Cross Roads,AL,35763,2565323898,America/Chicago,https://www.autozone.com/locations/al/owens-cross-roads/2510-mountain-cove-dr.html,34.660665,-86.486528,Alabama,AutoZone
4645,8498 Madison Blvd,Madison,AL,35758,2562585004,America/Chicago,https://www.autozone.com/locations/al/madison/8498-madison-blvd.html,34.683355,-86.736662,Alabama,AutoZone
2301,813 Gault Ave S,Fort Payne,AL,35967,2568459501,America/Chicago,https://www.autozone.com/locations/al/fort-payne/813-gault-ave-s.html,34.434501,-85.72799,Alabama,AutoZone
4966,501 W Martin Luther King Hwy,Tuskegee,AL,36083,3347272780,America/Chicago,https://www.autozone.com/locations/al/tuskegee/501-w-martin-luther-king-hwy.html,32.420952,-85.694313,Alabama,AutoZone
2372,1684 Military St S,Hamilton,AL,35570,2059210043,America/Chicago,https://www.autozone.com/locations/al/hamilton/1684-military-st-s.html,34.12002,-87.990305,Alabama,AutoZone
394,1054 Opelika Rd,Auburn,AL,36830,3348268014,America/Chicago,https://www.autozone.com/locations/al/auburn/1054-opelika-rd.html,32.619087,-85.459275,Alabama,AutoZone
53,3601 Governors Dr SW,Huntsville,AL,35805,2565333727,America/Chicago,https://www.autozone.com/locations/al/huntsville/3601-governors-dr-sw.html,34.719689,-86.615518,Alabama,AutoZone
6061,5980 E Highway 72 E,Gurley,AL,35748,2567768560,America/Chicago,https://www.autozone.com/locations/al/gurley/5980-e-highway-72-e.html,34.699544,-86.384496,Alabama,AutoZone
134,1535 S 3rd Ave,Opelika,AL,36801,3347496114,America/Chicago,https://www.autozone.com/locations/al/opelika/1535-s-3rd-ave.html,32.641753,-85.392487,Alabama,AutoZone
950,218 East Ave,Cedartown,GA,30125,7707499970,America/New_York,https://www.autozone.com/locations/ga/cedartown/218-east-ave.html,34.01401,-85.252518,Georgia,AutoZone
2330,1626 Hughes Rd,Madison,AL,35758,2568379002,America/Chicago,https://www.autozone.com/locations/al/madison/1626-hughes-rd.html,34.751757,-86.741668,Alabama,AutoZone
2328,2605 Jordan Ln NW,Huntsville,AL,35816,2568371554,America/Chicago,https://www.autozone.com/locations/al/huntsville/2605-jordan-ln-nw.html,34.757673,-86.641321,Alabama,AutoZone
82,901 S Park St,Carrollton,GA,30117,7708300709,America/New_York,https://www.autozone.com/locations/ga/carrollton/901-s-park-st.html,33.564624,-85.076507,Georgia,AutoZone
2331,1305 S Broad St,Scottsboro,AL,35768,2565744254,America/Chicago,https://www.autozone.com/locations/al/scottsboro/1305-s-broad-st.html,34.655709,-86.03445,Alabama,AutoZone
9828,3121 N Memorial Pkwy NW,Huntsville,AL,35810,2568527920,America/Chicago,https://www.autozone.com/locations/al/huntsville/3121-n-memorial-pkwy-nw.html,34.765983,-86.588352,Alabama,AutoZone
2022,623 Bankhead Hwy,Carrollton,GA,30117,7708328710,America/New_York,https://www.autozone.com/locations/ga/carrollton/623-bankhead-hwy.html,33.58716,-85.055679,Georgia,AutoZone
378,1910 Broad Ave,Lanett,AL,36863,3346444401,America/Chicago,https://www.autozone.com/locations/al/lanett/1910-broad-ave.html,32.851896,-85.190104,Alabama,AutoZone
336,14189 Highway 43,Russellville,AL,35653,2563324128,America/Chicago,https://www.autozone.com/locations/al/russellville/14189-highway-43.html,34.499628,-87.719973,Alabama,AutoZone
15,807 S Jefferson St,Athens,AL,35611,2562326211,America/Chicago,https://www.autozone.com/locations/al/athens/807-s-jefferson-st.html,34.793953,-86.971233,Alabama,AutoZone
2336,2090 Winchester Rd NE,Huntsville,AL,35811,2567553272,America/Chicago,https://www.autozone.com/locations/al/huntsville/2090-winchester-rd-ne.html,34.815551,-86.496487,Alabama,AutoZone
4842,335 Carrollton St,Temple,GA,30179,7705621445,America/New_York,https://www.autozone.com/locations/ga/temple/335-carrollton-st.html,33.727549,-85.028978,Georgia,AutoZone
327,122 Alabama St,Columbus,MS,39702,6623271074,America/Chicago,https://www.autozone.com/locations/ms/columbus/122-alabama-st.html,33.495862,-88.385929,Mississippi,AutoZone
87,310 Commerce Ave,LaGrange,GA,30241,7068128777,America/New_York,https://www.autozone.com/locations/ga/lagrange/310-commerce-ave.html,33.047657,-85.01496,Georgia,AutoZone
2394,201 McNeil St,Troy,AL,36079,3348070709,America/Chicago,https://www.autozone.com/locations/al/troy/201-mcneil-st.html,31.783739,-85.961157,Alabama,AutoZone
5982,151 Gateway Plz,Greenville,AL,36037,3345256033,America/Chicago,https://www.autozone.com/locations/al/greenville/151-gateway-plz.html,31.849958,-86.637321,Alabama,AutoZone
2356,1245 S Forest Ave,Luverne,AL,36049,3343354619,America/Chicago,https://www.autozone.com/locations/al/luverne/1245-s-forest-ave.html,31.698954,-86.265578,Alabama,AutoZone
3846,3955 US Hwy 80 W,Phenix City,AL,36870,3344485775,America/Chicago,https://www.autozone.com/locations/al/phenix-city/3955-us-hwy-80-w.html,32.46968,-85.098937,Alabama,AutoZone
174,1420 14th St,Phenix City,AL,36867,3342972600,America/Chicago,https://www.autozone.com/locations/al/phenix-city/1420-14th-st.html,32.473472,-85.014134,Alabama,AutoZone
382,508 S Eufaula Ave,Eufaula,AL,36027,3346877225,America/Chicago,https://www.autozone.com/locations/al/eufaula/508-s-eufaula-ave.html,31.887196,-85.145988,Alabama,AutoZone
158,950 32nd St,Columbus,GA,31904,7063245283,America/New_York,https://www.autozone.com/locations/ga/columbus/950-32nd-st.html,32.493206,-84.979992,Georgia,AutoZone
389,1288 S US Hwy 231,Ozark,AL,36360,3344450418,America/Chicago,https://www.autozone.com/locations/al/ozark/1288-s-us-hwy-231.html,31.445262,-85.655428,Alabama,AutoZone
187,3580 Victory Dr,Columbus,GA,31903,7066879983,America/New_York,https://www.autozone.com/locations/ga/columbus/3580-victory-dr.html,32.420321,-84.946334,Georgia,AutoZone
6754,3200 Macon Rd,Columbus,GA,31906,7067865984,America/New_York,https://www.autozone.com/locations/ga/columbus/3200-macon-rd.html,32.480378,-84.941151,Georgia,AutoZone
6780,7817 Veterans Pkwy,Columbus,GA,31909,7065304160,America/New_York,https://www.autozone.com/locations/ga/columbus/7817-veterans-pkwy.html,32.561171,-84.939485,Georgia,AutoZone
141,4692 Buena Vista Rd,Columbus,GA,31907,7065689030,America/New_York,https://www.autozone.com/locations/ga/columbus/4692-buena-vista-rd.html,32.466451,-84.914655,Georgia,AutoZone
345,100 N Bypass,Andalusia,AL,36420,3344271647,America/Chicago,https://www.autozone.com/locations/al/andalusia/100-n-bypass.html,31.318143,-86.496287,Alabama,AutoZone
459,1202 Rucker Blvd,Enterprise,AL,36330,3343931034,America/Chicago,https://www.autozone.com/locations/al/enterprise/1202-rucker-blvd.html,31.327084,-85.819326,Alabama,AutoZone
4943,6450 Flat Rock Rd,Columbus,GA,31907,7065617703,America/New_York,https://www.autozone.com/locations/ga/columbus/6450-flat-rock-rd.html,32.539191,-84.870846,Georgia,AutoZone
6332,2714 Hwy 431 S,Abbeville,AL,36310,3345851264,America/Chicago,https://www.autozone.com/locations/al/abbeville/2714-hwy-431-s.html,31.550506,-85.285673,Alabama,AutoZone
2321,1520 S Alabama Ave,Monroeville,AL,36460,2515759704,America/Chicago,https://www.autozone.com/locations/al/monroeville/1520-s-alabama-ave.html,31.505098,-87.319213,Alabama,AutoZone
294,3607 Ross Clark Circle,Dothan,AL,36303,3347943143,America/Chicago,https://www.autozone.com/locations/al/dothan/3607-ross-clark-circle.html,31.25099,-85.422932,Alabama,AutoZone
6308,1041 Ross Clark Circle,Dothan,AL,36303,3346780017,America/Chicago,https://www.autozone.com/locations/al/dothan/1041-ross-clark-circle.html,31.219476,-85.3601,Alabama,AutoZone
385,2378 S Oates St,Dothan,AL,36301,3347021621,America/Chicago,https://www.autozone.com/locations/al/dothan/2378-s-oates-st.html,31.192686,-85.401331,Alabama,AutoZone
364,32721 Hwy 43 N,Thomasville,AL,36784,3346368113,America/Chicago,https://www.autozone.com/locations/al/thomasville/32721-hwy-43-n.html,31.917354,-87.74106,Alabama,AutoZone
3848,8696 Cottage Hill Rd,Mobile,AL,36695,2517766625,America/Chicago,https://www.autozone.com/locations/al/mobile/8696-cottage-hill-rd.html,30.640609,-88.246742,Alabama,AutoZone
383,7721 Airport Blvd #E150,Mobile,AL,36608,2516397378,America/Chicago,https://www.autozone.com/locations/al/mobile/7721-airport-blvd--e150.html,30.683378,-88.222803,Alabama,AutoZone
377,5451 Halls Mill Rd,Mobile,AL,36619,2516619554,America/Chicago,https://www.autozone.com/locations/al/mobile/5451-halls-mill-rd.html,30.592216,-88.167538,Alabama,AutoZone
423,3983 Cottage Hill,Mobile,AL,36609,2516606222,America/Chicago,https://www.autozone.com/locations/al/mobile/3983-cottage-hill.html,30.651645,-88.141371,Alabama,AutoZone
402,5135 Moffett Rd,Mobile,AL,36618,2513449881,America/Chicago,https://www.autozone.com/locations/al/mobile/5135-moffett-rd.html,30.719899,-88.161769,Alabama,AutoZone
3828,7810 Moffett Rd,Semmes,AL,36575,2516452810,America/Chicago,https://www.autozone.com/locations/al/semmes/7810-moffett-rd.html,30.764648,-88.226339,Alabama,AutoZone
164,3010 Spring Hill Ave,Mobile,AL,36607,2514761407,America/Chicago,https://www.autozone.com/locations/al/mobile/3010-spring-hill-ave.html,30.700908,-88.111604,Alabama,AutoZone
221,407 Holcomb Ave,Mobile,AL,36606,2514711313,America/Chicago,https://www.autozone.com/locations/al/mobile/407-holcomb-ave.html,30.674984,-88.08792,Alabama,AutoZone
6717,21201 Hwy 613,Moss Point,MS,39562,2282004004,America/Chicago,https://www.autozone.com/locations/ms/moss-point/21201-hwy-613.html,30.650383,-88.492575,Mississippi,AutoZone
2314,3942 St Stephens Rd,Mobile,AL,36612,2514529920,America/Chicago,https://www.autozone.com/locations/al/mobile/3942-st-stephens-rd.html,30.757923,-88.12069,Alabama,AutoZone
4858,13285 N Wintzell Ave,Bayou La Batre,AL,36509,2518241721,America/Chicago,https://www.autozone.com/locations/al/bayou-la-batre/13285-n-wintzell-ave.html,30.414546,-88.244819,Alabama,AutoZone
238,295 S Craft Hwy,Chickasaw,AL,36611,2514571383,America/Chicago,https://www.autozone.com/locations/al/chickasaw/295-s-craft-hwy.html,30.759779,-88.074051,Alabama,AutoZone
4951,18 Saraland Blvd N,Saraland,AL,36571,2518006730,America/Chicago,https://www.autozone.com/locations/al/saraland/18-saraland-blvd-n.html,30.823593,-88.069334,Alabama,AutoZone
6598,970 Wilson Ave,Daphne,AL,36526,2519305791,America/Chicago,https://www.autozone.com/locations/al/daphne/970-wilson-ave.html,30.610741,-87.89966,Alabama,AutoZone
162,1764 Denny Ave,Pascagoula,MS,39567,2287620162,America/Chicago,https://www.autozone.com/locations/ms/pascagoula/1764-denny-ave.html,30.3703,-88.545647,Mississippi,AutoZone
6082,20310 State Hwy 181,Fairhope,AL,36532,2512796214,America/Chicago,https://www.autozone.com/locations/al/fairhope/20310-state-hwy-181.html,30.5215,-87.8518,Alabama,AutoZone
4907,3100 Hwy 90,Gautier,MS,39553,2282056300,America/Chicago,https://www.autozone.com/locations/ms/gautier/3100-hwy-90.html,30.393621,-88.659598,Mississippi,AutoZone
2348,533 Winter St,Lucedale,MS,39452,6019477121,America/Chicago,https://www.autozone.com/locations/ms/lucedale/533-winter-st.html,30.91721,-88.593503,Mississippi,AutoZone
3842,19450 N 3rd St,Citronelle,AL,36522,2518663109,America/Chicago,https://www.autozone.com/locations/al/citronelle/19450-n-3rd-st.html,31.09665,-88.23754,Alabama,AutoZone
595,21872 State Hwy 59,Robertsdale,AL,36567,2519475333,America/Chicago,https://www.autozone.com/locations/al/robertsdale/21872-state-hwy-59.html,30.543861,-87.707753,Alabama,AutoZone
368,550 D'Olive,Bay Minette,AL,36507,2519371788,America/Chicago,https://www.autozone.com/locations/al/bay-minette/550-d-olive.html,30.880673,-87.779828,Alabama,AutoZone
216,726 Bienville Blvd,Ocean Springs,MS,39564,2288752043,America/Chicago,https://www.autozone.com/locations/ms/ocean-springs/726-bienville-blvd.html,30.415596,-88.831333,Mississippi,AutoZone
370,1321 S McKenzie,Foley,AL,36535,2519431635,America/Chicago,https://www.autozone.com/locations/al/foley/1321-s-mckenzie.html,30.391375,-87.682741,Alabama,AutoZone
2094,10229 Central Ave,Diberville,MS,39540,2283549100,America/Chicago,https://www.autozone.com/locations/ms/diberville/10229-central-ave.html,30.434417,-88.891827,Mississippi,AutoZone
6500,920 Cedar Lake Rd,Biloxi,MS,39532,2282714345,America/Chicago,https://www.autozone.com/locations/ms/biloxi/920-cedar-lake-rd.html,30.443408,-88.932071,Mississippi,AutoZone
213,291 Beauvoir Rd,Biloxi,MS,39531,2283886105,America/Chicago,https://www.autozone.com/locations/ms/biloxi/291-beauvoir-rd.html,30.401428,-88.973262,Mississippi,AutoZone
5978,1357 E Pass Rd,Gulfport,MS,39507,2282135848,America/Chicago,https://www.autozone.com/locations/ms/gulfport/1357-e-pass-rd.html,30.39914,-89.027371,Mississippi,AutoZone
3852,15248 Dedeaux Rd,Gulfport,MS,39503,2288323135,America/Chicago,https://www.autozone.com/locations/ms/gulfport/15248-dedeaux-rd.html,30.449913,-89.094495,Mississippi,AutoZone
259,2223 25th Ave,Gulfport,MS,39501,2288630029,America/Chicago,https://www.autozone.com/locations/ms/gulfport/2223-25th-ave.html,30.377089,-89.093638,Mississippi,AutoZone
3851,1043 Frontage E Dr,Wiggins,MS,39577,6019280606,America/Chicago,https://www.autozone.com/locations/ms/wiggins/1043-frontage-e-dr.html,30.84556,-89.14851,Mississippi,AutoZone
2099,19097 Pineville Rd,Long Beach,MS,39560,2285754275,America/Chicago,https://www.autozone.com/locations/ms/long-beach/19097-pineville-rd.html,30.356626,-89.157737,Mississippi,AutoZone
