store_id,street,city,state,zip,latitude,longitude,phone,state_name,brand
2233,6750 Wilkinson Blvd.,Belmont,NC,28012,35.2512,-81.0296,7048256929,North Carolina,CVS
7941,8420 Steele Creek Rd.,Charlotte,NC,28273,35.1720,-80.9619,7045838282,North Carolina,CVS
2562,115 W. Arrowood Rd.,Charlotte,NC,28217,35.1348,-80.8923,7045236551,North Carolina,CVS
7492,3610 Matthews Mint Hill Road,Matthews,NC,28105,35.1387,-80.6822,7047085701,North Carolina,CVS
2561,"4100 Carmel Road, Ste F-2",Charlotte,NC,28226,35.1173,-80.8248,7045429210,North Carolina,CVS
4299,1305 Matthews Township Pkwy,Matthews,NC,28105,35.1224,-80.7169,7048478508,North Carolina,CVS
3529,520 N. Cannon Blvd.,Kannapolis,NC,28083,35.5013,-80.6087,7049383187,North Carolina,CVS
16342,1900 Matthews Township Pkwy,Matthews,NC,28105,35.1225,-80.7056,,North Carolina,CVS
16235,9531 South Blvd,Charlotte,NC,28273,35.1082,-80.8787,,North Carolina,CVS
2877,14600 Lawyers Rd.,Matthews,NC,28104,35.1423,-80.6244,7048822743,North Carolina,CVS
3514,442 Highway 27 South,Stanley,NC,28164,35.3536,-81.0912,7042631416,North Carolina,CVS
3319,9915 Park Cedar Dr,Charlotte,NC,28210,35.0946,-80.8656,7045443263,North Carolina,CVS
4620,"7409 Webbs Rd.,",Denver,NC,28037,35.5185,-81.0041,7044837204,North Carolina,CVS
3523,274 North Main Street,Mooresville,NC,28115,35.5846,-80.8102,7046643469,North Carolina,CVS
5264,6428 Rea Road,Charlotte,NC,28277,35.0781,-80.8178,7045415713,North Carolina,CVS
7213,3310 Siskey Pkwy.,Matthews,NC,28105,35.0823,-80.7272,7048492271,North Carolina,CVS
3803,559 River Hwy,Mooresville,NC,28117,35.5945,-80.8696,7046633438,North Carolina,CVS
16835,594 River Hwy,Mooresville,NC,28117,35.5985,-80.8717,,North Carolina,CVS
7578,3658 South New Hope Rd.,Gastonia,NC,28056,35.2228,-81.1015,7048231838,North Carolina,CVS
2772,10730 Providence Rd.,Charlotte,NC,28277,35.0633,-80.7710,7048452742,North Carolina,CVS
16466,7860 Rea Rd,Charlotte,NC,28277,35.0590,-80.8160,,North Carolina,CVS
187,14125 Steele Creek Rd.,Charlotte,NC,28273,35.1024,-80.9876,7045048199,North Carolina,CVS
17215,12830 Walker Branch Rd,Charlotte,NC,28273,35.1003,-80.9849,,North Carolina,CVS
4490,2580 Court Drive,Gastonia,NC,28054,35.2733,-81.1357,7048103681,North Carolina,CVS
7157,13845 Conlan Circle,Charlotte,NC,28277,35.0559,-80.8511,7045442092,North Carolina,CVS
10574,4908 Houston Field Court,Charlotte,NC,28277,35.0506,-80.7690,7048140212,North Carolina,CVS
17576,425 Cox Rd,Gastonia,NC,28054,35.2646,-81.1389,,North Carolina,CVS
3837,1803 S. New Hope Road,Gastonia,NC,28054,35.2422,-81.1348,7048673541,North Carolina,CVS
1632,9628 Rea Rd.,Charlotte,NC,28277,35.0379,-80.8061,7045425072,North Carolina,CVS
17178,9870 Rea Rd,Charlotte,NC,28277,35.0375,-80.8084,,North Carolina,CVS
10787,1919 Springfield Parkway,Fort Mill,SC,29715,35.0557,-80.9386,8036504252,South Carolina,CVS
5588,6050 South Nc 16 Business Highway,Denver,NC,28037,35.5585,-81.0627,7044836759,North Carolina,CVS
5550,4724 Charlotte Hwy.,Clover,SC,29710,35.1158,-81.0644,8038311911,South Carolina,CVS
7524,101 E. Main St.,Locust,NC,28097,35.2608,-80.4246,7048886650,North Carolina,CVS
1742,2901 Wesley Chapel Stouts Rd.,Monroe,NC,28110,35.0484,-80.6455,7042839163,North Carolina,CVS
162,10012 Weiss Way,Waxhaw,NC,28173,35.0167,-80.8025,7043212694,North Carolina,CVS
5565,"1075 E. Hudson Blvd.,",Gastonia,NC,28054,35.2323,-81.1702,7048648749,North Carolina,CVS
1571,1740 Hwy 160 West,Fort Mill,SC,29708,35.0339,-80.9701,8038024424,South Carolina,CVS
1737,6300 Monroe Weddington Rd.,Matthews,NC,28104,35.0008,-80.6977,7048434655,North Carolina,CVS
17458,6350 Weddington Rd,Wesley Chapel,NC,28104,34.9994,-80.6966,,North Carolina,CVS
4287,510 Tom Hall St.,Fort Mill,SC,29715,35.0068,-80.9342,8035475586,South Carolina,CVS
3440,"1602 Providence Rd., South",Waxhaw,NC,28173,34.9882,-80.7744,7042433777,North Carolina,CVS
3823,1850 West Franklin Boulevard,Gastonia,NC,28052,35.2602,-81.2154,7048671265,North Carolina,CVS
17162,2901 W Highway 74,Monroe,NC,28110,35.0202,-80.5816,,North Carolina,CVS
3593,2501 W. Roosevelt Blvd.,Monroe,NC,28110,35.0124,-80.5683,7042831506,North Carolina,CVS
7943,8101 Kensington Dr.,Waxhaw,NC,28173,34.9557,-80.7574,7048437131,North Carolina,CVS
7566,8765 Hwy 52,Rockwell,NC,28138,35.5622,-80.4148,7042792581,North Carolina,CVS
11450,2870 Cherry Road,Rock Hill,SC,29730,34.9806,-80.9779,8032036215,South Carolina,CVS
3899,902 Gastonia Highway,Bessemer City,NC,28016,35.2869,-81.2667,7046294196,North Carolina,CVS
3806,1403 E. Main St.,Lincolnton,NC,28092,35.4770,-81.2395,7047351493,North Carolina,CVS
5479,7697 Charlotte Hwy.,Indian Land,SC,29707,34.9355,-80.8370,8033961525,South Carolina,CVS
5341,1142 N. Broome St.,Waxhaw,NC,28173,34.9339,-80.7479,7048434680,North Carolina,CVS
4288,2707 Celanese Rd.,Rock Hill,SC,29732,34.9754,-81.0270,8033664157,South Carolina,CVS
7036,690 Bethel St.,Clover,SC,29710,35.1082,-81.2150,8032221383,South Carolina,CVS
3592,1702 East Innes Street,Salisbury,NC,28146,35.6503,-80.4554,7046337135,North Carolina,CVS
16710,1900 Springsteen Rd,Rock Hill,SC,29730,34.9387,-80.9783,,South Carolina,CVS
7539,1924 Statesville Blvd.,Salisbury,NC,28144,35.6938,-80.5127,7046361616,North Carolina,CVS
7564,625 E. Roosevelt Boulevard,Monroe,NC,28112,34.9758,-80.5193,7042898513,North Carolina,CVS
3809,609 Cherry Rd.,Rock Hill,SC,29732,34.9442,-81.0295,8033286111,South Carolina,CVS
5679,1746 Heckle Blvd,Rock Hill,SC,29732,34.9530,-81.0631,8033669400,South Carolina,CVS
7696,396 W Church St,Richfield,NC,28137,35.4731,-80.2667,7044630501,North Carolina,CVS
3524,215 North Center Street,Statesville,NC,28677,35.7866,-80.8897,7048726591,North Carolina,CVS
5534,3111 Taylorsville Highway,Statesville,NC,28625,35.7953,-80.9386,7048731934,North Carolina,CVS
10335,"6941 E. Hwy 67,",Alvarado,TX,76009,32.4167,-97.2287,8177903355,Texas,CVS
17040,200 Nw John Jones Dr,Burleson,TX,76028,32.5241,-97.3491,,Texas,CVS
5465,1421 Sw Wilshire Blvd.,Burleson,TX,76028,32.5202,-97.3481,8172958659,Texas,CVS
17078,1316 N Highway 77,Waxahachie,TX,75165,32.4218,-96.8373,,Texas,CVS
6864,701 Ferris Ave,Waxahachie,TX,75165,32.3942,-96.8472,9729383120,Texas,CVS
6818,614 W Henderson St,Cleburne,TX,76033,32.3461,-97.3938,8176452419,Texas,CVS
16276,1106 N Columbia Center Blvd,Kennewick,WA,99336,46.2259,-119.2264,,Washington,CVS
17381,2941 Queensgate Dr,Richland,WA,99352,46.2592,-119.3132,,Washington,CVS
17839,2132 West Pullman Rd,Moscow,ID,83843,46.7326,-117.0316,,Idaho,CVS
17669,4915 S Regal St,Spokane,WA,99223,47.6094,-117.3652,,Washington,CVS
16172,9770 N Newport Hwy,Spokane,WA,99218,47.7475,-117.3994,,Washington,CVS
17073,9400 192Nd Ave E,Bonney Lake,WA,98391,47.1726,-122.1722,,Washington,CVS
17219,10302 156Th St E,Puyallup,WA,98374,47.1130,-122.2918,,Washington,CVS
16124,3310 S Meridian,Puyallup,WA,98373,47.1565,-122.2958,,Washington,CVS
16388,755 Nw Gilman Blvd,Issaquah,WA,98027,47.5419,-122.0505,,Washington,CVS
16203,26301 104Th Ave Se,Kent,WA,98030,47.3662,-122.2034,,Washington,CVS
10285,10712 Se Carr Road,Renton,WA,98055,47.4456,-122.1977,4252771040,Washington,CVS
17064,2201 S Commons,Federal Way,WA,98003,47.3130,-122.3052,,Washington,CVS
16745,21500 Ne Halsey St,Fairview,OR,97024,45.5322,-122.4425,,Oregon,CVS
17361,1215 N Landing Way,Renton,WA,98057,47.4963,-122.2002,,Washington,CVS
16776,16200 Se Mill Plain Blvd,Vancouver,WA,98684,45.6171,-122.5059,,Washington,CVS
10659,33520 21St Ave. Sw,Federal Way,WA,98023,47.3013,-122.3602,2538381611,Washington,CVS
16167,301 Strander Blvd,Tukwila,WA,98188,47.4551,-122.2589,,Washington,CVS
16387,17700 Ne 76Th St,Redmond,WA,98052,47.6724,-122.1034,,Washington,CVS
17754,272 116Th Ave Ne,Bellevue,WA,98004,47.6127,-122.1855,,Washington,CVS
16130,5618 Lakewood Town Center Blvd Sw,Lakewood,WA,98499,47.1634,-122.5115,,Washington,CVS
17551,9401 Ne Cascades Pkwy,Portland,OR,97220,45.5771,-122.5650,,Oregon,CVS
10619,"107 Bellevue Way, Se",Bellevue,WA,98004,47.6095,-122.2018,4254541818,Washington,CVS
16123,3320 S 23Rd St,Tacoma,WA,98405,47.2376,-122.4801,,Washington,CVS
11023,9400 Gravelly Lake Dr Sw,Lakewood,WA,98499,47.1720,-122.5190,2535841459,Washington,CVS
10373,117 Sw 160Th Street,Burien,WA,98166,47.4593,-122.3352,2062422030,Washington,CVS
16757,9800 Se Washington St,Portland,OR,97216,45.5156,-122.5621,,Oregon,CVS
17003,8801 Ne Hazel Dell Ave,Vancouver,WA,98665,45.6859,-122.6683,,Washington,CVS
16127,9000 Se Sunnyside Rd,Clackamas,OR,97015,45.4317,-122.5701,,Oregon,CVS
11392,1821 Ne 33Rd Ave,Portland,OR,97212,45.5361,-122.6313,5035356031,Oregon,CVS
16487,13950 Ne 178Th Pl,Woodinville,WA,98072,47.7590,-122.1540,,Washington,CVS
17632,1555 N Tomahawk Island Dr,Portland,OR,97217,45.6136,-122.6825,,Oregon,CVS
17637,1401 2Nd Ave,Seattle,WA,98101,47.6084,-122.3385,,Washington,CVS
10982,2035 4Th Ave,Seattle,WA,98121,47.6136,-122.3414,2064482002,Washington,CVS
11185,8145 Se 17Th Ave,Portland,OR,97202,45.4641,-122.6473,5033822253,Oregon,CVS
11076,503 Westlake Ave N,Seattle,WA,98109,47.6234,-122.3387,2065052330,Washington,CVS
11335,640 Sw Broadway,Portland,OR,97205,45.5194,-122.6793,5035356032,Oregon,CVS
11282,105 Nw 13Th Ave,Portland,OR,97209,45.5238,-122.6844,5033270233,Oregon,CVS
11292,345 Sw Harrison St,Portland,OR,97201,45.5109,-122.6803,5033270234,Oregon,CVS
10331,"531 Queen Anne Avenue, North",Seattle,WA,98109,47.6244,-122.3570,2062847286,Washington,CVS
10387,2100 North 45Th Street,Seattle,WA,98103,47.6616,-122.3334,2066331536,Washington,CVS
16168,205 Three Rivers Dr,Kelso,WA,98626,46.1424,-122.8988,,Washington,CVS
16628,302 Ne Northgate Way,Seattle,WA,98125,47.7092,-122.3252,,Washington,CVS
16560,11400 51St Ave Nw,Gig Harbor,WA,98332,47.3613,-122.6079,,Washington,CVS
10794,2438 32Nd Ave West,Seattle,WA,98199,47.6408,-122.3980,2062839131,Washington,CVS
11283,"4025 Mercantile Drive, Ste 110",Lake Oswego,OR,97035,45.4147,-122.7169,5033878167,Oregon,CVS
16122,18305 Alderwood Mall Pkwy,Lynnwood,WA,98037,47.8324,-122.2660,,Washington,CVS
16694,665 Sleater Kinney Rd Se,Lacey,WA,98503,47.0427,-122.8366,,Washington,CVS
16125,10775 Sw Beaverton Hillsdale Hwy,Beaverton,OR,97005,45.4883,-122.7876,,Oregon,CVS
11150,12555 Nw Cornell Rd,Portland,OR,97229,45.5259,-122.8060,5034954157,Oregon,CVS
17852,12675 Nw Cornell Rd,Portland,OR,97229,45.5260,-122.8075,,Oregon,CVS
16672,9601 Market Pl,Lake Stevens,WA,98258,47.9991,-122.1013,,Washington,CVS
16126,9009 Sw Hall Blvd,Tigard,OR,97223,45.4537,-122.7792,,Oregon,CVS
10450,19507 Highway 99,Lynnwood,WA,98036,47.8220,-122.3140,4256400646,Washington,CVS
16121,405 Se Everett Mall Way,Everett,WA,98208,47.9105,-122.2270,,Washington,CVS
10747,11918 Airport Rd.,Everett,WA,98204,47.8894,-122.2592,4253537687,Washington,CVS
16336,18101 Nw Evergreen Pkwy,Beaverton,OR,97006,45.5394,-122.8641,,Oregon,CVS
16967,25925 Sw Heather Pl,Wilsonville,OR,97070,45.3326,-122.7675,,Oregon,CVS
16153,2925 Harrison Ave Nw,Olympia,WA,98502,47.0453,-122.9351,,Washington,CVS
16988,21365 Sw Baler Way,Sherwood,OR,97140,45.3661,-122.8381,,Oregon,CVS
16140,2295 Se Tualatin Valley Hwy,Hillsboro,OR,97123,45.5077,-122.9567,,Oregon,CVS
16152,3201 Nw Randall Way,Silverdale,WA,98383,47.6578,-122.6942,,Washington,CVS
10473,18820 State Hwy 305 Ne,Poulsbo,WA,98370,47.7339,-122.6360,3603940105,Washington,CVS
17272,16818 Twin Lakes Ave,Marysville,WA,98271,48.1489,-122.1929,,Washington,CVS
17195,6450 Keizer Station Blvd Ne,Keizer,OR,97303,45.0127,-122.9945,,Oregon,CVS
16154,3790 Center St Ne,Salem,OR,97301,44.9384,-122.9872,,Oregon,CVS
16155,2255 14Th Ave Se,Albany,OR,97322,44.6300,-123.0787,,Oregon,CVS
17284,16300 N Market Place Blvd,Nampa,ID,83687,43.6097,-116.5888,,Idaho,CVS
11169,7402 West Fairview Ave,Boise,ID,83704,43.6199,-116.2749,2083754670,Idaho,CVS
16129,30 Bellis Fair Pkwy,Bellingham,WA,98226,48.7869,-122.4935,,Washington,CVS
16158,2750 Gateway St,Springfield,OR,97477,44.0716,-123.0460,,Oregon,CVS
16320,2420 N Reserve St,Missoula,MT,59808,46.8880,-114.0364,,Montana,CVS
8622,1902 Brooks St,Missoula,MT,59801,46.8519,-114.0124,4067281380,Montana,CVS
16744,4575 W 11Th Ave,Eugene,OR,97402,44.0489,-123.1715,,Oregon,CVS
8618,1300 E. Park Ave.,Anaconda,MT,59711,46.1266,-112.9352,4065635266,Montana,CVS
8627,1275 Harrison St.,Butte,MT,59701,46.0011,-112.5222,4067239408,Montana,CVS
16159,2000 Crater Lake Hwy,Medford,OR,97504,42.3476,-122.8776,,Oregon,CVS
4278,3095 N. Montana Ave.,Helena,MT,59601,46.6165,-112.0209,4064433331,Montana,CVS
8617,603 N. Montana,Helena,MT,59601,46.5900,-112.0190,4064429800,Montana,CVS
16216,1611 Blue Lakes Blvd N,Twin Falls,ID,83301,42.5911,-114.4635,,Idaho,CVS
11346,101 West Lake Street,Mount Shasta,CA,96067,41.3128,-122.3124,5305686112,California,CVS
8624,2001 10Th Avenue South,Great Falls,MT,59405,47.4948,-111.2723,4064531318,Montana,CVS
8621,115 North 19Th Ave.,Bozeman,MT,59718,45.6805,-111.0629,4065879252,Montana,CVS
10478,657 Us Highway 101 N.,Crescent City,CA,95531,41.7619,-124.1974,7074645429,California,CVS
8801,550 W. Idaho St,Elko,NV,89801,40.8281,-115.7738,7757387177,Nevada,CVS
11345,"317 Lake Boulevard, Suite B",Redding,CA,96003,40.6118,-122.3815,5309996099,California,CVS
16161,1280 Dana Dr,Redding,CA,96003,40.5865,-122.3480,,California,CVS
11344,"1035 Placer Street, Suite 110",Redding,CA,96001,40.5831,-122.3851,5309996073,California,CVS
3911,1060 E Cypress Ave,Redding,CA,96002,40.5727,-122.3520,5302215575,California,CVS
11341,"2025 Court Street, Suite A",Redding,CA,96001,40.5781,-122.3933,5309996072,California,CVS
9979,3375 Placer St,Redding,CA,96001,40.5735,-122.4154,5302417328,California,CVS
9973,1595 Main St.,Weaverville,CA,96093,40.7221,-122.9274,5306235555,California,CVS
11342,2975 East Street,Anderson,CA,96007,40.4523,-122.2988,5307446024,California,CVS
10513,1720 Central Avenue,Mckinleyville,CA,95519,40.9365,-124.1015,7078395621,California,CVS
9482,600 F St,Arcata,CA,95521,40.8659,-124.0840,7078222479,California,CVS
3937,455 S. Main St.,Red Bluff,CA,96080,40.1660,-122.2292,5305295530,California,CVS
17834,"510 Us-89,",Jackson,WY,83001,43.4697,-110.7895,,Wyoming,CVS
16474,430 Blue Ravine Rd,Folsom,CA,95630,38.6720,-121.1526,,California,CVS
9923,1005 E Bidwell St,Folsom,CA,95630,38.6685,-121.1564,9169835366,California,CVS
3950,2790 E Bidwell St,Folsom,CA,95630,38.6560,-121.1195,9169838774,California,CVS
9980,9479 Madison Ave,Folsom,CA,95630,38.6773,-121.1978,9169875710,California,CVS
3909,4330 Latrobe Rd,El Dorado Hills,CA,95762,38.6458,-121.0688,9169340133,California,CVS
17344,4400 Town Center Blvd,El Dorado Hills,CA,95762,38.6499,-121.0621,,California,CVS
9526,8455 Auburn Folsom Rd,Granite Bay,CA,95746,38.7441,-121.1697,9167912197,California,CVS
9993,9280 Sierra College Blvd,Roseville,CA,95661,38.7296,-121.2273,9167725313,California,CVS
9814,8101 Greenback Ln.,Fair Oaks,CA,95628,38.6791,-121.2617,9167264466,California,CVS
16489,5837 Sunrise Blvd,Citrus Heights,CA,95610,38.6728,-121.2747,,California,CVS
16080,1925 Douglas Blvd,Roseville,CA,95661,38.7459,-121.2539,,California,CVS
6793,3020 Green Valley Rd Ste B,Cameron Park,CA,95682,38.6975,-121.0030,5306766352,California,CVS
9199,5420 Dewey Dr,Fair Oaks,CA,95628,38.6644,-121.3072,9168644803,California,CVS
17516,10881 Olson Dr.,Rancho Cordova,CA,95670,38.5966,-121.2854,,California,CVS
2661,4785 Granite Dr,Rocklin,CA,95677,38.7907,-121.2213,9166248286,California,CVS
4950,3301 Zinfandel Dr.,Rancho Cordova,CA,95670,38.5816,-121.2835,9168528332,California,CVS
3009,3500 Palmer Dr,Cameron Park,CA,95682,38.6606,-120.9666,5306760171,California,CVS
17587,5104 Commons Dr,Rocklin,CA,95677,38.8045,-121.2092,,California,CVS
9826,5333 Elkhorn Blvd,Sacramento,CA,95842,38.6870,-121.3400,9163347450,California,CVS
9958,5090 Foothills Blvd,Roseville,CA,95747,38.7608,-121.3113,9167831355,California,CVS
9809,4959 Marconi Ave,Carmichael,CA,95608,38.6188,-121.3475,9164851144,California,CVS
16833,10451 Fairway Dr,Roseville,CA,95678,38.7912,-121.2903,,California,CVS
5091,1771 Pleasant Grove Blvd Ste #100,Roseville,CA,95747,38.7658,-121.3576,9167722239,California,CVS
5225,2636 Marconi Ave.,Sacramento,CA,95821,38.6175,-121.4007,9164856917,California,CVS
16106,1919 Fulton Ave,Sacramento,CA,95825,38.6007,-121.4028,,California,CVS
9322,2085 Fair Oaks Blvd,Sacramento,CA,95825,38.5751,-121.4160,9169299577,California,CVS
17292,950 Groveland Ln,Lincoln,CA,95648,38.8697,-121.3040,,California,CVS
9535,63 Lincoln Blvd.,Lincoln,CA,95648,38.8773,-121.2944,9164080230,California,CVS
17787,3968 Missouri Flat Rd,Placerville,CA,95667,38.7102,-120.8437,,California,CVS
9184,3964 Missouri Flat Rd Ste A,Placerville,CA,95667,38.7123,-120.8430,5306268642,California,CVS
9150,388 Elm St.,Auburn,CA,95603,38.9047,-121.0740,5308230825,California,CVS
17538,6507 4Th Ave,Sacramento,CA,95817,38.5495,-121.4264,,California,CVS
3943,5039 Folsom Blvd,Sacramento,CA,95819,38.5615,-121.4445,9167390740,California,CVS
182,8400 Bradshaw Rd..,Elk Grove,CA,95624,38.4522,-121.3356,9166891124,California,CVS
9914,2140 Grass Valley Hwy,Auburn,CA,95603,38.9339,-121.0901,5308856084,California,CVS
11047,5611 Stockton Blvd,Sacramento,CA,95824,38.5243,-121.4417,9169822998,California,CVS
17200,3601 N Freeway Blvd,Sacramento,CA,95834,38.6411,-121.4986,,California,CVS
3066,8351 Elk Grove Florin Rd,Sacramento,CA,95829,38.4544,-121.3700,9166817913,California,CVS
17822,1707 J Street,Sacramento,CA,95811,38.5779,-121.4836,,California,CVS
2290,1587 W El Camino Ave,Sacramento,CA,95833,38.6136,-121.4962,9165681667,California,CVS
16473,2700 Bell Rd,Auburn,CA,95603,38.9431,-121.0952,,California,CVS
4151,2050 Club Center Dr,Sacramento,CA,95835,38.6703,-121.5063,9169286848,California,CVS
7136,3710 Franklin Blvd.,Sacramento,CA,95820,38.5407,-121.4762,9167391071,California,CVS
10005,"6401 Mack Rd.,",Sacramento,CA,95823,38.4745,-121.4275,9164056900,California,CVS
16857,8101 Cosumnes River Blvd,Sacramento,CA,95823,38.4589,-121.4134,,California,CVS
9132,9285 Elk Grove Blvd,Elk Grove,CA,95624,38.4096,-121.3541,9167145372,California,CVS
2124,8585 Elk Grove Blvd,Elk Grove,CA,95624,38.4103,-121.3854,9166865193,California,CVS
16413,7505 Laguna Blvd,Elk Grove,CA,95758,38.4267,-121.4157,,California,CVS
17342,2005 Town Center Plz,West Sacramento,CA,95691,38.5493,-121.5366,,California,CVS
9823,1350 Florin Rd.,Sacramento,CA,95822,38.4952,-121.5053,9163925184,California,CVS
1825,5040 Laguna Blvd,Elk Grove,CA,95758,38.4219,-121.4467,9166846822,California,CVS
9972,7465 Rush River Dr Ste 500,Sacramento,CA,95831,38.4863,-121.5342,9163911289,California,CVS
3947,10045 Combie Rd,Auburn,CA,95602,39.0418,-121.0926,5302683753,California,CVS
3022,1063 C St,Galt,CA,95632,38.2544,-121.2967,2097459534,California,CVS
9233,515 S State Highway 49,Jackson,CA,95642,38.3437,-120.7702,2092233784,California,CVS
17508,4601 2Nd St,Davis,CA,95618,38.5541,-121.6998,,California,CVS
17468,2185 Bronze Star Dr,Woodland,CA,95776,38.6709,-121.7268,,California,CVS
9490,6450 Pony Express Trl,Pollock Pines,CA,95726,38.7619,-120.5797,5306478013,California,CVS
9142,1550 E Covell Blvd,Davis,CA,95616,38.5609,-121.7320,5307534004,California,CVS
9282,1471 W Covell Blvd,Davis,CA,95616,38.5615,-121.7665,5307571128,California,CVS
9180,7 W Main St,Woodland,CA,95695,38.6761,-121.7846,5306662448,California,CVS
17882,111 W Mcknight,Grass Valley,CA,95949,39.1985,-121.0605,,California,CVS
9390,200 E Highway 12 Ste D,Valley Springs,CA,95252,38.1914,-120.8256,2097729681,California,CVS
9261,100 W Lodi Ave,Lodi,CA,95240,38.1295,-121.2746,2093690186,California,CVS
16294,2355 W Kettleman Ln,Lodi,CA,95242,38.1177,-121.3034,,California,CVS
9243,1000 W Kettleman Ln,Lodi,CA,95240,38.1140,-121.2838,2093685112,California,CVS
9155,1005 Sutton Way,Grass Valley,CA,95945,39.2367,-121.0327,5302728881,California,CVS
9691,906 E St.,Marysville,CA,95901,39.1450,-121.5923,5307425103,California,CVS
16109,1153 Butte House Rd,Yuba City,CA,95991,39.1460,-121.6320,,California,CVS
9932,1274 Stabler Ln,Yuba City,CA,95993,39.1464,-121.6460,5306715753,California,CVS
9525,260 Spruce St,Gridley,CA,95948,39.3675,-121.6904,5308463634,California,CVS
9158,850 Oro Dam Blvd E,Oroville,CA,95965,39.5002,-121.5659,5305341554,California,CVS
9713,1043 Emerald Bay Rd,South Lake Tahoe,CA,96150,38.9120,-120.0026,5305441500,California,CVS
16367,4900 E Main St,Farmington,NM,87402,36.7691,-108.1478,,New Mexico,CVS
17408,3530 Wolverine Dr,Montrose,CO,81401,38.4435,-107.8689,,Colorado,CVS
17772,3300 Dillon Dr.,Pueblo,CO,81008,38.3026,-104.6058,,Colorado,CVS
16057,8201 I-40 W,Amarillo,TX,79121,35.1861,-101.9344,,Texas,CVS
1543,7301 Hillside Rd.,Amarillo,TX,79119,35.1463,-101.9209,8066770452,Texas,CVS
4820,100 North Dumas Avenue,Dumas,TX,79029,35.8677,-101.9740,8069352387,Texas,CVS
7757,3340 S. Western St,Amarillo,TX,79109,35.1768,-101.8846,8063583388,Texas,CVS
9231,3506 East Route 66,Flagstaff,AZ,86004,35.2158,-111.5983,9285266505,Arizona,CVS
7762,2012 S Washington St,Amarillo,TX,79109,35.1932,-101.8494,8063796191,Texas,CVS
16354,1650 S Milton Rd,Flagstaff,AZ,86001,35.1842,-111.6594,,Arizona,CVS
11002,455 North Circle Dr,Colorado Springs,CO,80909,38.8394,-104.7754,7192160408,Colorado,CVS
10425,20 Airport Road,Sedona,AZ,86336,34.8625,-111.7802,9282828569,Arizona,CVS
11001,3475 North Academy Blvd.,Colorado Springs,CO,80917,38.8818,-104.7563,7195911515,Colorado,CVS
16035,5240 N Academy Blvd,Colorado Springs,CO,80918,38.9049,-104.7806,,Colorado,CVS
16832,3810 Bloomington St,Colorado Springs,CO,80922,38.8887,-104.7182,,Colorado,CVS
11024,7353 Rangewood Drive,Colorado Springs,CO,80918,38.9372,-104.7559,7195982751,Colorado,CVS
17298,9670 Prominent Pt,Colorado Springs,CO,80924,38.9735,-104.7461,,Colorado,CVS
9266,522 Finney Flat Suite A,Camp Verde,AZ,86322,34.5671,-111.8642,9285672274,Arizona,CVS
16024,2424 Highway 6 And 50,Grand Junction,CO,81505,39.0932,-108.6018,,Colorado,CVS
9319,1179 South State Route 260,Cottonwood,AZ,86326,34.7189,-112.0008,9286342147,Arizona,CVS
5303,9152 E. Brown Rd.,Mesa,AZ,85207,33.4375,-111.6336,4803574833,Arizona,CVS
9279,16545 East Palisades Blvd,Fountain Hills,AZ,85268,33.6100,-111.7264,4808368337,Arizona,CVS
16768,16825 E Shea Blvd,Fountain Hills,AZ,85268,33.5734,-111.7185,,Arizona,CVS
16725,2151 N Power Rd,Mesa,AZ,85215,33.4544,-111.6828,,Arizona,CVS
3244,230 N. Cedar,Borger,TX,79007,35.6675,-101.3965,8062731433,Texas,CVS
5812,5954 E. Mcdowell Rd.,Mesa,AZ,85215,33.4669,-111.7024,4808304518,Arizona,CVS
10616,7547 E. Southern Ave.,Mesa,AZ,85209,33.3928,-111.6685,4808309249,Arizona,CVS
4795,6015 E. Brown Road,Mesa,AZ,85205,33.4368,-111.7010,4803255869,Arizona,CVS
3436,2809 S. Sossaman Rd.,Mesa,AZ,85212,33.3641,-111.6701,4803544992,Arizona,CVS
16174,1525 S Power Rd,Mesa,AZ,85206,33.3883,-111.6831,,Arizona,CVS
17075,5110 S Power Rd,Mesa,AZ,85212,33.3233,-111.6902,,Arizona,CVS
6383,307 Sturgis Rd,Marion,KY,42064,37.3432,-88.0722,2709654114,Kentucky,CVS
6380,100 South 6Th Street,Mayfield,KY,42066,36.7414,-88.6350,2702474073,Kentucky,CVS
6379,3275 Irvin Cobb Dr.,Paducah,KY,42003,37.0510,-88.5699,2704434885,Kentucky,CVS
6376,538 Lone Oak Rd.,Paducah,KY,42003,37.0633,-88.6378,2704438855,Kentucky,CVS
2586,3001 Lone Oak Road,Paducah,KY,42003,37.0365,-88.6656,2705540480,Kentucky,CVS
16232,5151 Frederica St,Owensboro,KY,42301,37.7172,-87.1222,,Kentucky,CVS
6264,3311 Highway 54,Owensboro,KY,42303,37.7536,-87.0580,2709260476,Kentucky,CVS
7940,1221 Frederica St.,Owensboro,KY,42301,37.7645,-87.1120,2706835086,Kentucky,CVS
11071,116 Commons Dr.,Martin,TN,38237,36.3427,-88.8730,7315879509,Tennessee,CVS
6254,"2344 Covert Ave.,",Evansville,IN,47714,37.9556,-87.5212,8124798581,Indiana,CVS
18079,5000 Washington Ave.,Evansville,IN,47715,37.9630,-87.4908,8124730113,Indiana,CVS
6255,1145 Washington Ave.,Evansville,IN,47714,37.9623,-87.5438,8124688257,Indiana,CVS
6253,4700 Lincoln Ave.,Evansville,IN,47714,37.9702,-87.4932,8124775396,Indiana,CVS
