store_id,store_name,street,city,state,zip,latitude,longitude,phone,store_details,state_name,brand
817,Phenix City,3784 Us Highway 431 N,Phenix City,AL,36867,32.507519,-85.050462,(334)297-2045,/l/Phenix-City/AL/Phenix-City/36867/817,Alabama,Home Depot
818,Pell City,289 Vaughan Lane,Pell City,AL,35125,33.608678,-86.274707,(205)338-1070,/l/Pell-City/AL/Pell-City/35125/818,Alabama,Home Depot
863,Daphne,7100 Hwy 90,Daphne,AL,36526,30.65328,-87.901758,(251)625-0890,/l/Daphne/AL/Daphne/36526/863,Alabama,Home Depot
865,Mobile,851 Montlimar Dr,Mobile,AL,36609,30.673327,-88.133562,(251)380-0017,/l/Mobile/AL/Mobile/36609/865,Alabama,Home Depot
866,"Oxford,AL",350 Crystal Water Drive,Oxford,AL,36203,33.580714,-85.817904,(256)832-2279,/l/Oxford-AL/AL/Oxford/36203/866,Alabama,Home Depot
875,Inverness,4995 Highway 280,Birmingham,AL,35242,33.422351,-86.695255,(205)995-9357,/l/Inverness/AL/Birmingham/35242/875,Alabama,Home Depot
877,Tuscaloosa,1601 13th Ave East,Tuscaloosa,AL,35404,33.195746,-87.517852,(205)633-2038,/l/Tuscaloosa/AL/Tuscaloosa/35404/877,Alabama,Home Depot
880,Eastwood,"7001 Crestwood Blvd, Suite 1300",Birmingham,AL,35210,33.528666,-86.733023,(205)595-7780,/l/Eastwood/AL/Birmingham/35210/880,Alabama,Home Depot
881,Hoover,3670 Galleria Circle,Birmingham,AL,35244,33.37603,-86.811336,(205)988-8141,/l/Hoover/AL/Birmingham/35244/881,Alabama,Home Depot
882,Fairfield,6405 Flintridge Dr,Fairfield,AL,35064,33.478169,-86.920308,(205)781-0110,/l/Fairfield/AL/Fairfield/35064/882,Alabama,Home Depot
883,Montgomery,2312 Eastern Blvd,Montgomery,AL,36117,32.351271,-86.222996,(334)272-8552,/l/Montgomery/AL/Montgomery/36117/883,Alabama,Home Depot
884,Decatur,1225 Wimberly Dr Sw,Decatur,AL,35603,34.557581,-87.00559,(256)353-2031,/l/Decatur/AL/Decatur/35603/884,Alabama,Home Depot
887,Trussville,1600 Gadsden Hwy,Trussville,AL,35173,33.602424,-86.642058,(205)661-9415,/l/Trussville/AL/Trussville/35173/887,Alabama,Home Depot
888,S Huntsville,10012 Memorial Pkwy Sw,Huntsville,AL,35803,34.645344,-86.569252,(256)881-8270,/l/S-Huntsville/AL/Huntsville/35803/888,Alabama,Home Depot
6889,Alexander City,1460 Hwy 280,Alexander City,AL,35010,32.94968,-85.992461,(256)234-6399,/l/Alexander-City/AL/Alexander-City/35010/6889,Alabama,Home Depot
8577,"Florence,AL",351 Seville St,Florence,AL,35630,34.839237,-87.629281,(256)764-5037,/l/Florence-AL/AL/Florence/35630/8577,Alabama,Home Depot
1301,Anchorage,515 E Tudor Rd,Anchorage,AK,99503,61.182936,-149.873757,(907)563-9800,/l/Anchorage/AK/Anchorage/99503/1301,Alaska,Home Depot
1302,Ne Anchorage,400 Rodeo Place,Anchorage,AK,99508,61.219266,-149.812344,(907)276-2006,/l/Ne-Anchorage/AK/Anchorage/99508/1302,Alaska,Home Depot
1303,Fairbanks,1301 Old Steese Hwy,Fairbanks,AK,99701,64.857535,-147.682569,(907)451-9003,/l/Fairbanks/AK/Fairbanks/99701/1303,Alaska,Home Depot
1304,Wasilla,1255 E Palmer Wasilla Hwy,Wasilla,AK,99654,61.575665,-149.419245,(907)357-8181,/l/Wasilla/AK/Wasilla/99654/1304,Alaska,Home Depot
8938,Kenai,10480 Spur Hwy,Kenai,AK,99611,60.580398,-151.307804,(907)283-2228,/l/Kenai/AK/Kenai/99611/8938,Alaska,Home Depot
8939,Juneau,5201 Commercial Blvd,Juneau,AK,99801,58.359128,-134.47985,(907)463-5034,/l/Juneau/AK/Juneau/99801/8939,Alaska,Home Depot
8940,Se Anchorage,1715 Abbott Road,Anchorage,AK,99507,61.144089,-149.843533,(907)644-5646,/l/Se-Anchorage/AK/Anchorage/99507/8940,Alaska,Home Depot
401,N Phoenix,2217 East Bell Road,Phoenix,AZ,85022,33.638799,-112.034037,(602)482-2430,/l/N-Phoenix/AZ/Phoenix/85022/401,Arizona,Home Depot
402,Yuma,1111 S Redondo Center Dr,Yuma,AZ,85365,32.70746,-114.612052,(928)373-9453,/l/Yuma/AZ/Yuma/85365/402,Arizona,Home Depot
403,Lake Havasu City,100 Retail Centre Blvd,Lake Havasu City,AZ,86404,34.561327,-114.363298,(928)764-5111,/l/Lake-Havasu-City/AZ/Lake-Havasu-City/86404/403,Arizona,Home Depot
404,Apache Junction,1545 S Crismon Rd,Mesa,AZ,85209,33.388665,-111.613238,(480)380-1821,/l/Apache-Junction/AZ/Mesa/85209/404,Arizona,Home Depot
405,Glendale III,5902 W Peoria Ave,Glendale,AZ,85302,33.583379,-112.187918,(623)487-7357,/l/Glendale-III/AZ/Glendale/85302/405,Arizona,Home Depot
406,Ne Mesa,6708 E Mckellips Rd,Mesa,AZ,85215,33.453696,-111.685636,(480)830-2463,/l/Ne-Mesa/AZ/Mesa/85215/406,Arizona,Home Depot
408,Casa Grande,1546 E Florence Blvd,Casa Grande,AZ,85122,32.881786,-111.721036,(520)836-1028,/l/Casa-Grande/AZ/Casa-Grande/85122/408,Arizona,Home Depot
410,Tucson,7677 E Broadway Blvd,Tucson,AZ,85710,32.223433,-110.827911,(520)722-6171,/l/Tucson/AZ/Tucson/85710/410,Arizona,Home Depot
411,Show Low,5601 S White Mountain Rd,Show Low,AZ,85901,34.19819,-110.015748,(928)532-1552,/l/Show-Low/AZ/Show-Low/85901/411,Arizona,Home Depot
413,Sw Phoenix,9969 W Camelback Road,Phoenix,AZ,85037,33.50696,-112.274254,(623)772-1034,/l/Sw-Phoenix/AZ/Phoenix/85037/413,Arizona,Home Depot
414,Tucson / Oracle,4302 North Oracle Road,Tucson,AZ,85705,32.284107,-110.975066,(520)408-7201,/l/Tucson-Oracle/AZ/Tucson/85705/414,Arizona,Home Depot
415,Queen Creek,7401 S Power Road,Queen Creek,AZ,85142,33.282542,-111.683703,(480)988-6810,/l/Queen-Creek/AZ/Queen-Creek/85142/415,Arizona,Home Depot
416,Kingman,3860 Stockton Hill Rd,Kingman,AZ,86409,35.234939,-114.034492,(928)681-5600,/l/Kingman/AZ/Kingman/86409/416,Arizona,Home Depot
417,Ocotillo/S Chandler,4141 S Arizona Avenue,Chandler,AZ,85248,33.245246,-111.839159,(480)802-7117,/l/Ocotillo-S-Chandler/AZ/Chandler/85248/417,Arizona,Home Depot
419,San Tan Valley,1400 W. Hunt Hwy,San Tan Valley,AZ,85143,33.178441,-111.580357,(480)885-9200,/l/San-Tan-Valley/AZ/San-Tan-Valley/85143/419,Arizona,Home Depot
420,Scottsdale-Shea,9890 N 90th St,Scottsdale,AZ,85258,33.576815,-111.887981,(480)767-9294,/l/Scottsdale-Shea/AZ/Scottsdale/85258/420,Arizona,Home Depot
421,Flagstaff East,5005 E Marketplace Dr Ste 110,Flagstaff,AZ,86004,35.222351,-111.571297,(928)526-1692,/l/Flagstaff-East/AZ/Flagstaff/86004/421,Arizona,Home Depot
422,Payson,2000 North Beeline Hwy,Payson,AZ,85541,34.26666,-111.323522,(928)468-0339,/l/Payson/AZ/Payson/85541/422,Arizona,Home Depot
423,Cottonwood,1030 South State Route 260,Cottonwood,AZ,86326,34.720604,-112.004787,(928)649-3758,/l/Cottonwood/AZ/Cottonwood/86326/423,Arizona,Home Depot
424,Peoria/Happy Valley,25650 North Lake Pleasant Pkwy,Peoria,AZ,85383,33.716461,-112.275356,(623)376-6735,/l/Peoria-Happy-Valley/AZ/Peoria/85383/424,Arizona,Home Depot
441,Avondale,1489 N Dysart Rd,Avondale,AZ,85323,33.455649,-112.338724,(623)925-2896,/l/Avondale/AZ/Avondale/85323/441,Arizona,Home Depot
442,Bullhead City,660 Az 95,Bullhead City,AZ,86429,35.163705,-114.564829,(928)754-5600,/l/Bullhead-City/AZ/Bullhead-City/86429/442,Arizona,Home Depot
443,Sierra Vista,3500 Avenida Cochise,Sierra Vista,AZ,85635,31.529821,-110.262185,(520)439-2806,/l/Sierra-Vista/AZ/Sierra-Vista/85635/443,Arizona,Home Depot
445,Thatcher,750 S 20th Avenue,Thatcher,AZ,85552,32.832748,-109.734799,(928)348-3287,/l/Thatcher/AZ/Thatcher/85552/445,Arizona,Home Depot
446,Prescott Valley,5500 E State Route 69,Prescott Valley,AZ,86314,34.575634,-112.369355,(928)777-2400,/l/Prescott-Valley/AZ/Prescott-Valley/86314/446,Arizona,Home Depot
447,Phoenix (51st/Baseline),5230 W Baseline Road,Laveen,AZ,85339,33.379642,-112.172269,(602)605-8690,/l/Phoenix-51st-Baseline/AZ/Laveen/85339/447,Arizona,Home Depot
452,Prescott,"1941 E, Az-69",Prescott,AZ,86301,34.550237,-112.429009,(928)771-8467,/l/Prescott/AZ/Prescott/86301/452,Arizona,Home Depot
453,Peoria,9201 W Peoria Ave,Peoria,AZ,85345,33.579308,-112.257216,(623)412-1750,/l/Peoria/AZ/Peoria/85345/453,Arizona,Home Depot
455,Mcdowell,7333 W Mcdowell Rd,Phoenix,AZ,85035,33.464615,-112.218096,(623)849-1200,/l/Mcdowell/AZ/Phoenix/85035/455,Arizona,Home Depot
456,Superstition,6838 E Superstition Springs Blvd,Mesa,AZ,85209,33.385388,-111.683415,(480)981-6405,/l/Superstition/AZ/Mesa/85209/456,Arizona,Home Depot
457,Scottsdale,9170 E Talking Stick Way,Scottsdale,AZ,85250,33.540577,-111.883874,(480)951-8211,/l/Scottsdale/AZ/Scottsdale/85250/457,Arizona,Home Depot
458,Tempe,725 W Warner Rd,Tempe,AZ,85284,33.333422,-111.948628,(480)496-9700,/l/Tempe/AZ/Tempe/85284/458,Arizona,Home Depot
459,W Bell Rd,6880 W Bell Rd,Glendale,AZ,85308,33.639696,-112.206547,(623)486-1550,/l/W-Bell-Rd/AZ/Glendale/85308/459,Arizona,Home Depot
464,Tatum & Bell,16803 N Tatum Blvd,Phoenix,AZ,85032,33.639219,-111.976372,(602)493-9600,/l/Tatum-Bell/AZ/Phoenix/85032/464,Arizona,Home Depot
467,Irvington,1155 W Irvington Rd,Tucson,AZ,85714,32.161466,-110.986988,(520)294-1233,/l/Irvington/AZ/Tucson/85714/467,Arizona,Home Depot
468,Thunderbird,2650 W Thunderbird Rd,Phoenix,AZ,85023,33.612112,-112.114518,(602)548-9600,/l/Thunderbird/AZ/Phoenix/85023/468,Arizona,Home Depot
469,Mesa,1740 S Country Club Dr,Mesa,AZ,85210,33.383264,-111.84214,(480)644-9111,/l/Mesa/AZ/Mesa/85210/469,Arizona,Home Depot
470,Chandler,1155 W Chandler Blvd,Chandler,AZ,85224,33.303928,-111.861516,(480)899-5013,/l/Chandler/AZ/Chandler/85224/470,Arizona,Home Depot
471,Gilbert,745 S Val Vista Dr,Gilbert,AZ,85296,33.337132,-111.753454,(480)497-1466,/l/Gilbert/AZ/Gilbert/85296/471,Arizona,Home Depot
472,N Scottsdale,15499 N Hayden Rd,Scottsdale,AZ,85260,33.625586,-111.896729,(480)991-3738,/l/N-Scottsdale/AZ/Scottsdale/85260/472,Arizona,Home Depot
473,North Mesa,425 S Val Vista Dr,Mesa,AZ,85204,33.407246,-111.751591,(480)396-0227,/l/North-Mesa/AZ/Mesa/85204/473,Arizona,Home Depot
475,Arrowhead Ranch,6160 W Behrend Dr,Glendale,AZ,85308,33.666962,-112.190526,(623)376-0278,/l/Arrowhead-Ranch/AZ/Glendale/85308/475,Arizona,Home Depot
476,Ray Road,"650 N 54th St, Suite A",Chandler,AZ,85226,33.313478,-111.970694,(480)753-3320,/l/Ray-Road/AZ/Chandler/85226/476,Arizona,Home Depot
477,Thomas Rd,3609 E Thomas Rd,Phoenix,AZ,85018,33.478495,-112.003111,(602)225-0980,/l/Thomas-Rd/AZ/Phoenix/85018/477,Arizona,Home Depot
478,Marana (nw Tucson),3925 W Costco Dr,Tucson,AZ,85741,32.328102,-111.050139,(520)575-8750,/l/Marana-nw-Tucson/AZ/Tucson/85741/478,Arizona,Home Depot
480,Cave Creek,12434 N Cave Creek Rd,Phoenix,AZ,85022,33.600302,-112.037507,(602)404-0574,/l/Cave-Creek/AZ/Phoenix/85022/480,Arizona,Home Depot
481,N Tucson (oro Valley),10855 N Oracle Rd,Oro Valley,AZ,85737,32.402992,-110.9544,(520)877-3533,/l/N-Tucson-oro-Valley/AZ/Oro-Valley/85737/481,Arizona,Home Depot
482,Flagstaff,1325 N Rte 66,Flagstaff,AZ,86001,35.188041,-111.669702,(928)556-1529,/l/Flagstaff/AZ/Flagstaff/86001/482,Arizona,Home Depot
483,Surprise,13760 W Bell Rd,Surprise,AZ,85374,33.640216,-112.356688,(623)544-1129,/l/Surprise/AZ/Surprise/85374/483,Arizona,Home Depot
485,Camelback,4848 N 43rd Ave,Phoenix,AZ,85031,33.507396,-112.153268,(623)849-0125,/l/Camelback/AZ/Phoenix/85031/485,Arizona,Home Depot
486,Central Tucson (el Con),3689 E Broadway Blvd,Tucson,AZ,85716,32.224842,-110.915271,(520)327-3050,/l/Central-Tucson-el-Con/AZ/Tucson/85716/486,Arizona,Home Depot
488,Carefree,4925 E Carefree Hwy,Cave Creek,AZ,85331,33.797064,-111.974894,(480)488-0281,/l/Carefree/AZ/Cave-Creek/85331/488,Arizona,Home Depot
489,Tempe(K),1330 West Baseline Road,Tempe,AZ,85283,33.37965,-111.96013,(480)775-6404,/l/Tempe-K/AZ/Tempe/85283/489,Arizona,Home Depot
6862,"Mesa,AZ",853 N Dobson Road,Mesa,AZ,85201,33.430623,-111.867113,(480)461-0251,/l/Mesa-AZ/AZ/Mesa/85201/6862,Arizona,Home Depot
6948,Tramonto,35050 N North Valley Parkway,Phoenix,AZ,85086,33.801712,-112.133334,(623)587-9222,/l/Tramonto/AZ/Phoenix/85086/6948,Arizona,Home Depot
8488,Nogales,430 White Park Drive,Nogales,AZ,85621,31.359246,-110.938276,(520)375-6545,/l/Nogales/AZ/Nogales/85621/8488,Arizona,Home Depot
8582,Chandler/Germann Rd,2530 E Germann Rd,Chandler,AZ,85286,33.281243,-111.796866,(480)786-5402,/l/Chandler-Germann-Rd/AZ/Chandler/85286/8582,Arizona,Home Depot
1401,W Little Rock,12610 Chenal Pkwy,Little Rock,AR,72211,34.755966,-92.412998,(501)219-9600,/l/W-Little-Rock/AR/Little-Rock/72211/1401,Arkansas,Home Depot
1402,N Little Rock,4235 E Mccain Blvd,North Little Rock,AR,72117,34.79067,-92.217634,(501)945-3500,/l/N-Little-Rock/AR/North-Little-Rock/72117/1402,Arkansas,Home Depot
1403,"Fayetteville, AR",675 E Joyce Blvd,Fayetteville,AR,72703,36.121117,-94.148338,(479)571-4700,/l/Fayetteville-AR/AR/Fayetteville/72703/1403,Arkansas,Home Depot
1404,Fort Smith,5101 Phoenix Avenue,Fort Smith,AR,72903,35.340084,-94.377873,(479)649-5888,/l/Fort-Smith/AR/Fort-Smith/72903/1404,Arkansas,Home Depot
1405,Benton,17060 Interstate 30,Benton,AR,72019,34.578326,-92.585911,(501)860-6288,/l/Benton/AR/Benton/72019/1405,Arkansas,Home Depot
1406,"Jonesboro,AR",711 E Parker Rd,Jonesboro,AR,72404,35.804936,-90.703888,(870)268-0619,/l/Jonesboro-AR/AR/Jonesboro/72404/1406,Arkansas,Home Depot
1407,Conway,500 Elsinger Blvd,Conway,AR,72032,35.084953,-92.411145,(501)329-6763,/l/Conway/AR/Conway/72032/1407,Arkansas,Home Depot
1409,"Harrison,AR",312 Hester Drive,Harrison,AR,72601,36.259757,-93.135714,(870)741-2900,/l/Harrison-AR/AR/Harrison/72601/1409,Arkansas,Home Depot
1410,Mountain Home,100 Pendella Drive,Mountain Home,AR,72653,36.34009,-92.385217,(870)492-2270,/l/Mountain-Home/AR/Mountain-Home/72653/1410,Arkansas,Home Depot
1411,Batesville,3000 E Harrison St,Batesville,AR,72501,35.762702,-91.617687,(870)307-0300,/l/Batesville/AR/Batesville/72501/1411,Arkansas,Home Depot
1412,Cabot,555 Going Road,Cabot,AR,72023,34.976229,-92.034513,(501)941-4350,/l/Cabot/AR/Cabot/72023/1412,Arkansas,Home Depot
8445,Rogers,1701 S 46th Street,Rogers,AR,72758,36.317823,-94.183241,(479)619-2730,/l/Rogers/AR/Rogers/72758/8445,Arkansas,Home Depot
8537,El Dorado,507 West 19th St,El Dorado,AR,71730,33.236286,-92.668127,(870)875-1427,/l/El-Dorado/AR/El-Dorado/71730/8537,Arkansas,Home Depot
8919,S Little Rock,11 Mabelvale Plaza Lane,Little Rock,AR,72209,34.665388,-92.383368,(501)565-7168,/l/S-Little-Rock/AR/Little-Rock/72209/8919,Arkansas,Home Depot
601,Corona,490 Mckinley St,Corona,CA,92879,33.885242,-117.525185,(951)278-9600,/l/Corona/CA/Corona/92879/601,California,Home Depot
603,Tustin,2782 El Camino Real,Tustin,CA,92782,33.72534,-117.795335,(714)838-9200,/l/Tustin/CA/Tustin/92782/603,California,Home Depot
606,Santa Ana,3500 W Macarthur Blvd,Santa Ana,CA,92704,33.700619,-117.916507,(714)966-8551,/l/Santa-Ana/CA/Santa-Ana/92704/606,California,Home Depot
607,Industry,18131 Gale Ave,City Of Industry,CA,91748,33.996012,-117.907874,(626)965-5317,/l/Industry/CA/City-Of-Industry/91748/607,California,Home Depot
608,Cerritos,10930 Alondra Blvd,Cerritos,CA,90703,33.885805,-118.101112,(562)809-1966,/l/Cerritos/CA/Cerritos/90703/608,California,Home Depot
609,San Fernando,12960 Foothill Blvd,San Fernando,CA,91340,34.294005,-118.418684,(818)365-7662,/l/San-Fernando/CA/San-Fernando/91340/609,California,Home Depot
610,S San Bernardino,695 E Hospitality Ln,San Bernardino,CA,92408,34.06494,-117.270383,(909)884-4055,/l/S-San-Bernardino/CA/San-Bernardino/92408/610,California,Home Depot
611,Gardena,740 182nd St,Gardena,CA,90248,33.868498,-118.286647,(310)324-7100,/l/Gardena/CA/Gardena/90248/611,California,Home Depot
612,Canoga Park,21218 Roscoe Blvd,Canoga Park,CA,91304,34.218392,-118.594205,(818)348-9400,/l/Canoga-Park/CA/Canoga-Park/91304/612,California,Home Depot
614,Mission Viejo,27952 Hillcrest,Mission Viejo,CA,92692,33.55675,-117.659985,(949)364-1900,/l/Mission-Viejo/CA/Mission-Viejo/92692/614,California,Home Depot
615,"Orange, CA",435 W Katella Ave,Orange,CA,92867,33.810901,-117.856601,(714)538-9600,/l/Orange-CA/CA/Orange/92867/615,California,Home Depot
616,Moreno Valley,12255 Pigeon Pass Rd,Moreno Valley,CA,92557,33.942992,-117.263019,(951)242-7055,/l/Moreno-Valley/CA/Moreno-Valley/92557/616,California,Home Depot
618,Torrance,24451 Crenshaw Blvd,Torrance,CA,90505,33.803153,-118.33067,(310)325-9600,/l/Torrance/CA/Torrance/90505/618,California,Home Depot
620,Hawthorne,14603 Ocean Gate Ave,Hawthorne,CA,90250,33.898121,-118.369022,(310)644-9600,/l/Hawthorne/CA/Hawthorne/90250/620,California,Home Depot
625,San Leandro,1933 Davis St,San Leandro,CA,94577,37.7153,-122.179217,(510)636-9600,/l/San-Leandro/CA/San-Leandro/94577/625,California,Home Depot
627,Emeryville,3838 Hollis Ave,Emeryville,CA,94608,37.82844,-122.284138,(510)601-9400,/l/Emeryville/CA/Emeryville/94608/627,California,Home Depot
628,San Carlos,1125 Old Cty Rd,San Carlos,CA,94070,37.501403,-122.249968,(650)592-9200,/l/San-Carlos/CA/San-Carlos/94070/628,California,Home Depot
629,Pleasanton,6000 Johnson Dr,Pleasanton,CA,94588,37.700012,-121.910509,(925)847-9200,/l/Pleasanton/CA/Pleasanton/94588/629,California,Home Depot
630,Santa Clara,2435 Lafayette St,Santa Clara,CA,95050,37.365358,-121.948666,(408)492-9600,/l/Santa-Clara/CA/Santa-Clara/95050/630,California,Home Depot
632,San Mateo,2001 Chess Dr,San Mateo,CA,94404,37.563783,-122.280807,(650)525-9343,/l/San-Mateo/CA/San-Mateo/94404/632,California,Home Depot
633,Vallejo,1175 Admiral Callaghan Ln,Vallejo,CA,94591,38.13626,-122.217347,(707)552-9600,/l/Vallejo/CA/Vallejo/94591/633,California,Home Depot
634,Concord,2090 Meridan Park Blvd,Concord,CA,94520,37.975609,-122.054092,(925)798-9600,/l/Concord/CA/Concord/94520/634,California,Home Depot
635,Union City,30055 Industrial Pkwy,Union City,CA,94587,37.612638,-122.069008,(510)489-9400,/l/Union-City/CA/Union-City/94587/635,California,Home Depot
636,Roseville,324 N Sunrise Ave,Roseville,CA,95661,38.753239,-121.263173,(916)782-9600,/l/Roseville/CA/Roseville/95661/636,California,Home Depot
637,"Fairfield, CA",2121 Cadenasso Dr,Fairfield,CA,94533,38.247081,-122.070073,(707)426-9600,/l/Fairfield-CA/CA/Fairfield/94533/637,California,Home Depot
638,Palmdale,340 W Avenue P,Palmdale,CA,93551,34.599157,-118.135126,(661)266-9600,/l/Palmdale/CA/Palmdale/93551/638,California,Home Depot
639,Colma II,2 Colma Blvd,Colma,CA,94014,37.675355,-122.467069,(650)755-9600,/l/Colma-II/CA/Colma/94014/639,California,Home Depot
640,Kifer Rd,680 Kifer Rd,Sunnyvale,CA,94086,37.375322,-122.018214,(408)245-3686,/l/Kifer-Rd/CA/Sunnyvale/94086/640,California,Home Depot
641,Rohnert Pk,4825 Redwood Dr,Rohnert Park,CA,94928,38.365366,-122.716549,(707)585-9200,/l/Rohnert-Pk/CA/Rohnert-Park/94928/641,California,Home Depot
642,Campbell,480 E Hamilton Ave,Campbell,CA,95008,37.292861,-121.941267,(408)866-1900,/l/Campbell/CA/Campbell/95008/642,California,Home Depot
643,El Cerrito,11939 San Pablo Ave,El Cerrito,CA,94530,37.929831,-122.322975,(510)235-0800,/l/El-Cerrito/CA/El-Cerrito/94530/643,California,Home Depot
644,Pittsburg,2300 N Park Blvd,Pittsburg,CA,94565,38.011572,-121.859025,(925)473-1900,/l/Pittsburg/CA/Pittsburg/94565/644,California,Home Depot
645,Rancho Cucamonga,11884 Foothill Blvd,Rancho Cucamonga,CA,91730,34.108581,-117.547016,(909)948-9200,/l/Rancho-Cucamonga/CA/Rancho-Cucamonga/91730/645,California,Home Depot
647,Westminster,6633 Westminister Blvd,Westminster,CA,92683,33.761328,-118.012936,(714)373-5333,/l/Westminster/CA/Westminster/92683/647,California,Home Depot
648,Signal Hill,2450 Cherry Ave,Signal Hill,CA,90755,33.801716,-118.165843,(562)595-9200,/l/Signal-Hill/CA/Signal-Hill/90755/648,California,Home Depot
649,Glendale,5040 San Fernando Rd,Glendale,CA,91204,34.143846,-118.269107,(818)246-9600,/l/Glendale/CA/Glendale/91204/649,California,Home Depot
650,Carmichael,6001 Madison Ave,Carmichael,CA,95608,38.663017,-121.326278,(916)344-9600,/l/Carmichael/CA/Carmichael/95608/650,California,Home Depot
651,Florin Rd,4641 Florin Rd,Sacramento,CA,95823,38.497637,-121.452558,(916)393-9500,/l/Florin-Rd/CA/Sacramento/95823/651,California,Home Depot
652,Rancho Cordova,2756 Sunrise Blvd,Rancho Cordova,CA,95742,38.600635,-121.26818,(916)852-0900,/l/Rancho-Cordova/CA/Rancho-Cordova/95742/652,California,Home Depot
653,Santa Clarita,20642 Golden Triangle Rd,Santa Clarita,CA,91351,34.418907,-118.497162,(661)252-7800,/l/Santa-Clarita/CA/Santa-Clarita/91351/653,California,Home Depot
654,Commerce,7015 Telegraph Rd,Commerce,CA,90040,33.986976,-118.134395,(323)727-9600,/l/Commerce/CA/Commerce/90040/654,California,Home Depot
657,San Rafael,111 Shoreline Pkwy,San Rafael,CA,94901,37.953294,-122.492893,(415)458-8675,/l/San-Rafael/CA/San-Rafael/94901/657,California,Home Depot
658,Chula Vista,725 Plz Court,Chula Vista,CA,91910,32.636924,-117.03079,(619)421-6200,/l/Chula-Vista/CA/Chula-Vista/91910/658,California,Home Depot
659,Lemon Grove,7530 Broadway,Lemon Grove,CA,91945,32.742711,-117.034943,(619)589-2999,/l/Lemon-Grove/CA/Lemon-Grove/91945/659,California,Home Depot
660,Encinitas,1001 N El Camino Real,Encinitas,CA,92024,33.064665,-117.261182,(760)943-9600,/l/Encinitas/CA/Encinitas/92024/660,California,Home Depot
662,Stockton,3818 E Hammer Ln,Stockton,CA,95212,38.020178,-121.266375,(209)476-9600,/l/Stockton/CA/Stockton/95212/662,California,Home Depot
663,Fresno,3272 W Shaw Ave,Fresno,CA,93711,36.809999,-119.850771,(559)277-9600,/l/Fresno/CA/Fresno/93711/663,California,Home Depot
664,Clovis,845 W Shaw Avenue,Clovis,CA,93612,36.809534,-119.727911,(559)294-9600,/l/Clovis/CA/Clovis/93612/664,California,Home Depot
665,Victorville,15150 Bear Valley Rd,Victorville,CA,92395,34.473025,-117.333184,(760)955-2999,/l/Victorville/CA/Victorville/92395/665,California,Home Depot
667,Rancho Mirage,34249 Monterey Ave,Rancho Mirage,CA,92270,33.798696,-116.389326,(760)324-0100,/l/Rancho-Mirage/CA/Rancho-Mirage/92270/667,California,Home Depot
668,Murrieta,25100 Madison Ave,Murrieta,CA,92562,33.556733,-117.19763,(951)698-1555,/l/Murrieta/CA/Murrieta/92562/668,California,Home Depot
669,Carmel Mtn,12185 Carmel Mountain Rd,San Diego,CA,92128,32.984635,-117.074811,(858)592-9600,/l/Carmel-Mtn/CA/San-Diego/92128/669,California,Home Depot
671,Imperial Beach,525 Saturn Blvd,San Diego,CA,92154,32.586914,-117.091728,(619)575-1900,/l/Imperial-Beach/CA/San-Diego/92154/671,California,Home Depot
