store_id,street,street2,city,state,zip,phone,latitude,longitude,hours,url,state_name,brand,updated
1011095244,197 Baldwin Square,I,Fairhope,AL,36532,+12513613150,30.520680148599716,-87.88555822514857,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/fairhope/197-baldwin-square,Alabama,Five Below,2026-07-16
13539312,390A Cox Creek Parkway,,Florence,AL,35630,+12567603589,34.84236185773595,-87.63710564135283,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/florence/390a-cox-creek-parkway,Alabama,Five Below,2026-07-16
13538873,2528 S. McKenzie Street,,Foley,AL,36535,+12519430305,30.3784942,-87.6860733,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/foley/2528-s.-mckenzie-street,Alabama,Five Below,2026-07-16
2051803098,1040 Dekalb Plaza Blvd SW,,Fort Payne,AL,35967,+12568031293,34.431357635143605,-85.73419373917089,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/fort-payne/1040-dekalb-plaza-blvd-sw,Alabama,Five Below,2026-07-16
13538880,3453 Lowery Parkway,Suite A,Fultondale,AL,35068,+12058492035,33.6044908172542,-86.80534574860306,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/fultondale/3453-lowery-parkway,Alabama,Five Below,2026-07-16
13539317,526 Meighan Blvd East,,Gadsden,AL,35903,+12565430088,34.011087,-85.984485,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/gadsden/526-meighan-blvd-east,Alabama,Five Below,2026-07-16
2057047159,5537 Grove Blvd,,Hoover,AL,35226,+16592165487,33.362283959348375,-86.85199752408074,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/hoover/5537-grove-blvd,Alabama,Five Below,2026-07-16
1094544153,1001 Memorial Pkwy NW,Suite F,Huntsville,AL,35801,+12565623791,34.7404229861726,-86.60269455344773,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/huntsville/1001-memorial-pkwy-nw,Alabama,Five Below,2026-07-16
13538876,2750 Carl T. Jones Drive SE,Unit 500B,Huntsville,AL,35802,+12568805185,34.67461666840297,-86.54391579633851,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/huntsville/2750-carl-t.-jones-drive-se,Alabama,Five Below,2026-07-16
13539319,6275 University Drive NW,Suite 9C,Huntsville,AL,35806,+12569719899,34.7433679697823,-86.68349587385367,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/huntsville/6275-university-drive-nw,Alabama,Five Below,2026-07-16
22194291,1612 Montclair Rd,,Irondale,AL,35210,+12055641043,33.528396901637045,-86.72193934120246,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/irondale/1612-montclair-rd,Alabama,Five Below,2026-07-16
52444324,1555 Pelham Rd S,Suite C,Jacksonville,AL,36265,+12563888566,33.791072870940525,-85.76284203400647,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/jacksonville/1555-pelham-rd-s,Alabama,Five Below,2026-07-16
15213209,640 Hwy 78 E,,Jasper,AL,35501,+12055337567,33.8512306321953,-87.26902629444271,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/jasper/640-hwy-78-e,Alabama,Five Below,2026-07-16
2002504412,12090 County Line Rd,Suite I,Madison,AL,35756,+12565179066,34.7283323,-86.7863776,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/madison/12090-county-line-rd,Alabama,Five Below,2026-07-16
1007978813,3250 Airport Blvd,Suite E31,Mobile,AL,36606,+12513855886,30.677408724955743,-88.12265955426567,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/mobile/3250-airport-blvd,Alabama,Five Below,2026-07-16
1035260041,6366 Cottage Hill Road,,Mobile,AL,36609,+12514807471,30.6415587,-88.1900665,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/mobile/6366-cottage-hill-road,Alabama,Five Below,2026-07-16
2022916348,2759 Eastern Boulevard,,Montgomery,AL,36117,+13344025497,32.34466999538264,-86.22153203802871,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/montgomery/2759-eastern-boulevard,Alabama,Five Below,2026-07-16
13539389,7670 East Chase Parkway,,Montgomery,AL,36117,+13342740178,32.3600156,-86.1590753,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/montgomery/7670-east-chase-parkway,Alabama,Five Below,2026-07-16
2019847480,2300 McFarland Blvd,Suite 18,Northport,AL,35476,+16592165263,33.24160551075907,-87.57976158283806,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/northport/2300-mcfarland-blvd,Alabama,Five Below,2026-07-16
2022916342,66 Market Terrace,,Oneonta,AL,35121,+16592165303,33.97606972,-86.4463873,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/oneonta/66-market-terrace,Alabama,Five Below,2026-07-16
15576981,2221 Tiger Town Pkwy,,Opelika,AL,36801,+13344096298,32.617573115183156,-85.40664490358729,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/opelika/2221-tiger-town-pkwy,Alabama,Five Below,2026-07-16
13539353,50 Commons Way,Suite C,Oxford,AL,36203,+12568324033,33.609681768373115,-85.78819413846863,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/oxford/50-commons-way,Alabama,Five Below,2026-07-16
1004710859,2845 Dr John Haynes Dr,,Pell City,AL,35125,+16592162373,33.6054238333114,-86.27670813173002,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/pell-city/2845-dr-john-haynes-dr,Alabama,Five Below,2026-07-16
13538806,1472 Cotton Exchange,,Prattville,AL,36066,+13342902864,32.4574127,-86.4075317,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/prattville/1472-cotton-exchange,Alabama,Five Below,2026-07-16
1029180205,22991 John T Reid Pkwy,Suite E,Scottsboro,AL,35768,+12566788418,34.64770055411634,-86.0297409503145,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/scottsboro/22991-john-t-reid-pkwy,Alabama,Five Below,2026-07-16
2040253751,10200 Eastern Shore Blvd,Suite 608,Spanish Fort,AL,36527,+12513832960,30.664301390613726,-87.84780014074366,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/spanish-fort/10200-eastern-shore-blvd,Alabama,Five Below,2026-07-16
25131116,41271 US-280 W,Unit 11,Sylacauga,AL,35150,+12563671274,33.1761634,-86.2867539,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/sylacauga/41271-us-280-w,Alabama,Five Below,2026-07-16
22194287,1307 US Hwy 231 S,Suite 5,Troy,AL,36081,+13345003681,31.7786254,-85.9446807,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/troy/1307-us-hwy-231-s,Alabama,Five Below,2026-07-16
13539407,1451 Dr. Edward Hillard Drive,Suite 140,Tuscaloosa,AL,35401,+12057581081,33.19844071512684,-87.52759672883604,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/tuscaloosa/1451-dr.-edward-hillard-drive,Alabama,Five Below,2026-07-16
2002504409,3420 20th Ave,Suite E,Valley,AL,36854,+13344025106,32.83749618994101,-85.17587814940057,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/al/valley/3420-20th-ave,Alabama,Five Below,2026-07-16
1076890503,57 Eagle Mountain Blvd,,Batesville,AR,72501,+18704643576,35.7643718,-91.6121805,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ar/batesville/57-eagle-mountain-blvd,Arkansas,Five Below,2026-07-16
13539187,7341 Alcoa Road,,Bryant,AR,72022,+15017785519,34.60371021238467,-92.53182964930073,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ar/bryant/7341-alcoa-road,Arkansas,Five Below,2026-07-16
13539166,1040 South Amity Road,Suite M,Conway,AR,72032,+15015042654,35.06458666996328,-92.4118616736107,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ar/conway/1040-south-amity-road,Arkansas,Five Below,2026-07-16
2018691449,8333 Rogers Avenue,,Fort Smith,AR,72903,+14792442060,35.34961724304272,-94.33694416380634,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ar/fort-smith/8333-rogers-avenue,Arkansas,Five Below,2026-07-16
14692751,1446 Higdon Ferry Road,,Hot Springs,AR,71913,+15012893536,34.4684305,-93.0720866,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ar/hot-springs/1446-higdon-ferry-road,Arkansas,Five Below,2026-07-16
2019847477,1309 T. P. White Dr,Suite C,Jacksonville,AR,72076,+15014602023,34.88039946490809,-92.11210589568348,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ar/jacksonville/1309-t.-p.-white-dr,Arkansas,Five Below,2026-07-16
13539195,1127 South Caraway Road,,Jonesboro,AR,72401,+18709336621,35.8310424,-90.6790221,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ar/jonesboro/1127-south-caraway-road,Arkansas,Five Below,2026-07-16
1066166838,11201 Bass Pro Pkwy,Suite #: AE107,Little Rock,AR,72210,+15012872634,34.66081530045509,-92.40713285071786,Mon-Thu 11:00-20:00; Fri-Sat 10:00-21:00; Sun 11:00-19:00,https://locations.fivebelow.com/ar/little-rock/11201-bass-pro-pkwy,Arkansas,Five Below,2026-07-16
13539205,16105 Chenal Parkway,Suite D,Little Rock,AR,72223,+15018210171,34.756260576498406,-92.4478714131443,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ar/little-rock/16105-chenal-parkway,Arkansas,Five Below,2026-07-16
80226384,416 S University Avenue,Suite 105,Little Rock,AR,72205,+15012875152,34.74946299563489,-92.34352303462681,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ar/little-rock/416-s-university-avenue,Arkansas,Five Below,2026-07-16
1076890505,40 Plaza Way,Suite 360,Mountain Home,AR,72653,+18704643571,36.35510111004907,-92.33818758141541,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ar/mountain-home/40-plaza-way,Arkansas,Five Below,2026-07-16
14692755,4206 E McCain Blvd,,North Little Rock,AR,72117,+15012145340,34.787489,-92.221726,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ar/north-little-rock/4206-e-mccain-blvd,Arkansas,Five Below,2026-07-16
62111775,2503 West Kingshighway,,Paragould,AR,72450,+18704642645,36.06154025530041,-90.5184418913911,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ar/paragould/2503-west-kingshighway,Arkansas,Five Below,2026-07-16
2022916344,2203 S Promenade Blvd,Suite 20415,Rogers,AR,72758,+14792701411,36.303879942291154,-94.176337857021,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ar/rogers/2203-s-promenade-blvd,Arkansas,Five Below,2026-07-16
15213210,3065 East Main Street,,Russellville,AR,72802,+14792442059,35.2804153,-93.0973496,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ar/russellville/3065-east-main-street,Arkansas,Five Below,2026-07-16
13539169,1321 Janet Street,,Searcy,AR,72143,+15012791460,35.2362679,-91.7081895,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ar/searcy/1321-janet-street,Arkansas,Five Below,2026-07-16
28049898,9945 W. McDowell Rd.,Ste. 116,Avondale,AZ,85392,+16232648008,33.46329391540358,-112.27643022209016,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/avondale/9945-w.-mcdowell-rd.,Arizona,Five Below,2026-07-16
30824343,2150 South Miller Road,,Buckeye,AZ,85326,+16232648002,33.3876336,-112.5922089,Mon-Fri 09:00-20:00; Sat 10:00-20:00; Sun 10:00-19:00,https://locations.fivebelow.com/az/buckeye/2150-south-miller-road,Arizona,Five Below,2026-07-16
1007103750,3699 AZ-95,Suite 620,Bullhead City,AZ,86442,+19283899087,35.051520088067406,-114.59192371750304,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/bullhead-city/3699-az-95,Arizona,Five Below,2026-07-16
1080779262,1004 N Promenade Pkwy,Suite 116,Casa Grande,AZ,85194,+15203863361,32.88259148863277,-111.68092326013623,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/casa-grande/1004-n-promenade-pkwy,Arizona,Five Below,2026-07-16
97211937,1330 E Florence Blvd,Suite A,Casa Grande,AZ,85122,+15204233580,32.88077126970667,-111.7295145521496,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/casa-grande/1330-e-florence-blvd,Arizona,Five Below,2026-07-16
13539466,2600 W Chandler Blvd,Ste 6,Chandler,AZ,85224,+14807269865,33.3075794,-111.885843,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/chandler/2600-w-chandler-blvd,Arizona,Five Below,2026-07-16
1017894628,2965 S Alma School Road,Suite#000E,Chandler,AZ,85286,+16023459124,33.26302803867512,-111.85634918643291,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/chandler/2965-s-alma-school-road,Arizona,Five Below,2026-07-16
1047114459,4976 Premium Outlets Way,Suite 836A,Chandler,AZ,85226,+14808782087,33.286993314564604,-111.97358321165677,Mon-Thu 10:00-20:00; Fri-Sat 10:00-21:00; Sun 10:00-19:00,https://locations.fivebelow.com/az/chandler/4976-premium-outlets-way,Arizona,Five Below,2026-07-16
1017894661,775 S. Cotton Lane,,GOODYEAR,AZ,85338,+16233036437,33.439543664349486,-112.4215995877142,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/goodyear/775-s.-cotton-lane,Arizona,Five Below,2026-07-16
17792927,1093 E Baseline Road,,Gilbert,AZ,85233,+14806908931,33.37747781506872,-111.80959542709026,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/gilbert/1093-e-baseline-road,Arizona,Five Below,2026-07-16
62111781,3763 S Gilbert Rd,,Gilbert,AZ,85297,+15202318026,33.281884691722716,-111.78712340628898,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/gilbert/3763-s-gilbert-rd,Arizona,Five Below,2026-07-16
16077010,9420 W Northern Ave,Suite 101,Glendale,AZ,85305,+16232449546,33.55440657617241,-112.26148813185978,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/glendale/9420-w-northern-ave,Arizona,Five Below,2026-07-16
22194289,1442 N Litchfield Rd,,Goodyear,AZ,85395,+16232646468,33.46319060171372,-112.36128975092562,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/goodyear/1442-n-litchfield-rd,Arizona,Five Below,2026-07-16
1017894662,1036 E Southern Ave,Suite M118,Mesa,AZ,85204,+14805716853,33.39468951356628,-111.80880811843738,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/mesa/1036-e-southern-ave,Arizona,Five Below,2026-07-16
16664969,1866 S Signal Butte Rd,,Mesa,AZ,85209,+14806908686,33.3808453,-111.6025417,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/mesa/1866-s-signal-butte-rd,Arizona,Five Below,2026-07-16
1004710856,290 West Mariposa Road,,Nogales,AZ,85621,+15204873664,31.368666931133795,-110.93557005954399,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/nogales/290-west-mariposa-road,Arizona,Five Below,2026-07-16
26828059,10571 N Oracle Road,Suite 102,Oro Valley,AZ,85737,+15203373362,32.39947055267897,-110.95943327479644,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/oro-valley/10571-n-oracle-road,Arizona,Five Below,2026-07-16
22194288,10092 W Happy Valley Pkwy,,Peoria,AZ,85383,+16232646325,33.71422266444917,-112.27663373311788,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/peoria/10092-w-happy-valley-pkwy,Arizona,Five Below,2026-07-16
1004710851,7739 W Bell Rd,,Peoria,AZ,85382,+16028780727,33.63701036890689,-112.22532985214959,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/peoria/7739-w-bell-rd,Arizona,Five Below,2026-07-16
1035260042,1703 W. Bethany Home Rd.,Suite E14,Phoenix,AZ,85015,+16233036744,33.5221280117422,-112.09445680027771,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/phoenix/1703-w.-bethany-home-rd.,Arizona,Five Below,2026-07-16
16077008,1925 E Camelback Road,Unit 134,Phoenix,AZ,85016,+16028578288,33.507601915893275,-112.04129820883219,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/phoenix/1925-e-camelback-road,Arizona,Five Below,2026-07-16
13539464,21001 N Tatum Blvd,Suite 64,Phoenix,AZ,85030,+14805429215,33.67858073520203,-111.97242555695705,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/phoenix/21001-n-tatum-blvd,Arizona,Five Below,2026-07-16
52444316,2501 W Happy Valley Road,Suite 39,Phoenix,AZ,85085,+16232646767,33.708669287026275,-112.1099860171793,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/phoenix/2501-w-happy-valley-road,Arizona,Five Below,2026-07-16
13539351,2782 W Peoria Ave,Suite A,Phoenix,AZ,85029,+16023751725,33.58329687604832,-112.12099411790985,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/phoenix/2782-w-peoria-ave,Arizona,Five Below,2026-07-16
52444320,2939 W Agua Fria Fwy,,Phoenix,AZ,85027,+16232646772,33.666247,-112.122414,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/phoenix/2939-w-agua-fria-fwy,Arizona,Five Below,2026-07-16
1021146767,3636 W. Glendale Ave,Suite 2,Phoenix,AZ,85051,+16028375364,33.53907320096202,-112.1380860411045,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/phoenix/3636-w.-glendale-ave,Arizona,Five Below,2026-07-16
13539352,4523 E. Thomas Rd.,,Phoenix,AZ,85018,+16029551416,33.4766826,-111.9845167,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/phoenix/4523-e.-thomas-rd.,Arizona,Five Below,2026-07-16
15213208,4619 E Ray Rd,Suite E3,Phoenix,AZ,85044,+14808779256,33.31838952880501,-111.9835722704537,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/phoenix/4619-e-ray-rd,Arizona,Five Below,2026-07-16
2022916357,7515 West Encanto Boulevard,Suite 10,Phoenix,AZ,85035,+14802641512,33.47260641848515,-112.22248654677021,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/phoenix/7515-west-encanto-boulevard,Arizona,Five Below,2026-07-16
20321070,16219 N Scottsdale Rd,,Scottsdale,AZ,85254,+14805429473,33.633963530251684,-111.92368130697876,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/scottsdale/16219-n-scottsdale-rd,Arizona,Five Below,2026-07-16
62111780,13490 N. Prasada Parkway,,Surprise,AZ,85388,+16232646776,33.608233,-112.4139267,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/surprise/13490-n.-prasada-parkway,Arizona,Five Below,2026-07-16
62111774,1110 W Elliot Rd,Ste 101,Tempe,AZ,85284,+14023560390,33.35074268545449,-111.95644116042524,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/tempe/1110-w-elliot-rd,Arizona,Five Below,2026-07-16
13539348,1800 E. Rio Salado Pkwy,Ste 160,Tempe,AZ,85288,+14809675826,33.42975746127352,-111.96656844180296,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/tempe/1800-e.-rio-salado-pkwy,Arizona,Five Below,2026-07-16
13539471,5000 Arizona Mills Cir.,Ste. 166-A,Tempe,AZ,85282,+14805429225,33.38472401255748,-111.96395051956301,Mon-Thu 10:00-20:00; Fri-Sat 10:00-21:00; Sun 11:00-19:00,https://locations.fivebelow.com/az/tempe/5000-arizona-mills-cir.,Arizona,Five Below,2026-07-16
1053673494,2157 W US-70,#B,Thatcher,AZ,85552,+19282243568,32.83634457195657,-109.73556976962404,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/thatcher/2157-w-us-70,Arizona,Five Below,2026-07-16
52444310,9820 W Lower Buckeye Road,Suite 120,Tolleson,AZ,85353,+16232646770,33.42258811627318,-112.26913930335868,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/tolleson/9820-w-lower-buckeye-road,Arizona,Five Below,2026-07-16
23400067,1193 W Irvington Rd,,Tucson,AZ,85714,+15202689560,32.15945670678044,-110.98889013558376,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/tucson/1193-w-irvington-rd,Arizona,Five Below,2026-07-16
1015790254,605 E. Grant Road,Ste 111,Tucson,AZ,85705,+15205035547,32.251624953172964,-110.96181049448924,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/tucson/605-e.-grant-road,Arizona,Five Below,2026-07-16
1047114461,6401 Marana Center Blvd,Space 125B,Tucson,AZ,85742,+15203805054,32.376371767371786,-111.10316152944776,Mon-Sat 10:00-20:00; Sun 11:00-19:00,https://locations.fivebelow.com/az/tucson/6401-marana-center-blvd,Arizona,Five Below,2026-07-16
79588100,1496 Yuma Palms Pkwy,Suite J3,Yuma,AZ,85365,+19282647654,32.7002378000824,-114.60416851439807,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/az/yuma/1496-yuma-palms-pkwy,Arizona,Five Below,2026-07-16
1047114439,2251 S Shore Center,,Alameda,CA,94501,+15109372270,37.75685830777547,-122.25036110077838,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ca/alameda/2251-s-shore-center,California,Five Below,2026-07-16
13538577,2 South Garfield Avenue,Suite 130,Alhambra,CA,91801,+16265768739,34.09451813416943,-118.12601571163941,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ca/alhambra/2-south-garfield-avenue,California,Five Below,2026-07-16
13538745,26791 Aliso Creek Road B,,Aliso Viejo,CA,92656,+19496433501,33.5730306,-117.7253394,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ca/aliso-viejo/26791-aliso-creek-road-b,California,Five Below,2026-07-16
13538580,2226 East Lincoln Avenue,,Anaheim,CA,92806,+17148081974,33.837800743733006,-117.88539285179525,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ca/anaheim/2226-east-lincoln-avenue,California,Five Below,2026-07-16
13538760,502 N Euclid St,,Anaheim,CA,92801,+16572270950,33.83798095664743,-117.9410994484746,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ca/anaheim/502-n-euclid-st,California,Five Below,2026-07-16
47940848,5739 Lone Tree Way,,Antioch,CA,94531,+19252550118,37.96341654255245,-121.73970184780949,Mon-Sat 09:30-21:30; Sun 10:00-20:00,https://locations.fivebelow.com/ca/antioch/5739-lone-tree-way,California,Five Below,2026-07-16
