store_id,street,city,state,zip,phone,latitude,longitude,state_name
0133,2901 W Agua Fria Fwy,Phoenix,AZ,85027,(623) 492-9045,33.66807,-112.12185,Arizona
0135,1733 S Stapley Drive,Mesa,AZ,85204,(480) 539-8552,33.38201,-111.80608,Arizona
0137,7727 E Broadway Blvd,Tucson,AZ,85710,(520) 290-0776,32.22217,-110.82624,Arizona
0145,277 N Walker Rd,Prescott,AZ,86301,(928) 776-9636,34.5475375,-112.39915009999999,Arizona
0154,6932 E Hampton Ave,Mesa,AZ,85209,(480) 830-7282,33.39035,-111.68148,Arizona
0157,7290 W Bell Rd,Glendale,AZ,85308,(623) 334-3600,33.63831,-112.21561,Arizona
0164,4740 E Grant Rd,Tucson,AZ,85712,(520) 322-5080,32.24927,-110.8915,Arizona
1714,986 N. Mission Parkway,Casa Grande,AZ,85194,(520) 426-1901,32.88223641966211,-111.67755705158999,Arizona
1809,21032 S. Ellsworth Loop Rd.,Queen Creek,AZ,85142,(480) 888-1815,33.2539,-111.63465,Arizona
1900,857 N Val Vista Dr Suite 106,Gilbert,AZ,85234,(480) 503-0934,33.36576925557652,-111.7545986105896,Arizona
1902,5601 Highway 95 N,Lake Havasu City,AZ,86404,(928) 764-2500,34.56663,-114.36321,Arizona
1908,3850 W River Rd,Tucson,AZ,85741,(520) 742-1296,32.31798,-111.04354,Arizona
2136,3260 Stockton Hill Rd,Kingman,AZ,86409,(928) 681-4815,35.22034,-114.03498,Arizona
2215,2356 W State Rt 89A,Sedona,AZ,86336,(928) 282-8572,34.864904,-111.801452,Arizona
2256,1140 W. Elliot Rd.,Tempe,AZ,85284,(480) 755-3324,33.35055,-111.95682,Arizona
1263,1121 S Plaza Way,Flagstaff,AZ,86001,(928) 213-1737,35.18929,-111.66149,Arizona
1265,1900 E Rio Salado Pkwy,Tempe,AZ,85281,(480) 303-7262,33.4295,-111.90458,Arizona
1267,25372 N Lake Pleasant,Peoria,AZ,85383,(623) 362-8067,33.71419,-112.27145,Arizona
1268,466 S Watson Road,Buckeye,AZ,85326,(623) 327-1444,33.44255,-112.55669,Arizona
1269,2475 E Baseline Road,Phoenix,AZ,85042,(602) 232-1090,33.37771,-112.02898,Arizona
1003,10625 N Oracle Rd,Oro Valley,AZ,85737,(520) 797-0008,32.40014328771036,-110.95846469444274,Arizona
1004,1175 W Irvington Rd,Tucson,AZ,85714,(520) 573-6652,32.16326,-110.98858,Arizona
1017,2840 W Chandler Blvd,Chandler,AZ,85224,(480) 782-7727,33.30595,-111.89083,Arizona
1036,1949 E Camelback Rd,Phoenix,AZ,85016,(602) 248-8809,33.50737,-112.04006,Arizona
1039,21001 N Tatum Blvd,Phoenix,AZ,85050,(480) 513-4262,33.67753,-111.97729,Arizona
1040,13764 W Bell Rd,Surprise,AZ,85374,(623) 546-8500,33.64039,-112.35456,Arizona
1041,9960 N 91st Ave,Peoria,AZ,85345,(623) 486-8700,33.57513,-112.25503,Arizona
1082,1561 N Dysart Rd,Avondale,AZ,85323,(623) 547-0889,33.4599,-112.3409,Arizona
1099,10405 N 31st Ave.,Phoenix,AZ,85051,(602) 331-0131,33.58061,-112.12545,Arizona
1120,1745 W Bethany Home Rd,Phoenix,AZ,85015,(602) 841-2507,33.52407,-112.09721,Arizona
1191,2860 E Germann Road,Chandler,AZ,85249,(480) 722-1358,33.2812744,-111.79143850000003,Arizona
1196,4374 N Oracle Rd,Tucson,AZ,85705,(520) 407-0146,32.28629,-110.97809,Arizona
1231,1460 S Yuma Palms Pkwy,Yuma,AZ,85365,(928) 329-7291,32.70114,-114.60316,Arizona
3016,6426 S McClintock Drive,Tempe,AZ,85283,(480) 282-9016,33.3628984,-111.91275139999999,Arizona
2474,4609 Ray Rd.,Phoenix,AZ,85044,(480) 718-6882,33.3197311,-111.98406640000002,Arizona
2558,32633 N Scottsdale Rd,Scottsdale,AZ,85266,(480) 477-5222,33.7816064,-111.92575190000002,Arizona
2582,7090 N. Oracle Rd.,Tucson,AZ,85704,(520) 809-6008,32.3353723,-110.97580490000001,Arizona
2506,400 E Highway 260,Ste C,85541,Payson,(928) 474-4015,34.2437039,-111.32289400000002,
2363,3695 E. Broadway Blvd,Tucson,AZ,85716,(520) 917-1654,32.2216767,-110.91386590000002,Arizona
2464,3939 S Arizona Ave,Chandler,AZ,85248,(480) 281-5506,33.24943823754704,-111.83814515288697,Arizona
2603,20945 N Pima Rd Ste 107,SCOTTSDALE,AZ,85255,(480) 281-5745,33.6761368,-111.88880690000002,Arizona
1712,555 S. Cotton Lane,Goodyear,AZ,85338,(623) 882-1355,33.44346,-112.4268,Arizona
3131,18761 S Nogales Hwy,Green Valley,AZ,85614,(520) 989-5897,31.9131848,-110.97672779999999,Arizona
1066,6632 E McKellips Rd,Mesa,AZ,85215,(480) 325-4578,33.45187,-111.68795,Arizona
1145,5707 W Northern Ave,Glendale,AZ,85301,(623) 931-6743,33.55308,-112.18197,Arizona
1190,4920 S Power Rd,Mesa,AZ,85212,(480) 279-3860,33.32507,-111.68705,Arizona
1266,1858 S Signal Butte Rd,Mesa,AZ,85209,(480) 358-0948,33.38143,-111.60073,Arizona
1270,7077 E Mayo Blvd Ste 140,Phoenix,AZ,85054,(480) 419-1478,33.6537606,-111.92839759999998,Arizona
0130,16257 N Scottsdale Rd,Scottsdale,AZ,85254,(480) 607-1038,33.63556,-111.92531,Arizona
0147,10030 N 90th St,Scottsdale,AZ,85258,(480) 391-1647,33.57743,-111.88595,Arizona
2604,,Anthem,US,AZ,(623) 476-4719,33.8651346,-112.13910929999997,
2135,4267 E Highway 90,Sierra Vista,AZ,85635,(520) 439-2820,31.55468,-110.25352,Arizona
3234,13410 N Prasada Pkwy,SURPRISE,AZ,85388,(623) 336-6060,33.60692096167155,-112.4148573087372,Arizona
1293,650 Elsinger Blvd,Conway,AR,72032,(501) 548-6083,35.08751835317738,-92.41132918965758,Arkansas
1562,2203 Promenade Blvd Ste 204,Rogers,AR,72758,(479) 631-4018,36.30783145825407,-94.1735673610687,Arkansas
1563,1430 Higdon Ferry Rd,Hot Springs,AR,71913,(501) 318-6108,34.46814,-93.0717,Arkansas
2723,20460 Interstate 30 N,Benton,AR,72019,(501) 575-3194,34.606612,-92.539902,Arkansas
1119,3585 N Shiloh Dr,Fayetteville,AR,72703,(479) 571-4697,36.12322,-94.14533,Arkansas
2459,4164 E. McCain Blvd.,North Little Rock,AR,72117,(501) 725-3827,34.7895547,-92.22402970000002,Arkansas
2331,4900 Rogers Ave. Ste 102A,Fort Smith,AR,72903,(479) 221-9462,35.3660802,-94.37753269999996,Arkansas
2509,2708 W Kings Hwy,Paragould,AR,72450,(870) 573-3096,36.05952795811402,-90.52228129496763,Arkansas
2710,3009 E Highland Dr #A,Jonesboro,AR,72401,(870) 819-4541,35.8197573,-90.66837399999997,Arkansas
2198,3093 E. Main Street,Russellville,AR,72802,(479) 498-2369,35.27784,-93.094,Arkansas
0516,11400 Financial Centre Pkwy,Little Rock,AR,72211,(501) 225-8863,34.7469,-92.40066,Arkansas
1854,21311 Victory Blvd.,Canoga Park,CA,91303,(818) 704-6560,34.18851,-118.59535,California
0128,2828 Campus Pkwy,Riverside,CA,92507,(951) 653-8482,33.93789,-117.28111,California
0129,25290 Madison Ave,Murrieta,CA,92562,(951) 696-9847,33.55545,-117.19556,California
1291,23602 El Toro Rd,Lake Forest,CA,92630,(949) 768-6373,33.61953,-117.70087,California
1310,19059 Golden Valley Road,Santa Clarita,CA,91387,(661) 250-8204,34.3935,-118.46879,California
1311,2685 W. Hillcrest Drive,Thousand Oaks,CA,91320,(805) 499-3767,34.18914,-118.93509,California
1316,730 South Sepulveda Blvd,El Segundo,CA,90245,(310) 333-0602,33.9059,-118.39596,California
1319,2465 E Imperial Hwy,Brea,CA,92821,(714) 256-0205,33.91295,-117.86723,California
1320,2350 S Azusa Ave,West Covina,CA,91792,(626) 964-8013,34.03346,-117.9135,California
1341,12483 Limonite Ave,Mira Loma,CA,91752,(951) 685-1927,33.97524,-117.55505,California
1361,8215 Laguna Blvd,Elk Grove,CA,95758,(916) 691-3700,38.42194,-121.4047,California
1362,29227 Central Ave,Lake Elsinore,CA,92532,(951) 245-0267,33.69735,-117.33158,California
1398,865 Colusa Ave,Yuba City,CA,95991,(530) 822-0623,39.14178,-121.62935,California
1399,2771 Florida Ave W,Hemet,CA,92545,(951) 925-8400,33.74737,-117.00104,California
0140,3396 Murphy Canyon Rd,San Diego,CA,92123,(858) 571-0300,32.80641,-117.11592,California
1416,3520 S El Camino Real,San Mateo,CA,94403,(650) 577-9010,37.53539,-122.29687,California
1418,607 Coleman Ave,San Jose,CA,95110,(408) 920-0316,37.34108,-121.90863,California
1419,1621 E Monte Vista Ave Ste B,Vacaville,CA,95688,(707) 469-9066,38.36803,-121.96302,California
0142,865 Jackman St,El Cajon,CA,92020,(619) 442-0600,32.80687,-116.97337,California
0143,3610 Rosecrans St,San Diego,CA,92110,(619) 523-4177,32.75045,-117.20587,California
1452,7600 Edinger Ave,Huntington Beach,CA,92647,(714) 842-5253,33.73009,-117.99538,California
1453,10900 W Jefferson Blvd,Culver City,CA,90230,(310) 390-5120,33.99768,-118.39542,California
1454,288 N 12th Ave,Hanford,CA,93230,(559) 587-0286,36.32506,-119.67287,California
1455,615 Herndon,Clovis,CA,93612,(559) 299-0120,36.8384643,-119.7256596,California
1498,1840 Main Ct,Chula Vista,CA,91911,(619) 397-0605,32.59375,-117.03475,California
1566,15618 Whittwood Ln,Whittier,CA,90603,(562) 902-0358,33.94464,-117.99692,California
1575,2440 E Charleston Rd,Mountain View,CA,94043,(650) 968-1034,37.42099,-122.09604,California
1600,920 Groveland Lane,Lincoln,CA,95648,(916) 543-6411,38.87176,-121.30297,California
1601,261 Spreckels Ave,Manteca,CA,95336,(209) 823-5676,37.79521,-121.19801,California
1614,1530 Froom Ranch way,San Luis Obispo,CA,93405,(805) 544-0191,35.25126,-120.68988,California
1624,34900 Monterey Ave,Palm Desert,CA,92211,(760) 324-3059,33.78279,-116.38805,California
1691,1225 Industrial Road,San Carlos,CA,94070,(650) 632-1605,37.50118,-122.24551,California
1695,185 Curtner Avenue,San Jose,CA,95125,(408) 275-0386,37.30079,-121.86545,California
1700,1336 Hilltop Dr,Redding,CA,96003,(530) 223-1890,40.5889,-122.35822,California
1701,1196 W Olive Ave,Merced,CA,95348,(209) 722-0844,37.31853,-120.48953,California
1708,2741 El Camino Real,Tustin,CA,92782,(714) 731-1106,33.72701,-117.79421,California
1733,19011 Bear Valley Road,Apple Valley,CA,92308,(760) 240-8119,34.47103,-117.24509,California
1738,4120-B E 4th Street,Ontario,CA,91764,(909) 484-5502,34.07722,-117.56327,California
1796,6348 Foothill Blvd,Tujunga,CA,91042,(818) 951-0916,34.24174,-118.26992,California
1812,2375 Iron Point Road,Folsom,CA,95630,(916) 986-9151,38.64419,-121.12383,California
0060,5879 Lone Tree Way,Antioch,CA,94531,(925) 755-8504,37.96385,-121.73371,California
0061,1700 Willow Pass Rd,Concord,CA,94520,(925) 687-7199,37.97284,-122.04023,California
0063,315 Gellert Blvd,Daly City,CA,94015,(650) 997-0395,37.6677,-122.46867,California
0070,175 Ranch Dr,Milpitas,CA,95035,(408) 956-1044,37.42864,-121.91991,California
1912,26532 Towne Center Dr,Foothill Ranch,CA,92610,(949) 461-7968,33.67854,-117.66943,California
1970,415 N. Escondido Blvd,Escondido,CA,92025,(760) 737-8527,33.12318,-117.08822,California
1975,3900 Sisk Road,Modesto,CA,95356,(209) 543-9176,37.69587,-121.06559,California
2179,2851 Eastland Center Dr Ste FSU9,West Covina,CA,91791,(626) 331-2753,34.07351,-117.88296,California
2195,330 S. La Cienega Blvd,Los Angeles,CA,90048,(310) 358-0252,34.07262,-118.37616,California
2196,2530 Las Posas Rd,Camarillo,CA,93010,(805) 384-8401,34.23714,-119.03609,California
2218,1131 Sanguinetti Rd,Sonora,CA,95370,(209) 533-4786,37.97201,-120.36406,California
2222,1265 W. Henderson Ave.,Porterville,CA,93257,(559) 791-1542,36.0798,-119.04724,California
2223,1380 Fitzgerald Drive,Pinole,CA,94564,(510) 964-3564,37.98653,-122.31006,California
2237,6081 Florin Rd.,Sacramento,CA,95823,(916) 421-8036,38.49645,-121.43106,California
2242,5353 Almaden Expressway,San Jose,CA,95118,(408) 978-8941,37.25234911603126,-121.87708516798392,California
2252,745 W Huntington Dr,Monrovia,CA,91016,(626) 357-5615,34.14119,-118.01529,California
2258,9835 Chapman Ave.,Garden Grove,CA,92841,(714) 591-1115,33.78896,-117.96004,California
2280,8852 Washington Blvd,Pico Rivera,CA,90660,(562) 566-4029,33.98382,-118.10283,California
0047,575 Rohnert Park Expy W,Rohnert Park,CA,94928,(707) 586-1891,38.34894,-122.72348,California
0049,10830 Olson Dr,Rancho Cordova,CA,95670,(916) 851-1813,38.59342,-121.28462,California
0050,1738 Watt Ave,Sacramento,CA,95825,(916) 973-8391,38.59745,-121.38288,California
0052,6434 Sunrise Blvd,Citrus Heights,CA,95610,(916) 729-2866,38.68351,-121.27087,California
0053,3641 Truxel Rd,Sacramento,CA,95834,(916) 928-0314,38.63431,-121.50576,California
0054,2705 E Bidwell St,Folsom,CA,95630,(916) 984-4748,38.65639,-121.1257,California
0055,15555 E 14th St  Ste 603,San Leandro,CA,94578,(510) 317-1880,37.70238,-122.12458,California
0056,4655 Century Blvd,Pittsburg,CA,94565,(925) 706-9975,38.0062848,-121.83646529999999,California
0059,6960 Amador Plaza Rd,Dublin,CA,94568,(925) 803-8370,37.70595,-121.92829,California
0126,573 North Mckinley St,Corona,CA,92879,(951) 340-0501,33.89158,-117.51857,California
0127,595 E Hospitality Ln,San Bernardino,CA,92408,(909) 383-1055,34.06575,-117.27233,California
0100,24965 Pico Canyon Rd,Stevenson Ranch,CA,91381,(661) 260-3990,34.38205,-118.57278,California
0101,3855-59 Sepulveda Blvd,Torrance,CA,90505,(310) 316-9047,33.82576,-118.35328,California
0102,26761 Aliso Creek Rd,Aliso Viejo,CA,92656,(949) 643-2285,33.57416,-117.72535,California
0103,5766 Lindero Canyon Rd,Westlake Village,CA,91362,(818) 865-8626,34.15342,-118.7953,California
0105,2568 W Commonwealth Ave,Alhambra,CA,91803,(626) 284-3390,34.08784,-118.15134,California
1081,4240 S Mooney Blvd,Visalia,CA,93277,(559) 625-0299,36.29226,-119.31357,California
0109,3347 E Foothill Blvd,Pasadena,CA,91107,(626) 351-8434,34.15014,-118.08099,California
1092,13001 Peyton Dr,Chino Hills,CA,91709,(909) 627-4849,34.01631,-117.74579,California
0110,450 Cochran St,Simi Valley,CA,93065,(805) 306-1912,34.28149,-118.78874,California
0112,7631 Carson Blvd.,Long Beach,CA,90808,(562) 938-8056,33.8253,-118.08346,California
1142,1935 N Campus Ave,Upland,CA,91784,(909) 981-4139,34.13341,-117.63969,California
1143,39523 S 10th St West,Palmdale,CA,93551,(661) 947-8900,34.60086,-118.14781,California
1144,4840 Telephone Rd,Ventura,CA,93003,(805) 650-9191,34.26295,-119.22861,California
1157,9896 Mission Gorge Rd,Santee,CA,92071,(619) 448-1921,32.84132,-116.98132,California
1158,8657 Villa La Jolla Dr,La Jolla,CA,92037,(858) 535-9175,32.86506,-117.23211,California
0116,1301 E. Gladstone,Glendora,CA,91740,(909) 599-7012,34.11394,-117.83781,California
1161,620 West 17th St,Costa Mesa,CA,92627,(949) 764-9277,33.6362,-117.92437,California
1162,15042 Summit Ave,Fontana,CA,92336,(909) 463-2900,34.14938,-117.47298,California
1163,10940 Foothill Blvd,Rancho Cucamonga,CA,91730,(909) 481-8700,34.10661,-117.56505,California
1164,2477 Naglee Rd,Tracy,CA,95304,(209) 836-6080,37.75618,-121.46459,California
1187,8331 La Palma Ave,Buena Park,CA,90620,(714) 739-2100,33.84679,-117.98774,California
1188,10520 Trinity Pkwy,Stockton,CA,95219,(209) 474-9748,38.05034,-121.37484,California
1198,32413 Hwy 79,Temecula,CA,92592,(951) 302-1209,33.48062138614648,-117.0924005568695,California
1217,3420 Marron,Oceanside,CA,92056,(760) 729-4546,33.17946,-117.29737,California
1227,30515 Avenida De Las Flores,Rancho Santa Margarita,CA,92688,(949) 766-7746,33.63903476196542,-117.600533958683,California
1228,1411 S Harbor Blvd,Fullerton,CA,92832,(714) 992-5116,33.85683,-117.92436,California
0123,11945 Central Ave,Chino,CA,91710,(909) 628-6665,34.03648,-117.68939,California
1230,79375 Hwy 111,La Quinta,CA,92253,(760) 771-4058,33.70591642030658,-116.27928389797819,California
2357,471-2 College Blvd,Oceanside,CA,92057,(760) 666-6321,33.2444504,-117.2909201,California
2324,4550 W Pico Blvd.,Los Angeles,CA,90019,(323) 602-0874,34.0484357,-118.33544340000003,California
2293,19320 Nordhoff Way,Northridge,CA,91324,(818) 739-0729,34.2353419,-118.55511580000001,California
2244,1775 S Alameda St.,Compton,CA,90220,(424) 296-6078,33.8780179,-118.21767840000001,California
2402,2141 Rose Ave,Oxnard,CA,93036,(805) 288-8495,34.22079799999999,-119.15883969999999,California
2398,4253 Genesee Ave,San Diego,CA,92117,(858) 300-6501,32.8204995,-117.18241390000003,California
2422,2760 W 120th Street,Hawthorne,CA,90250,(323) 336-9567,33.9217467,-118.3229685,California
2465,3530 Rosemead Blvd,Rosemead,CA,91770,(626) 537-2302,34.0725712,-118.0729131,California
2304,1660 Garnet Ave.,San Diego,CA,92109,(858) 202-5269,32.8001555,-117.23961910000003,California
2443,2180 N Imperial Ave,El Centro,CA,92243,(760) 679-5131,32.8169806,-115.56999080000003,California
2442,7888 Van Nuys Blvd Ste 1,Van Nuys,CA,91402,(818) 742-1758,34.2151809,-118.4458841,California
2399,2730 Pacific Coast Highway,Torrance,CA,90505,(310) 602-7898,33.79228390446889,-118.33429171349184,California
2532,401 Kenilworth Drive,Petaluma,CA,94952,(707) 775-6389,38.2453134,-122.62751249999997,California
2400,5450 Crossing Dr,Rocklin,CA,95677,(916) 251-3474,38.801763,-121.202229,California
2449,1660 Camino De La Reina,Suite D,92108,San Diego,(619) 471-1914,32.7709444,-117.1490695,
2553,44425 Town Center Way Ste A,Palm Desert,CA,92260,(760) 469-5320,33.72735878587453,-116.39929420608212,California
2528,13720 Riverside Drive,Sherman Oaks,CA,91423,(818) 742-1753,34.1569161,-118.43189540000003,California
0072,6755 Camino Arroyo Bldg 5,Gilroy,CA,95020,(408) 848-1383,37.00091,-121.54996,California
0073,490 River St,Santa Cruz,CA,95060,(831) 429-2780,36.98255,-122.02961,California
0074,1265 N Davis Rd,Salinas,CA,93907,(831) 775-0318,36.70223,-121.66779,California
0076,2306 S Bradley Rd,Santa Maria,CA,93455,(805) 348-1075,34.91823,-120.41952,California
0081,2100 McHenry Ave,Modesto,CA,95350,(209) 574-0441,37.67424,-120.99224,California
0082,3220 W Shaw Ave,Fresno,CA,93711,(559) 277-2220,36.80991,-119.84926,California
0083,470 Shaw Ave,Clovis,CA,93612,(559) 297-9514,36.80729,-119.70432,California
0084,2661 Oswell St,Bakersfield,CA,93306,(661) 873-1092,35.39381,-118.9488,California
0086,4100 Ming Ave,Bakersfield,CA,93309,(661) 834-1044,35.34053,-119.04855,California
0087,12624 Amargosa Rd,Victorville,CA,92392,(760) 955-1030,34.47935,-117.34086,California
0090,17940 Newhope St,Fountain Valley,CA,92708,(714) 241-0317,33.70291,-117.9345,California
0094,44551 Valley Central Way,Lancaster,CA,93536,(661) 942-7330,34.69271,-118.17208,California
0096,2550 Cherry Ave,Signal Hill,CA,90755,(562) 988-0832,33.80339,-118.16666,California
0098,5521 Mirage St,Yorba Linda,CA,92887,(714) 637-8088,33.87492,-117.74575,California
0099,33963 Doheny Park Rd,San Juan Capistrano,CA,92675,(949) 443-5336,33.46891,-117.67539,California
2294,1954 Santa Rosa Ave,Santa Rosa,CA,95407,(707) 596-5412,38.4204228,-122.71351859999999,California
2267,12341 Seal Beach Blvd,Seal Beach,CA,90740,(562) 340-0669,33.783228,-118.07369499999999,California
2373,17651 Colima Rd,City of Industry,CA,91748,(626) 923-1303,33.991795,-117.91999399999997,California
2572,7090 Holister Ave Bldg B Ste 1,Goleta,CA,93117,(805) 979-4824,34.4307518,-119.874189,California
2487,7512 N. Blackstone Ave,Fresno,CA,93720,(559) 490-7081,36.8451361,-119.78616420000003,California
2410,30131 Haun Road,Menifee,CA,92586,(951) 246-6383,33.6705584,-117.17573930000003,California
2493,1500 E Village Way,Ste 2380,92865,Orange,(714) 923-4037,33.83001152089603,-117.837447569767,
3052,5601 Calloway Drive Suite 100,Bakersfield,CA,93312,(661) 695-3000,35.4115503,-119.11008040000002,California
2475,2891 Ygnacio Valley Rd,Walnut Creek,CA,94598,(925) 278-5176,37.92550431056248,-122.01608094683536,California
2719,1580 Gateway Blvd,Fairfield,CA,94533,(707) 430-0334,38.2619355,-122.05823680000003,California
2552,,Huntington Beach,US,CA,(714) 274-6601,33.6719941,-117.95338770000001,
2497,877 East H Street,Chula Vista,CA,91910,(619) 210-1106,32.6376926,-117.0241335,California
3073,11805 Willow Creek Dr,Auburn,CA,95603,(530) 217-6131,38.9382192,-121.09936540000001,California
2789,3871 N Lakewood Blvd,Long Beach,CA,90808,(562) 384-4955,33.828373,-118.14268420000002,California
1762,38147 47th St. E,Palmdale,CA,93552,(661) 533-9148,34.57388,-118.04507,California
2715,2860 DUBLIN BLVD,Dublin,CA,94568,(925) 241-2960,37.7053278,-121.85402299999998,California
3101,500 W Stuart Ave Unit C1,REDLANDS,CA,92374,(909) 283-7220,34.0596253,-117.18781460000002,California
2466,8226 Delta Shores Circle South,SACRAMENTO,CA,95832,(916) 629-0082,38.46522,-121.49346,California
1184,10363 Fairway Dr,Roseville,CA,95678,(916) 774-8205,38.79008,-121.28511,California
1229,12126 Lakewood Blvd,Downey,CA,90242,(562) 803-1607,33.9261,-118.13084,California
1314,2237 Park Avenue,Tustin,CA,92782,(714) 258-8564,33.70048,-117.82883,California
1340,39410 Argonaut Way,Fremont,CA,94538,(510) 790-1459,37.54283,-121.98581,California
1380,5601 Ramon Rd E,Palm Springs,CA,92264,(760) 325-9711,33.81578,-116.49057,California
0144,1034 N El Camino Real,Encinitas,CA,92024,(760) 436-1220,33.06512,-117.26659,California
1569,21848 Valley Blvd,City of Industry,CA,91789,(909) 594-5043,34.02719,-117.83386,California
2421,19370 Goldenwest St #101,Huntington Beach,CA,92648,(714) 274-4894,33.6811726,-118.0045867,California
2529,222 N. Milpas St.,Santa Barbara,CA,93103,(805) 979-4529,34.4241558,-119.6823627,California
2581,5999 Madison Avenue,Carmichael,CA,95608,(916) 621-2212,38.6609252,-121.32527829999998,California
2732,,Encino,US,CA,(818) 742-1820,34.1598235,-118.5068867,
0071,850 W Hamilton Ave,Campbell,CA,95008,(408) 374-9321,37.29348,-121.96428,California
0075,2020 California Ave,Sand City,CA,93955,(831) 392-0150,36.61961,-121.84308,California
0097,2140 E 17th St,Santa Ana,CA,92705,(714) 480-0620,33.75982,-117.83615,California
2279,12741 Towne Center Dr,Cerritos,CA,90703,(562) 263-2414,33.8709121,-118.05935820000002,California
2278,2019 Forest Ave,Chico,CA,95928,(530) 961-9188,39.7255803,-121.80023110000002,California
3180,2675 Geary Blvd,SAN FRANCISCO,CA,94118,(415) 633-9905,37.78212580253925,-122.44537478755798,California
3250,952 Admiral Callaghan Ln,VALLEJO,CA,94591,(707) 563-2039,38.1335933,-122.2208487,California
3251,300 S Highland Springs Ave,Ste 9,92220,Banning,(951) 797-5675,33.9246289,-116.9449412,
3117,260 E Harney Lane,Lodi,CA,95240,(209) 371-0215,38.1002,-121.268029,California
3226,2153 W Florida Ave,HEMET,CA,92545,(951) 484-4953,33.7445037,-117.013314,California
1855,2435 Prairie Center Parkway,Brighton,CO,80601,(303) 637-9232,39.95079,-104.782,Colorado
1309,1715 Rocky Mountain Ave,Loveland,CO,80538,(970) 278-9178,40.41191,-105.00235,Colorado
1343,16575 Washington St,Broomfield,CO,80020,(303) 255-0644,39.99515,-104.9782,Colorado
1421,7350 S Gartrell Rd,Aurora,CO,80016,(303) 400-4778,39.56872,-104.71724,Colorado
1457,8500 W Crestline Ave,Littleton,CO,80123,(303) 948-6364,39.61797,-105.09193,Colorado
1458,10460 Town Center Dr,Westminster,CO,80021,(303) 466-2834,39.88785,-105.07566,Colorado
1787,4300 E Alameda,Glendale,CO,80246,(303) 399-0880,39.71029,-104.9375,Colorado
1893,16086 Jackson Creek Pky,Monument,CO,80132,(719) 484-0235,39.06635,-104.850321,Colorado
1915,1850 30th street,Boulder,CO,80301,(303) 449-0201,40.01992,-105.25365,Colorado
