store_number,address,city,state,zip,latitude,longitude,phone,state_name,brand,updated
16860,1500 Hospitality Lane,Needles,CA,92363,34.837344,-114.613029,7609034072,California,Dollar General,2024-03-13
13482,2825 Kiowa Blvd N,Lake Havasu City,AZ,86404-2674,34.511706,-114.318701,4805369180,Arizona,Dollar General,2024-03-13
17831,3661 Jamaica Blvd N,Lake Havasu City,AZ,86404-4137,34.4991,-114.2847,9282084279,Arizona,Dollar General,2024-03-13
19017,215 N Lake Havasu Ave N,Lake Havasu City,AZ,86403-5659,34.479984,-114.34787,7608581656,Arizona,Dollar General,2024-03-13
12417,3573 Maricopa Ave,Lake Havasu City,AZ,86406-9113,34.454498,-114.266262,9282982036,Arizona,Dollar General,2024-03-13
25980,1990 W. Sunset Rd.,Henderson,NV,89014,36.06807,-115.067306,7252382336,Nevada,Dollar General,2024-03-13
13745,5078 S Maryland Parkway,Las Vegas,NV,89119,36.097848,-115.136434,7027201804,Nevada,Dollar General,2024-03-13
13389,2224 S Nellis Blvd,Las Vegas,NV,89104-6234,36.1457,-115.0643,7025220259,Nevada,Dollar General,2024-03-13
12801,2905 S Maryland Pkwy,Las Vegas,NV,89109-2217,36.136578,-115.137562,7027638453,Nevada,Dollar General,2024-03-13
13694,3700 E Charleston Suite 120,Las Vegas,NV,89104-6678,36.15962,-115.096459,7026599318,Nevada,Dollar General,2024-03-13
13657,5155 E Lake Mead Blvd,Las Vegas,NV,89156-6713,36.195799,-115.060593,7022599435,Nevada,Dollar General,2024-03-13
12786,5675 S Rainbow Blvd,Las Vegas,NV,89118-1853,36.085654,-115.243417,7026600571,Nevada,Dollar General,2024-03-13
13600,3485 E Lake Mead Blvd,North Las Vegas,NV,89030-7390,36.195272,-115.099594,7026239151,Nevada,Dollar General,2024-03-13
13321,3325 N. Las Vegas Blvd,Las Vegas,NV,89115-1414,36.2181,-115.0931,5053981050,Nevada,Dollar General,2024-03-13
13303,2640 N Las Vegas Blvd,North Las Vegas,NV,89030-5809,36.207306,-115.109756,7023896246,Nevada,Dollar General,2024-03-13
13455,1631 West Lake Mead Blvd.,Las Vegas,NV,89106-2414,36.1953,-115.162,7023308075,Nevada,Dollar General,2024-03-13
6663,119 Riverside Dr,Parker,AZ,85344-5220,34.155637,-114.275513,9282164475,Arizona,Dollar General,2024-03-13
9937,11592 S Fortuna Rd,Yuma,AZ,85367-7843,32.66149,-114.44502,9285750870,Arizona,Dollar General,2024-03-13
23492,10270 N Frontage Rd,Yuma,AZ,85365-7171,32.67118,-114.45731,9282476669,Arizona,Dollar General,2024-03-13
14129,12680 S. Foothills Blvd.,Yuma,AZ,85367,32.645402,-114.410508,4805824890,Arizona,Dollar General,2024-03-13
6779,387 E Main St,Somerton,AZ,85350-3269,32.595951,-114.706842,4805616169,Arizona,Dollar General,2024-03-13
18312,10541 William St,Wellton,AZ,85356,32.6699,-114.1418,9286151641,Arizona,Dollar General,2024-03-13
21428,402 E 5th St,Holtville,CA,92250-1351,32.8107,-115.3842,7605280849,California,Dollar General,2024-03-13
20942,1112 Kloke Rd,Calexico,CA,92231,32.6808,-115.5157,7605280132,California,Dollar General,2024-03-13
23460,1275 Main St,Brawley,CA,92227,32.97911,-115.52058,4422264175,California,Dollar General,2024-03-13
14455,550 N. Imperial Ave.,El Centro,CA,92243-1934,32.797,-115.5707,4422583242,California,Dollar General,2024-03-13
21972,121 S Solano Ave,Blythe,CA,92225-2701,33.60999,-114.60795,7606400581,California,Dollar General,2024-03-13
14003,1101 E Hobsonway,Blythe,CA,92225-1421,33.611229,-114.584735,7608544405,California,Dollar General,2024-03-13
17010,162 E Delta St,Calipatria,CA,92233-9638,33.130367,-115.513911,4422080047,California,Dollar General,2024-03-13
25442,223 E Main St,Westmorland,CA,92281,33.03766,-115.61952,4422264385,California,Dollar General,2024-03-13
13631,925 W. Main Street,Quartzsite,AZ,85346,33.663221,-114.231289,7608581665,Arizona,Dollar General,2024-03-13
21879,2110 Service Rd,Salton City,CA,92275,33.28103,-115.96695,7603946883,California,Dollar General,2024-03-13
11133,1100 N San Antonio Ave,Douglas,AZ,85607-2420,31.346265,-109.532774,5204286700,Arizona,Dollar General,2024-03-13
14004,313 S. Main Street,Lordsburg,NM,88045-1910,32.348278,-108.709702,5753230190,New Mexico,Dollar General,2024-03-13
16435,11 N. Main Street,Tuba City,AZ,86045,36.130868,-111.239301,9282778362,Arizona,Dollar General,2024-03-13
11109,801 N N Navajo Dr Ste A,Page,AZ,86040-0875,36.919653,-111.458575,9282880240,Arizona,Dollar General,2024-03-13
20365,5 County Road 7241,Sanders,AZ,86512,35.2112,-109.3302,9282241215,Arizona,Dollar General,2024-03-13
22934,3075 W Historic Highway 66,Gallup,NM,87301-6813,35.5075,-108.8174,5054184022,New Mexico,Dollar General,2024-03-13
10282,805 S 2nd St,Gallup,NM,87301-6210,35.5215,-108.7403,5057269648,New Mexico,Dollar General,2024-03-13
21475,1330 E 32nd St,Silver City,NM,88061,32.7952,-108.2606,5755194952,New Mexico,Dollar General,2024-03-13
18007,11988 Hwy 180,Santa Clara,NM,88026,32.783,-108.1588,5759121025,New Mexico,Dollar General,2024-03-13
12336,2408 E Highway 66,Gallup,NM,87301-4767,35.528701,-108.705845,5053991067,New Mexico,Dollar General,2024-03-13
21749,3228 Highway 64,Waterflow,NM,87421,36.7537,-108.5258,5054211535,New Mexico,Dollar General,2024-03-13
6790,4186 Hwy 64,Kirtland,NM,87417-9433,36.744275,-108.361126,5054272373,New Mexico,Dollar General,2024-03-13
13295,4700 W. Main Street,Farmington,NM,87401-3672,36.740002,-108.272601,5054210022,New Mexico,Dollar General,2024-03-13
12986,506 E Broadway,Farmington,NM,87401-7185,36.729152,-108.196838,5054272012,New Mexico,Dollar General,2024-03-13
21923,390 E 20th St,Farmington,NM,87401-2102,36.74871,-108.20102,5054462269,New Mexico,Dollar General,2024-03-13
14109,1110 S Dustin Rd,Farmington,NM,87401-6166,36.718635,-108.175156,5054210032,New Mexico,Dollar General,2024-03-13
10174,3030 E Main St,Farmington,NM,87402-7636,36.7444,-108.1662,5054272021,New Mexico,Dollar General,2024-03-13
20531,4515 Wildflower Pkwy,Farmington,NM,87401-2833,36.7302,-108.1495,5056750440,New Mexico,Dollar General,2024-03-13
21742,Ra 88 State Highway 371,Thoreau,NM,87323,35.4052,-108.2163,5059066202,New Mexico,Dollar General,2024-03-13
22622,8 Road 1493,La Plata,NM,87418-9639,36.88513,-108.19494,5059327084,New Mexico,Dollar General,2024-03-13
15260,2 Road 5377,Farmington,NM,87401,36.70034,-108.068373,5054210040,New Mexico,Dollar General,2024-03-13
25035,8 Road 3720,Farmington,NM,87401,36.75541,-108.07174,5054780231,New Mexico,Dollar General,2024-03-13
16991,848 Nm 516,Flora Vista,NM,87415,36.805381,-108.081316,5056368993,New Mexico,Dollar General,2024-03-13
6789,1502 W Broadway Ave,Bloomfield,NM,87413-6776,36.711801,-107.996273,5053334536,New Mexico,Dollar General,2024-03-13
20981,23890 Road G,Cortez,CO,81321,37.3121,-108.6115,9705167870,Colorado,Dollar General,2024-03-13
15654,1001 E. Broadway Blvd.,Bloomfield,NM,87413-6649,36.711016,-107.965066,5053339690,New Mexico,Dollar General,2024-03-13
24608,910 N 1st St,Bloomfield,NM,87413,36.71945,-107.97885,5054399412,New Mexico,Dollar General,2024-03-13
12863,506 W Hwy 66,Milan,NM,87021,35.16749,-107.888226,5053129230,New Mexico,Dollar General,2024-03-13
16457,1060 S Central St,Colorado City,AZ,86021,36.971168,-112.97481,4805368690,Arizona,Dollar General,2024-03-13
13680,9001 Highway 270,White Hall,AR,71602-9487,34.267059,-92.115821,5015576153,Arkansas,Dollar General,2024-03-13
4628,8605 Dollarway Rd,White Hall,AR,71602-2813,34.277728,-92.091919,5013400886,Arkansas,Dollar General,2024-03-13
11365,5104 Dollarway Rd,Pine Bluff,AR,71602-4009,34.242064,-92.05711,4793342058,Arkansas,Dollar General,2024-03-13
14510,14019 Dollarway Rd.,White Hall,AR,71602-9144,34.349148,-92.14287,5013014140,Arkansas,Dollar General,2024-03-13
14570,9209 Sulphur Springs Rd.,Pine Bluff,AR,71603-0903,34.180021,-92.125051,5012675452,Arkansas,Dollar General,2024-03-13
3895,2508 Camden Road,Pine Bluff,AR,71603-4628,34.204079,-92.046295,5013400919,Arkansas,Dollar General,2024-03-13
15977,901 S. Blake Street,Pine Bluff,AR,71603,34.220108,-92.043118,5018582631,Arkansas,Dollar General,2024-03-13
16577,713 N. University Drive,Pine Bluff,AR,71601-3112,34.23687,-92.01901,5015001285,Arkansas,Dollar General,2024-03-13
16111,4119 Camden Road,Pine Bluff,AR,71603-9097,34.18693,-92.06851,5015070365,Arkansas,Dollar General,2024-03-13
14257,3100 S Olive Street,Pine Bluff,AR,71603-6049,34.198247,-92.007416,5012328530,Arkansas,Dollar General,2024-03-13
17491,2110 Ridgway Rd,Pine Bluff,AR,71603,34.1651,-92.0237,5016537097,Arkansas,Dollar General,2024-03-13
3737,1414 E Harding Ave,Pine Bluff,AR,71601-6168,34.2126,-91.9883,5014082927,Arkansas,Dollar General,2024-03-13
20887,8920 Highway 79 S,Pine Bluff,AR,71603-8862,34.124447,-92.125812,4793342324,Arkansas,Dollar General,2024-03-13
3775,1010 Sheridan Rd,Redfield,AR,72132-9356,34.4406,-92.1926,4795029228,Arkansas,Dollar General,2024-03-13
7130,4109 Highway 65 S,Pine Bluff,AR,71601-9615,34.195664,-91.940108,5012468199,Arkansas,Dollar General,2024-03-13
20640,10104 Us Highway 63,Pine Bluff,AR,71603-9211,34.102042,-91.992473,5019914995,Arkansas,Dollar General,2024-03-13
20976,1675 W Front St,Altheimer,AR,72004,34.31782,-91.86764,4793680127,Arkansas,Dollar General,2024-03-13
20470,4929 Highway 167 S,Sheridan,AR,72150-6344,34.241,-92.405,5013133264,Arkansas,Dollar General,2024-03-13
230,1309 North Rock St,Sheridan,AR,72150-7761,34.319764,-92.39633,5012148891,Arkansas,Dollar General,2024-03-13
17158,1310 West Center Street,Sheridan,AR,72150,34.3125,-92.4173,5015070644,Arkansas,Dollar General,2024-03-13
18974,11540 Highway 167 N,Sheridan,AR,72150-8097,34.4553,-92.3493,8708836088,Arkansas,Dollar General,2024-03-13
3157,707 E Fordyce St,England,AR,72046-1411,34.5468,-91.962,5012953604,Arkansas,Dollar General,2024-03-13
20813,21988 Highway 167,Hensley,AR,72065,34.545452,-92.30582,5012957838,Arkansas,Dollar General,2024-03-13
4939,7104 Hwy 79,Rison,AR,71665-0546,33.95792,-92.20124,5019914405,Arkansas,Dollar General,2024-03-13
513,20917 Arch St,Little Rock,AR,72206-9224,34.5589,-92.3396,5015001190,Arkansas,Dollar General,2024-03-13
12096,23717 N Sardis Rd,Mabelvale,AR,72103-9161,34.534709,-92.407154,5015001061,Arkansas,Dollar General,2024-03-13
12161,14515 Hwy 365 S,Little Rock,AR,72206-8976,34.616147,-92.218551,5015004003,Arkansas,Dollar General,2024-03-13
16551,9070 Hwy 63,Rison,AR,71665,33.93549,-92.0298,4799351198,Arkansas,Dollar General,2024-03-13
25114,16520 Arch St,Little Rock,AR,72206-6154,34.6036,-92.3224,5013133096,Arkansas,Dollar General,2024-03-13
15080,14600 Arch Street Pike,Little Rock,AR,72206-5424,34.618092,-92.316638,5015001025,Arkansas,Dollar General,2024-03-13
13097,15216 Chicot Rd,Mabelvale,AR,72103-3663,34.611037,-92.365614,5012953550,Arkansas,Dollar General,2024-03-13
22482,1309 N Lincoln Ave,Star City,AR,71667-4211,33.95674,-91.8415,8706192592,Arkansas,Dollar General,2024-03-13
23692,200 Main St,Leola,AR,72084-8803,34.17615,-92.59192,8704844981,Arkansas,Dollar General,2024-03-13
16655,6820 Hwy 35,Benton,AR,72015-7613,34.49737,-92.53897,5015750451,Arkansas,Dollar General,2024-03-13
6819,11120 Arch St,Little Rock,AR,72206-4685,34.648096,-92.306978,5013400056,Arkansas,Dollar General,2024-03-13
461,612 S Lincoln Ave,Star City,AR,71667-5802,33.936623,-91.844218,5013036619,Arkansas,Dollar General,2024-03-13
21937,12270 Us Highway 165 E,Humnoke,AR,72072,34.54194,-91.75781,5015090331,Arkansas,Dollar General,2024-03-13
18288,106 N Ash St,Poyen,AR,72128-8120,34.3239,-92.6366,5014589995,Arkansas,Dollar General,2024-03-13
17343,1400 S Reynolds Rd,Bryant,AR,72022,34.5821,-92.4949,5016537038,Arkansas,Dollar General,2024-03-13
293,13525 Vimy Ridge Rd,Alexander,AR,72002,34.6276,-92.4167,5014811284,Arkansas,Dollar General,2024-03-13
25468,7501 Mabelvale Cutoff,Little Rock,AR,72209-8161,34.654925,-92.362049,5013400920,Arkansas,Dollar General,2024-03-13
13012,5023 Baseline Rd.,Little Rock,AR,72209-5113,34.668168,-92.334103,5012953850,Arkansas,Dollar General,2024-03-13
25531,16670 Highway 79,Kingsland,AR,71652,33.8623,-92.3027,5016838465,Arkansas,Dollar General,2024-03-13
14792,2725 Edison Ave,Benton,AR,72015-5188,34.555977,-92.554466,5014082502,Arkansas,Dollar General,2024-03-13
14698,15616 Alexander Road,Alexander,AR,72002-1514,34.632454,-92.443689,5014811331,Arkansas,Dollar General,2024-03-13
19339,11510 Mabelvale West Rd,Mabelvale,AR,72103,34.656,-92.4057,5014909572,Arkansas,Dollar General,2024-03-13
1837,4701 W 65th St,Little Rock,AR,72209-3850,34.68984,-92.32773,5013400130,Arkansas,Dollar General,2024-03-13
15285,4748 Springer Boulevard,Little Rock,AR,72206,34.705059,-92.24665,5013133368,Arkansas,Dollar General,2024-03-13
14480,3801 Benton Pkwy,Benton,AR,72015-8500,34.575807,-92.542253,5014083633,Arkansas,Dollar General,2024-03-13
2020,2205 N Reynolds Rd,Bryant,AR,72022-2533,34.614565,-92.49846,5014811210,Arkansas,Dollar General,2024-03-13
8028,9433 Highway 5 N,Alexander,AR,72002-8530,34.644799,-92.453366,5014811200,Arkansas,Dollar General,2024-03-13
11727,9125 Stagecoach Road,Little Rock,AR,72210-5723,34.668966,-92.418665,5014766710,Arkansas,Dollar General,2024-03-13
13202,11046 Highwy 165,North Little Rock,AR,72117,34.730806,-92.150069,5012140148,Arkansas,Dollar General,2024-03-13
22759,17380 Highway 63,Rison,AR,71665,33.821866,-92.002848,8706191102,Arkansas,Dollar General,2024-03-13
7836,601 S East Street,Benton,AR,72015-4512,34.55772,-92.586203,5015070914,Arkansas,Dollar General,2024-03-13
9420,1225 Military Rd,Benton,AR,72015-2908,34.5748,-92.5793,5014082410,Arkansas,Dollar General,2024-03-13
13365,2415 Springhill Rd,Bryant,AR,72022-7551,34.616978,-92.516369,5014811270,Arkansas,Dollar General,2024-03-13
12344,7710 Colonel Glenn Rd,Little Rock,AR,72204-7504,34.714348,-92.362677,5012140336,Arkansas,Dollar General,2024-03-13
13088,3124 W Roosevelt Rd,Little Rock,AR,72204-5661,34.726196,-92.310491,5013133531,Arkansas,Dollar General,2024-03-13
15018,2415 Broadway Ste A,Little Rock,AR,72206-2178,34.72517,-92.277677,5013133527,Arkansas,Dollar General,2024-03-13
25113,3000 N Highway 229,Haskell,AR,72015-7211,34.5057,-92.6427,5014082506,Arkansas,Dollar General,2024-03-13
15120,3904 Congo Road,Benton,AR,72019-1736,34.600754,-92.566741,5015750830,Arkansas,Dollar General,2024-03-13
18146,6015 Springhill Rd,Alexander,AR,72002,34.6504,-92.5148,5019435465,Arkansas,Dollar General,2024-03-13
13271,12626 Lawson Rd.,Little Rock,AR,72210-2711,34.708347,-92.413385,5012140370,Arkansas,Dollar General,2024-03-13
20537,9100 Colonel Glenn Rd,Little Rock,AR,72204-8242,34.710363,-92.377721,5012149320,Arkansas,Dollar General,2024-03-13
15557,3500 John Barrow Rd,Little Rock,AR,72204-5784,34.721567,-92.373321,5012957113,Arkansas,Dollar General,2024-03-13
10694,4129 E Broadway St,North Little Rock,AR,72117-4120,34.756107,-92.220058,5013400216,Arkansas,Dollar General,2024-03-13
11439,6011 Highway 67,Haskell,AR,72015-8400,34.530576,-92.645567,5015750930,Arkansas,Dollar General,2024-03-13
12196,1279 Salem Rd,Benton,AR,72019-7371,34.627905,-92.567639,5015750126,Arkansas,Dollar General,2024-03-13
20656,2330 Highway 161,North Little Rock,AR,72117,34.775453,-92.199414,5014926065,Arkansas,Dollar General,2024-03-13
623,906 W 4th St,Fordyce,AR,71742-2216,33.813469,-92.421603,5014767565,Arkansas,Dollar General,2024-03-13
12953,1701 Pike Ave,North Little Rock,AR,72114-3271,34.771015,-92.279262,5013130020,Arkansas,Dollar General,2024-03-13
243,805 N Buerkle St,Stuttgart,AR,72160-3009,34.509,-91.5585,5017628345,Arkansas,Dollar General,2024-03-13
16210,7542 Highway 270,Malvern,AR,72104,34.364117,-92.764851,5012299170,Arkansas,Dollar General,2024-03-13
17561,14331 Hwy 67,Malvern,AR,72104,34.4567,-92.7292,5014589564,Arkansas,Dollar General,2024-03-13
20591,4570 Highway 5,Benton,AR,72019,34.608239,-92.627857,5015070570,Arkansas,Dollar General,2024-03-13
6755,9500 Satterfield Dr,Little Rock,AR,72227-5601,34.762404,-92.381709,5013133509,Arkansas,Dollar General,2024-03-13
13767,4523 Camp Robinson Rd,North Little Rock,AR,72118-3603,34.796338,-92.271305,5015001135,Arkansas,Dollar General,2024-03-13
4156,4613 John F Kennedy Blvd,North Little Rock,AR,72116-8280,34.7971,-92.25645,5013133270,Arkansas,Dollar General,2024-03-13
16273,400 N. Gould Ave,Gould,AR,71643,33.98979,-91.56419,5015001305,Arkansas,Dollar General,2024-03-13
21774,18406 Colonel Glenn Road,Little Rock,AR,72210,34.73162,-92.477996,5019007910,Arkansas,Dollar General,2024-03-13
22974,8315 Highway 161,North Little Rock,AR,72117-1824,34.825,-92.149,5016219630,Arkansas,Dollar General,2024-03-13
11892,819 N Center St,Lonoke,AR,72086-2549,34.790817,-91.899344,5014152376,Arkansas,Dollar General,2024-03-13
21402,6700 Mac Arthur Dr,North Little Rock,AR,72118,34.81199,-92.31061,5014045390,Arkansas,Dollar General,2024-03-13
7690,1751 E Kiehl Ave,Sherwood,AR,72120-3293,34.833184,-92.213728,5013928130,Arkansas,Dollar General,2024-03-13
2542,4109 E Kiehl Ave,Sherwood,AR,72120-3538,34.8323,-92.18591,5013928105,Arkansas,Dollar General,2024-03-13
14793,5174 Highway 15 N,Lonoke,AR,72086-8583,34.831033,-91.981138,5014152805,Arkansas,Dollar General,2024-03-13
6248,266 E Page Ave,Malvern,AR,72104-3946,34.364319,-92.81051,5012295055,Arkansas,Dollar General,2024-03-13
19419,16475 Congo Ferndale Rd,Alexander,AR,72002,34.714,-92.5777,5013036890,Arkansas,Dollar General,2024-03-13
7081,9801 Highway 107,Sherwood,AR,72120-2427,34.844438,-92.232244,5013928154,Arkansas,Dollar General,2024-03-13
12782,2001 Military Rd,Jacksonville,AR,72076-8734,34.851662,-92.089498,5015968145,Arkansas,Dollar General,2024-03-13
2725,1402 Hwy 270 W,Malvern,AR,72104-2632,34.381726,-92.8283,5012295255,Arkansas,Dollar General,2024-03-13
17849,7316 Us Highway 270,Malvern,AR,72104,34.4107,-92.8212,5014589090,Arkansas,Dollar General,2024-03-13
2769,380 S James St,Jacksonville,AR,72076-4316,34.864641,-92.117975,5015968727,Arkansas,Dollar General,2024-03-13
7013,545 Bobby Glover Hwy,Carlisle,AR,72024,34.7864,-91.7519,5012607516,Arkansas,Dollar General,2024-03-13
7284,14929 Highway 107,Jacksonville,AR,72076-9354,34.873196,-92.196458,5015968210,Arkansas,Dollar General,2024-03-13
1254,609 N Jp Wright Loop Rd,Jacksonville,AR,72076-3388,34.882917,-92.10524,5015968795,Arkansas,Dollar General,2024-03-13
16417,2504 Ferrndale Cuttoff,Little Rock,AR,72223-9658,34.7791,-92.55784,5013133445,Arkansas,Dollar General,2024-03-13
6747,1801 Club Manor Dr,Maumelle,AR,72113-7420,34.853604,-92.405335,5013917013,Arkansas,Dollar General,2024-03-13
13861,17809 Batesville Pike,Sherwood,AR,72120-1713,34.883589,-92.236499,5013928692,Arkansas,Dollar General,2024-03-13
1429,15620 Mac Arthur Dr,North Little Rock,AR,72118-1528,34.880461,-92.348609,5012148512,Arkansas,Dollar General,2024-03-13
18224,106 Ar 189 Bypass,Warren,AR,71671,33.6318,-92.0626,8704664135,Arkansas,Dollar General,2024-03-13
22141,4301 Highway 165 S,Gillett,AR,72055,34.1258,-91.3717,5016696070,Arkansas,Dollar General,2024-03-13
12853,21300 Highway 365 N,Maumelle,AR,72113-9115,34.883653,-92.389408,5013917041,Arkansas,Dollar General,2024-03-13
13644,22405 Hwy 107,Jacksonville,AR,72076,34.918354,-92.169246,5015968825,Arkansas,Dollar General,2024-03-13
30223,501 West Pine Street,Warren,AR,71671,33.617,-92.0719,8704667581,Arkansas,Dollar General,2024-03-13
124,1840 S Whitehead Dr,De Witt,AR,72042-2912,34.274,-91.3408,5014766680,Arkansas,Dollar General,2024-03-13
22857,801 E 2nd St,Dewitt,AR,72042,34.2935,-91.3266,8706194650,Arkansas,Dollar General,2024-03-13
23697,7405 Batesville Pike,Jacksonville,AR,72076-9665,34.9356,-92.2054,5014530647,Arkansas,Dollar General,2024-03-13
683,99 W Central St,Warren,AR,71671-2842,33.609385,-92.064996,5012295389,Arkansas,Dollar General,2024-03-13
22734,401 Bill Foster Memorial Highw,Cabot,AR,72023,34.9382,-92.0169,5014240995,Arkansas,Dollar General,2024-03-13
20751,9135 Highway 31 N,Lonoke,AR,72086-8828,34.908432,-91.87391,5012371300,Arkansas,Dollar General,2024-03-13
2271,611 Hwy 65 S,Dumas,AR,71639-2731,33.879,-91.4821,5019914007,Arkansas,Dollar General,2024-03-13
15002,562 West Jordan Ave,Bearden,AR,71720,33.730298,-92.625945,5019914381,Arkansas,Dollar General,2024-03-13
7206,25255 Highway 5,Lonsdale,AR,72087-9519,34.6207,-92.8582,5013036865,Arkansas,Dollar General,2024-03-13
20589,110 North Commerce,Sparkman,AR,71763,33.916861,-92.84863,8707244720,Arkansas,Dollar General,2024-03-13
21552,17601 Highway 300,Roland,AR,72135,34.897184,-92.501827,5013676370,Arkansas,Dollar General,2024-03-13
25560,651 S Pine St,Cabot,AR,72023-3825,34.9605,-92.0081,5014240040,Arkansas,Dollar General,2024-03-13
2552,777 Highway 278 W,Monticello,AR,71655-3870,33.629557,-91.805519,5013400295,Arkansas,Dollar General,2024-03-13
3958,749 Highway 63 N,Hazen,AR,72064-8054,34.786297,-91.566563,5014152370,Arkansas,Dollar General,2024-03-13
16656,4172 Malvern Road,Hot Springs,AR,71901-8851,34.46347,-92.95056,5017812395,Arkansas,Dollar General,2024-03-13
18441,3001 Highway 89 S,Cabot,AR,72023-9537,34.9783,-92.1443,5014240006,Arkansas,Dollar General,2024-03-13
14550,3520 W Main Street,Cabot,AR,72023-7415,34.982633,-92.062515,5014240186,Arkansas,Dollar General,2024-03-13
3100,524 S 2nd St,Cabot,AR,72023-2542,34.970276,-92.021395,5014240162,Arkansas,Dollar General,2024-03-13
22501,903 Highway 278 E,Monticello,AR,71655-7906,33.6289,-91.7772,5012149115,Arkansas,Dollar General,2024-03-13
18450,2722 Malvern Rd,Arkadelphia,AR,71923,34.2256,-92.9979,8703453428,Arkansas,Dollar General,2024-03-13
7695,582 Highway 365 Ste B,Mayflower,AR,72106-8406,34.9657,-92.4235,5016974173,Arkansas,Dollar General,2024-03-13
13800,2985 Hwy 367 North,Austin,AR,72007-8007,34.995655,-91.98716,5014240166,Arkansas,Dollar General,2024-03-13
15978,9005 Hwy 38,Ward,AR,72176-8733,34.980211,-91.873083,5014240710,Arkansas,Dollar General,2024-03-13
16231,2119 Carpenter Dam Rd,Hot Springs,AR,71913,34.43036,-93.02,5015473388,Arkansas,Dollar General,2024-03-13
18309,2756 Malvern Ave,Hot Springs,AR,71901,34.4699,-93.0057,5012097790,Arkansas,Dollar General,2024-03-13
22417,15501 Highway 5,Cabot,AR,72023,35.0187,-92.0713,5014240801,Arkansas,Dollar General,2024-03-13
20703,306 S Main St,De Valls Bluff,AR,72041,34.782392,-91.458505,5014240945,Arkansas,Dollar General,2024-03-13
21417,18817 Highway 84,Bismarck,AR,71929-7638,34.3276,-93.0569,5017813169,Arkansas,Dollar General,2024-03-13
13914,717 Carpenter Dam Road,Hot Springs,AR,71901,34.461758,-93.026574,5017810228,Arkansas,Dollar General,2024-03-13
12461,4310 Park Ave,Fountain Lake,AR,71901-9475,34.573791,-92.986656,5017812645,Arkansas,Dollar General,2024-03-13
7895,313 W 2nd St,Ward,AR,72176-7725,35.026631,-91.954198,5014240278,Arkansas,Dollar General,2024-03-13
16784,17870 Highway 5,Austin,AR,72007-9462,35.05306,-92.08443,5014240418,Arkansas,Dollar General,2024-03-13
4631,1301 N 10th St Ste B,Arkadelphia,AR,71923-2534,34.147188,-93.065329,5016511905,Arkansas,Dollar General,2024-03-13
4426,3310 Central Ave Ste L1,Hot Springs,AR,71913-6168,34.474893,-93.061543,5016259576,Arkansas,Dollar General,2024-03-13
3370,565 S Lee St,Hampton,AR,71744-8957,33.5307,-92.4696,5012149264,Arkansas,Dollar General,2024-03-13
15989,238 Highway 365 S,Conway,AR,72032-9223,35.026004,-92.413326,5017644849,Arkansas,Dollar General,2024-03-13
3557,852 Madison St,Clarendon,AR,72029-2845,34.6926,-91.305,5012140185,Arkansas,Dollar General,2024-03-13
7123,2727 Caddo St,Arkadelphia,AR,71923-5309,34.119919,-93.082192,5018814331,Arkansas,Dollar General,2024-03-13
397,617 Albert Pike Rd,Hot Springs,AR,71913-3805,34.495195,-93.075739,5017810088,Arkansas,Dollar General,2024-03-13
15919,1082 Main Street,Vilonia,AR,72173-8003,35.082931,-92.210535,4793181106,Arkansas,Dollar General,2024-03-13
24583,1190 Main St,Vilonia,AR,72173-8083,35.0869,-92.19,5018087190,Arkansas,Dollar General,2024-03-13
13587,199 Hwy. 64 West,Beebe,AR,72012-9506,35.068394,-91.937247,5012322610,Arkansas,Dollar General,2024-03-13
17027,5702 Central Ave.,Hot Springs,AR,71913,34.4202,-93.0983,5016259704,Arkansas,Dollar General,2024-03-13
13531,506 Hwy 64 East,Conway,AR,72032-9492,35.082749,-92.32866,5016974800,Arkansas,Dollar General,2024-03-13
13786,313 S. Farmerville Rd,Hermitage,AR,71647,33.447724,-92.168917,5015070187,Arkansas,Dollar General,2024-03-13
16259,278 Hwy.  278,Camden,AR,71701,33.61194,-92.76061,4793577703,Arkansas,Dollar General,2024-03-13
2730,1305 Dave Ward Dr,Conway,AR,72034-6943,35.067547,-92.442879,5016979085,Arkansas,Dollar General,2024-03-13
233,108 W Dewitt Henry Dr,Beebe,AR,72012-2202,35.081209,-91.882929,5018582981,Arkansas,Dollar General,2024-03-13
6827,1600 E Oak St,Conway,AR,72032-4740,35.091852,-92.405189,5017644825,Arkansas,Dollar General,2024-03-13
16324,2526 Highway 31,Beebe,AR,72012,35.10574,-91.8883,5018582572,Arkansas,Dollar General,2024-03-13
9442,103 Millennium Park Dr,Bismarck,AR,71929-7176,34.315704,-93.169111,5018814125,Arkansas,Dollar General,2024-03-13
16026,830 Mountain Pine Rd,Hot Springs,AR,71913-9158,34.52463,-93.13555,5017810650,Arkansas,Dollar General,2024-03-13
3421,4804 N Highway 7,Hot Springs Village,AR,71909-9407,34.656836,-93.061448,5015479429,Arkansas,Dollar General,2024-03-13
17243,2935 Hwy 60 East,Bigelow,AR,72016,35.0271,-92.6288,5013339023,Arkansas,Dollar General,2024-03-13
9833,816 Hogan Ln,Conway,AR,72034-7953,35.091191,-92.496928,5017644578,Arkansas,Dollar General,2024-03-13
20114,973 Highway 287,Conway,AR,72032-9528,35.1313,-92.2629,4795029152,Arkansas,Dollar General,2024-03-13
