name,street,location,city,clientkey,latitude,longitude,phone,zip,state,temp_closed,timezone,state_name,brand,updated
DollarTree,2507 Esplanade,Chico WAG Esplanade,Chico,9011,39.7559298,-121.8614598,530-801-6024,95926-1110,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,1560 State Highway 99,Heritage Oak Square Shopping Center,Gridley,2207,39.3612181,-121.6864546,530-456-0065,95948-3121,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,10525 Stead Boulevard,Reno,Reno,6617,39.6226518,-119.88281,775-683-4852,89506-1862,NV,,America/Los_Angeles,Nevada,Dollar Tree,2024-06-05
DollarTree,1130 North Hills Blvd Ste 108,Three Flags Center,Reno,4074,39.60411,-119.83611,775-446-8051,89506-6723,NV,,America/Los_Angeles,Nevada,Dollar Tree,2024-06-05
DollarTree,10550 N Mccarran Blvd,Canyon Center,Reno,2751,39.5358352916516,-119.86451,775-683-5522,89503-1873,NV,,America/Los_Angeles,Nevada,Dollar Tree,2024-06-05
DollarTree,1141 California Ave,Shops at the Village,Reno,5750,39.5144905093087,-119.827349340051,775-800-9719,89509-2554,NV,,America/Los_Angeles,Nevada,Dollar Tree,2024-06-05
DollarTree,5330 Sun Valley Blvd,5330 Sun Valley Blvd,Sun Valley,6733,39.5866177,-119.7796529,775-525-9978,89433,NV,,America/Los_Angeles,Nevada,Dollar Tree,2024-06-05
DollarTree,1409 B Street,Yuba Market Building,Marysville,1211,39.1507097959184,-121.587395510204,530-237-1482,95901-4211,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,2424-A Oddie Blvd,Silverada Plaza,Reno,1506,39.5453830243809,-119.785526486084,775-683-4818,89512-2175,NV,,America/Los_Angeles,Nevada,Dollar Tree,2024-06-05
DollarTree,95 West Plumb Lane,Lakeside Plaza,Reno,1729,39.5057838756392,-119.80483923338,775-343-7013,89509-3414,NV,,America/Los_Angeles,Nevada,Dollar Tree,2024-06-05
DollarTree,5979 Lindhurst Avenue,Linda Retail Bldg,Marysville,7011,39.1246399,-121.568887,530-645-6772,95901-6100,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,263 Los Altos Pkwy,Sparks Crossing,Sparks,4068,39.5844821052632,-119.738997105263,775-683-4935,89436-7713,NV,0,America/Los_Angeles,Nevada,Dollar Tree,2024-06-05
DollarTree,"3800 Kietzke Lane, Suite 100",Peckham Square,Reno,6694,39.4876447,-119.7868425,775-683-4999,89502-4750,NV,,America/Los_Angeles,Nevada,Dollar Tree,2024-06-05
DollarTree,1064 Harter Parkway,Yuba City Marketplace,Yuba City,8807,39.1423121,-121.6526462,530-645-6666,95993-2641,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,1460 Bridge Street,Yuba City Shopping Center,Yuba City,1218,39.13233,-121.638829285714,530-237-1491,95993-3506,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,620 N. McCarran Blvd,Silver State Plaza,Sparks,1224,39.5398662595096,-119.734014634404,775-432-7545,89431-4600,NV,0,America/Los_Angeles,Nevada,Dollar Tree,2024-06-05
DollarTree,1936 Solano Street,Holiday Market Building,Corning,2486,39.9280066666667,-122.191696666667,530-586-5086,96021-2831,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,9760 S. Virginia Street,South Meadows Marketplace,Reno,2523,39.4411079816962,-119.771006575469,775-343-7015,89511-5941,NV,,America/Los_Angeles,Nevada,Dollar Tree,2024-06-05
DollarTree,2136 Grass Valley Hwy,Auburn Village Shopping Center,Auburn,1212,38.9336067092129,-121.09193968601,530-830-1201,95603-2522,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,1028 South Street,Stony Creek Square,Orland,5361,39.7403485714286,-122.2022,530-936-5270,95963-1672,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,398 South Main Street,Riverside Plaza,Red Bluff,1230,40.1670124242424,-122.228215656566,530-737-6230,96080-4314,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,720 5th Street,Lincoln,Lincoln,6827,38.892419,-121.2931229,916-644-9025,95648-1759,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,460 N Humbolt Ave.,Willows Retail Center,Willows,5496,39.5248942577401,-122.212070189514,530-361-0107,95988-2612,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,53 Lincoln Blvd. Ste 150,Parkway Plaza Shopping Center,Lincoln,5422,38.8753723,-121.295809,916-644-9538,95648-6313,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,3261 Stanford Ranch Rd,The Shops at Stanford Ranch,Rocklin,1848,38.8141491326641,-121.256311092327,916-824-0199,95765-5553,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,2709 N Carson St,Northgate Shopping Center,Carson City,1225,39.1841516541803,-119.769030456385,775-515-1002,89706-0151,NV,0,America/Los_Angeles,Nevada,Dollar Tree,2024-06-05
DollarTree,6656 Lonetree Blvd #E,Blue Oaks Town Center,Rocklin,3960,38.7991418222742,-121.293023550167,916-724-0600,95765-3735,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,1725 State Hwy 273,Shasta Outlets,Anderson,5903,40.4364069908941,-122.289738088315,530-364-0533,96007-4233,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,2611 Balls Ferry Road,Anderson Square,Anderson,1857,40.4533562,-122.2879337,530-744-6009,96007-3507,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,911 Topsy Lane,Carson Valley Center,Carson City,4264,39.1102434262465,-119.778990685609,775-364-6013,89705-8422,NV,0,America/Los_Angeles,Nevada,Dollar Tree,2024-06-05
DollarTree,1480 Broadway,Carriage Trade Shopping Center,Placerville,1244,38.733253183934,-120.776175224099,530-748-2319,95667-5904,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,212 Elks Point Rd.,Round Hill Square Shopping Center,Zephyr Cove,5613,38.9848991089246,-119.94174835643,775-339-9143,89448-8001,NV,,America/Los_Angeles,Nevada,Dollar Tree,2024-06-05
DollarTree,"9384 Deschutes Rd, Ste F",Palo Cedro Shopping Center,Palo Cedro,4797,40.5593884375,-122.23861125,530-779-0006,96073-7703,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,5170 Foothills Blvd,Foothill Village Oaks,Roseville,3223,38.7630051182917,-121.311385441235,916-724-0469,95747-6583,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,108 B Harding Blvd.,Roseville Shopping Center,Roseville,1248,38.7451136,-121.2727336,916-872-2827,95678-2805,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,6 Pine Cone Rd Ste 7,Smiths Shopping Center,Dayton,3159,39.2615900328764,-119.582472626574,775-683-6886,89403-7360,NV,0,America/Los_Angeles,Nevada,Dollar Tree,2024-06-05
DollarTree,9580 Oak Ave Pkwy Ste. 4,Folsom Village Shopping Center,Folsom,7944,38.699098,-121.1918271,916-850-6994,95630-1888,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,25000 Blue Ravine Road,Natoma & Blue Ravine SC,Folsom,5786,38.68998,-121.12382,916-850-6674,95630-5723,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,7859 Lichen Dr,Summerhill Plaza,Citrus Heights,2236,38.7084418824221,-121.312413293749,209-242-8420,95621-1074,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,7000 Sunrise Blvd,Copperwood Square,Citrus Heights,2922,38.6934517241379,-121.271577241379,916-560-0006,95610-3102,CA,1,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,3386 Coach Lane,Cameron Park Place,Cameron Park,4242,38.65813,-120.969942105263,530-313-9007,95682-8454,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,627 E Bidwell Street,Folsom Faire Shopping Center,Folsom,1228,38.6725865306122,-121.16306877551,916-850-6673,95630-3120,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,6478 Westside Rd. Ste E,Westwood Village,Redding,5400,40.5211220468113,-122.382458138093,530-338-1801,96001-4867,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,2991 Churn Creek Rd,Churn Creek Shopping Center,Redding,5256,40.5639707692308,-122.35312,530-999-6069,96002-1120,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,7313 Greenback Lane,Greenback & San Juan Shopping Center,Citrus Heights,1202,38.6783430957404,-121.294171383364,916-560-0003,95621-5530,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,7840 Macy Plaza Drive,Macy Plaza Shopping Center,Citrus Heights,2119,38.6718969176984,-121.273561715952,916-534-1050,95610-6802,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,8852 Madison Avenue,Madison Mall Shopping Center,Fair Oaks,1268,38.6639330434783,-121.228438695652,916-534-1049,95628-3908,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,6085 Greenback Lane,Creekside Center,Citrus Heights,6116,38.6795010134012,-121.321160328753,916-560-0005,95621-4740,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,3661 Elkhorn Blvd,Watt Elkhorn Center,North Highlands,1201,38.69043118771,-121.379845201392,916-913-2852,95660-3730,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,2385 Athens Avenue,Village Plaza Shopping Center,Redding,1221,40.57554,-122.376148571429,530-999-6169,96001-2818,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,1770 US Hwy 395 Ste A-1,Winans Home Center,Minden,3473,38.9540739,-119.7657332,775-364-6012,89423-4772,NV,0,America/Los_Angeles,Nevada,Dollar Tree,2024-06-05
DollarTree,5020 Madison Ave.,Sacramento Madison Avenue Walgreens,Sacramento,8522,38.6603291,-121.3485331,916-830-4142,95841-2605,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,40 Lake Boulevard,Lake Boulevard Marketplace,Redding,1252,40.6095311738076,-122.377870105273,530-999-6170,96003-2512,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,4720 Watt Ave.,North Highlands,North Highlands,5225,38.6509283673469,-121.38295,916-830-0710,95660-5516,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,4005 Manzanita Ave #32,Carmichael Village Shopping Center,Carmichael,1209,38.637,-121.32811,916-830-5668,95608-1783,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,1525 Newlands Dr E,Dollar Tree Center,Fernley,5071,39.6083281171485,-119.216186138727,775-404-6494,89408-8902,NV,0,America/Los_Angeles,Nevada,Dollar Tree,2024-06-05
DollarTree,2000 Club Center Drive Suite 100,Natomas Park Shopping Center,Sacramento,5211,38.67079,-121.505418571429,916-559-6342,95835-1423,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,2342 Sunrise Blvd. Ste 31,Rivergate Shopping Center,Rancho Cordova,5316,38.6169480565425,-121.268702189999,916-210-1840,95670-4372,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,5025 Marconi Avenue Suite B.,Marconi Ave Carmichael,Carmichael,8642,38.6188112,-121.3468325,916-713-4489,95608-4205,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,4236 Shasta Dam Blvd.,Shasta Lake Ctr,Shasta Lake,5771,40.6806745826475,-122.370045515518,530-238-5953,96019-9422,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,10701 Folsom Boulevard,WAG Rancho Cordova,Rancho Cordova,1205,38.5967322,-121.2881175,916-210-7936,95670-4829,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,2540 Watt Avenue,Watt & El Camino Ctr,Sacramento,5580,38.6119053191489,-121.382973829787,916-559-6343,95821-6312,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,3615 Northgate Blvd,Natomas Gardens,Sacramento,2041,38.63086,-121.47554,916-559-6341,95834-1600,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,3308 Arden Way,Arden Watt Marketplace,Sacramento,1976,38.595835,-121.38668,916-559-6306,95825-2017,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,1696 Arden Way,Tower Plaza,Sacramento,9640,38.5979369,-121.4276274,916-229-8437,95815-4005,CA,,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,3615 Bradshaw Rd,Bradville Square,Sacramento,7656,38.5560766,-121.3347499,916-465-9372,95827-3258,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,441 Pioneer Ave Ste. 110,Sycamore Pointe Shopping Center,Woodland,4760,38.67522,-121.74691,530-665-4439,95776-5189,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,18 West Court Street,West Court Plaza Shopping Center,Woodland,1206,38.678865,-121.784801666667,530-665-4492,95695-3012,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,6710 Folsom Blvd.,A & A Center,Sacramento,3566,38.553637091158,-121.425567195534,916-288-6865,95819-4626,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,3015 West Capital Avenue,Country West Shopping Center,West Sacramento,1215,38.5791326666667,-121.550679555556,916-288-1380,95691-2912,CA,0,America/Los_Angeles,California,Dollar Tree,2024-06-05
DollarTree,303 S Wright St,Delavan Shopping Center,Delavan,1198,42.6297838926174,-88.6256163087248,262-725-9069,53115-2006,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,7 W. Hidden Trail,Country Market Shopping Center,Elkhorn,5548,42.69405,-88.5419225,262-806-9019,53121-0000,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,124 E Geneva SQ,Geneva Square,Lake Geneva,4191,42.6065973648649,-88.4247926351351,262-249-6411,53147-9693,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,3023 Milton Avenue suite 181,Janesville,Janesville,756,42.7190017852383,-88.9978901898346,608-302-6584,53545-0299,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,601 W. Milwaukee Street,Janesville Walgreens,Janesville,5882,42.6797545,-89.0299854,608-531-7786,53548-3648,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,2180 Sutler Ave,Morgan Sq,Beloit,1568,42.49687,-89.0184,608-473-0450,53511-6923,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,1709 Milwaukee Ave. Suite A,Burlington Crossing,Burlington,1138,42.7012772972973,-88.2547556756757,262-806-9009,53105-9458,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,857 S Rochester,Brooklife Church,Mukwonago,9273,42.8542041,-88.3271297,262-368-5305,53149,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,1715 Madison Rd.,Beloit,Beloit,6844,42.5224338,-89.0678659,608-473-0128,53511-3216,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,250 N Lake Ave,200 N Lake Avenue,Twin Lakes,9486,42.5329969,-88.2478866,262-448-3314,53181,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,411 S Main St,411 S Main St,Jefferson,7905,43.0022863,-88.8080657,920-541-9010,53549-1719,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,7505 Hancock Dr,Frmr Wonder Foods Wonder Lake,Wonder Lake,9215,42.3849125,-88.3437417,779-444-5004,60097-9364,IL,0,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,420 S. Eastwood Drive,Former Family Dollar Woodstock,Woodstock,6063,42.3115056061354,-88.4335036738982,815-527-9057,60098-4629,IL,,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,1522 W Lane Road,Machesney Gateway,Machesney Park,8284,42.3675097,-89.0265209,779-513-4909,61115-1903,IL,,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,4774 E. Rockton Road,Rockton Plaza,Rockton,5690,42.457828498821,-89.1337383519568,815-957-3002,61072-9647,IL,,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,7921 North Alpine Rd,Harlem Alpine Center,Loves Park,2856,42.3381508,-89.0286832,815-491-7366,61111-3110,IL,,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,3392 Shoppers Drive,The Shops at Fox River,McHenry,8927,42.36713,-88.2633798,815-528-9952,60051-5405,IL,,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,25100 75th St.,Paddock Lake Shopping Center,Paddock Lake,8084,42.5688333,-88.1133882,262-586-7005,53168,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,4322 W. Elm Street,West Elm Street,McHenry,2720,42.3466310173203,-88.2814691535776,815-528-9398,60050-4003,IL,0,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,1850 McFarland Rd,Rockford Meijer,Rockford,8563,42.2913978,-88.9780925,779-238-5963,61107-6836,IL,0,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,1766 South State Street,Belvidere Corners,Belvidere,3937,42.2412934393449,-88.8391673861769,779-552-2015,61008-5910,IL,0,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,6307 North 2nd Street,Meadow Mart Plaza,Loves Park,9113,42.3223899,-89.0566755,815-491-7094,61111-4168,IL,,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,2740 Heritage Drive,Delafield Center,Delafield,4115,43.0496451121723,-88.3731889342972,262-303-8050,53018-2125,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,1230 W Sunset Dr Ste #102,Shoppes on Fox River,Waukesha,4350,42.9885,-88.2583444703885,262-899-6873,53189-8431,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,1420 Summit Ave,Oconomowoc Plaza,Oconomowoc,6187,43.0868560463173,-88.4711650192989,262-804-9800,53066-4618,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,6340 East State St,State Street Market,Rockford,1760,42.2674487671653,-88.9920940038948,779-238-5012,61108-2517,IL,0,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,S68W15400 Janesville Road,Kohls Center,Muskego,8288,42.8677237,-88.1096118,414-246-6053,53150-9330,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,120 East Sunset Drive,Sunset Crossing,Waukesha,5901,42.98837,-88.2251,262-899-6995,53189-2109,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,3818 West Riverside Blvd Suite 121,Rivercrest Shopping Center,Rockford,3261,42.3154782405397,-89.1118690198517,779-500-6344,61101-9528,IL,0,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,2150 W Silvernail Rd,Silvernail Shopping Center,Pewaukee,3280,43.0439169457851,-88.2617350561545,262-951-7882,53072-5526,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,4427 RT-14,Twin Ponds Marketplace,Crystal Lake,9112,42.2340456,-88.3336477,815-276-0848,60014-7360,IL,0,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,526 E. Jefferson St Suite 102,Rockford,Rockford,4960,42.2693908163265,-89.0856257142857,815-580-2206,61107-4076,IL,,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,1272 S Route 12,Fox Lake Crossing,Fox Lake,4619,42.3272,-88.17279,847-629-1185,60020-1950,IL,,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,1008 Nygaard St,Stoughton WI,Stoughton,8606,42.9269991,-89.2494712,608-480-8245,53589,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,230 W Virginia Street Suite 800,Country Corners Shopping Center,Crystal Lake,2069,42.228145,-88.329395,815-526-4252,60014-1200,IL,,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,3030 11th Street,Freestander 11th Street,Rockford,3751,42.229875,-89.07224,779-513-4840,61109-1210,IL,,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,657B Railroad Avenue,Railroad Crossing,Round Lake,9056,42.355664,-88.0975028,224-338-9906,60073-3236,IL,,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,276 E Rollins Road,Round Lake Court,Round Lake Beach,664,42.3788275593605,-88.0757233710157,847-201-0067,60073-1330,IL,0,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,15300 W National Ave,Frmr True Value Bldg,New Berlin,987,42.9797842,-88.1048126,262-317-9230,53151-5155,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,703 S Church Street,Watertown Center,Watertown,4379,43.1864860698255,-88.7299121026679,920-245-9063,53094-6213,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,690 Westfield Way Ste K,Lake Country Market,Pewaukee,9104,43.0850602,-88.236458,262-956-6199,53072-2585,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,19555 W. Bluemound Rd Suite 12,Bluemound Plaza,Brookfield,4167,43.0360212,-88.1552456,262-317-7594,53045-5962,WI,1,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,5602 S. 108th Street,Country Fair Shopping Center,Hales Corners,910,42.9423984210526,-88.0483010526316,414-409-4804,53130-1910,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,7150 South 76th Street,Orchard View Shopping Center,Franklin,5820,42.9145741666667,-88.0091241666667,414-363-7855,53132-9736,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,16940 W Bluemound Rd,Brookfield Fashion Center,Brookfield,9600,43.0384897,-88.1227434,262-289-1830,53005,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,620 W Liberty Street Suite B,Wauconda Shopping Center,Wauconda,2318,42.25891,-88.15702,224-993-0820,60084-3405,IL,,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,10347 77th Street,Shoppes at Prairie Ridge,Pleasant Prairie,8703,42.5641853,-87.9316472,262-286-4430,53158-1137,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,435 S US Highway 45,Lindenhurst Plaza,Lindenhurst,8822,42.4068551,-88.0033754,847-245-0096,60046-7439,IL,,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,W 249 N 5245 Executive Drive,Sussex Gateway Retail Center,Sussex,9606,43.1166224,-88.2416556,262-314-8136,53089,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,836 S Randall Road,Oakridge Court,Algonquin,4079,42.1607763087248,-88.3356193288591,847-960-9033,60102-5932,IL,0,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,2964 South 108th Street,Southtown Shopping Center,West Allis,918,42.9896070731707,-88.0469956097561,414-615-5242,53227-3520,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,5002 S 74th St,Greenfield Place,Milwaukee,1099,42.9538496752646,-88.0066133603946,414-290-1944,53220-4348,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,1015 E Belvidere Road.,Freestanding Grayslake,Grayslake,7436,42.337259,-88.0224743,847-231-1166,60030,IL,0,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,1402 E Algonquin Rd.,Algonquin Town Center,Algonquin,4373,42.1599048322148,-88.2736510067114,847-960-9102,60102-4290,IL,,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,10725 W Greenfield Ave,Frmr Walgreens  West Allis WI,West Allis,8549,43.0158517,-88.0459908,414-978-9979,53214-2446,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,6816 Green Bay Rd.,Southport Plaza,Kenosha,752,42.5730674863424,-87.8861653603947,262-612-2062,53142-1426,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,7519 W Oklahoma Ave,Tri City Bank Center,Milwaukee,6067,42.9882193023256,-88.00676,414-260-8780,53219-2861,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,6557 Grand Ave Suite 100,Grand Hunt Center,Gurnee,4003,42.3854079800393,-87.9649017205501,224-416-4898,60031-1607,IL,0,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,6261 S. 27th Street,College/27th 2,Greenfield,3505,42.9312816411146,-87.949506442132,414-367-4840,53221-4838,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,3062 W IL-60,Mundelein Crossings,Mundelein,8953,42.283421,-88.0456131,847-393-2171,60060,IL,0,America/Chicago,Illinois,Dollar Tree,2024-06-05
DollarTree,15790 W Capitol Drive,Capitol Plaza,Brookfield,9369,43.090636,-88.1082766,262-307-2870,53005,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,8561 S Howell Ave,Oak Creek Centre,Oak Creek,4701,42.8893314086729,-87.9121926632422,414-501-1140,53154-2920,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,4803 S 27th Street,Festival Foods Center,Greenfield,9096,42.9571121,-87.9496918,414-977-4055,53221,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,5515 Durand Ave.,Mount Pleasant Plaza,Mount Pleasant,9441,42.6963207,-87.8458818,262-221-8279,53406,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,6788 W Greenfield Ave.,West Allis Towne Center,West Allis,676,43.01672,-87.9980285582711,414-625-9831,53214-4900,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,2801 18th Street,Glenwood Crossing,Kenosha,3962,42.6244681409734,-87.8427072820679,262-612-2676,53140-4665,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,4331 W Oklahoma Ave,Milwaukee,Milwaukee,6530,42.9883622727273,-87.9684436363636,414-765-2471,53219-3450,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,5201 Washington Avenue Suite O,Racine Centre,Racine,1785,42.7186353535354,-87.8418673737374,262-822-3532,53406-4242,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,2851 N Mayfair Rd,Wauwatosa,Wauwatosa,4337,43.0701807967918,-88.0479766659247,414-293-1556,53222-4404,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,3203 80th Street Suite A .,Festival Foods Center,Kenosha,5498,42.5588304081633,-87.8474136734694,262-612-2669,53142-4908,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,3700 South 27th Street,South Towne Center,Milwaukee,671,42.9775533333333,-87.9482183333333,414-253-1355,53221-1305,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,2024 S Stoughton Rd,Main Centre,Madison,8668,43.0683508,-89.3107408,608-287-3082,53716-2850,WI,,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
DollarTree,3925 Durand Ave,Durand Avenue Plaza,Racine,3528,42.69687,-87.8262085714286,262-977-6410,53405-4411,WI,0,America/Chicago,Wisconsin,Dollar Tree,2024-06-05
