store_number,store_type,store_name,timezone,latitude,longitude,street,city,state,zip,phone,state_name
540,R,LaGrange Plaza,-5,33.050761,-85.024247,139 Commerce Ave,LaGrange,GA,30241-2337,7068831120,Georgia
1413,R,Caladesi S/C,-5,28.050005,-82.778591,902 Curlew Rd,Dunedin,FL,34698-1901,7277369047,Florida
1219,R,Sunlake Centre,-5,28.195148,-82.502939,18901 State Road 54,Lutz,FL,33558-5268,8139481275,Florida
1742,R,Market at Mirada,-5,28.32755,-82.29576,30841 Mirada Blvd,San Antonio,FL,33576,3525881170,Florida
507,R,Woodland Center,-5,28.874245,-81.68942,1950 N Highway 19,Eustis,FL,32726-6729,3523574989,Florida
891,R,Seabreeze Plaza,-5,28.050181,-82.735746,30535 US Highway 19 N,Palm Harbor,FL,34684-4415,7277878802,Florida
1341,R,Boot Ranch,-5,28.062095,-82.709035,500 E Lake Rd,Palm Harbor,FL,34685-2428,7277844180,Florida
1535,R,Tavares Crossroads,-5,28.78431,-81.750877,2042 State Rd 19,Tavares,FL,32778,3527422439,Florida
1228,R,High Point Twn Ctr,-6,32.461423,-86.398353,2451 Cobbs Ford Rd,Prattville,AL,36066-7763,3342850227,Alabama
1296,R,Shops/Perdido Key,-6,30.318136,-87.426544,13390 Perdido Key Dr,Pensacola,FL,32507-4631,8504925090,Florida
862,R,Eustis Village,-5,28.824029,-81.704406,2840 David Walker Dr,Eustis,FL,32726-6172,3523576948,Florida
353,R,Granada Plaza,-5,28.018327,-82.76209,1491 Main St,Dunedin,FL,34698-4612,7277369284,Florida
877,R,Collier Commons,-5,28.188303,-82.439031,2121 Collier Pkwy,Land O Lakes,FL,34639-5286,8139489819,Florida
831,R,Lutz Lake Crossing,-5,28.156478,-82.481062,19221 N Dale Mabry Hwy,Lutz,FL,33548-5067,8139493882,Florida
1562,R,Island Village S/C,-5,27.97886,-82.817279,200 Island Way,Clearwater,FL,33767,7272988618,Florida
618,R,Hollybrook Plaza,-5,28.235661,-82.346968,5400 Bruce B Downs Blvd,Wesley Chapel,FL,33544-8616,8139071699,Florida
1877,R,Innovation Springs,-5,28.270385,-82.286511,32265 Overpass Rd,Wesley Chapel,FL,33545-4987,8139534409,Florida
2002,R,Camp Grandview Plaza,-6,32.493605,-86.402791,1400 Al Hwy 14,Millbrook,AL,36054,,Alabama
1339,R,Belle Terre Cr,-5,29.551434,-81.235618,4950 Belle Terre Pkwy,Palm Coast,FL,32137-8692,3864452628,Florida
524,R,Northgate Square,-5,28.129515,-82.503991,3939 Van Dyke Rd,Lutz,FL,33558-8001,8132645591,Florida
627,R,Westchase,-5,28.057122,-82.624833,12139 W Linebaugh Ave,Tampa,FL,33626-1732,8138140737,Florida
1821,R,Livingston Mkplace,-5,28.169444,-82.425936,2801 E County Line Rd,Lutz,FL,33559-3477,8139492812,Florida
1117,R,Northwood Plaza,-5,28.013018,-82.71125,2514 N McMullen Booth Rd,Clearwater,FL,33761-4150,7277230281,Florida
754,R,Citrus Park,-5,28.080635,-82.57637,7835 Gunn Hwy,Tampa,FL,33626-1611,8139266664,Florida
1496,R,Shoppes/Dade City,-5,28.329777,-82.185829,11830 US Hwy 301,Dade City,FL,33525-6037,3525213017,Florida
1300,R,Beckett Lake Plaza,-5,27.990491,-82.742828,1921 N Belcher Rd,Clearwater,FL,33763-4548,7277123450,Florida
1088,R,North Bay Commerce,-5,28.035818,-82.646508,8975 Race Track Rd,Tampa,FL,33635-9724,8138557913,Florida
1042,R,Hammock Beach Ctr,-5,29.601327,-81.196649,5415 N Oceanshore Blvd,Palm Coast,FL,32137-3217,3864452193,Florida
867,R,Harbor Oaks S/C,-5,27.959243,-82.799095,619 S Fort Harrison Ave,Clearwater,FL,33756-5301,7274435700,Florida
1493,R,Palm Coast,-5,29.557944,-81.209874,250 Palm Coast Pkwy NE Unit 1000,Palm Coast,FL,32137-8286,3865974776,Florida
1170,R,Carrollwood Square,-5,28.084261,-82.543107,5371 Ehrlich Rd,Tampa,FL,33625-5508,8132652372,Florida
1269,R,Loch Leven Landing,-5,28.826212,-81.642309,18955 US Highway 441,Mount Dora,FL,32757-6735,3523830368,Florida
1861,R,Clearwater Plaza,-5,27.951107,-82.786044,1295 S Missouri Ave,Clearwater,FL,33756-4174,,Florida
1329,R,Clearwater Plaza,-5,27.951065,-82.786044,1295 S Missouri Ave,Clearwater,FL,33756-4174,7274428606,Florida
6,R,Shoppes/New Tampa,-5,28.184634,-82.350746,1920 County Road 581,Wesley Chapel,FL,33544-9262,8139944566,Florida
1138,R,Palm Coast Twn Ctr,-5,29.487801,-81.219804,800 Belle Terre Pkwy,Palm Coast,FL,32164-2314,3864372426,Florida
386,R,Bayside Bridge Plz,-5,27.979994,-82.710846,1520 N McMullen Booth Rd,Clearwater,FL,33759-2594,7277254900,Florida
398,R,North Point Plaza,-5,28.087333,-82.502596,15151 N Dale Mabry Hwy,Tampa,FL,33618-1818,8132653288,Florida
1160,R,Gulf to Bay Plaza,-5,27.959504,-82.744504,525 S Belcher Rd,Clearwater,FL,33764-6321,7277910138,Florida
1534,R,Westgate Plaza,-5,28.059721,-82.543902,12024 Anderson Rd,Tampa,FL,33625,8132644457,Florida
834,R,Apex,-5,28.106124,-82.459334,16560 N Nebraska Ave,Lutz,FL,33549-6172,8132645590,Florida
866,R,La Belle Plaza,-5,27.940211,-82.773823,1555 S Highland Ave,Clearwater,FL,33756-2374,7274425511,Florida
1309,R,Belleair Bluffs,-5,27.915674,-82.816112,2770 W Bay Dr,Belleair Bluffs,FL,33770-2618,7275860213,Florida
1441,R,The Village Center,-5,28.066946,-82.506857,13178 N Dale Mabry Hwy,Tampa,FL,33618-2406,8139610273,Florida
1245,R,Zephyr Commons,-5,28.271459,-82.186067,7838 Gall Blvd,Zephyrhills,FL,33541-4302,8137836871,Florida
1196,R,Summertree Plaza,-5,28.22202,-82.24851,32765 Eiland Blvd,Zephyrhills,FL,33545-5268,8137792368,Florida
705,R,Pinellas S/C,-5,27.91521,-82.797849,857 W Bay Dr,Largo,FL,33770-3221,7275187747,Florida
584,R,New Tampa Center,-5,28.145257,-82.355224,19034 Bruce B. Downs Blvd,Tampa,FL,33647-2434,8136311911,Florida
1275,R,Stoneybrook Hills,-5,28.779756,-81.622626,6551 N Orange Blossom Trl Ste 155,Mount Dora,FL,32757-7009,3523830740,Florida
399,R,Twelve Oaks Plaza,-5,28.024457,-82.560069,7018 W Waters Ave,Tampa,FL,33634-2292,8138843764,Florida
1168,R,Eagle Ridge,-5,28.560046,-81.821408,7975 State Road 50,Groveland,FL,34736-9381,3524290233,Florida
1499,R,Sorrento Hills Vlg,-5,28.850224,-81.553284,24420 SR 44,Eustis,FL,32736,3523572024,Florida
1471,R,Indian Rocks S/C,-5,27.882064,-82.834077,12022 Indian Rocks Rd,Largo,FL,33774-3215,7275958192,Florida
1324,R,Hillsborough Ave,-5,27.997813,-82.58386,8701 W Hillsborough Ave,Tampa,FL,33615-3704,8138867693,Florida
840,R,Carrollwood S/C,-5,28.040849,-82.503814,10015 N Dale Mabry Hwy,Tampa,FL,33618-4409,8139610075,Florida
1373,R,Tampa Palms,-5,28.100251,-82.398965,16041 Tampa Palms Blvd W,Tampa,FL,33647-2001,8139722784,Florida
1335,R,East Bay Plaza,-5,27.915163,-82.747273,3825 E Bay Dr,Largo,FL,33771-1936,7275388630,Florida
1579,R,Walsingham Commons,-5,27.881678,-82.819002,13031 Walsingham Rd,Largo,FL,33774,7275170847,Florida
1034,R,Paradise Shoppes,-5,27.896608,-82.783552,10411 Ulmerton Rd,Largo,FL,33771-3530,7275881285,Florida
374,R,Tri City Plaza,-5,27.918117,-82.735033,5000 E Bay Dr,Clearwater,FL,33764-5719,7275388500,Florida
1663,R,Largo Mall,-5,27.893646,-82.780865,10500 Ulmerton Rd #800,Largo,FL,33771,7275180098,Florida
2003,R,Lakeside Commons,-5,33.149331,-83.273219,2775 N Columbia St,Milledgeville,GA,31061,,Georgia
1630,R,Publix at USF,-5,28.068398,-82.411991,4425 E Fletcher Ave,Tampa,FL,33613,8136311269,Florida
751,R,Oakhurst Plaza,-5,27.857617,-82.829906,9201 Oakhurst Rd,Seminole,FL,33776-2158,7275937794,Florida
1257,R,Beach Village,-5,29.478776,-81.14773,414 Beach Village Dr,Flagler Beach,FL,32136-3063,3865172776,Florida
876,R,Cross Creek Comm,-5,28.145554,-82.283526,10928 Cross Creek Blvd,Tampa,FL,33647-4034,8139861239,Florida
1759,R,Hills Crossing,-5,28.591762,-81.721673,1685 N Hancock Rd,Minneola,FL,34715,3522419002,Florida
95,R,Bardmoor Promenade,-5,27.870249,-82.759767,10801 Starkey Rd Ste 200,Seminole,FL,33777-1161,7273974223,Florida
15,R,Citrus Tower Vlg,-5,28.565843,-81.741399,250 Citrus Tower Blvd,Clermont,FL,34711-2790,3522416670,Florida
1878,R,The Gateway At Lake Martin,-6,32.914922,-85.953387,4812 Hwy 289,Alexander City,AL,35010,,Alabama
1578,R,Terrace Ridge,-5,28.05338,-82.397017,11502 N 53rd St,Temple Terrace,FL,33617,8139147252,Florida
1761,R,Senoia Village,-5,33.295277,-84.544892,8080 Wells St,Senoia,GA,30276,7705993311,Georgia
1213,R,Palm Pointe,-6,30.271769,-87.588045,25771 Perdido Beach Blvd,Orange Beach,AL,36561-6107,2519801400,Alabama
1698,R,Kelly Park Crossing,-5,28.75544,-81.56128,3080 W Kelly Park Rd,Apopka,FL,32712,4074640804,Florida
1320,R,113th Street,-5,27.843694,-82.796277,7880 113th St,Seminole,FL,33772-4616,7273939680,Florida
582,R,Hillsboro Plaza,-5,27.994726,-82.487425,2724 W Hillsborough Ave,Tampa,FL,33614-6053,8136738900,Florida
660,R,Halifax Plantation,-5,29.401294,-81.147995,3750 Roscommon Dr,Ormond Beach,FL,32174-2849,3866158885,Florida
1733,R,Eagles Corner,-5,32.415838,-81.799661,101 Tormenta Way,Statesboro,GA,30458-5697,9126816150,Georgia
140,R,Carillon Town Ctr,-5,27.893223,-82.662154,120 Carillon Pkwy,Saint Petersburg,FL,33716-1201,7275401660,Florida
511,R,Seminole Heights,-5,28.002115,-82.450597,6001 N Nebraska Ave,Tampa,FL,33604-6855,8132387720,Florida
685,R,Temple Terrace,-5,28.033882,-82.394778,5450 E Busch Blvd,Temple Terrace,FL,33617-5418,8139846411,Florida
1751,R,Town Center,-5,28.548962,-81.724925,1720 E Highway 50,Clermont,FL,34711-2778,3522416177,Florida
111,R,Pinellas Crossing,-5,27.841389,-82.74018,7333 Park Blvd N,Pinellas Park,FL,33781-2922,7275465866,Florida
1653,R,Westshore,-5,27.944343,-82.526704,4900 W Kennedy Blvd,Tampa,FL,33609,8132810769,Florida
1444,R,Northgate S/C,-5,29.05645,-81.300899,299 E International Speedway Blvd,DeLand,FL,32724-2339,3867347112,Florida
1457,R,Madeira S/C,-5,27.810348,-82.792682,674 150th Ave,Madeira Beach,FL,33708,7273935831,Florida
305,R,Eagles Park,-5,27.822636,-82.75153,5577 Park St N,Saint Petersburg,FL,33709-6309,7275458488,Florida
395,R,Gateway Crossings,-5,27.866974,-82.646124,10496 Roosevelt Blvd N,Saint Petersburg,FL,33716-3820,7275765858,Florida
1344,R,Park Blvd Plaza,-5,27.840389,-82.698517,4701 Park Blvd N,Pinellas Park,FL,33781-3533,7275464870,Florida
799,R,Wilshire Pavilion,-5,33.342716,-84.536955,1200 Highway 74 S Ste 20,Peachtree City,GA,30269-3071,7704860133,Georgia
27,R,East Towne Center,-5,28.548547,-81.681101,13900 County Road 455,Clermont,FL,34711-9052,4078771545,Florida
611,R,Dale Mabry S/C,-5,27.930783,-82.507313,1313 S Dale Mabry Hwy,Tampa,FL,33629-5010,8132589801,Florida
1182,R,Hyde Park,-5,27.941456,-82.484647,2401 W Azeele St,Tampa,FL,33609-3317,8132500129,Florida
763,R,Kings Ridge S/C,-5,28.501213,-81.716669,4351 S Highway 27,Clermont,FL,34711-5349,3523944437,Florida
1549,R,Channel Club,-5,27.9521,-82.4487,1105 E Twiggs St,Tampa,FL,33602,8132211641,Florida
1052,R,Locust Grove,-5,33.365803,-84.181419,2730 Highway 155,Locust Grove,GA,30248-2401,7702884180,Georgia
628,R,Bayshore,-5,27.942221,-82.460407,243 Bayshore Blvd,Tampa,FL,33606-2328,8132511173,Florida
1322,R,66th Street N,-5,27.807552,-82.729736,3900 66th St N,Saint Petersburg,FL,33709-4912,7273432879,Florida
688,R,Gateway Mall,-5,27.845389,-82.643724,7999 Dr Martin Luther King Jr St N,Saint Petersburg,FL,33702-4107,7275782833,Florida
501,R,Wekiva Plaza,-5,28.707294,-81.507598,1545 Rock Springs Rd,Apopka,FL,32712-2231,4078804040,Florida
1500,R,Country Club,-5,28.986386,-81.297229,2431 S Woodland Blvd,DeLand,FL,32720-8637,3867400014,Florida
1154,R,Richmond Hill,-5,31.909521,-81.278741,12800 Highway 144,Richmond Hill,GA,31324-7343,9124591171,Georgia
1506,R,Britton Plaza,-5,27.907,-82.5027,3838 Britton Plaza,Tampa,FL,33611-1406,8138351280,Florida
1722,R,Gandy Commons,-5,27.894909,-82.516627,4315 W Gandy Blvd,Tampa,FL,33611,8138316890,Florida
1628,R,Disston Plaza,-5,27.804094,-82.698871,3501 49th St N,Saint Petersburg,FL,33710,7275208101,Florida
1292,R,Craft Farms,-6,30.298657,-87.681406,160 Cotton Creek Dr Ste 100,Gulf Shores,AL,36542-2850,2519481281,Alabama
1673,R,Riviera Square,-6,30.377172,-87.686331,2614 S McKenzie St,Foley,AL,36535,2519433329,Alabama
1199,R,Shoppes/Royale,-5,27.786215,-82.72964,1600 66th St N,Saint Petersburg,FL,33710-5535,7273441216,Florida
1808,R,Gandy Shopping Ctr,-5,27.895077,-82.503204,3617 W Gandy Blvd,Tampa,FL,33611,8138321779,Florida
1149,R,Treasure Island,-5,27.766045,-82.76746,111 104th Ave,Treasure Island,FL,33706-4804,7273631042,Florida
1672,R,Paradise Isle Shopping Center,-6,30.27005,-87.68654,1720 Gulf Shores Pkwy Ste 2,Gulf Shores,AL,36542-3438,,Alabama
446,R,Ormond Towne Sq,-5,29.255627,-81.111587,1478 W Granada Blvd,Ormond Beach,FL,32174-9165,3866735380,Florida
1143,R,Stillwood Pavilion,-5,33.374342,-84.752362,1111 Lower Fayetteville Rd,Newnan,GA,30265-6501,7705022370,Georgia
1394,R,34th Street North,-5,27.788723,-82.680945,1700 34th St N,Saint Petersburg,FL,33713-3602,7273273039,Florida
1456,R,4th Street Station,-5,27.805823,-82.640003,3700 4th St N,Saint Petersburg,FL,33704-1314,7275263019,Florida
1174,R,Fountains West,-5,28.604461,-81.549397,301 West Rd,Ocoee,FL,34761-5300,4076541356,Florida
640,R,Northeast Park,-5,27.806377,-82.635019,200 37th Ave N,Saint Petersburg,FL,33704-1416,7278951670,Florida
1348,R,South Pasadena,-5,27.76006,-82.737193,1075 Pasadena Ave S,South Pasadena,FL,33707-2037,7273411790,Florida
1664,R,Latitude Landings,-5,29.21595,-81.11851,2630 LPGA Blvd,Daytona Beach,FL,32124,3862743188,Florida
1712,R,The Trails,-5,29.282706,-81.083807,220 N Nova Rd,Ormond Beach,FL,32174,3866725724,Florida
103,R,Mango Square,-5,27.982716,-82.298997,11782 E Dr Martin Luther King Jr Blvd,Seffner,FL,33584-4923,8136846029,Florida
422,R,Crown Centre,-5,28.915091,-81.296529,2556 Enterprise Rd Ste 100,Orange City,FL,32763-7939,3867748255,Florida
1054,R,Westridge,-5,33.413665,-84.202585,2158 Highway 20 W,McDonough,GA,30253-7205,7708986650,Georgia
1290,R,Ormond Beach Mall,-5,29.32362,-81.056972,1258 Ocean Shore Blvd,Ormond Beach,FL,32176-3620,3864419839,Florida
881,R,West Point Commons,-5,28.549015,-81.589375,13750 W Colonial Dr,Winter Garden,FL,34787-4204,4076547172,Florida
1158,R,Stoneybrook W Vlg,-5,28.51632,-81.618715,15502 Stoneybrook West Pkwy Ste 100,Winter Garden,FL,34787-4767,4076546404,Florida
865,R,Sweetwater,-5,28.706471,-81.444487,3883 Wekiva Springs Rd,Longwood,FL,32779-3362,4077881804,Florida
641,R,Lake Forest,-5,28.813007,-81.353509,5240 W State Road 46,Sanford,FL,32771-9230,4073210423,Florida
470,R,Coweta Crossings,-5,33.395979,-84.764068,370 Bullsboro Dr,Newnan,GA,30263-1069,7705020693,Georgia
786,R,Coweta Crossroads,-5,33.410662,-84.68771,100 Glenda Trce,Newnan,GA,30265-3863,7705020686,Georgia
546,R,Peachtree East,-5,33.423614,-84.556774,"130 Peachtree East Ct, Ste #4",Peachtree City,GA,30269-4045,7704862020,Georgia
227,R,Hunt Club Corners,-5,28.671451,-81.451338,540 S Hunt Club Blvd,Apopka,FL,32703-4960,4078625255,Florida
1734,R,Kathleen Square,-5,28.136361,-82.024339,7340 Kathleen Rd,Lakeland,FL,33810,8638160379,Florida
1531,R,700 Central,-5,27.770718,-82.644446,725 1st Ave S,Saint Petersburg,FL,33701,7278221053,Florida
1087,R,Summit Point,-5,33.430791,-84.454518,840 Glynn St S,Fayetteville,GA,30214-2031,6788175415,Georgia
1304,R,Colonial Town Park,-5,28.78777,-81.357206,870 Village Oak Ln,Lake Mary,FL,32746-4766,4078041950,Florida
1755,R,Publix at Halifax,-5,29.290635,-81.04505,101 E Granada Blvd,Ormond Beach,FL,32176,3866728643,Florida
1567,R,Hamlin Cove,-5,28.472592,-81.629703,5400 Hamlin Groves Trail,Winter Garden,FL,34787,4076546157,Florida
1330,R,Saxon Crossings,-5,28.909451,-81.266274,2100 Saxon Blvd,Deltona,FL,32725-3251,3865328584,Florida
816,R,Lake Dow,-5,33.437028,-84.121336,920 Highway 81 E,McDonough,GA,30252-2978,7708981213,Georgia
28,R,University Village,-5,27.769137,-82.636334,250 3rd St S,Saint Petersburg,FL,33701-4235,7278221125,Florida
129,R,Kingsway Crossing,-5,27.958672,-82.279136,1220 Kingsway Rd,Brandon,FL,33510-2514,8136547689,Florida
139,R,Dolphin Village,-5,27.722445,-82.738868,4655 Gulf Blvd,St Pete Beach,FL,33706-2405,7273607091,Florida
827,R,Holly Hill,-5,29.261813,-81.051937,1850 Ridgewood Ave,Holly Hill,FL,32117-1738,3866777161,Florida
1725,R,Ola Crossroads,-5,33.437651,-84.039484,3479 Hwy 81 E,McDonough,GA,30252,7703059357,Georgia
1371,R,Pavilion Crossing,-5,27.913133,-82.350032,3863 US Highway 301 S,Riverview,FL,33578-3572,8136267104,Florida
833,R,Cornerstone,-5,28.780968,-81.345396,825 Rinehart Rd,Lake Mary,FL,32746-4867,4073229985,Florida
761,R,Silver Crossing,-5,28.575168,-81.516142,1720 E Silver Star Rd,Ocoee,FL,34761-7014,4075221808,Florida
663,R,Lake Brandon Plaza,-5,27.92135,-82.323675,11255 Causeway Blvd,Brandon,FL,33511-2903,8136558911,Florida
532,R,Brandon Mall,-5,27.935543,-82.297519,939 W Brandon Blvd,Brandon,FL,33511-4905,8136846562,Florida
1793,R,Oak Grove,-5,28.684322,-81.416765,1005 N State Rd 434 Ste 1020,Altamonte Springs,FL,32714,4075511423,Florida
793,R,Plant City Cr,-5,28.02394,-82.150423,2515 Thonotosassa Rd,Plant City,FL,33563-1464,8137196933,Florida
1428,R,Springs Plaza,-5,28.68828,-81.403957,2381 W State Road 434,Longwood,FL,32779-4984,4078659847,Florida
1584,R,Blue Moon Crossing,-5,32.079483,-81.284682,101 Blue Moon Crossing,Pooler,GA,31322,9124501070,Georgia
542,R,Plantation Groves,-5,28.532169,-81.539602,2600 Maguire Rd,Ocoee,FL,34761-4752,4076569343,Florida
1127,R,Lake Mary Collect,-5,28.754217,-81.349663,4195 W Lake Mary Blvd,Lake Mary,FL,32746-2410,4073283055,Florida
1357,R,Golden Eagle Vlg,-5,28.382219,-81.686647,2430 US Highway 27,Clermont,FL,34714,3522435279,Florida
814,R,Bellair Plaza,-5,29.262372,-81.028473,2595 N Atlantic Ave,Daytona Beach,FL,32118-3203,3866773098,Florida
1106,R,Summerport,-5,28.476512,-81.58375,13450 Summerport Village Pkwy,Windermere,FL,34786-7366,4079050199,Florida
1891,R,Shops at Walnut Creek,-5,33.465308,-84.233826,2400 Jonesboro Rd,Hampton,GA,30228,4703699579,Georgia
1541,R,Bay Pointe Plaza,-5,27.720504,-82.680481,5295 34th St S,Saint Petersburg,FL,33711-4517,7278640079,Florida
405,R,Good Homes Plaza,-5,28.55332,-81.506074,8863 W Colonial Dr,Ocoee,FL,34761-6951,4072994550,Florida
1410,R,Lake Gibson S/C,-5,28.129311,-81.972069,6767 US Highway 98 N,Lakeland,FL,33809-6226,8638586861,Florida
667,R,Deltona Landings,-5,28.867777,-81.251969,915 Doyle Rd,Deltona,FL,32725-8254,3865750521,Florida
1321,R,Seville Square,-5,27.718089,-82.673888,3030 54th Ave S,Saint Petersburg,FL,33712-4614,7278642030,Florida
1277,R,Valrico Commons,-5,27.936397,-82.253844,1971 E State Road 60,Valrico,FL,33594-3603,8136574041,Florida
1843,R,Waterleigh Village,-5,28.411785,-81.6364,10650 Avalon Rd,Winter Garden,FL,34787,4075509012,Florida
1816,R,Arbor Springs Plaza,-5,33.450288,-84.703147,4000 N Hwy 29,Newnan,GA,30265,6786336167,Georgia
1668,R,Longwood Hills,-5,28.713746,-81.357524,675 Longwood Hills Rd Unit 1001,Longwood,FL,32750,3212073311,Florida
890,R,Winthrop Twn Ctr,-5,27.891467,-82.317766,11109 Winthrop Market St,Riverview,FL,33578-4252,8136613286,Florida
442,R,Gateway Crossing,-5,28.64536,-81.41161,851 S State Road 434,Altamonte Springs,FL,32714-4811,4075221100,Florida
579,R,Fayette  Pavillion,-5,33.478445,-84.438522,108 Pavilion Pkwy,Fayetteville,GA,30214-4056,7704604100,Georgia
1837,R,Beville Road Shoppes,-5,29.171131,-81.041794,1500 Beville Rd Ste 300,Daytona Beach,FL,32114-5644,3862814623,Florida
1187,R,Dupont Lakes Ctr,-5,28.926781,-81.187748,2783 Elkcam Blvd,Deltona,FL,32738-3427,3867891543,Florida
1661,R,Palm Springs Center,-5,28.665464,-81.373153,503 E Altamonte Dr,Altamonte Springs,FL,32701,3212077128,Florida
742,R,Palm Springs Cr,-5,28.661963,-81.374278,482 E Altamonte Dr Ste 1005,Altamonte Springs,FL,32701-4604,4072609973,Florida
1212,R,Walden Woods S/C,-5,27.990914,-82.119898,2202 James L Redman Pkwy,Plant City,FL,33563-7107,8137522672,Florida
702,R,Town & Country Sq,-5,28.079325,-81.992307,2300 Griffin Rd,Lakeland,FL,33810-6760,8638581146,Florida
684,R,Summer Bay,-5,28.348576,-81.665555,17445 US Highway 192 Ste 11,Clermont,FL,34714-7016,3522430529,Florida
1707,R,Plantation Square,-5,28.111901,-81.945081,5375 N Socrum Loop Rd,Lakeland,FL,33809,8638160246,Florida
1396,R,Lakeside Village,-5,28.446429,-81.561314,7880 Winter Garden Vineland Rd,Windermere,FL,34786-5689,4078760605,Florida
892,R,South Hampton Vlg,-5,33.488299,-84.587187,1512 Highway 74 N,Tyrone,GA,30290-1663,7707742780,Georgia
1681,R,Bloomingdale Square,-5,27.891046,-82.270146,949 E Bloomingdale Ave,Brandon,FL,33511,8136542598,Florida
698,R,Lake Mary Pointe,-5,28.737671,-81.304167,601 Weldon Blvd,Lake Mary,FL,32746-3866,4073217616,Florida
1186,R,Largo Plaza,-5,31.981304,-81.152109,11701 Abercorn St,Savannah,GA,31419-1905,9129254112,Georgia
133,R,The Grove,-5,28.490681,-81.510583,4870 S Apopka Vineland Rd,Orlando,FL,32819-3127,4079098080,Florida
276,R,Metro West Village,-5,28.514923,-81.483533,2435 S Hiawassee Rd,Orlando,FL,32835-6346,4072947104,Florida
547,R,Eagles Landing,-5,33.510538,-84.219986,909 Eagles Landing Pkwy Ste 300,Stockbridge,GA,30281-6398,7703896130,Georgia
1364,R,Pooler Marketplace,-5,32.135132,-81.251148,467 Pooler Pkwy,Pooler,GA,31322-5102,9123307313,Georgia
878,R,Shoppes of Lithia,-5,27.892997,-82.241276,3461 Lithia Pinecrest Rd,Valrico,FL,33596-6302,8136614283,Florida
379,R,Casselberry,-5,28.678747,-81.334042,3385 S US Highway 17/92 Suite 181,Casselberry,FL,32707-2915,4078312020,Florida
712,R,Goolsby Point,-5,27.85215,-82.304125,11667 Boyette Rd,Riverview,FL,33569-5531,8136724353,Florida
1123,R,Deltona Commons,-5,28.879894,-81.177051,605 Courtland Blvd,Deltona,FL,32738-8913,4073215172,Florida
879,R,Berry Town Center,-5,28.311229,-81.669986,2424 Sand Mine Rd,Davenport,FL,33897-3400,8634206455,Florida
1523,R,Rivercrest Commons,-5,27.8335,-82.326788,11460 S US Highway 301,Riverview,FL,33578,8136719121,Florida
1450,R,Westport Square,-5,29.10611,-81.03388,1660 Taylor Rd,Port Orange,FL,32128-6753,3867607332,Florida
768,R,Sunshine Park,-5,29.165189,-81.00142,2400 S Ridgewood Ave,South Daytona,FL,32119-3097,3867569969,Florida
1070,R,Maitland Place,-5,28.628892,-81.362212,242 N Orlando Ave,Maitland,FL,32751-5506,4075990202,Florida
1845,R,Groves,-5,28.572237,-81.405542,2335 N Orange Blossom Trl,Orlando,FL,32804,6892068880,Florida
1400,R,Eastern Shore,-6,30.674052,-87.847998,10179 Eastern Shore Dr,Spanish Fort,AL,36527-5801,2516219065,Alabama
551,R,Orange Lake TC,-5,28.349189,-81.614199,14928 E Orange Lake Blvd,Kissimmee,FL,34747-8210,4072394989,Florida
1799,R,Planters Pointe,-6,30.54868,-87.855794,9867 State Hwy 104,Fairhope,AL,36532-4392,2512796001,Alabama
331,R,Kirkman Oaks,-5,28.495388,-81.461147,4606 S Kirkman Rd,Orlando,FL,32811-2891,4072937673,Florida
1876,R,Big Bend,-5,27.790802,-82.373584,7064 Waterset Blvd,Apollo Beach,FL,33572,,Florida
1259,R,Dunlawton Square,-5,29.126894,-81.002241,3821 S Nova Rd,Port Orange,FL,32127-4950,3867882220,Florida
1488,R,Winter Park Vlg,-5,28.600893,-81.362944,440 N Orlando Ave,Winter Park,FL,32789-2914,4076441204,Florida
1455,R,Daytona Bch Shores,-5,29.166982,-80.979053,3044 S Atlantic Ave,Daytona Beach Shores,FL,32118-6102,3867887773,Florida
1670,R,Alafia Commons,-5,27.852741,-82.256591,5655 Circa Fishhawk Blvd,Lithia,FL,33547,8136540531,Florida
659,R,College Park,-5,28.569975,-81.388433,2015 Edgewater Dr,Orlando,FL,32804-5311,4078720173,Florida
1388,R,Hollieanna S/C,-5,28.59155,-81.36642,741 S Orlando Ave,Winter Park,FL,32789-4844,4076220302,Florida
1439,R,Mktpl/Dr Phillips,-5,28.453548,-81.490169,7524 Dr Phillips Blvd,Orlando,FL,32819-5148,4072269882,Florida
1113,R,Apollo Beach,-5,27.771437,-82.392225,6434 N US Highway 41,Apollo Beach,FL,33572-1804,8136491280,Florida
1864,R,King's Crossing,-5,28.785509,-81.20961,4181 E SR 46,Sanford,FL,32771,4074304035,Florida
1366,R,County Line,-5,27.971067,-82.05546,5140 County Line Rd,Lakeland,FL,33811,8636441376,Florida
741,R,Plaza Venezia,-5,28.448689,-81.486537,7640 W Sand Lake Rd,Orlando,FL,32819-5112,4072263315,Florida
1786,R,Kelleytown Village,-5,33.54836,-84.136969,3500 Hwy 155 N,McDonough,GA,30252,7702888588,Georgia
1032,R,Summerfield,-5,27.793631,-82.333109,13154 US Highway 301 S,Riverview,FL,33578,8137410693,Florida
62,R,Winter Springs,-5,28.69944,-81.26415,1160 E State Road 434,Winter Springs,FL,32708-2715,4073279725,Florida
1738,R,Champions Crossing,-5,28.272998,-81.66028,1200 Champions Dr,Davenport,FL,33897,8634220070,Florida
1285,R,Casselberry Comm,-5,28.627313,-81.319438,1455 State Road 436 Ste 221,Casselberry,FL,32707-6514,4076730162,Florida
