store_number,store_name,street,city,state,zip,latitude,longitude,state_name,brand,updated
24975,ST ROSE/EASTERN,10020 S Eastern,Henderson,NV,89052,36.006667,-115.112948,Nevada,McDonald's,2024-03-31
38459,LAS VEGAS & SILV,9760 S. Las Vegas Blvd.,Las Vegas,NV,89183,36.012571,-115.171984,Nevada,McDonald's,2024-03-31
32190,SOUTH RAINBOW &,6990 S Rainbow Road,Las Vegas,NV,89118,36.061777,-115.241972,Nevada,McDonald's,2024-03-31
39316,ST ROSE/MARYLAND,3452 St Rose Pkwy,Henderson,NV,89052,35.9901,-115.138927,Nevada,McDonald's,2024-03-31
14104,DARWIN,3199 Sw Port Saint Lucie Blvd,Port Saint Lucie,FL,34953-3228,27.24977,-80.376296,Florida,McDonald's,2024-03-31
31799,GATLIN & ROSSER,1740 Sw Gatlin Blvd,Port Saint Lucie,FL,34953,27.264145,-80.401137,Florida,McDonald's,2024-03-31
31281,TRADITION,10604 Village Pkwy,Port Saint Lucie,FL,34987,27.271577,-80.429657,Florida,McDonald's,2024-03-31
7771,RIVERGATE,1080 Se Port St Lucie,Port Saint Lucie,FL,34952,27.271513,-80.318807,Florida,McDonald's,2024-03-31
12161,ST LUCIE WEST,1750 Sw Saint Lucie West Blvd,Port Saint Lucie,FL,34986-2504,27.310904,-80.405492,Florida,McDonald's,2024-03-31
22447,PRIMA VISTA /US,7626 S Federal Hwy,Port St. Lucie,FL,34983,27.326492,-80.319852,Florida,McDonald's,2024-03-31
10717,JENSEN BEACH,3546 Nw Federal Hwy,Jensen Beach,FL,34957-4424,27.245049,-80.272764,Florida,McDonald's,2024-03-31
29871,ST JAMES,5435 St James Dr,Port Saint Lucie,FL,34983,27.354269,-80.356686,Florida,McDonald's,2024-03-31
12095,MARTIN DOWNS,2900 Sw Martin Downs Rd,Palm City,FL,34990,27.17189,-80.29263,Florida,McDonald's,2024-03-31
2087,STUART CENTRAL,970 Se Federal Hwy,Stuart,FL,34994-3703,27.189291,-80.250259,Florida,McDonald's,2024-03-31
1294,ELLISBURG CIRCLE,24 W Marlton Pike,Cherry Hill,NJ,08034,39.914805,-75.012768,New Jersey,McDonald's,2024-03-31
1045,BENSALEM-ST RD,1930 Street Road,Bensalem,PA,19020,40.09647,-74.94585,Pennsylvania,McDonald's,2024-03-31
11384,MT LAUREL/RTE 73,1108 Route 73,Mount Laurel,NJ,08054,39.926642,-74.95555,New Jersey,McDonald's,2024-03-31
420,MT EPHRM-B HORSE,259 S Black Horse Pike,Mount Ephraim,NJ,08059,39.875797,-75.084138,New Jersey,McDonald's,2024-03-31
10467,BROWN/HIGLEY,1158 N Higley,Mesa,AZ,85205-5300,33.436389,-111.719613,Arizona,McDonald's,2024-03-31
19086,MCKELLIPS/POWER,6748 E Mckellips,Mesa,AZ,85215,33.452314,-111.684871,Arizona,McDonald's,2024-03-31
25114,BASELNE/ELLSWTH,2035 S Ellsworth,Mesa,AZ,85212,33.378209,-111.63551,Arizona,McDonald's,2024-03-31
21240,APACHE/ELLSWORTH,9145 E Apache Trail,Mesa,AZ,85207,33.414699,-111.633479,Arizona,McDonald's,2024-03-31
37002,TRAVERSE M,3550 N Digital Dr,Lehi,UT,84043,40.431969,-111.8862,Utah,McDonald's,2024-03-31
40422,LEHI,3643 W 2150 N,Lehi,UT,84043,40.413505,-111.907418,Utah,McDonald's,2024-03-31
17330,LEHI,48 S 850 East,Lehi,UT,84043,40.387786,-111.836162,Utah,McDonald's,2024-03-31
31710,SARATOGA SPRINGS,173 East State Road 73,Saratoga Springs,UT,84043,40.387954,-111.914207,Utah,McDonald's,2024-03-31
5231,SLC-AMERICAN,406 E State,American Fork,UT,84003-2559,40.373917,-111.787621,Utah,McDonald's,2024-03-31
34272,CEDAR HILLS,10180 N 4800 West Street,Cedar Hills,UT,84062,40.416811,-111.773052,Utah,McDonald's,2024-03-31
39605,PONY EXPRE,4137 East Pony Express Pkwy,Eagle Mountain,UT,84005,40.36233,-111.96444,Utah,McDonald's,2024-03-31
32093,I-15 & BANGERTER,13628 South 200 West,Draper,UT,84020,40.503768,-111.897481,Utah,McDonald's,2024-03-31
8209,DRAPER,303 E 12300 S,Draper,UT,84020,40.52721,-111.881274,Utah,McDonald's,2024-03-31
20695,PLEASANT GROVE,312 E State St,Pleasant Grove,UT,84062,40.354858,-111.736152,Utah,McDonald's,2024-03-31
23894,1950 W 12600 S,2002 W 12600 S,Riverton,UT,84065,40.522767,-111.944808,Utah,McDonald's,2024-03-31
36055,STATE ST A,11229 S Auto Mall Dr,Sandy,UT,84092,40.547733,-111.891834,Utah,McDonald's,2024-03-31
15397,BAKE & TRABUCCO,24511 Trabuco Rd,Lake Forest,CA,92630-2161,33.65526,-117.702227,California,McDonald's,2024-03-31
10160,M'VIEJO-ST MARG.,27700 Santa Margarita Pky,Mission Viejo,CA,92691-6653,33.652828,-117.646973,California,McDonald's,2024-03-31
3453,MISON VEJO-TRABC,26902 Trabuco Road,Mission Viejo,CA,92691,33.62162,-117.660675,California,McDonald's,2024-03-31
5628,LK FOREST-BOEING,23742 Rockfield Dr,Lake Forest,CA,92630,33.627804,-117.716232,California,McDonald's,2024-03-31
1772,EL TORO,23861 Bridger Rd,El Toro,CA,92630-3712,33.615974,-117.707878,California,McDonald's,2024-03-31
15292,FOOTHILL RANCH,26692 Portola Pky,Foothill Ranch,CA,92610,33.680638,-117.665353,California,McDonald's,2024-03-31
16133,LAKE FOREST 2,16231 Lake Forest Dr,Irvine,CA,92618,33.629515,-117.726378,California,McDonald's,2024-03-31
16983,LAGUNA HILLS,25192 Cabot Rd,Laguna Hills,CA,92653-5502,33.596693,-117.676123,California,McDonald's,2024-03-31
17847,R SANTA MARG,30672 Santa Margarita Pky,Rancho Santa Margarita,CA,92688,33.643234,-117.595652,California,McDonald's,2024-03-31
11563,LAGUNA NGL,27331 La Paz Rd,Laguna Niguel,CA,92677,33.566074,-117.708221,California,McDonald's,2024-03-31
27923,LADERA RANCH,27612 Antonio Parkway,Ladera Ranch,CA,92694,33.562253,-117.629113,California,McDonald's,2024-03-31
11763,LAGUNA NIGUEL,30305 Street Of The Golden Lantern,Laguna Niguel,CA,92677,33.523415,-117.686165,California,McDonald's,2024-03-31
11326,YPSILANTI/WHITTA,166 James L Hart Pkwy,Ypsilanti,MI,48197,42.224957,-83.618729,Michigan,McDonald's,2024-03-31
18650,PITTSFD/MICHIGAN,5550 W Michigan Ave,Ypsilanti,MI,48197,42.208542,-83.680946,Michigan,McDonald's,2024-03-31
2999,YPSILANTI-ECORSE,16 Ecorse Rd,Ypsilanti,MI,48198-5711,42.240902,-83.599434,Michigan,McDonald's,2024-03-31
3990,YPSILANTI-CRPNTR,3811 Carpenter Rd,Ypsilanti,MI,48197,42.234779,-83.679314,Michigan,McDonald's,2024-03-31
1992,ANN AR-WAST-PITT,4775 Washtenaw Blvd,Ann Arbor,MI,48108,42.251545,-83.665504,Michigan,McDonald's,2024-03-31
3493,BELLEVL-RAWSONVL,2193 Rawsonville Rd,Belleville,MI,48111,42.213932,-83.542725,Michigan,McDonald's,2024-03-31
33298,3325 WASHTENAW (,3325 Washtenaw,Ann Arbor,MI,48104,42.256683,-83.693816,Michigan,McDonald's,2024-03-31
3086,SALINE-MICHIGAN,7847 E Michigan Ave,Saline,MI,48176,42.172192,-83.767563,Michigan,McDonald's,2024-03-31
6229,MILAN-DEXTER RDL,1177 Dexter Street,Milan,MI,48160,42.095345,-83.677002,Michigan,McDonald's,2024-03-31
13841,SALINE & WATERS,3001 Lohr Rd,Ann Arbor,MI,48108,42.242077,-83.765572,Michigan,McDonald's,2024-03-31
5053,BELLEVILLE-VAN,10760 Belleville Road,Belleville,MI,48111,42.223904,-83.485542,Michigan,McDonald's,2024-03-31
11520,ANN ARBOR/PLYMOU,2675 Plymouth,Ann Arbor,MI,48105,42.303082,-83.707802,Michigan,McDonald's,2024-03-31
12981,MICHIGAN & CANTN,45510 Michigan Ave,Canton,MI,48188,42.272385,-83.487991,Michigan,McDonald's,2024-03-31
10950,ANN ARBR/STADIUM,2310 W Stadium Blvd,Ann Arbor,MI,48103,42.276642,-83.777718,Michigan,McDonald's,2024-03-31
26922,BALFOUR RD. & FA,2351 Balfour Rd,Brentwood,CA,94513,37.925691,-121.736362,California,McDonald's,2024-03-31
7570,BRENTWOOD-BRNTWO,7455 Brentwood Blvd,Brentwood,CA,94513-2026,37.947033,-121.696442,California,McDonald's,2024-03-31
26085,HWY 4 & BIXLER R,14896 Highway 4,Discovery Bay,CA,94514,37.889664,-121.620674,California,McDonald's,2024-03-31
2899,HWY 5,9502 Hwy 5,Douglasville,GA,30135,33.724514,-84.762733,Georgia,McDonald's,2024-03-31
31238,"DOUGLASVILLE, GA",2726 Chapel Hill Rd,Douglasville,GA,30135-1704,33.730942,-84.736538,Georgia,McDonald's,2024-03-31
10912,FAIRBURN RD/DGVL,6072 Fairburn Rd,Douglasville,GA,30134-2373,33.750694,-84.731331,Georgia,McDonald's,2024-03-31
26643,"LEE RD,DOUGLASVI",2805 Lee Rd,Lithia Springs,GA,30122-3368,33.733526,-84.668992,Georgia,McDonald's,2024-03-31
31712,MIRROR LAKE GA,2480 Mirror Lake Blvd,Villa Rica,GA,30180,33.733176,-84.900504,Georgia,McDonald's,2024-03-31
36973,LANSDOWNE BALTIM,201 E Baltimore Ave,Lansdowne,PA,19050,39.940011,-75.264559,Pennsylvania,McDonald's,2024-03-31
3004,DARBY-MCDADE,101 S Mcdade Blvd,Darby,PA,19023,39.920196,-75.26436,Pennsylvania,McDonald's,2024-03-31
31333,LINDBERGH PLAZA,7700 Island Ave,Philadelphia,PA,19153,39.903164,-75.239145,Pennsylvania,McDonald's,2024-03-31
12669,LANSDOWN & STATE,1891 S State Rd,Upper Darby,PA,19082,39.959791,-75.287515,Pennsylvania,McDonald's,2024-03-31
922,CLFTN HTS-BALT,531 Baltimore Pike,Clifton Heights,PA,19018,39.926325,-75.306877,Pennsylvania,McDonald's,2024-03-31
1643,HOLMES-MACDADA,2711 Mac Dade Blvd,Holmes,PA,19043,39.900275,-75.30403,Pennsylvania,McDonald's,2024-03-31
26834,PILGRIM GARDENS,5008 Township Line Rd,Drexel Hill,PA,19026,39.955992,-75.321084,Pennsylvania,McDonald's,2024-03-31
10749,HAVERTWN/WESTCHE,1232 Westchester Pike,Havertown,PA,19083,39.972507,-75.318433,Pennsylvania,McDonald's,2024-03-31
20035,CHESTER PIKE,800 Chester Pike,Prospect Park,PA,19076,39.881886,-75.306348,Pennsylvania,McDonald's,2024-03-31
20871,ROUTES 320 & 3,2601 W Chester Pike,Broomall,PA,19008,39.982434,-75.361434,Pennsylvania,McDonald's,2024-03-31
10707,WOODLYN/MAC DADE,1253 Mcdade Blvd,Woodlyn,PA,19094,39.878701,-75.344206,Pennsylvania,McDonald's,2024-03-31
10698,ROSEMONT/LANCAST,1257 Lancaster Ave,Bryn Mawr,PA,19010,40.026812,-75.328408,Pennsylvania,McDonald's,2024-03-31
18170,NO WOODBURY,444 N Broad St,Woodbury,NJ,08096,39.842786,-75.149011,New Jersey,McDonald's,2024-03-31
24569,EDDYSTONE,1576 Chester Pike,Eddystone,PA,19022,39.865832,-75.341757,Pennsylvania,McDonald's,2024-03-31
6041,PAULSBORO,43 Borrelli Blvd,Paulsboro,NJ,08066,39.820476,-75.236987,New Jersey,McDonald's,2024-03-31
653,WOODBURY HTS-EVE,201 S Evergreen Ave,Woodbury Heights,NJ,08097,39.825172,-75.159437,New Jersey,McDonald's,2024-03-31
1409,W CONSHO-MOOREHD,114 Moorehead Ave,West Conshohocken,PA,19428,40.067948,-75.311567,Pennsylvania,McDonald's,2024-03-31
2607,BROOKHAVEN,4206 Edgemont Ave,Brookhaven,PA,19015,39.872876,-75.389796,Pennsylvania,McDonald's,2024-03-31
232,DEN-BRENTWOOD,1905 S Federal Blvd,Denver,CO,80219-5509,39.681991,-105.025599,Colorado,McDonald's,2024-03-31
23157,ALAMEDA & FED,2850 W Alameda,Denver,CO,80219,39.710688,-105.023508,Colorado,McDonald's,2024-03-31
10760,DENVER/SANTA FE,1395 Santa Fe,Denver,CO,80223-3233,39.691149,-104.992785,Colorado,McDonald's,2024-03-31
7299,LAKEWD-W ALAMEDA,6801 West Alameda,Lakewood,CO,80226-3301,39.711543,-105.072598,Colorado,McDonald's,2024-03-31
20128,WADS & JEWELL,1888 S Wadsworth Blvd,Lakewood,CO,80226,39.683235,-105.080745,Colorado,McDonald's,2024-03-31
13099,ALAMEDA &LINCOLN,300 S Broadway,Denver,CO,80209,39.710908,-104.986929,Colorado,McDonald's,2024-03-31
2980,DENVER-DARTMOUTH,5550 W Dartmouth Ave,Denver,CO,80227-5504,39.655341,-105.055381,Colorado,McDonald's,2024-03-31
7070,SHERIDAN-FEDERAL,3601 S Federal,Englewood,CO,80110-3212,39.651268,-105.026156,Colorado,McDonald's,2024-03-31
4032,DEN-W. COLFAX,4020 W Colfax,Denver,CO,80204-1462,39.740108,-105.039751,Colorado,McDonald's,2024-03-31
23659,COLFAX/OSAGE,1350 W Colfax,Denver,CO,80204,39.73965,-105.004633,Colorado,McDonald's,2024-03-31
11370,EDGEWATER/17TH,1701 Sheridan Blvd,Edgewater,CO,80214-1323,39.744367,-105.053779,Colorado,McDonald's,2024-03-31
6009,ENGLEWOOD,630 West Hampden Avenue,Englewood,CO,80110-2114,39.652873,-104.995481,Colorado,McDonald's,2024-03-31
434,DEN-PENCOL,505 E Colfax Ave,Denver,CO,80203-2017,39.740205,-104.980795,Colorado,McDonald's,2024-03-31
25575,LITTLETON,2700 W Belleview,Littleton,CO,80120,39.623536,-105.021228,Colorado,McDonald's,2024-03-31
31101,KIPLING & COLFAX,10000 W Colfax Ave,Lakewood,CO,80215,39.739733,-105.109946,Colorado,McDonald's,2024-03-31
2668,DEN-JULIAN,3320 W 38th Ave,Denver,CO,80211-1910,39.769114,-105.030666,Colorado,McDonald's,2024-03-31
34751,"ALAMEDA & UNION,",12017 W Alameda Parkway,Lakewood,CO,80228,39.709213,-105.134679,Colorado,McDonald's,2024-03-31
6389,DEN-SANTA FE,5858 S Santa Fe,Littleton,CO,80120,39.610991,-105.020653,Colorado,McDonald's,2024-03-31
16910,38TH & WADSWORTH,3902 Wadsworth Blvd,Wheat Ridge,CO,80033,39.771843,-105.081006,Colorado,McDonald's,2024-03-31
10392,S.W. COMMONS S.C,8500 Crestline Ave,Denver,CO,80123,39.615994,-105.092012,Colorado,McDonald's,2024-03-31
20480,BELLVIEW & KIPLI,10177 W Progress,Littleton,CO,80127,39.622911,-105.111319,Colorado,McDonald's,2024-03-31
10737,DENVER/WASHINGTO,4490 Washington St,Denver,CO,80216-3545,39.777861,-104.978743,Colorado,McDonald's,2024-03-31
11097,DENVER/FEDERAL,5085 N Federal Blvd,Denver,CO,80221,39.789011,-105.025897,Colorado,McDonald's,2024-03-31
5819,LITTLETON-BROADW,6300 S Broadway,Littleton,CO,80120,39.602029,-104.987548,Colorado,McDonald's,2024-03-31
3277,DENVER-COLORADO,3350 Colorado Blvd,Denver,CO,80205-3810,39.763696,-104.940086,Colorado,McDonald's,2024-03-31
6440,GOLDEN-YOUNGFLD,2881 Youngfield Street,Golden,CO,80401-2267,39.757693,-105.142863,Colorado,McDonald's,2024-03-31
15661,53RD & WADSWORTH,5235 N Wadsworth,Arvada,CO,80002,39.793261,-105.080799,Colorado,McDonald's,2024-03-31
13862,58TH/WASHINGTON,5750 N Washington St,Denver,CO,80216,39.801588,-104.977435,Colorado,McDonald's,2024-03-31
6395,ARVADA-58TH AVE,9825 W 58th Ave,Arvada,CO,80002-2011,39.802416,-105.107414,Colorado,McDonald's,2024-03-31
26594,CENTRAL PARK,3790 Quebec St,Denver,CO,80238,39.769024,-104.902018,Colorado,McDonald's,2024-03-31
6616,ARVADA-66TH,6590 N Wadsworth,Arvada,CO,80003,39.816206,-105.080719,Colorado,McDonald's,2024-03-31
10561,LITTLETON-BROADW,8011 S Broadway,Littleton,CO,80122-2716,39.570467,-104.989045,Colorado,McDonald's,2024-03-31
6010,GOLDEN-GOLDEN AV,17500 S Golden Rd,Golden,CO,80401-2694,39.739444,-105.197302,Colorado,McDonald's,2024-03-31
19476,WADS/CHATFIELD,8286 S Wadsworth Blvd,Littleton,CO,80123,39.566621,-105.081744,Colorado,McDonald's,2024-03-31
11866,72ND & SHERIDAN,5155 W 72nd,Westminster,CO,80030-5137,39.827692,-105.052699,Colorado,McDonald's,2024-03-31
6444,WESTMINSTER-FEDR,7400 Federal Blvd,Westminster,CO,80030-4905,39.831251,-105.024407,Colorado,McDonald's,2024-03-31
5562,COMMERCE CITY,6050 Parkway Drive,Commerce City,CO,80022-3250,39.806484,-104.929661,Colorado,McDonald's,2024-03-31
21028,C470 KEN C,7509 S Alkire St,Littleton,CO,80127,39.580089,-105.134199,Colorado,McDonald's,2024-03-31
35910,"EDINBURGH, CHESA",209 Hillcrest Parkway,Chesapeake,VA,23322,36.655283,-76.231613,Virginia,McDonald's,2024-03-31
7732,OAKLD FOREST,3073 West Oakland Park Boulevard,Oakland Park,FL,33311,26.165777,-80.185445,Florida,McDonald's,2024-03-31
26690,EAST SUNRISE REL,300 E Sunrise Blvd,Fort Lauderdale,FL,33304,26.136633,-80.140981,Florida,McDonald's,2024-03-31
904,OAKLAND PARK,265 W Oakland Park Blvd,Oakland Park,FL,33311,26.166799,-80.148806,Florida,McDonald's,2024-03-31
2533,LAUDERDALE LAKES,4398 North State Road 7,Lauderdale Lakes,FL,33309,26.179883,-80.203091,Florida,McDonald's,2024-03-31
6712,EXECUTIVE,950 W Commercial Blvd,Fort Lauderdale,FL,33309,26.188047,-80.156033,Florida,McDonald's,2024-03-31
2011,CORAL RIDGE-FDRL,2700 N Federal Hwy,Fort Lauderdale,FL,33306,26.16126,-80.115819,Florida,McDonald's,2024-03-31
681,CMRCL,1352 E Commercial,Fort Lauderdale,FL,33334,26.188694,-80.128907,Florida,McDonald's,2024-03-31
5002,CYPRESS-POWERLIN,929 Nw 62nd St,Fort Lauderdale,FL,33309,26.203597,-80.156757,Florida,McDonald's,2024-03-31
13565,GALT OCEAN MILE,4032 N Ocean Blvd,Fort Lauderdale,FL,33308,26.177289,-80.098677,Florida,McDonald's,2024-03-31
12885,MCNAB & ROCK ISL,7200 W Mcnab Road,North Lauderdale,FL,33068,26.207843,-80.221505,Florida,McDonald's,2024-03-31
7253,BAY COLONY,6360 North Federal Hwy,Fort Lauderdale,FL,33308,26.206575,-80.107533,Florida,McDonald's,2024-03-31
3555,TAMARAC,7600 Nw 57th Street,Tamarac,FL,33321,26.194323,-80.25267,Florida,McDonald's,2024-03-31
24106,PALM AIRE,1 Sw 26th Avenue,Pompano Beach,FL,33069,26.230478,-80.157156,Florida,McDonald's,2024-03-31
10397,PINE ISLAND,4301 Pine Island Road,Sunrise,FL,33351-6045,26.177102,-80.268358,Florida,McDonald's,2024-03-31
10671,MARGATE,5367 W Atlantic Blvd,Margate,FL,33063,26.235801,-80.199271,Florida,McDonald's,2024-03-31
5990,SOUTHGATE,7520 Southgate Blvd,North Lauderdale,FL,33068,26.227825,-80.225576,Florida,McDonald's,2024-03-31
36313,ATLANTIC EXTENSI,1490 Nw 31 Ave,Pompano Beach,FL,33069,26.244735,-80.164269,Florida,McDonald's,2024-03-31
27555,COMM'L & 94TH AV,9220 W Commercial Blvd,Sunrise,FL,33351-4300,26.193209,-80.273378,Florida,McDonald's,2024-03-31
1585,A & F,2025 E Atlantic Blvd,Pompano Beach,FL,33060,26.232016,-80.103647,Florida,McDonald's,2024-03-31
17009,OAKLAND & HIATUS,10901 W Oakland Park Blvd,Sunrise,FL,33351,26.169387,-80.295706,Florida,McDonald's,2024-03-31
10836,NTIC/UNIV.,630 University Dr,Coral Springs,FL,33071,26.238756,-80.25548,Florida,McDonald's,2024-03-31
6603,PINE ISL,8375 Pine Island Rd,Tamarac,FL,33321,26.227867,-80.27021,Florida,McDonald's,2024-03-31
24636,COPANS RD. & I -,320 Nw 24th Street,Pompano Beach,FL,33060,26.260086,-80.127606,Florida,McDonald's,2024-03-31
10901,COCONUT CREEK,4200 W Sample Rd,Coconut Creek,FL,33073,26.273285,-80.182739,Florida,McDonald's,2024-03-31
4112,SAMPLE RD,630 W Sample Rd,Pompano Beach,FL,33064,26.274442,-80.132356,Florida,McDonald's,2024-03-31
3170,CORAL SPRGS,7751 W Sample Rd,Coral Springs,FL,33065,26.272624,-80.229268,Florida,McDonald's,2024-03-31
1013,NORTH POMPANO,3091 N Federal Hwy,Pompano Beach,FL,33064,26.268923,-80.098918,Florida,McDonald's,2024-03-31
27234,WILES ROAD & 441,4480 N Sr 7,Coconut Creek,FL,33073,26.284873,-80.201248,Florida,McDonald's,2024-03-31
5945,MILL CREEK,16320 Bothell Everett Hwy,Mill Creek,WA,98012,47.849983,-122.218353,Washington,McDonald's,2024-03-31
17875,THOMAS LK CTR,3316 132nd St Se,Mill Creek,WA,98012-5654,47.877649,-122.187514,Washington,McDonald's,2024-03-31
13373,CLEARVIEW-SNOHO,17422 Hwy 9 Se,Snohomish,WA,98296,47.837723,-122.124521,Washington,McDonald's,2024-03-31
7026,PUGET PARK,530 128th Street Sw,Everett,WA,98204-7310,47.88147,-122.241384,Washington,McDonald's,2024-03-31
22654,FILBERT,2608 196th St Sw,Lynnwood,WA,98036,47.820426,-122.268581,Washington,McDonald's,2024-03-31
11100,LAKE SERENE,14923 Hwy 99,Lynnwood,WA,98037-2315,47.862703,-122.282586,Washington,McDonald's,2024-03-31
20254,LYNNWOOD-176TH,17531 Hwy 99,Lynnwood,WA,98037,47.839551,-122.29827,Washington,McDonald's,2024-03-31
14102,LYNNWOODSQ 44TH,19808 44th Ave W,Lynnwood,WA,98036,47.818983,-122.293026,Washington,McDonald's,2024-03-31
10831,EVERETT/MALLWAY,316 S Everett Mall Way,Everett,WA,98204-2782,47.908213,-122.226905,Washington,McDonald's,2024-03-31
13759,HARBOUR POINTE,3717 Harbour Pointe Blvd Sw,Mukilteo,WA,98275,47.890429,-122.284668,Washington,McDonald's,2024-03-31
23463,EVERGREEN,7920 Evergreen Way,Everett,WA,98203,47.925795,-122.225411,Washington,McDonald's,2024-03-31
20783,EDMONDS #2,21420 Hwy 99,Edmonds,WA,98026,47.804376,-122.328965,Washington,McDonald's,2024-03-31
10163,MT LK TERRACE,20227 Ballinger Way Ne,Seattle,WA,98155-1143,47.77579,-122.312002,Washington,McDonald's,2024-03-31
5583,SNOHOMISH,917 Ave D,Snohomish,WA,98290-2336,47.923324,-122.097264,Washington,McDonald's,2024-03-31
10955,EVERETT-COLBY,4020 Colby Ave,Everett,WA,98201-4929,47.963696,-122.208497,Washington,McDonald's,2024-03-31
4637,EDMONDS-EDMNDSWY,10124 Edmonds Way,Edmonds,WA,98020-5130,47.791032,-122.368853,Washington,McDonald's,2024-03-31
14447,EVERETT-BROADWAY,2001 Everett Ave,Everett,WA,98201-3650,47.982239,-122.202576,Washington,McDonald's,2024-03-31
1022,SEATTLE-AURORA,15201 Aurora Ave N,Shoreline,WA,98133-6123,47.738646,-122.345756,Washington,McDonald's,2024-03-31
2615,SN JUAN-CAP,31822 Del Obispo Ave,San Juan Capistrano,CA,92675-3204,33.500713,-117.659386,California,McDonald's,2024-03-31
7214,DANA PT-SOUTH CO,34277 South Pacific Coast Highway,Dana Point,CA,92629-2823,33.465313,-117.689796,California,McDonald's,2024-03-31
2662,SAN CLMTE-PICO,650 Ave Pico,San Clemente,CA,92672,33.439518,-117.620132,California,McDonald's,2024-03-31
11141,P. SPRGS/P. SPRG,4021 Powder Springs Rd,Powder Springs,GA,30127,33.858486,-84.671374,Georgia,McDonald's,2024-03-31
16734,HIRAM,4286 Jimmy Lee Smith Pky,Hiram,GA,30141,33.89172,-84.756926,Georgia,McDonald's,2024-03-31
34268,"AUSTELL, GA-E/W",3677 Marathon Circle,Austell,GA,30106,33.865749,-84.626015,Georgia,McDonald's,2024-03-31
12866,DALLAS HWY/POWDE,5115 Dallas Hwy,Powder Springs,GA,30127,33.940251,-84.701912,Georgia,McDonald's,2024-03-31
11774,AUSTELL AU,4065 Austell Road,Austell,GA,30106,33.855584,-84.60163,Georgia,McDonald's,2024-03-31
5306,DALLAS - US 278,1125 Merchants Drive,Dallas,GA,30132,33.91114,-84.8022,Georgia,McDonald's,2024-03-31
31679,"MABLETON, GA - F",4860 Floyd Road Sw,Mableton,GA,30126,33.835681,-84.57679,Georgia,McDonald's,2024-03-31
10232,MARI/POWDER SPGS,1195 Powder Sprgs Rd,Marietta,GA,30064,33.9234,-84.575376,Georgia,McDonald's,2024-03-31
10621,LITHIA SPRGS/THR,834 Thornton Rd,Lithia Springs,GA,30122,33.781591,-84.609331,Georgia,McDonald's,2024-03-31
23892,HIRAM,3036 Villa Rica Highway,Dallas,GA,30132,33.867816,-84.842275,Georgia,McDonald's,2024-03-31
31610,"ACWORTH, GA - MA",1855 Mars Hill Rd,Acworth,GA,30101,34.000205,-84.70491,Georgia,McDonald's,2024-03-31
6824,MARIETTA-WHITLCK,778 Whitlock Ave,Marietta,GA,30064,33.952435,-84.575333,Georgia,McDonald's,2024-03-31
35635,S  COBB AN,3260 S Cobb Drive,Smyrna,GA,30080,33.876029,-84.53204,Georgia,McDonald's,2024-03-31
31502,"DALLAS, GA - 92",8872 Dallas Acworth Highway,Dallas,GA,30132,34.011247,-84.753871,Georgia,McDonald's,2024-03-31
654,SN JOSE-HWY 85,1150 S De Anza Blvd,San Jose,CA,95129-3629,37.303898,-122.031822,California,McDonald's,2024-03-31
3769,CUPERTINO-STELNG,10990 N Stelling Rd,Cupertino,CA,95014,37.337227,-122.040985,California,McDonald's,2024-03-31
2419,SUNNYVL-EAST ECR,556 E El Camino Real,Sunnyvale,CA,94086,37.362938,-122.027153,California,McDonald's,2024-03-31
12580,STVNS CRK/LWRNCE,5122 Stevens Creek Blvd,San Jose,CA,95129,37.322662,-121.992832,California,McDonald's,2024-03-31
1008,S. CLARA/HMSTEAD,3509 Home Stead Rd,Santa Clara,CA,95051-5116,37.338303,-121.993866,California,McDonald's,2024-03-31
1528,MT VIEW-EL MONTE,952 El Monte Ave,Mountain View,CA,94040-2355,37.391403,-122.096405,California,McDonald's,2024-03-31
37235,SUNNYVALE-MTHLDA,696 N Mathilda Ave,Sunnyvale,CA,94085,37.393509,-122.028837,California,McDonald's,2024-03-31
16328,MT VIEW,1060 Rengstorff Ave,Mountain View,CA,94043,37.41941,-122.093608,California,McDonald's,2024-03-31
3094,PALO ALTO-CAMINO,3128 El Camino Real,Palo Alto,CA,94306-2211,37.421143,-122.139534,California,McDonald's,2024-03-31
7100,OAKLND-E 14TH/98,9725 E 14th St,Oakland,CA,94603-2509,37.744392,-122.171135,California,McDonald's,2024-03-31
11834,OAKLAND-COLISEUM,640 Hegenberger Rd,Oakland,CA,94621-1914,37.745892,-122.195553,California,McDonald's,2024-03-31
23467,FOOTHILL,7300 Bancroft Avenue,Oakland,CA,94605,37.768189,-122.174145,California,McDonald's,2024-03-31
10235,OAKLND/14TH&64TH,6300 East 14th Street,Oakland,CA,94621-3826,37.763855,-122.196098,California,McDonald's,2024-03-31
6765,SN RAM/SN RM BLV,2481 San Ramon Valley Rd,San Ramon,CA,94583-1601,37.774364,-121.97654,California,McDonald's,2024-03-31
14401,HIGH OAKLAND,4010 Alameda Ave,Oakland,CA,94601,37.768325,-122.223462,California,McDonald's,2024-03-31
1870,INDIO-HWY 111,81-544 Highway 111,Indio,CA,92201-5411,33.708332,-116.241814,California,McDonald's,2024-03-31
31948,"COACHELLA,AVE 48",83131 Avenue 48,Coachella,CA,92236,33.700041,-116.214179,California,McDonald's,2024-03-31
