store_id,store_name,address,city,zip,state,region,phone,url,latitude,longitude,state_name,brand
NJ059,Causeway Hyundai,405 Route 72 West,Manahawkin,08050,NJ,EA,609-597-8083,www.causewayhyundai72.com,39.6826375,-74.2441784,New Jersey,Hyundai
NJ064,Burlington Hyundai,4393 Route 130 South,Burlington,08016,NJ,EA,609-871-2800,www.hyundaiofburlington.com,40.0558967590332,-74.89031982421875,New Jersey,Hyundai
NJ039,Burns Hyundai,500 W. Route 70,Marlton,08053,NJ,EA,856-983-3700,www.burnshyundai.com,39.894942,-74.9357829,New Jersey,Hyundai
PA079,Faulkner Hyundai,11500 Roosevelt Boulevard,Philadelphia,19116,PA,EA,215-904-4200,www.faulknerhyundaiphilly.com,40.1027363,-75.0061581,Pennsylvania,Hyundai
PA094,Hyundai Of Abington,1645 Easton Road,Willow Grove,19090,PA,EA,215-887-1800,www.hyundaiofabington.com,40.13504791259766,-75.122802734375,Pennsylvania,Hyundai
NJ040,Hyundai Of Turnersville,3400 Route 42,Turnersville,08012,NJ,EA,856-629-4500,www.hyundaiofturnersville.com,39.7580147,-75.0473038,New Jersey,Hyundai
NJ062,Sport Hyundai,6831 Black Horse Pike,Egg Harbor Township,08234,NJ,EA,609-646-1200,www.sporthyundai.net,39.39495086669922,-74.54527282714844,New Jersey,Hyundai
PA039,Fred Beans Hyundai,4465 West Swamp Road,Doylestown,18902,PA,EA,215-345-8200,www.fredbeanshyundai.com,40.3335775,-75.1370258,Pennsylvania,Hyundai
PA003,Pacifico Hyundai,6715 Essington Ave.,Philadelphia,19153,PA,EA,215-365-0300,www.pacificohyundai.com,39.9125446,-75.2223109,Pennsylvania,Hyundai
PA065,Conicelli Hyundai,1208 Ridge Pike,Conshohocken,19428,PA,EA,610-832-7911,www.conicellihyundai.com,40.1029326,-75.3073343,Pennsylvania,Hyundai
PA034,Springfield Hyundai,754 Baltimore Pike,Springfield,19064,PA,EA,610-690-4604,www.springfieldhyundai.com,39.918676,-75.331753,Pennsylvania,Hyundai
NJ067,Vineland Hyundai,1935 North Second Street,Millville,08332,NJ,EA,877-658-9619,www.vinelandhyundai.com,39.41965866088867,-75.03765869140625,New Jersey,Hyundai
PA070,Ciocca Hyundai,550 S. West End Blvd.,Quakertown,18951,PA,EA,215-536-2700,www.cioccahyundai.com,40.4310427,-75.3508445,Pennsylvania,Hyundai
PA085,Brown-daub Hyundai,3901 Hecktown Road,Easton,18045,PA,EA,610-829-1008,www.browndaubhyundai.com,40.6848207,-75.2344605,Pennsylvania,Hyundai
CA01O,Hyundai Of Downtown Los Angeles,3850 S Figueroa Street,Los Angeles,90037,CA,WE,213-234-5333,www.hyundaioflosangeles.com,34.01248550415039,-118.2823486328125,California,Hyundai
CA296,Downey Hyundai,7550 Firestone Blvd,Downey,90241,CA,WE,562-231-0100,www.downeyhyundai.com,33.9462221,-118.1456535,California,Hyundai
CA01L,Hyundai Of Glendale,411 South Brand Blvd,Glendale,91204,CA,WE,818-243-4110,www.glendalehyundai.com,34.14081192016602,-118.2553100585938,California,Hyundai
CA335,South Bay Hyundai,20433 Hawthorne Boulevard,Torrance,90503,CA,WE,424-456-2030,www.sbhyundai.com,33.8458796,-118.3543354,California,Hyundai
CA01P,Hyundai Carson,2205 E. 223 Street,Carson,90810,CA,WE,310-971-2114,www.hyundaicarson.com,33.82523345947266,-118.2343444824219,California,Hyundai
CA01S,Hyundai Santa Monica,1100 Santa Monica Blvd,Santa Monica,90401,CA,WE,310-255-6000,www.hyundaisantamonica.com,34.02178192138672,-118.4879684448242,California,Hyundai
CA01E,Harbor Hyundai,3720 Cherry Ave,Long Beach,90807,CA,WE,562-304-2222,www.harbor-hyundai.com,33.8249397277832,-118.1668930053711,California,Hyundai
CA323,Norm Reeves Hyu Superstore Cerritos,10901 183Rd Street,Cerritos,90703,CA,WE,562-405-3505,www.normreeveshyundai.com,33.8603653,-118.098943,California,Hyundai
CA01M,Cardinaleway Hyundai Of El Monte,3462 Peck Road,El Monte,91731,CA,WE,626-534-0288,www.cardinalewayhyundaiofelmonte.com,34.06997680664063,-118.0260162353516,California,Hyundai
CA393,Keyes Hyundai Of Van Nuys,5700 Van Nuys Boulevard,Van Nuys,91401,CA,WE,747-233-7900,www.keyeshyundai.com,34.17514,-118.448165,California,Hyundai
CA321,Puente Hills Hyundai,17621 Gale Avenue,City Of Industry,91748,CA,WE,626-581-5300,www.phhyundai.com,33.9971485,-117.9214641,California,Hyundai
CA400,Keyes Hyundai Of Mission Hills,10240 Sepulveda Boulevard,Mission Hills,91345,CA,WE,818-221-4000,www.mhhyundai.com,34.2565,-118.4668,California,Hyundai
CA375,Garden Grove Hyundai,9898 Trask Avenue,Garden Grove,92844,CA,WE,714-741-3100,www.gardengrovehyundai.com,33.7663974,-117.9559283,California,Hyundai
CA376,Huntington Beach Hyundai,16751 Beach Boulevard,Huntington Beach,92647,CA,WE,714-594-1000,www.huntingtonbeachhyundai.com,33.7197849,-117.9900164,California,Hyundai
CA01B,Cardinale Way Hyundai Of Glendora,1253 South Lone Hill Ave.,Glendora,91740,CA,WE,909-394-3500,www.cardinalewayhyundaiglendora.com,34.11723939931728,-117.8299950952307,California,Hyundai
CA377,Anaheim Hyundai,1271 Auto Center Drive,Anaheim,92806,CA,WE,714-956-1820,www.hyundaiofanaheim.com,33.816121,-117.8733133,California,Hyundai
CA325,Tustin Hyundai,16 Auto Center Drive,Tustin,92782,CA,WE,714-647-2000,www.tustinhyundai.com,33.7265654,-117.7975163,California,Hyundai
CA01R,Autonation Hyundai Valencia,24135 Creekside Road,Santa Clarita,91355,CA,WE,661-485-5263,www.autonationhyundaivalencia.com,34.42169189453125,-118.5581283569336,California,Hyundai
CA384,Westlake Hyundai,3610 E. Thousand Oaks Boulevard,Thousand Oaks,91362,CA,WE,805-719-4380,www.westlakehyundai.com,34.163668,-118.8304245,California,Hyundai
CA300,Cardinaleway Hyundai,2525 Wardlow Road,Corona,92882,CA,WE,951-271-3333,www.cardinalewayhyundai.com,33.8829309,-117.613832,California,Hyundai
CA317,Tuttle Click Hyundai,38 Auto Center Drive,Irvine,92618,CA,WE,949-472-7400,www.tuttleclickhyundai.com,33.634226,-117.723463,California,Hyundai
CA121,Ontario Hyundai,1307 Kettering Loop,Ontario,91761,CA,WE,909-390-8484,www.ontariohyundai.com,34.050241,-117.5474107,California,Hyundai
CA01H,Diamond Hyundai Palmdale,421 Auto Center Drive,Palmdale,93551,CA,WE,661-947-6000,www.diamondhyundaipalmdale.com,34.59152221679688,-118.1366806030273,California,Hyundai
CA01A,Laguna Niguel Hyundai,28432 Camino Capistrano,Laguna Niguel,92677,CA,WE,949-485-3740,www.lagunaniguelhyundai.com,33.54943084716797,-117.6735305786133,California,Hyundai
CA01D,Fontana Hyundai,16850 S Highland Ave,Fontana,92336,CA,WE,909-371-1850,www.fontanahyundai.com,34.13381195068359,-117.4368286132813,California,Hyundai
CA197,Riverside Hyundai,8001 Auto Drive,Riverside,92504,CA,WE,951-688-9420,www.riversidehyundai.net,33.9291142,-117.4132142,California,Hyundai
CA359,Alexander Hyundai Of Oxnard,1600 Auto Center Drive,Oxnard,93036,CA,WE,805-751-4680,www.oxnardhyundai.com,34.226527,-119.154863,California,Hyundai
CA309,Hyundai Inland Empire,25072 Redlands Blvd,Loma Linda,92354,CA,WE,909-796-1600,www.iehyundai.com,34.0641813,-117.2568779,California,Hyundai
CA01U,Premier Hyundai Of Moreno Valley,27500 Eucalyptus Ave,Moreno Valley,92555,CA,WE,909-316-0101,www.hyundaiofmorenovalley.com,33.93814086914063,-117.1835479736328,California,Hyundai
CA253,Victorville Hyundai,14821 Palmdale Road,Victorville,92392,CA,WE,760-241-3801,www.victorvillehyundai.com,34.5061486,-117.3404264,California,Hyundai
CA366,Temecula Hyundai,27430 Ynez Road,Temecula,92591,CA,WE,951-699-6807,www.temeculahyundai.com,33.5128355,-117.1518402,California,Hyundai
CA134,Gosch Hyundai,100 Carriage Circle,Hemet,92545,CA,WE,951-658-3188,www.goschhyundai.com,33.7407745,-117.0297426,California,Hyundai
CA01T,Autonation Hyundai Carlsbad,5285 Car Country Drive,Carlsbad,92008,CA,WE,760-929-4900,www.autonationhyundaicarlsbad.com,33.13268280029297,-117.3241119384766,California,Hyundai
CA379,Hyundai Of Escondido,233 Lincoln Park Way,Escondido,92026,CA,WE,760-294-2300,www.hyundaiescondido.com,33.1173912,-117.1112854,California,Hyundai
CA391,Bakersfield Hyundai,5300 Wible Road,Bakersfield,93313,CA,WE,661-834-5300,www.bakersfieldhyundai.com,35.30673771200713,-119.0379277144786,California,Hyundai
CA01C,Pedder Hyundai Of Poway,13864 Poway Road,Poway,92064,CA,WE,858-878-0012,www.powayhyundai.com,32.95685958862305,-117.0291748046875,California,Hyundai
CA340,Palm Springs Hyundai,3919 East Palm Canyon,Palm Springs,92264,CA,WE,760-202-8888,www.palmspringshyundai.com,33.794665,-116.503298,California,Hyundai
CA282,Kearny Mesa Hyundai,4670 Convoy Street,San Diego,92111,CA,WE,858-308-0500,www.kearnymesahyundai.com,32.8284136,-117.1533049,California,Hyundai
CA389,Hyundai Of El Cajon,1385 E. Main Street,El Cajon,92021,CA,WE,619-499-5446,www.hyundaiofelcajon.com,32.798611,-116.931306,California,Hyundai
CA01V,Dalton Hyundai National City,3150 National City Blvd.,National City,91950,CA,WE,619-474-5502,www.hyundaidalton.com,32.65529251098633,-117.099494934082,California,Hyundai
CA311,Hyundai Of La Quinta,79025 Highway 111,La Quinta,92253,CA,WE,760-564-5070,www.hyundaioflaquinta.com,33.7071608,-116.2855799,California,Hyundai
CA349,Winn Hyundai Of Santa Maria,800 West Main Street,Santa Maria,93458,CA,WE,805-349-8500,www.winnhyundai.net,34.952426,-120.445376,California,Hyundai
CA388,Hyundai San Luis Obispo,1407 Auto Park Way,San Luis Obispo,93405,CA,WE,805-781-6381,www.hyundaislo.com,35.251046,-120.682425,California,Hyundai
CA01J,Visalia Hyundai,220 S. Ben Maddox Way,Visalia,93291,CA,WE,559-733-3325,www.visaliahyundai.com,36.3287467956543,-119.2777404785156,California,Hyundai
CA372,Imperial Valley Hyundai,634 Thomas Lane,El Centro,92243,CA,WE,760-353-8000,www.ivhyundai.com,32.7727269,-115.5581696,California,Hyundai
CA01Q,Hanford Hyundai,1990 Glendale Ave,Hanford,93230,CA,WE,559-582-2277,www.hanfordhyundai.com,36.31843948364258,-119.6791305541992,California,Hyundai
NV031,Abc Hyundai,6825 Redwood Street,Las Vegas,89118,NV,WE,702-902-1000,www.abchyundai.com,36.0648193359375,-115.238655090332,Nevada,Hyundai
LA030,Sterling Hyundai,6606 Johnston Street,Lafayette,70503,LA,SC,337-984-9050,www.sterlinghyundai.net,30.182731,-92.068876,Louisiana,Hyundai
CT018,Meriden Hyundai,318 South Broad Street,Meriden,06450,CT,EA,203-235-1669,www.meridenhyundai.com,41.5137816,-72.8061159,Connecticut,Hyundai
LA037,Giles Hyundai,3220 Macarthur Drive,Alexandria,71301,LA,SC,318-445-6504,www.gileshyundai.com,31.26441955566406,-92.45477294921875,Louisiana,Hyundai
CA331,All Star Hyundai,3950 Century Court,Pittsburg,94565,CA,WE,925-778-7878,www.allstarhyundai.net,38.0072016,-121.8459213,California,Hyundai
CA308,Future Hyundai Of Concord,4901 Marsh Drive,Concord,94520,CA,WE,925-686-5000,www.futurehyundaiofconcord.com,37.9764693,-122.0609266,California,Hyundai
CA01I,Vallejo Hyundai,3266 Sonoma Blvd.,Vallejo,94590,CA,WE,707-344-9567,www.vallejohyundai.com,38.11697769165039,-122.254264831543,California,Hyundai
CA320,Dublin Hyundai,6015 Scarlett Court,Dublin,94568,CA,WE,925-803-7700,www.dublinhyundai.com,37.7025743,-121.9026454,California,Hyundai
CA341,Hanlees Hilltop Hyundai,3285 Auto Plaza,Richmond,94806,CA,WE,510-222-8882,www.hanleeshilltophyundai.com,37.985842,-122.320289,California,Hyundai
CA362,Hyundai Of Vacaville,641 Orange Drive,Vacaville,95687,CA,WE,707-724-5600,www.hyundaivacaville.com,38.3790894,-121.942847,California,Hyundai
CA383,San Leandro Hyundai,1066 Marina Boulevard,San Leandro,94577,CA,WE,510-347-3000,www.sanleandrohyundai.com,37.7131368999,-122.1614332,California,Hyundai
CA386,Platinum Hyundai,3480 Naglee Road,Tracy,95304,CA,WE,209-820-3550,www.platinumhyundaioftracy.com,37.76248550415039,-121.4610595703125,California,Hyundai
CA350,Stockton Hyundai,2979 Auto Center Circle,Stockton,95212,CA,WE,209-662-6400,www.stocktonhyundai.com,38.016919,-121.278546,California,Hyundai
CA01F,Fremont Hyundai,43690 Auto Mall Circle,Fremont,94538,CA,WE,510-789-0800,www.fremonthyundai.com,37.49938583374023,-121.9775695800781,California,Hyundai
CA01N,Hyundai Of San Bruno,1178 El Camino Real,San Bruno,94066,CA,WE,650-935-4120,www.hyundaiofsanbruno.com,37.63731002807617,-122.4191818237305,California,Hyundai
CA315,Elk Grove Hyundai,8480 Auto Passage Drive,Elk Grove,95757,CA,WE,916-427-1234,www.elkgrovehyundai.com,38.4955069,-121.4325516,California,Hyundai
CA01G,Stevens Creek Hyundai,4425 Stevens Creek Blvd,Santa Clara,95051,CA,WE,408-249-1200,www.stevenscreekhyundai.com,37.32357406616211,-121.9799728393555,California,Hyundai
CA304,Capitol Hyundai,1050 Capitol Exprssway Automall,San Jose,95136,CA,WE,408-445-1500,www.capitolhyundaisj.com,37.2748126,-121.8753907,California,Hyundai
CA033,Manly Hyundai,2755 Corby Avenue,Santa Rosa,95407,CA,WE,707-545-7212,www.manlyhyundai.com,38.411857,-122.718812,California,Hyundai
CA307,Central Valley Hyundai,4620 N Mchenry Avenue,Modesto,95356,CA,WE,209-524-6811,www.centralvalleyhyundai.com,37.705891,-120.993844,California,Hyundai
CA339,Folsom Lake Hyundai,12530 Automall Circle,Folsom,95630,CA,WE,916-293-4760,www.folsomlakehyundai.com,38.6339387,-121.2061279,California,Hyundai
CA232,Hyundai Of Roseville,200 North Sunrise Ave.,Roseville,95661,CA,WE,916-677-3636,www.rosevillehyundai.com,38.7501272,-121.2649682,California,Hyundai
CA392,Hyundai Of Gilroy,6700 Automall Parkway,Gilroy,95020,CA,WE,408-842-0400,www.hyundaiofgilroy.com,36.99794745850564,-121.5594881904002,California,Hyundai
CA332,Merced Hyundai,1620 V Street,Merced,95340,CA,WE,209-725-4000,www.mercedhyundai.com,37.3062623,-120.4985566,California,Hyundai
CA387,Premier Hyundai Of Seaside,4A Heitzinger Plaza,Seaside,93955,CA,WE,831-394-4100,www.premierhyundaiofseaside.com,36.61079406738281,-121.8481216430664,California,Hyundai
CA129,Chico Hyundai,2562 Cohasset Road,Chico,95973,CA,WE,530-893-1777,www.chicohyundai.com,39.756748,-121.843727,California,Hyundai
NV029,Carson City Hyundai,3659 S. Carson Street,Carson City,89701,NV,WE,775-301-4600,www.carsoncityhyundai.com,39.1344,-119.7687,Nevada,Hyundai
CA172,Lithia Hyundai Of Fresno,5590 N. Blackstone,Fresno,93710,CA,WE,559-899-3720,www.lithiahyundaioffresno.com,36.819076,-119.789549,California,Hyundai
NV014,Lithia Hyundai Of Reno,2620 Kietzke Lane,Reno,89502,NV,WE,775-823-5500,www.lithiahyundaireno.com,39.499007,-119.788125,Nevada,Hyundai
CA173,Selma Hyundai,2505 Highland Avenue,Selma,93662,CA,WE,559-896-2277,www.selmahyundai.com,36.5709419,-119.6288612,California,Hyundai
TX160,Tipton Hyundai,450 E. Morrison Road,Brownsville,78526,TX,SC,956-350-5600,www.tiptonhyundai.com,25.9664727,-97.5050161,Texas,Hyundai
TX148,Bert Ogden Harlingen Hyundai,8621 W Expressway 83 Frontage,Harlingen,78552,TX,SC,956-423-5555,www.bertogdenhyundai.com,26.1865225,-97.7750777,Texas,Hyundai
TX167,Hyundai Of Pharr,1605 W Us Expressway 83,Pharr,78577,TX,SC,956-784-8300,www.hyundaiofpharr.com,26.1900564,-98.2391402,Texas,Hyundai
TX193,Charlie Clark Hyundai,2420 Jacaman Road,Laredo,78041,TX,SC,956-231-5626,www.charlieclarkhyundailaredo.com,27.56134796142578,-99.44764709472656,Texas,Hyundai
GA065,Autonation Hyundai Mall Of Georgia,3445 Buford Drive,Buford,30519,GA,SO,678-714-3430,www.autonationhyundaimallofgeorgia.com,34.0762046,-83.9831266,Georgia,Hyundai
GA002,Rick Case Hyundai,3180 Satellite Blvd,Duluth,30096,GA,SO,770-476-2800,www.rickcasehyundaiatlanta.com,33.9608474,-84.1165159,Georgia,Hyundai
GA084,Potamkin Hyundai Stone Mountain,4355 Stone Mountain Highway,Lilburn,30047,GA,SO,770-972-1222,www.potamkinatlanta.com,33.83523559570313,-84.08142852783203,Georgia,Hyundai
GA087,Hyundai Of Cumming,750 Peachtree Parkway,Cumming,30041,GA,SO,470-281-9228,www.hyundaiofcumming.com,34.14341735839844,-84.17351531982422,Georgia,Hyundai
GA037,Jim Ellis Hyundai,5785 Peachtree Industrial Blvd,Atlanta,30341,GA,SO,770-454-6789,www.jimellishyundai.com,33.9056824,-84.2932223,Georgia,Hyundai
GA041,Rick Case Hyundai,11446 Alpharetta Highway,Roswell,30076,GA,SO,770-225-5600,www.rickcasehyundairoswell.com,34.0561802,-84.329294,Georgia,Hyundai
GA094,Gainesville Hyundai,2407 Browns Bridge Road,Gainesville,30504,GA,SO,470-768-7680,www.gainesvillehyundai.com,34.27417755126953,-83.8604736328125,Georgia,Hyundai
GA070,Nalley Hyundai,7909 Mall Parkway,Lithonia,30038,GA,SO,678-210-2300,www.nalleyhyundai.com,33.696267,-84.103907,Georgia,Hyundai
GA003,Ed Voyles Hyundai,2135 Cobb Parkway,Smyrna,30080,GA,SO,770-952-8881,www.VoylesHyundai.com,33.8997328,-84.4834536,Georgia,Hyundai
GA093,Hyundai Of Athens,4160 Atlanta Highway,Athens,30606,GA,SO,706-612-9500,www.hyundaiofathens.com,33.94138336181641,-83.48003387451172,Georgia,Hyundai
GA088,Shottenkirk Hyundai,300 Liberty Blvd,Canton,30114,GA,SO,678-493-1100,www.shottenkirkhyundai.com,34.2648797842204,-84.46450107156821,Georgia,Hyundai
GA038,Hyundai Of Kennesaw,2878 Barrett Lakes,Kennesaw,30144,GA,SO,678-631-3575,www.hyundaiofkennesaw.com,34.0247947,-84.574526,Georgia,Hyundai
GA076,Thornton Road Hyundai,669 Thornton Road,Lithia Springs,30122,GA,SO,678-715-5000,www.jenkinshyundaioflithiasprings.com,33.7861379,-84.6158283,Georgia,Hyundai
GA015,Southtowne Hyundai,7665 Highway 85 South,Riverdale,30274,GA,SO,770-471-1000,www.southtowneatlanta.com,33.5376962,-84.4179375,Georgia,Hyundai
GA092,Mcdonough Hyundai,1785 Avalon Parkway,Mcdonough,30253,GA,SO,470-713-7400,www.mcdonoughhyundai.com,33.42115783691406,-84.17758178710938,Georgia,Hyundai
GA063,Terry Reid Hyundai,816 Joe Frank Harris Parkway,Cartersville,30120,GA,SO,678-605-9500,www.terryreidhyundai.com,34.1915119,-84.78775,Georgia,Hyundai
GA035,Southtowne Hyundai Of Newnan,800 Bullsboro Drive,Newnan,30265,GA,SO,770-253-1407,www.southtownehyundai.com,33.3977818,-84.7513861,Georgia,Hyundai
GA091,Shottenkirk Hyundai Rome,965 Veterans Memorial Highway,Rome,30161,GA,SO,706-291-2277,www.shottenkirkhyundairome.com,34.2891845703125,-85.15218353271484,Georgia,Hyundai
GA068,Volume Hyundai,2520 North Columbia Street,Milledgeville,31061,GA,SO,478-452-7001,www.volumehyundai.com,33.1148011,-83.2605117,Georgia,Hyundai
GA029,Five Star Hyundai,3010 Riverside Drive,Macon,31210,GA,SO,478-345-8927,www.fivestarhyundaiofmacon.com,32.8863296,-83.6745427,Georgia,Hyundai
SC042,Hyundai Of Anderson,1925 Pearman Dairy Road,Anderson,29625,SC,SO,864-642-0900,www.hyundaiofanderson.com,34.5530998,-82.6962404,South Carolina,Hyundai
GA082,Mtn View Hyundai,6236 Alabama Hwy,Ringgold,30736,GA,SO,706-935-4500,www.mvhyundai.com,34.9182708,-85.1194902,Georgia,Hyundai
TN034,Gray Epperson Hyundai,4100 Apd 40,Cleveland,37311,TN,SO,423-303-1333,www.grayeppersonhyundai.com,35.1381179,-84.9078305,Tennessee,Hyundai
TN008,Long Hyundai,6035 International Drive,Chattanooga,37421,TN,SO,423-855-5664,www.longhyundai.net,35.059987,-85.1914029,Tennessee,Hyundai
GA057,Five Star Hyundai Of Warner Robins,650 Russell Parkway,Warner Robins,31088,GA,SO,478-845-0946,www.warnerrobinshyundai.net,32.5944565,-83.6335379,Georgia,Hyundai
AL021,Superior Hyundai,110 South Quintard Ave,Anniston,36201,AL,SO,256-236-7651,www.superiorhyundaial.com,33.6455,-85.8265,Alabama,Hyundai
GA075,Autonation Hyundai Columbus,3000 North Lake Pkwy Suite 200,Columbus,31909,GA,SO,706-243-3780,autonationhyundaicolumbus.com,32.5523905,-84.9398535,Georgia,Hyundai
SC027,Dick Smith Hyundai,827 Congaree Rd.,Greenville,29607,SC,SO,864-284-7777,www.dicksmithhyundai.com,34.8409698,-82.3187366,South Carolina,Hyundai
AL022,Team One Hyundai Of Gadsden,937 W. Grand Ave.,Rainbow City,35906,AL,SO,256-413-8808,www.hyundaiofgadsden.com,33.9774005,-86.0606845,Alabama,Hyundai
GA026,Taylor Hyundai,3233 Washington Road,Augusta,30907,GA,SO,706-868-1200,www.taylorhyundai.com,33.5160407,-82.0641703,Georgia,Hyundai
SC053,Fred Anderson Hyundai,13740 E. Wade Hampton Blvd.,Greer,29651,SC,SO,864-334-4347,www.hyundaiofgreer.com,34.94965362548828,-82.1993179321289,South Carolina,Hyundai
SC051,Terry Lambert Hyundai,5585 Jefferson Davis Highway,Beech Island,29841,SC,SO,803-426-9506,www.terrylamberthyundai.com,33.48580551147461,-81.9336929321289,South Carolina,Hyundai
AL035,Hyundai Of Auburn,823 Opelika Road,Auburn,36830,AL,SO,334-321-0777,www.hyundaiofauburn.com,32.61802673339844,-85.4637451171875,Alabama,Hyundai
TN029,Twin City Hyundai,3024 Airport Highway,Alcoa,37701,TN,SO,865-970-0020,www.twincityhyundai.com,35.8322196,-83.972804,Tennessee,Hyundai
NC021,Hunter Hyundai,212 Hunter Airport Drive,Fletcher,28732,NC,MA,828-693-8661,www.hunterhyundai.com,35.42229461669922,-82.53109741210938,North Carolina,Hyundai
SC043,Benson Hyundai,2550 Reidville Road,Spartanburg,29301,SC,SO,864-541-0029,www.bensonhyundai.com,34.919787,-81.997897,South Carolina,Hyundai
TN033,Grayson Hyundai,8729 Kingston Pike,Knoxville,37923,TN,SO,865-693-4550,www.graysonhyundai.com,35.9188989,-84.0739937,Tennessee,Hyundai
NC060,Hyundai Of Asheville,860 Tunnel Road,Asheville,28805,NC,MA,828-298-4911,www.hyundaiofasheville.com,35.5873908,-82.504801,North Carolina,Hyundai
TN057,Rusty Wallace Hyundai,6813 Central Ave Pike,Knoxville,37918,TN,SO,865-963-3400,www.rustywallacehyundai.com,36.02781295776367,-83.99459838867188,Tennessee,Hyundai
AL034,Serra Hyundai,1751 Gadsden Highway,Birmingham,35235,AL,SO,205-856-9024,www.serrahyundai.com,33.59832000732422,-86.64213562011719,Alabama,Hyundai
TN054,Tarr Hyundai,5524 W Andrew Johnson Highway,Morristown,37814,TN,SO,423-200-5200,www.tarrhyundai.com,36.1818,-83.3838,Tennessee,Hyundai
AL020,Bentley Hyundai,3805 University Drive,Huntsville,35816,AL,SO,256-713-0505,www.bentleyhyundai.com,34.734274,-86.62151,Alabama,Hyundai
AL014,Jim Burke Hyundai,1424 5Th Ave. N.,Birmingham,35203,AL,SO,205-324-3371,www.jimburkebirminghamhyundai.com,33.5148319,-86.8158726,Alabama,Hyundai
AL030,Tameron Hyundai,1595 Montgomery Highway,Hoover,35216,AL,SO,205-380-6250,www.tameronhyundai.com,33.400796,-86.8048699,Alabama,Hyundai
GA081,"Five Star Hyundai Albany, Llc",711 E. Oglethorpe Boulevard,Albany,31705,GA,SO,229-518-3095,www.fivestarhyundaialbany.com,31.5742444,-84.1330004,Georgia,Hyundai
AZ048,Hyundai Of Yuma,1125 E. 32Nd Street,Yuma,85365,AZ,WE,928-726-6970,www.hyundaiofyuma.com,32.6685784,-114.6088632,Arizona,Hyundai
TX125,Hyundai Of Del Rio,1508 Veterans Boulevard,Del Rio,78840,TX,SC,830-422-3900,www.hyundaiofdelrio.com,29.378286,-100.903995,Texas,Hyundai
TN048,Hyundai Of Hickory Hollow,5388 Hickory Hollow Pkwy,Antioch,37013,TN,SO,270-783-8080,www.downtownhyundainashville.com,36.1551246,-86.7919492,Tennessee,Hyundai
TN046,Hyundai Of Cool Springs,201 Comtide Court,Franklin,37067,TN,SO,615-610-0839,www.hyundaiofcoolsprings.com,35.9584351,-86.8078031,Tennessee,Hyundai
TN051,Murfreesboro Hyundai,1625 S. Church Street,Murfreesboro,37130,TN,SO,615-713-1532,www.hyundaiofmurfreesboro.com,35.9173416,-86.4490926,Tennessee,Hyundai
TN055,Hallmark Hyundai,1198 West Main Street,Hendersonville,37075,TN,SO,615-855-3200,www.hendersonvillehyundai.com,36.30981826782227,-86.66543579101562,Tennessee,Hyundai
TN045,"Wilson County Hyundai, Inc",1310 West Main Street,Lebanon,37087,TN,SO,615-444-5564,www.wilsoncountyhyundai.com,36.21289,-86.323468,Tennessee,Hyundai
TN052,Hyundai Of Columbia,1370 Nashville Highway,Columbia,38401,TN,SO,931-398-5546,www.hyundaiofcolumbia.com,35.6603272,-87.0224442,Tennessee,Hyundai
TN056,Wyatt Johnson Hyundai,2425 Wilma Rudolph Blvd,Clarksville,37040,TN,SO,931-648-4300,www.wyattjohnsonhyundai.com,36.574028,-87.301139,Tennessee,Hyundai
KY009,Jim Johnson Hyundai,2200 Scottsville Road,Bowling Green,42104,KY,CE,270-781-6770,www.jimjohnsonhyundai.com,36.9598935,-86.4294303,Kentucky,Hyundai
TN047,Hyundai Of Cookeville,931 South Willow Avenue,Cookeville,38501,TN,SO,931-520-7200,www.hyundaiofcookeville.com,36.1432786,-85.5257824,Tennessee,Hyundai
AL031,University Hyundai Of Decatur,1211 Beltline Road,Decatur,35603,AL,SO,256-280-2131,www.greenwayhyundaiofdecatur.com,34.5917349,-87.0304547,Alabama,Hyundai
AL033,Greenway Hyundai Of The Shoals,122 Highway 43 South,Tuscumbia,35674,AL,SO,256-766-6117,www.greenwayhyundaishoals.com,34.7149804,-87.6687763,Alabama,Hyundai
KY021,Don Moore Hyundai,3200 Villa Point,Owensboro,42303,KY,CE,270-685-5555,www.donmoorehyundai.com,37.7522916,-87.0621919,Kentucky,Hyundai
KY006,Swope Hyundai,1104 N. Dixie Ave.,Elizabethtown,42701,KY,CE,270-505-1200,www.swopehyundai.com,37.716333,-85.8788505,Kentucky,Hyundai
TN053,Allen Samuels Hyundai,1639 I-45 Bypass,Jackson,38305,TN,SO,731-664-8500,www.allensamuelshyundai.com,35.6499,-88.8524,Tennessee,Hyundai
KY034,Don Franklin Somerset Hyundai,5090 South Hwy 27,Somerset,42501,KY,CE,606-677-1101,www.donfranklinsomersethyundai.com,37.02175140380859,-84.6261215209961,Kentucky,Hyundai
KY020,Linwood Hyundai,3345 Park Avenue,Paducah,42001,KY,CE,270-444-6901,www.linwoodhyundai.com,37.0838506,-88.6542356,Kentucky,Hyundai
IN055,Hyundai Of Evansville,4400 E Division Street,Evansville,47715,IN,CE,812-473-4400,www.hyundaiofevansville.com,37.97759246826172,-87.49768829345703,Indiana,Hyundai
KY028,Hyundai Of Louisville,6633 Dixie Hwy,Louisville,40258,KY,CE,502-214-4200,www.hyundaioflouisville.com,38.1551363,-85.8336051,Kentucky,Hyundai
